DLiP-ID,T0063J
DLiP-Mol-ID,23431
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C20H29N3O2S/c24-19(25-14-6-8-16-7-4-12-21-15-16)18-11-5-13-23(18)20(26)22-17-9-2-1-3-10-17/h4,7,12,15,17-18H,1-3,5-6,8-11,13-14H2,(H,22,26)"
Standard Inchi Key(RDKit),SZBXUAFITADSQQ-UHFFFAOYSA-N
Canonical SMILES(RDKit),O=C(OCCCc1cccnc1)C1CCCN1C(=S)NC1CCCCC1
SMILES(SDF),
MW(SDF),
MW(RDKit),375.538
MW Monoisotopic(RDKit),375.198048168
MolLogP(RDKit),3.229
XLogP(SDF),
XLogP(CDK),3.922
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),5
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),54.46
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),6
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),1
nAtoms(SDF),
Heavy Atoms(RDKit),26
QED Weighted(RDKit),0.468015268951906
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,FKBP1A/FK506
Common Target Pref Name,FKBP1A/FK506
RDKit Descriptors
Ipc,1339964.1861010743
qed,0.468015268951906
Chi0,18.192023676495612
Chi1,12.737183443017884
TPSA,54.46
Chi0n,15.361448270581288
Chi0v,16.177944851509015
Chi1n,9.86514427032969
Chi1v,10.273392560793553
Chi2n,7.268168862581787
Chi2v,7.654867193648774
Chi3n,5.2954117943953065
Chi3v,5.64777162480559
Chi4n,3.8505419868020545
Chi4v,4.235735973305714
MolMR,105.85170000000006
MolWt,375.5380000000002
fr_SH,0
Kappa1,19.08217215837655
Kappa2,9.855983731745825
Kappa3,5.401198050748707
fr_ArN,0
fr_COO,0
fr_C_O,1
fr_C_S,1
fr_NH0,2
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,589.9789070321086
MolLogP,3.229000000000002
NOCount,5
fr_Ar_N,1
fr_COO2,0
fr_urea,0
BalabanJ,1.4110790865031806
SMR_VSA1,9.53140013787187
SMR_VSA2,0.0
SMR_VSA3,15.200676855804016
SMR_VSA4,0.0
SMR_VSA5,69.87107626463002
SMR_VSA6,13.151638370425493
SMR_VSA7,30.08987277184637
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,1
fr_ether,1
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,161.05706393990113
NHOHCount,1
PEOE_VSA1,14.953561288656857
PEOE_VSA2,4.9839785209472085
PEOE_VSA3,4.794537184071822
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,25.328831937239638
PEOE_VSA7,62.37262174076136
