DLiP-ID,T002CE
AATSC5m,-3.287230239350651
AATSC5p,0.024226398442350052
AATSC5s,-0.3075956788731672
AATSC5v,0.5453259910514592
AATSC6Z,0.46169354838709675
AATSC6c,0.01157434853945632
AATSC6d,-0.03429435483870969
AATSC6i,-0.16003440802816377
AATSC6m,2.6463326616129033
AATSC6p,-0.022107677056821057
AATSC6s,0.3669103496697862
AATSC6v,2.464439561574381
AATSC7Z,-3.030720338983051
AATSC7c,-0.007110538432773325
AATSC7d,0.0323199152542373
AATSC7i,0.22228940663736274
AATSC7m,-13.41373889677967
AATSC7p,0.04062503776712578
AATSC7s,-1.1658133502548766
AATSC7v,1.9206773408410038
AATSC8Z,-0.3639705882352941
AATSC8c,-0.0013353086491436786
AATSC8d,-0.02672794117647059
AATSC8i,0.009280818144238668
AATSC8m,-1.7451090350980405
AATSC8p,-0.009678346706437812
AATSC8s,-0.022126297985758023
AATSC8v,-1.149596481096294
ATS0are,273.72850000000005
ATS1are,272.72400000000005
ATS2are,447.33
ATS3are,545.1530000000001
ATS4are,619.3508
ATS5are,524.6419999999999
ATS6are,406.064
ATS7are,411.48800000000006
ATS8are,347.041
ATSC0dv,192.83333333333331
ATSC0pe,7.5669499999999985
ATSC0se,5.818787374999999
ATSC1dv,-1.9097222222222325
ATSC1pe,-0.8532437499999989
ATSC1se,-0.260315484375
ATSC2dv,37.62499999999998
ATSC2pe,3.2530625000000004
ATSC2se,2.609451906249999
ATSC3dv,-14.041666666666673
ATSC3pe,-0.8819874999999999
ATSC3se,-0.9045895937499995
ATSC4dv,-35.659722222222214
ATSC4pe,-0.94226875
ATSC4se,-0.9522970468750002
ATSC5dv,0.36805555555556246
ATSC5pe,-1.845943749999999
ATSC5se,-1.4942555468750012
ATSC6dv,46.29166666666668
ATSC6pe,1.6777374999999979
ATSC6se,0.4603860937500002
ATSC7dv,-85.61805555555557
ATSC7pe,-4.720806249999998
ATSC7se,-3.547189453125002
ATSC8dv,-8.562500000000007
ATSC8pe,-0.5186312499999997
ATSC8se,-0.23731845312500058
AXp-0dv,0.5563588872089901
AXp-1dv,0.3238255355233156
AXp-2dv,0.1818912862463284
AXp-3dv,0.10335800610001626
AXp-4dv,0.056307762132377724
AXp-5dv,0.03339606858536505
AXp-6dv,0.01986383301944864
AXp-7dv,0.010194264211274907
BertzCT,904.5805164189358
ECIndex,595
ETA_eta,16.40340944332487
GATS1dv,0.6990956426418198
GATS1pe,0.7486613400153653
GATS1se,0.7297766438752574
GATS2dv,0.7364657814096017
GATS2pe,0.5429105878494337
GATS2se,0.5670968007394245
GATS3dv,0.8802411619621815
GATS3pe,0.8785985074051971
GATS3se,0.9092208555508272
GATS4dv,1.1140509846562767
GATS4pe,1.1145258380619112
GATS4se,1.1286158780772848
GATS5dv,1.1014154384940904
GATS5pe,1.303702284275699
GATS5se,1.3111537013149757
GATS6dv,0.8664371148967019
GATS6pe,0.8196011134157475
GATS6se,0.8877916974870972
GATS7dv,1.4422014854313465
GATS7pe,1.6619571439178915
GATS7se,1.674217746226852
GATS8dv,1.0515532055518837
GATS8pe,1.078861908384099
GATS8se,1.0784147222063145
LogEE_A,4.12251838436042
LogEE_D,143.94989819400803
MATS1dv,-0.009661937587396672
MATS1pe,-0.11000904285468614
MATS1se,-0.04364591964825184
MATS2dv,0.11825253398287101
MATS2pe,0.2605479130036581
MATS2se,0.27178961901626075
MATS3dv,-0.03552079600311995
MATS3pe,-0.056857492764991024
MATS3se,-0.07583422249784723
MATS4dv,-0.07953767468084248
MATS4pe,-0.05355881586642308
MATS4se,-0.07039097689802976
MATS5dv,0.0009915178454504485
MATS5pe,-0.12672633203362224
MATS5se,-0.13340178935946656
MATS6dv,0.15487774277190738
MATS6pe,0.14304459396752714
MATS6se,0.051045564504807635
MATS7dv,-0.30101714447553346
MATS7pe,-0.4229638903613068
MATS7se,-0.41329473832311603
MATS8dv,-0.03482637653159798
MATS8pe,-0.053756085059784596
MATS8se,-0.03198812881490445
MAXaaCH,1.600293917232985
MAXaasC,0.8762115983797081
MAXdssC,-0.7794799277735784
MAXsCH3,1.8013380640583818
MAXssNH,2.3007411081716636
MDEC-12,1.613128976079074
MDEC-13,1.02372516960065
MDEC-22,6.280070297204433
MDEC-23,13.797750820880546
MDEC-33,4.619568625112405
MDEO-11,2.4280490803944472
MDEO-12,1.3783426653724369
MINaaCH,1.037525701511091
MINaasC,-0.5291710428013536
MINdssC,-1.316758250966924
MINsCH3,1.8013380640583818
MINssNH,2.3007411081716636
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,2.517857142857143
SM1_Dzi,1.350288391335964
SM1_Dzm,2.5127179346059823
SM1_Dzp,-7.6701037375214
SM1_Dzv,-2.9547070994781404
SddssSe,0
SpAD_Dt,383.69944880538094
SpAbs_A,30.076215928724594
SpAbs_D,287.89979638801606
SpMAD_A,1.2030486371489837
SpMAD_D,11.515991855520642
SpMax_A,2.3577747762105474
SpMax_D,143.94989819400803
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,138.38
TpiPC10,7.576193440567127
VAdjMat,5.700439718141092
VE1_DzZ,4.92065205280678
VE1_Dzi,4.930213183899645
VE1_Dzm,4.920663313920908
VE1_Dzp,4.94178263499692
VE1_Dzv,4.942294338580912
VE2_DzZ,0.1968260821122712
VE2_Dzi,0.1972085273559858
VE2_Dzm,0.19682653255683633
VE2_Dzp,0.1976713053998768
VE2_Dzv,0.1976917735432365
VE3_DzZ,2.5097317846551954
VE3_Dzi,2.5116729611641517
VE3_Dzm,2.5097340731936093
VE3_Dzp,2.5140168552674806
VE3_Dzv,2.5141203962629253
VR1_DzZ,138.5952593132924
VR1_Dzi,138.154618459324
VR1_Dzm,138.59486843932282
VR1_Dzp,137.63676059440215
VR1_Dzv,137.3942430164941
VR2_DzZ,5.543810372531696
VR2_Dzi,5.526184738372961
VR2_Dzm,5.543794737572913
VR2_Dzp,5.505470423776086
VR2_Dzv,5.495769720659764
VR3_DzZ,5.847848613956185
VR3_Dzi,5.844664213443555
VR3_Dzm,5.847845793697234
VR3_Dzp,5.840908777176301
VR3_Dzv,5.839145211341323
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.0
Xch-6dv,0.051834038994012184
Xch-7dv,0.09661301693879916
Xpc-4dv,1.7602993507000124
Xpc-5dv,1.8472176831544187
Xpc-6dv,2.0572877941518364
Zagreb1,126.0
Zagreb2,143.0
fragCpx,76.09
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,0
n5aRing,0
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,12
nBondsD,4
nBondsM,16
nBondsO,26
nBondsS,25
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,9
naHRing,0
AATS0are,6.843212500000002
AATS1are,6.6518048780487815
AATS2are,6.777727272727272
AATS3are,6.648207317073172
AATS4are,6.659686021505377
AATS5are,6.813532467532466
AATS6are,6.54941935483871
AATS7are,6.974372881355933
AATS8are,6.804725490196079
AATSC0dv,4.820833333333333
AATSC0pe,0.18917374999999997
AATSC0se,0.145469684375
AATSC1dv,-0.04657859078590811
AATSC1pe,-0.020810823170731678
AATSC1se,-0.0063491581554878055
AATSC2dv,0.5700757575757572
AATSC2pe,0.04928882575757576
AATSC2se,0.03953715009469695
AATSC3dv,-0.17123983739837406
AATSC3pe,-0.01075594512195122
AATSC3se,-0.011031580411585359
AATSC4dv,-0.3834378733572281
AATSC4pe,-0.010131922043010753
AATSC4se,-0.010239753192204304
AATSC5dv,0.004779942279942369
AATSC5pe,-0.02397329545454544
AATSC5se,-0.019405916193181834
AATSC6dv,0.7466397849462367
AATSC6pe,0.02706028225806448
AATSC6se,0.0074255821572580686
AATSC7dv,-1.4511534839924674
AATSC7pe,-0.08001366525423725
AATSC7se,-0.0601218551377119
AATSC8dv,-0.16789215686274525
AATSC8pe,-0.010169240196078424
AATSC8se,-0.004653303002450992
AETA_eta,0.6561363777329947
ATSC0are,8.4519975
ATSC1are,-1.2433274374999996
ATSC2are,3.7856791250000006
ATSC3are,-0.7987123749999995
ATSC4are,-1.2374516874999992
ATSC5are,-1.9341751874999964
ATSC6are,1.7124088749999973
ATSC7are,-5.110836312499993
ATSC8are,-0.597791812499998
BCUTZ-1h,16.013261364306516
BCUTZ-1l,5.692477101092116
BCUTc-1h,0.4852444164397335
BCUTc-1l,-0.3636207810652914
BCUTd-1h,4.043798728781564
BCUTd-1l,0.9706212533415945
BCUTi-1h,14.540298517152442
BCUTi-1l,10.319124661390918
BCUTm-1h,32.0666127188596
BCUTm-1l,11.704561524707502
BCUTp-1h,2.9538365499823924
BCUTp-1l,0.7413637909474557
BCUTs-1h,7.015037231009442
BCUTs-1l,0.30035052346059865
BCUTv-1h,24.441727861599446
BCUTv-1l,14.699440154824693
BalabanJ,1.7211838889162145
Diameter,15
ETA_beta,34.5
GATS1are,0.8013734146940974
GATS2are,0.5460387537760371
GATS3are,0.876814305384398
GATS4are,1.1229603492566258
GATS5are,1.2995319637861829
GATS6are,0.8253483197887682
GATS7are,1.665169603047551
GATS8are,1.0908507304999582
HybRatio,0.125
Lipinski,True
LogEE_Dt,191.84972440269047
MATS1are,-0.14351665130624805
MATS2are,0.2714566568256185
MATS3are,-0.046097480824258005
MATS4are,-0.06297177500895336
MATS5are,-0.11887915621944155
MATS6are,0.1307122865754323
MATS7are,-0.409959157132552
MATS8are,-0.05547284219255984
MAXddssS,-4.078439630839071
MAXssCH2,-0.7662166162761399
MINddssS,-4.078439630839071
MINssCH2,-0.7662166162761399
NsssssAs,0
RotRatio,0.23076923076923078
SM1_Dzpe,1.9838586291309672
SM1_Dzse,1.951082698804273
SMR_VSA1,32.4030115748037
SMR_VSA2,0.0
SMR_VSA3,0.0
SMR_VSA4,0.0
SMR_VSA5,11.819220675208399
SMR_VSA6,11.923670568519249
SMR_VSA7,53.59147246262526
SMR_VSA8,0.0
SMR_VSA9,5.749511833283905
SpAD_DzZ,197.35462969556363
SpAD_Dzi,226.95156518473465
SpAD_Dzm,197.39249608901298
SpAD_Dzp,310.25455448993694
SpAD_Dzv,277.85325235592825
SpAbs_Dt,383.699448805381
SpDiam_A,4.715549552421095
SpDiam_D,223.24846327403787
SpMAD_Dt,15.347977952215238
SpMax_Dt,191.84972440269047
SsssssAs,0
VE1_Dzpe,4.929084396873979
VE1_Dzse,4.929035246786052
VE2_Dzpe,0.19716337587495913
VE2_Dzse,0.19716140987144207
VE3_Dzpe,2.511443981965309
VE3_Dzse,2.5114340104718185
VMcGowan,247.59999999999985
VR1_Dzpe,138.08450272275346
VR1_Dzse,138.0786724818464
VR2_Dzpe,5.523380108910138
VR2_Dzse,5.523146899273857
VR3_Dzpe,5.844156568199273
VR3_Dzse,5.844114345039697
mZagreb1,10.340277777777779
mZagreb2,5.430555555555555
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,10
nBondsKS,31
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.21129993749999998
AATSC1are,-0.030325059451219504
AATSC2are,0.05735877462121213
AATSC3are,-0.009740394817073164
AATSC4are,-0.013305932123655906
AATSC5are,-0.025119158279220732
AATSC6are,0.027619497983870926
AATSC7are,-0.0866243442796609
AATSC8are,-0.011721408088235255
AETA_beta,1.38
BCUTdv-1h,6.025072205723933
BCUTdv-1l,0.6453407957861395
BCUTpe-1h,3.546630014678141
BCUTpe-1l,2.2376322317943593
BCUTse-1h,3.7787189709968763
BCUTse-1l,2.436232000350949
ETA_alpha,11.566666666666668
ETA_dBeta,3.5
ETA_eta_B,0.7278358294677219
ETA_eta_F,28.744771926334067
ETA_eta_L,4.59498590764311
ETA_eta_R,45.148181369658936
ETA_psi_1,0.49150141643059525
LabuteASA,143.3575871585865
LogEE_DzZ,98.41281238395626
LogEE_Dzi,113.52979412802077
LogEE_Dzm,98.43117224781031
LogEE_Dzp,153.34337252133605
LogEE_Dzv,138.33568475806857
PEOE_VSA1,15.529843393687743
PEOE_VSA2,8.97762261672153
PEOE_VSA3,4.794537184071822
PEOE_VSA4,8.417796984328938
PEOE_VSA5,0.0
PEOE_VSA6,17.696185628620217
PEOE_VSA7,31.18920547353706
PEOE_VSA8,11.753753343145172
PEOE_VSA9,4.895483475517775
SM1_Dzare,2.1610775885085705
SpAD_Dzpe,220.2741709011412
SpAD_Dzse,219.46432320499406
SpAbs_DzZ,195.23962969556374
SpAbs_Dzi,225.7092998647056
SpAbs_Dzm,195.28181302394384
SpAbs_Dzp,314.3568487801936
SpAbs_Dzv,279.62607661561526
SpDiam_Dt,279.33721790117187
SpMAD_DzZ,7.894185187822545
SpMAD_Dzi,9.078062607389386
SpMAD_Dzm,7.895699843560519
SpMAD_Dzp,12.410182179597477
SpMAD_Dzv,11.11413009423713
SpMax_DzZ,98.41281238395626
SpMax_Dzi,113.52979412802077
SpMax_Dzm,98.43117224781031
SpMax_Dzp,153.34337252133605
SpMax_Dzv,138.33568475806857
VE1_Dzare,4.9284509729929935
VE2_Dzare,0.19713803891971973
VE3_Dzare,2.5113154662951964
VR1_Dzare,138.11906619677774
VR2_Dzare,5.52476264787111
VR3_Dzare,5.844406843562042
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,12
nAromBond,12
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4626666666666667
AETA_dBeta,0.14
AETA_eta_B,0.029113433178708875
AETA_eta_F,1.1497908770533627
AETA_eta_L,0.1837994363057244
AETA_eta_R,1.8059272547863574
BCUTare-1h,3.589947394793347
BCUTare-1l,2.1844145581788705
ETA_beta_s,15.5
ETA_dPsi_A,0.22249858356940472
ETA_dPsi_B,0.0
ETA_eta_BR,0.8998358294677218
ETA_eta_FL,7.091391825262264
ETA_eta_RL,11.686377732905374
LogEE_Dzpe,110.21643979573585
LogEE_Dzse,109.8102049104492
PEOE_VSA10,17.919845289493818
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,16.02530658838506
SlogP_VSA1,5.316788604006331
SlogP_VSA2,37.11421875582662
SlogP_VSA3,19.09574947575508
SlogP_VSA4,6.923737199690624
SlogP_VSA5,15.921440167465814
SlogP_VSA6,47.360052954749044
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
SpAD_Dzare,218.84163744437876
SpAbs_Dzpe,218.44902096234094
SpAbs_Dzse,217.66932712209416
SpDiam_DzZ,155.01726951356042
SpDiam_Dzi,178.74739982265413
SpDiam_Dzm,155.04916047119042
SpDiam_Dzp,247.3966254823084
SpDiam_Dzv,221.8981424270592
SpMAD_Dzpe,8.810966836045647
SpMAD_Dzse,8.778572928199763
SpMax_Dzpe,110.21643979573585
SpMax_Dzse,109.8102049104492
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,25
AETA_beta_s,0.62
AETA_eta_BR,0.03599343317870887
AETA_eta_FL,0.28365567301049055
AETA_eta_RL,0.467455109316215
DetourIndex,2312
EState_VSA1,34.35100567413373
EState_VSA2,16.14632124189833
EState_VSA3,0.0
EState_VSA4,17.696185628620217
EState_VSA5,18.19910120538483
EState_VSA6,19.056471336613843
EState_VSA7,0.0
EState_VSA8,9.499874036656038
EState_VSA9,5.106527394840706
ETA_beta_ns,19.0
ETA_shape_p,0.21613832853025933
ETA_shape_x,0.07204610951008644
ETA_shape_y,0.3025936599423631
GhoseFilter,True
LogEE_Dzare,109.50726182572973
SlogP_VSA10,5.687386274683562
SlogP_VSA11,5.749511833283905
SpAbs_Dzare,216.85344606295092
SpDiam_Dzpe,173.5821672169757
SpDiam_Dzse,173.03281904689604
SpMAD_Dzare,8.75366549777515
SpMax_Dzare,109.50726182572973
TopoPSA(NO),130.0
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,28.61837724805257
VSA_EState9,51.54339571611983
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.76
EState_VSA10,23.113398747313283
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.037333333333333274
FilterItLogS,-3.061839493623559
SpDiam_Dzare,172.305464299148
ETA_beta_ns_d,1.0
ETA_epsilon_1,0.7008333333333333
ETA_epsilon_2,0.9413333333333328
ETA_epsilon_3,0.4369863013698634
ETA_epsilon_4,0.6083333333333335
ETA_epsilon_5,0.8726190476190473
AETA_beta_ns_d,0.04
ETA_dEpsilon_A,0.2638470319634699
ETA_dEpsilon_B,0.0924999999999998
ETA_dEpsilon_C,-0.17134703196347012
ETA_dEpsilon_D,0.0687142857142855
PetitjeanIndex,0.4666666666666667
TopoShapeIndex,0.875
CDK Descriptors
FMFDescriptor,0.68
MDEDescriptor,"0.0,1.613128976079074,1.02372516960065,0.0,6.280070297204433,13.797750820880546,0.0,4.619568625112405,0.0,0.0,2.4280490803944472,1.3783426653724369,0.0,0.0,0.0,0.0,0.0,0.0,0.0"
APolDescriptor,47.775894999999984
BCUTDescriptor,"11.85000000000001,31.972072297258254,-0.35963483115309525,0.29804263054929764,4.17956983292245,11.075832444387515"
BPolDescriptor,27.366104999999997
TPSADescriptor,138.38
ALOGPDescriptor,"2.2979000000000003,5.280344410000001,85.52590000000002"
XLogPDescriptor,1.397
VAdjMaDescriptor,5.700439718141093
WeightDescriptor,365.05692293999994
ChiPathDescriptor,"18.612519696192855,11.686377732905378,11.389159349020932,8.338776836596573,6.28654542688671,4.534702534222307,3.1288045303785377,1.6744595025022175,13.296217370195267,7.362618207587325,5.517704798820698,3.4855448065299592,2.1079083285017313,1.346125034236529,0.7210603105213641,0.3096763453463985"
ChiChainDescriptor,"0.0,0.0,0.0,0.15137471507731048,0.28043761424236524,0.0,0.0,0.0,0.051834038994012184,0.0795920499935357"
AtomCountDescriptor,40
BondCountDescriptor,26
SmallRingDescriptor,"2,2,2,2,0,0,0,2,0,0,0"
ChiClusterDescriptor,"2.681407154587717,0.20412414523193154,0.58076952088223,0.10206207261596577,0.8011673444824964,0.020820324694329484,0.08280922851004187,0.006940108231443161"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,2,10,2,2,0,0,0"
ZagrebIndexDescriptor,126.0
LargestChainDescriptor,16
MannholdLogPDescriptor,2.2299999999999995
WeightedPathDescriptor,"49.40262845679092,1.9761051382716368,24.31564706719778,17.82205384416942,3.0409738517128186"
FractionalPSADescriptor,0.3790641713778535
WienerNumbersDescriptor,"1742.0,37.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"4.745896900708101,6.3896388306947305,7.545139395476617,1.2387144769952878,1.2870805002674404,1.2772047356723808"
FractionalCSP3Descriptor,0.125
KierHallSmartsDescriptor,"0,0,0,0,0,0,1,0,1,0,0,7,0,0,0,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,3
LargestPiSystemDescriptor,13
PetitjeanNumberDescriptor,0.4666666666666667
AcidicGroupCountDescriptor,1
KappaShapeIndicesDescriptor,"21.301775147928993,9.273922571219869,6.282314764737696"
AromaticAtomsCountDescriptor,12
AromaticBondsCountDescriptor,12
FragmentComplexityDescriptor,1081.09
HBondAcceptorCountDescriptor,7
HybridizationRatioDescriptor,0.125
AutocorrelationDescriptorMass,"36.90901658851311,37.331807311533446,49.14806694662375,48.98312174674842,45.92169316267735"
PetitjeanShapeIndexDescriptor,"0.875,NaN"
RotatableBondsCountDescriptor,7
AutocorrelationDescriptorCharge,"0.7223065178225941,-0.36744543306850963,0.061473140921187525,-0.026565288800044405,-0.07943827728526345"
EccentricConnectivityIndexDescriptor,595
AutocorrelationDescriptorPolarizability,"1565.808983160907,1779.420784456635,2422.064737173991,2320.379892801763,1870.4008892046443"
