DLiP-ID,J000NJ
MID_C,39.40516954814283
MID_N,5.983601978204989
MID_O,3.4949537423011776
MID_X,5.301250097603243
MID_h,14.77980581810941
MINdO,12.490812678466447
MINsF,13.358233510660163
MINtN,8.879086146433487
MPC10,80
MWC01,29.0
MWC02,4.976733742420574
MWC03,5.831882477283517
MWC04,6.727431724850855
MWC05,7.602401335665818
MWC06,8.497194544909547
MWC07,9.379323364330956
MWC08,10.274464730185619
MWC09,11.16034213893475
MWC10,12.056127277637396
NaaCH,5
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,7
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,1
NdssS,0
NsCH3,1
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,1
NssPH,0
NssSe,0
NsssB,0
NsssN,1
NsssP,0
SLogP,3.2420800000000014
SRW02,4.07753744390572
SRW03,0.0
SRW04,5.442417710521793
SRW05,2.3978952727983707
SRW06,6.98933526597456
SRW07,4.727387818712341
SRW08,8.615951963439501
SRW09,6.823286122355687
SRW10,10.282916646093451
SaaCH,6.587360323549932
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,-0.021641181591056213
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-0.681196355085244
SdssS,0
SsCH3,1.3387520471151422
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,2.5492254556143443
SssPH,0
SssSe,0
SsssB,0
SsssN,1.64205446014579
SsssP,0
VE1_A,4.188786240150169
VE1_D,5.11963612699672
VE2_A,0.15514023111667294
VE2_D,0.18961615285173036
VE3_A,2.4256627848238383
VE3_D,2.6263351405902293
VR1_A,364.8906503167866
VR1_D,161.80161759495977
VR2_A,13.514468530251357
VR2_D,5.992652503517029
VR3_A,6.892849493534086
VR3_D,6.079622775081361
WPath,1982
Xc-3d,2.8019146507903145
Xc-4d,0.2041241452319315
Xc-5d,0.9133998401791232
Xc-6d,0.14433756729740643
Xp-0d,19.76722023457211
Xp-1d,12.707545782960556
Xp-2d,12.341481414596842
Xp-3d,10.198310026397696
Xp-4d,7.630565611152732
Xp-5d,5.983624573203802
Xp-6d,4.1720644307121795
Xp-7d,2.8226680597672553
ZMIC0,82.6194601841896
ZMIC1,41.12536194135967
ZMIC2,30.41002670698363
ZMIC3,27.8285758275441
ZMIC4,26.39432546511067
ZMIC5,26.39432546511067
nAcid,0
nAtom,43
nBase,0
nRing,3
piPC1,3.6635616461296463
piPC2,4.248495242049359
piPC3,4.774912960575186
piPC4,5.243068892317559
piPC5,5.718671087149952
piPC6,5.89129884832726
piPC7,6.007199476251594
piPC8,6.1856940882575495
piPC9,6.073764321074546
AATS0Z,33.16279069767442
AATS0d,3.7209302325581395
AATS0i,166.2247745495322
AATS0m,135.7297818674312
AATS0p,1.6370281971531158
AATS0s,7.856873819220693
AATS0v,245.69637412798374
AATS1Z,29.0
AATS1d,4.4
AATS1i,147.46372028182327
AATS1m,112.72056643712006
AATS1p,1.9168826805777788
AATS1s,3.747062185642432
AATS1v,287.55038911440596
AATS2Z,26.571428571428573
AATS2d,4.025974025974026
AATS2i,153.4470750205622
AATS2m,102.8373944459844
AATS2p,1.703866884014208
AATS2s,3.679700443589333
AATS2v,252.98973632950498
AATS3Z,23.21904761904762
AATS3d,3.1904761904761907
AATS3i,160.43230387330317
AATS3m,87.18435457468355
AATS3p,1.462768991449952
AATS3s,4.710498726239467
AATS3v,210.44831793191165
AATS4Z,18.904347826086955
AATS4d,2.773913043478261
AATS4i,166.76355521623756
AATS4m,69.38427263460174
AATS4p,1.2548444425302605
AATS4s,3.5622249060654854
AATS4v,174.99392857446432
AATS5Z,18.66346153846154
AATS5d,2.8076923076923075
AATS5i,163.14372301569333
AATS5m,68.82093959436921
AATS5p,1.262014421998356
AATS5s,3.6737792814181702
AATS5v,179.24673931723393
AATS6Z,18.63
AATS6d,2.6
AATS6i,165.1893117039689
AATS6m,67.164744800752
AATS6p,1.2343252385449002
AATS6s,4.049074074074073
AATS6v,175.54353686287538
AATS7Z,18.103092783505154
AATS7d,2.4742268041237114
AATS7i,167.37136620503532
AATS7m,67.23322103251137
AATS7p,1.1678922231760205
AATS7s,3.824376352297313
AATS7v,161.733106882055
AATS8Z,20.36
AATS8d,2.68
AATS8i,167.88334918841096
AATS8m,74.49103131451733
AATS8p,1.2997527296404927
AATS8s,5.214279835390944
AATS8v,180.9427332882075
AMID_C,1.45945072400529
AMID_N,0.22161488808166627
AMID_O,0.12944273119633992
AMID_X,0.19634259620752753
AMID_h,0.5474002154855336
ATS0dv,443.60493827160496
ATS0pe,294.04589999999996
ATS0se,352.1491929999999
ATS1dv,404.1111111111111
ATS1pe,302.25300000000004
ATS1se,357.32861399999985
ATS2dv,564.4444444444445
ATS2pe,510.76560000000006
ATS2se,610.2146319999996
ATS3dv,617.5555555555555
ATS3pe,710.3771999999999
ATS3se,854.373042
ATS4dv,500.33333333333337
ATS4pe,745.4657000000002
ATS4se,915.016082
ATS5dv,470.1111111111111
ATS5pe,667.8532000000001
ATS5se,819.855294
ATS6dv,411.77777777777777
ATS6pe,664.3145
ATS6se,810.8396280000001
ATS7dv,413.2222222222222
ATS7pe,615.7846000000001
ATS7se,762.715902
ATS8dv,409.8888888888889
ATS8pe,501.3086000000001
ATS8se,611.282822
ATSC0Z,477.06976744186056
ATSC0c,0.8660991487808549
ATSC0d,32.651162790697676
ATSC0i,108.37020032833219
ATSC0m,2266.393664417775
ATSC0p,10.856751162017861
ATSC0s,147.67333530056044
ATSC0v,2038.8733218548994
ATSC1Z,-3.7939426717144693
ATSC1c,-0.42284961719264336
ATSC1d,7.737155219037317
ATSC1i,-5.834939438503431
ATSC1m,-14.31949049160139
ATSC1p,0.3763544710030789
ATSC1s,-6.374256329026535
ATSC1v,79.6438294100991
ATSC2Z,76.36343969713356
ATSC2c,-0.12766802346145964
ATSC2d,-12.654407787993508
ATSC2i,-17.533387037116658
ATSC2m,367.71729566839366
ATSC2p,0.2742915065645327
ATSC2s,10.275660443008158
ATSC2v,254.15723883488863
ATSC3Z,-135.1238507301244
ATSC3c,0.17272216298727616
ATSC3d,-7.985397512168738
ATSC3i,-17.659237801495532
ATSC3m,-639.0312986210906
ATSC3p,-3.023991682548006
ATSC3s,28.294959139337944
ATSC3v,-1013.0742287926762
ATSC4Z,9.464575446187151
ATSC4c,-0.056115840771375367
ATSC4d,0.46782044348296276
ATSC4i,19.421718168858042
ATSC4m,53.6246445882996
ATSC4p,1.4161920814654403
ATSC4s,-36.43469412030326
ATSC4v,178.14826722738897
ATSC5Z,45.761492698756115
ATSC5c,0.12602662802762674
ATSC5d,-9.202812330989724
ATSC5i,-23.938001432952078
ATSC5m,228.46597599837023
ATSC5p,-1.7447088559407107
ATSC5s,-21.86074997368375
ATSC5v,134.99559565859946
ATSC6Z,-158.09248242293128
ATSC6c,-0.06301728164752307
ATSC6d,0.29962141698215106
ATSC6i,-10.39991983269031
ATSC6m,-794.3462731004588
ATSC6p,-2.5696210873826075
ATSC6s,-85.91462514824268
ATSC6v,-875.7512755870678
ATSC7Z,232.42401297998927
ATSC7c,-0.23627388947007646
ATSC7d,2.3915630070308254
ATSC7i,-9.122821054926202
ATSC7m,1108.6281118792444
ATSC7p,3.022622474423289
ATSC7s,5.2961989292728955
ATSC7v,862.0657166963047
ATSC8Z,-172.02866414277975
ATSC8c,0.07635078001561997
ATSC8d,-0.22877230935641024
ATSC8i,24.833087331376078
ATSC8m,-818.1703128091982
ATSC8p,-1.1657650804687583
ATSC8s,65.57267275967129
ATSC8v,-132.225379502596
AXp-0d,0.7321192679471152
AXp-1d,0.4381912338951916
AXp-2d,0.28701119568829864
AXp-3d,0.1854238186617763
AXp-4d,0.11388903897242883
AXp-5d,0.07209186232775665
AXp-6d,0.04740982307627477
AXp-7d,0.03002838361454527
GATS1Z,0.5751779272691819
GATS1c,1.4541886800971968
GATS1d,0.9433048433048432
GATS1i,0.9977741769748303
GATS1m,0.574764062292206
GATS1p,0.8807326393115319
GATS1s,0.5838081515572928
GATS1v,0.838350756399849
GATS2Z,0.598540243026935
GATS2c,1.1384405299500784
GATS2d,1.536907536907537
GATS2i,1.009822681605934
GATS2m,0.5986690407630325
GATS2p,0.9063945101736313
GATS2s,0.5506303810449574
GATS2v,0.8508185130766531
GATS3Z,0.9772155601052938
GATS3c,1.114415615810087
GATS3d,1.078062678062678
GATS3i,1.0147120018437736
GATS3m,0.9751639989122053
GATS3p,1.0510327935883135
GATS3s,0.8078413326782403
GATS3v,1.1219687998252588
GATS4Z,0.9366417844017445
GATS4c,1.1937266797468173
GATS4d,0.9451690821256038
GATS4i,0.7312699777307348
GATS4m,0.9330638362258092
GATS4p,0.8723770526895567
GATS4s,0.9406289965864317
GATS4v,0.959002491924895
GATS5Z,0.865983643440502
GATS5c,0.9540699316021658
GATS5d,1.2368507560815254
GATS5i,0.9246835765936189
GATS5m,0.8657025315931689
GATS5p,1.030124111358948
GATS5s,0.976204716967392
GATS5v,0.9986088427796258
GATS6Z,0.9939426732962853
GATS6c,1.1418442981030366
GATS6d,0.9197222222222222
GATS6i,1.008150452857075
GATS6m,1.0063850829899295
GATS6p,1.0477963511180632
GATS6s,1.3885424630881422
GATS6v,1.1479817896913471
GATS7Z,0.7669240719689544
GATS7c,1.1470657813403586
GATS7d,0.8686007577760155
GATS7i,0.8172502961917122
GATS7m,0.7668414589783615
GATS7p,0.837819831804331
GATS7s,0.866454511956026
GATS7v,0.8698686106823692
GATS8Z,1.5400682460758504
GATS8c,0.8348746177387834
GATS8d,0.909002849002849
GATS8i,0.8996428353407279
GATS8m,1.5328644461509138
GATS8p,1.133683124868665
GATS8s,0.8113351821684335
GATS8v,1.059618414049003
MATS1Z,-0.007599146382416402
MATS1c,-0.46652430202908196
MATS1d,0.22643241532130418
MATS1i,-0.051449649256895276
MATS1m,-0.006037375106892461
MATS1p,0.03312479030405658
MATS1s,-0.04124614667461467
MATS1v,0.037326548365104975
MATS2Z,0.08938843159375474
MATS2c,-0.08231751536221688
MATS2d,-0.21643171643171638
MATS2i,-0.09035114775188434
MATS2m,0.09060589203143844
MATS2p,0.014108804200013644
MATS2s,0.03885844265744008
MATS2v,0.06961293917713023
MATS3Z,-0.11599233044099962
MATS3c,0.08166944659316265
MATS3d,-0.10015601682268346
MATS3i,-0.0667330900546893
MATS3m,-0.11546914197868849
MATS3p,-0.11406695938080272
MATS3s,0.07846683650422183
MATS3v,-0.20348396001774643
MATS4Z,0.0074180517228955144
MATS4c,-0.02422637736072355
MATS4d,0.005357364053016215
MATS4i,0.06701135301118538
MATS4m,0.008847074706503887
MATS4p,0.04877450753252188
MATS4s,-0.09225367151757145
MATS4v,0.03267096590815665
MATS5Z,0.03966006329636048
MATS5c,0.06016304667285503
MATS5d,-0.11653517422748193
MATS5i,-0.09132993083132006
MATS5m,0.041679384921273085
MATS5p,-0.0664443715232616
MATS5s,-0.061206576648695867
MATS5v,0.027375652066385973
MATS6Z,-0.14249439407234077
MATS6c,-0.0312867541165212
MATS6d,0.0039458689458689265
MATS6i,-0.04126563865811816
MATS6m,-0.1507103125091662
MATS6p,-0.10177419110793684
MATS6s,-0.25016898777665886
MATS6v,-0.18469663831779676
MATS7Z,0.21597118990400324
MATS7c,-0.12093300376543542
MATS7d,0.03246982112961491
MATS7i,-0.03731779729506812
MATS7m,0.2168439255705128
MATS7p,0.1234186366446257
MATS7s,0.01589860160312143
MATS7v,0.1874333433998042
MATS8Z,-0.20674076240616143
MATS8c,0.050542073930650515
MATS8d,-0.004017094017094041
MATS8i,0.13137962921097732
MATS8m,-0.20697388985941192
MATS8p,-0.061562798068637826
MATS8s,0.25458217607370265
MATS8v,-0.03718191648734688
MAXsCl,5.937845066116921
MAXsOH,10.61738142479214
MAXtsC,1.914145362019103
MINsCl,5.937845066116921
MINsOH,10.61738142479214
MINtsC,1.914145362019103
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,3
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,1
NssssN,0
Radius,8
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,33.52629107670954
SpAD_D,303.76487253480104
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0.834057944950559
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,-1.7987614953388755
SssssN,0
TMPC10,752
TMWC10,132.50590133621904
TSRW10,76.35672824380143
VE1_Dt,5.1190363937761
VE2_Dt,0.18959394051022593
VE3_Dt,2.6262179900084353
VR1_Dt,160.9213926586476
VR2_Dt,5.960051579949911
VR3_Dt,6.074167774408434
Xc-3dv,1.2834716286970103
Xc-4dv,0.07905694150420949
Xc-5dv,0.19282109174697803
Xc-6dv,0.016137430609197572
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.09622504486493763
Xch-6d,0.3277210825314642
Xch-7d,0.6036619410421581
Xp-0dv,15.147783131517647
Xp-1dv,8.552152444316997
Xp-2dv,7.008191762852967
Xp-3dv,4.761322052563656
Xp-4dv,3.227759296601372
Xp-5dv,2.1316575953083965
Xp-6dv,1.226241098655725
Xp-7dv,0.7273628883255401
Xpc-4d,6.102261586125997
Xpc-5d,7.7952401963846105
Xpc-6d,11.332503604832475
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,45
nFRing,1
nHBAcc,4
nHBDon,2
nHRing,1
nSpiro,0
naRing,2
piPC10,5.988177902002174
AATS0dv,10.316393913293139
AATS0pe,6.838276744186046
AATS0se,8.189516116279068
AATS1dv,8.980246913580247
AATS1pe,6.716733333333334
AATS1se,7.940635866666663
AATS2dv,7.33044733044733
AATS2pe,6.633319480519481
AATS2se,7.924865350649346
AATS3dv,5.881481481481481
AATS3pe,6.765497142857142
AATS3se,8.136886114285716
AATS4dv,4.35072463768116
AATS4pe,6.482310434782611
AATS4se,7.956661582608696
AATS5dv,4.520299145299145
AATS5pe,6.421665384615386
AATS5se,7.88322398076923
AATS6dv,4.1177777777777775
AATS6pe,6.643145
AATS6se,8.108396280000001
AATS7dv,4.260022909507445
AATS7pe,6.348294845360826
AATS7se,7.863050536082475
AATS8dv,5.465185185185185
AATS8pe,6.684114666666669
AATS8se,8.150437626666667
AATSC0Z,11.094645754461874
AATSC0c,0.020141840669322206
AATSC0d,0.7593293672255274
AATSC0i,2.5202372169379577
AATSC0m,52.70682940506454
AATSC0p,0.2524825851632061
AATSC0s,3.4342636116409406
AATSC0v,47.415658647788355
AATSC1Z,-0.08430983714921043
AATSC1c,-0.00939665815983652
AATSC1d,0.1719367826452737
AATSC1i,-0.12966532085563182
AATSC1m,-0.31821089981336426
AATSC1p,0.008363432688957308
AATSC1s,-0.14165014064503412
AATSC1v,1.7698628757799801
AATSC2Z,0.9917329830796566
AATSC2c,-0.0016580262787202552
AATSC2d,-0.16434295828562998
AATSC2i,-0.2277063251573592
AATSC2m,4.775549294394723
AATSC2p,0.003562227357980944
AATSC2s,0.13345013562348257
AATSC2v,3.30074336149206
AATSC3Z,-1.286893816477375
AATSC3c,0.0016449729808312016
AATSC3d,-0.0760514048777975
AATSC3i,-0.1681832171571003
AATSC3m,-6.086012367819911
