DLiP-ID,P0009N
AATSC5m,0.3152946459931393
AATSC5p,0.005588248973670265
AATSC5s,0.04183204681780179
AATSC5v,0.7451945522308783
AATSC6Z,-2.410771920387306
AATSC6c,-0.005604174956299135
AATSC6d,-0.16231845077998924
AATSC6i,-0.1146988138781281
AATSC6m,-11.382038680271647
AATSC6p,-0.034391262494146486
AATSC6s,-0.23477003765465304
AATSC6v,-11.37111367309582
AATSC7Z,-1.4443475552787295
AATSC7c,0.0006413335567327036
AATSC7d,-0.01949548427281221
AATSC7i,-0.2254108379472401
AATSC7m,-6.925471667767053
AATSC7p,-0.03658215910866587
AATSC7s,-9.688916571508684e-05
AATSC7v,-10.173217695156055
AATSC8Z,1.2809946463792625
AATSC8c,0.0006493876177896114
AATSC8d,0.010425471963933492
AATSC8i,0.07925446943412943
AATSC8m,6.134713907931797
AATSC8p,0.025769540142660922
AATSC8s,0.04287592749131207
AATSC8v,8.208157710167919
ATS0are,245.5398
ATS1are,264.1999
ATS2are,425.447
ATS3are,506.01099999999985
ATS4are,504.8129999999999
ATS5are,512.5540000000001
ATS6are,556.5439999999999
ATS7are,574.3219999999999
ATS8are,483.701
ATSC0dv,165.07692307692307
ATSC0pe,4.718999999999996
ATSC0se,3.2199909743589727
ATSC1dv,60.585798816568044
ATSC1pe,0.40759999999999735
ATSC1se,0.10879553977646292
ATSC2dv,22.94674556213019
ATSC2pe,-0.04340000000000429
ATSC2se,-0.27479211045364843
ATSC3dv,-9.769230769230756
ATSC3pe,-0.19480000000000475
ATSC3se,-0.2800425641025633
ATSC4dv,-29.923076923076902
ATSC4pe,0.15529999999999664
ATSC4se,0.3877991794871801
ATSC5dv,-56.54437869822485
ATSC5pe,0.4351999999999974
ATSC5se,0.4511505404339253
ATSC6dv,-141.14792899408286
ATSC6pe,-3.3205000000000005
ATSC6se,-1.8180743011176845
ATSC7dv,-32.520710059171606
ATSC7pe,-0.9548999999999962
ATSC7se,-0.16742786061801454
ATSC8dv,36.29585798816568
ATSC8pe,0.6780000000000054
ATSC8se,0.056215850098618195
AXp-0dv,0.5605510762733811
AXp-1dv,0.2853822481317486
AXp-2dv,0.1451305225243949
AXp-3dv,0.07533370499949045
AXp-4dv,0.03847341265207534
AXp-5dv,0.020313216640115882
AXp-6dv,0.01028014298247502
AXp-7dv,0.005317431485477366
BertzCT,872.9352174445106
ECIndex,417
ETA_eta,14.444783506462883
GATS1dv,0.45196963153228925
GATS1pe,0.652138991828571
GATS1se,0.7345413105435064
GATS2dv,0.8876486204072411
GATS2pe,0.9958873541518177
GATS2se,1.0846566446528316
GATS3dv,1.0890027958993478
GATS3pe,1.1534147282399037
GATS3se,1.2521718965162254
GATS4dv,1.1568810189499845
GATS4pe,1.1419398394922875
GATS4se,1.188048002810137
GATS5dv,1.1495576035805923
GATS5pe,0.9140890908567679
GATS5se,0.9021352332269403
GATS6dv,1.32754914004914
GATS6pe,1.3374605078117483
GATS6se,1.3276630523182171
GATS7dv,1.0116495806150978
GATS7pe,1.0248527230345414
GATS7se,0.9504108627538119
GATS8dv,0.8632339235787512
GATS8pe,0.7926253039889406
GATS8se,0.7426683047058255
LogEE_A,4.061121784340473
LogEE_D,104.68293508801428
MATS1dv,0.34911235878435204
MATS1pe,0.08216085466639744
MATS1se,0.03213935725263151
MATS2dv,0.08214013386427185
MATS2pe,-0.0054345103931886215
MATS2se,-0.05042782960268437
MATS3dv,-0.029589934762348516
MATS3pe,-0.02063996609451207
MATS3se,-0.04348499209043799
MATS4dv,-0.09063373718546126
MATS4pe,0.01645475736384793
MATS4se,0.06021743268463388
MATS5dv,-0.16492354423388908
MATS5pe,0.04440363228241994
MATS5se,0.06746001225128932
MATS6dv,-0.37893967635346953
MATS6pe,-0.31184259954921145
MATS6se,-0.2502297306964899
MATS7dv,-0.08087506744494043
MATS7pe,-0.08307090039147429
MATS7se,-0.021345880571516297
MATS8dv,0.10208361070430036
MATS8pe,0.06670602125147639
MATS8se,0.008105679899432498
MAXaaCH,1.926905793053881
MAXaasC,0.7535213529856389
MAXaasN,1.2749508692365836
MAXsCH3,1.6031146069538926
MDEC-11,0.16666666666666669
MDEC-12,2.963564039983632
MDEC-13,3.1006877476376706
MDEC-22,12.146168552707792
MDEC-23,16.26416445404496
MDEC-33,5.896330345947701
MDEN-23,1.0
MDEO-12,0.37796447300922725
MDEO-22,0.19999999999999996
MINaaCH,1.4182842025699167
MINaasC,0.41408488704123636
MINaasN,1.2749508692365836
MINsCH3,1.5145034958427814
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.0357142857142858
SM1_Dzi,0.9699017285501993
SM1_Dzm,1.0327970942604563
SM1_Dzp,-4.283246429381093
SM1_Dzv,-1.8356326906609346
SddssSe,0
SpAD_Dt,410.9867272044471
SpAbs_A,30.15213661564453
SpAbs_D,209.36587017602858
SpMAD_A,1.3109624615497621
SpMAD_D,9.102863920696894
SpMax_A,2.430996997672352
SpMax_D,104.68293508801428
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,53.35000000000001
TpiPC10,8.689356557213934
VAdjMat,5.643856189774724
VE1_DzZ,4.729986360682082
VE1_Dzi,4.728167373719128
VE1_Dzm,4.7299735415514785
VE1_Dzp,4.703986924563874
VE1_Dzv,4.716309550380164
VE2_DzZ,0.20565158089922095
VE2_Dzi,0.20557249450952728
VE2_Dzm,0.20565102354571646
VE2_Dzp,0.2045211706332119
VE2_Dzv,0.20505693697305064
VE3_DzZ,2.386831441858061
VE3_Dzi,2.3864468029451276
VE3_Dzm,2.3868287316709704
VE3_Dzp,2.381319553885533
VE3_Dzv,2.3839357417894957
VR1_DzZ,128.93356026161305
VR1_Dzi,129.04482789686017
VR1_Dzm,128.93493895579175
VR1_Dzp,131.2023452657128
VR1_Dzv,130.22275297997064
VR2_DzZ,5.6058069678962195
VR2_Dzi,5.610644691167834
VR2_Dzm,5.605866911121381
VR2_Dzp,5.704449794161427
VR2_Dzv,5.661858825216115
VR3_DzZ,5.69220635788812
VR3_Dzi,5.693068970008002
VR3_Dzm,5.69221705089004
VR3_Dzp,5.709649874786187
VR3_Dzv,5.702155591512294
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.0
Xch-6dv,0.07428654946249763
Xch-7dv,0.07175943731591161
Xpc-4dv,0.9564232396987268
Xpc-5dv,1.2088390454435594
Xpc-6dv,1.5928335003848721
Zagreb1,118.0
Zagreb2,138.0
fragCpx,119.05
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,0
n5aRing,0
n6ARing,0
n6FRing,0
n6HRing,1
n6aRing,3
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,18
nBondsD,1
nBondsM,19
nBondsO,25
nBondsS,22
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,5
naHRing,1
AATS0are,6.295892307692308
AATS1are,6.4439
AATS2are,6.446166666666667
AATS3are,6.487320512820511
AATS4are,6.471961538461537
AATS5are,6.327827160493828
AATS6are,6.324363636363635
AATS7are,6.045494736842104
AATS8are,5.758345238095238
AATSC0dv,4.232741617357002
AATSC0pe,0.1209999999999999
AATSC0se,0.08256387113740955
AATSC1dv,1.477702410160196
AATSC1pe,0.009941463414634082
AATSC1se,0.002653549750645437
AATSC2dv,0.34767796306257864
AATSC2pe,-0.0006575757575758226
AATSC2se,-0.004163516825055279
AATSC3dv,-0.12524654832347124
AATSC3pe,-0.002497435897435958
AATSC3se,-0.003590289283366196
AATSC4dv,-0.38362919132149875
AATSC4pe,0.001991025641025598
AATSC4se,0.004971784352399746
AATSC5dv,-0.6980787493608006
AATSC5pe,0.005372839506172808
AATSC5se,0.005569759758443522
AATSC6dv,-1.6039537385691234
AATSC6pe,-0.03773295454545455
AATSC6se,-0.020659935239973688
AATSC7dv,-0.34232326378075373
AATSC7pe,-0.01005157894736838
AATSC7se,-0.0017623985328212056
AATSC8dv,0.43209354747816286
AATSC8pe,0.008071428571428636
AATSC8se,0.0006692363106978357
AETA_eta,0.6280340654983863
ATSC0are,5.0786307692307675
ATSC1are,0.3882573964497027
ATSC2are,-0.19440591715976552
ATSC3are,-0.2635538461538488
ATSC4are,0.3759230769230746
ATSC5are,0.5167976331360933
ATSC6are,-3.363105325443786
ATSC7are,-0.7528852071005898
ATSC8are,0.46557988165680764
BCUTZ-1h,8.022565411755949
BCUTZ-1l,5.6895887358558905
BCUTc-1h,0.4702286075958476
BCUTc-1l,-0.5257945288792968
BCUTd-1h,3.236991891394201
BCUTd-1l,0.9776264392452207
BCUTi-1h,14.692657684818865
BCUTi-1l,10.950738282770912
BCUTm-1h,16.010583120551434
BCUTm-1l,11.701537057128922
BCUTp-1h,1.9944200009455888
BCUTp-1l,0.7480028446827292
BCUTs-1h,7.008279806101703
BCUTs-1l,1.422152386580395
BCUTv-1h,20.898744721863032
BCUTv-1l,14.702358841684562
BalabanJ,1.6608912408090717
Diameter,11
ETA_beta,33.5
GATS1are,0.676576156830027
GATS2are,1.0359061502086118
GATS3are,1.1900696533388262
GATS4are,1.1529553695575125
GATS5are,0.9210103702118002
GATS6are,1.3379344372044553
GATS7are,0.9935867026545613
GATS8are,0.7777304812767882
HybRatio,0.1111111111111111
Lipinski,True
LogEE_Dt,205.49336360222352
MATS1are,0.07271999640032364
MATS2are,-0.022619526600006157
MATS3are,-0.025947332866823852
MATS4are,0.03701027836091475
MATS5are,0.048995192077367355
MATS6are,-0.29347814412838
MATS7are,-0.06085876377467279
MATS8are,0.04256306428530345
NsssssAs,0
RotRatio,0.16
SM1_Dzpe,1.098531211750306
SM1_Dzse,1.0260103868809844
SMR_VSA1,9.473725907600098
SMR_VSA2,0.0
SMR_VSA3,9.780484743446223
SMR_VSA4,7.04767198267719
SMR_VSA5,0.0
SMR_VSA6,7.109797541277533
SMR_VSA7,71.01747476373994
SMR_VSA8,0.0
SMR_VSA9,28.50591498639717
SpAD_DzZ,146.60403284173384
SpAD_Dzi,148.24908057544906
SpAD_Dzm,146.6543589858358
SpAD_Dzp,235.8394363759006
SpAD_Dzv,193.30263258775935
SpAbs_Dt,410.9867272044471
SpDiam_A,4.861993995344702
SpDiam_D,150.69193791887878
SpMAD_Dt,17.868988139323786
SpMax_Dt,205.49336360222352
SsssssAs,0
VE1_Dzpe,4.730135706717034
VE1_Dzse,4.729958866197365
VE2_Dzpe,0.20565807420508844
VE2_Dzse,0.20565038548684197
VE3_Dzpe,2.3868630156652277
VE3_Dzse,2.3868256290369385
VMcGowan,230.7699999999998
VR1_Dzpe,128.91080383242192
VR1_Dzse,128.9373005087779
VR2_Dzpe,5.604817557931388
VR2_Dzse,5.605969587338169
VR3_Dzpe,5.692029844980186
VR3_Dzse,5.692235366572186
mZagreb1,7.027777777777778
mZagreb2,5.194444444444444
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,1
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,9
nBondsKS,32
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.13022130177514787
AATSC1are,0.009469692596334213
AATSC2are,-0.0029455441993903866
AATSC3are,-0.0033788954635108823
AATSC4are,0.004819526627218905
AATSC5are,0.006380217693038189
AATSC6are,-0.03821710597095212
AATSC7are,-0.007925107443164103
AATSC8are,0.00554261763877152
AETA_beta,1.4565217391304348
BCUTdv-1h,6.022454306468965
BCUTdv-1l,0.9962750891993101
BCUTpe-1h,3.4922227325748034
BCUTpe-1l,2.237598241351444
BCUTse-1h,3.7046530680130063
BCUTse-1l,2.4334598855881944
ETA_alpha,10.8
ETA_dBeta,4.5
ETA_eta_B,0.22834171437147077
ETA_eta_F,24.470053425444974
ETA_eta_L,4.212229639256745
ETA_eta_R,38.91483693190786
ETA_psi_1,0.5625000000000002
LabuteASA,133.28180933636887
LogEE_DzZ,73.34704747676754
LogEE_Dzi,74.15168027352095
LogEE_Dzm,73.37208371440748
LogEE_Dzp,116.988577659824
LogEE_Dzv,96.25226570895339
PEOE_VSA1,9.473725907600098
PEOE_VSA2,4.794537184071822
PEOE_VSA3,4.681802935145185
PEOE_VSA4,5.098681808301038
PEOE_VSA5,0.0
PEOE_VSA6,30.33183534230805
PEOE_VSA7,24.26546827384644
PEOE_VSA8,18.677490542835795
PEOE_VSA9,7.109797541277533
SM1_Dzare,1.2284783620288504
SpAD_Dzpe,145.56854741271883
SpAD_Dzse,146.76561223848492
SpAbs_DzZ,145.6820105868748
SpAbs_Dzi,147.44785740838591
SpAbs_Dzm,145.7347396154009
SpAbs_Dzp,238.2604017490292
SpAbs_Dzv,194.34016410856788
SpDiam_Dt,304.89660879716
SpMAD_DzZ,6.37408838442321
SpMAD_Dzi,6.445612198932568
SpMAD_Dzm,6.376276477645035
SpMAD_Dzp,10.253888538082634
SpMAD_Dzv,8.40446228642432
SpMax_DzZ,73.34704747676754
SpMax_Dzi,74.15168027352095
SpMax_Dzm,73.37208371440748
SpMax_Dzp,116.988577659824
SpMax_Dzv,96.25226570895339
VE1_Dzare,4.730573743881803
VE2_Dzare,0.20567711929920882
VE3_Dzare,2.3869556170007553
VR1_Dzare,128.85601591324505
VR2_Dzare,5.602435474488915
VR3_Dzare,5.691604748219819
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,18
nAromBond,18
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.46956521739130436
AETA_dBeta,0.1956521739130435
AETA_eta_B,0.009927900624846555
AETA_eta_F,1.0639153663236944
AETA_eta_L,0.18314041909811934
AETA_eta_R,1.6919494318220807
BCUTare-1h,3.5462155964591084
BCUTare-1l,2.188050389747441
ETA_beta_s,14.5
ETA_dPsi_A,0.15149999999999975
ETA_dPsi_B,0.0
ETA_eta_BR,0.4863417143714708
ETA_eta_FL,6.97364220874488
ETA_eta_RL,11.185871848001625
LogEE_Dzpe,72.83203593295725
LogEE_Dzse,73.42741526649814
PEOE_VSA10,17.19295166141627
PEOE_VSA11,5.749511833283905
PEOE_VSA12,0.0
PEOE_VSA13,5.559266895052007
SlogP_VSA1,15.032992802652105
SlogP_VSA2,16.890282284723757
SlogP_VSA3,7.04767198267719
SlogP_VSA4,0.0
SlogP_VSA5,0.0
SlogP_VSA6,65.45820786868792
SlogP_VSA7,0.0
SlogP_VSA8,11.257379486545457
SlogP_VSA9,0.0
SpAD_Dzare,143.37858880903713
SpAbs_Dzpe,144.60407497695502
SpAbs_Dzse,145.8505812962798
SpDiam_DzZ,107.02625010610876
SpDiam_Dzi,108.49824875761996
SpDiam_Dzm,107.06384232344115
SpDiam_Dzp,173.9758131017172
SpDiam_Dzv,141.38779476099023
SpMAD_Dzpe,6.329067278813862
SpMAD_Dzse,6.3811135755863
SpMax_Dzpe,72.83203593295725
SpMax_Dzse,73.42741526649814
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,23
AETA_beta_s,0.6304347826086957
AETA_eta_BR,0.02114529192919438
AETA_eta_FL,0.30320183516282084
AETA_eta_RL,0.48634225426094024
DetourIndex,2302
EState_VSA1,0.0
EState_VSA2,5.559266895052007
EState_VSA3,17.19295166141627
EState_VSA4,11.3129633249809
EState_VSA5,17.85796754488433
EState_VSA6,7.04767198267719
EState_VSA7,54.59730361615449
EState_VSA8,5.098681808301038
EState_VSA9,9.473725907600098
ETA_beta_ns,19.0
ETA_shape_p,0.12345679012345677
ETA_shape_x,0.0
ETA_shape_y,0.31481481481481477
GhoseFilter,True
LogEE_Dzare,71.74270650721547
SlogP_VSA10,0.0
SlogP_VSA11,17.248535499851716
SpAbs_Dzare,142.32011362423424
SpDiam_Dzpe,106.27987921318612
SpDiam_Dzse,107.1433844868601
SpMAD_Dzare,6.23385168734944
SpMax_Dzare,71.74270650721547
TopoPSA(NO),53.35000000000001
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,1.2749508692365836
VSA_EState9,51.725049130763416
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.8260869565217391
EState_VSA10,4.794537184071822
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.030434782608695622
FilterItLogS,-4.495477388691166
SpDiam_Dzare,104.6667455509519
ETA_beta_ns_d,1.5
ETA_epsilon_1,0.6153846153846155
ETA_epsilon_2,0.8347826086956518
ETA_epsilon_3,0.44153846153846193
ETA_epsilon_4,0.5320754716981134
ETA_epsilon_5,0.8347826086956518
AETA_beta_ns_d,0.06521739130434782
ETA_dEpsilon_A,0.1738461538461536
ETA_dEpsilon_B,0.08330914368650211
ETA_dEpsilon_C,-0.09053701015965149
ETA_dEpsilon_D,0.0
PetitjeanIndex,0.45454545454545453
TopoShapeIndex,0.8333333333333334
CDK Descriptors
FMFDescriptor,0.8260869565217391
MDEDescriptor,"0.16666666666666669,2.963564039983632,3.1006877476376706,0.0,12.146168552707792,16.26416445404496,0.0,5.896330345947701,0.0,0.0,0.0,0.37796447300922725,0.19999999999999996,0.0,0.0,0.0,0.0,1.0,0.0"
APolDescriptor,46.95468799999998
BCUTDescriptor,"11.849999999999994,15.996931284878928,-0.34631564362521333,0.24839142311377166,4.809855525326688,10.94068679576836"
BPolDescriptor,24.261311999999997
TPSADescriptor,53.35000000000001
ALOGPDescriptor,"4.361400000000001,19.021809960000006,83.4784"
XLogPDescriptor,4.113000000000001
VAdjMaDescriptor,5.643856189774724
WeightDescriptor,308.1160925
ChiPathDescriptor,"16.233840039752504,11.185871848001625,9.706284266979399,8.298408016626341,6.676137430728914,5.768814909943665,3.678195892970574,2.462082195464505,12.892674754287766,7.134556203293716,4.934437765829426,3.390016724977071,2.2314579338203697,1.543804464648808,0.7710107236856266,0.41475965586723446"
ChiChainDescriptor,"0.0,0.0,0.0,0.24095096150485462,0.36167670731206064,0.0,0.0,0.0,0.07428654946249763,0.07175943731591161"
AtomCountDescriptor,39
BondCountDescriptor,25
SmallRingDescriptor,"3,3,3,3,0,0,0,3,0,0,0"
ChiClusterDescriptor,"1.2810275263322055,0.0,0.35830498571017655,0.0,0.4666676226974061,0.0,0.06989415900211168,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,1,14,1,0,0,0,0"
ZagrebIndexDescriptor,118.0
LargestChainDescriptor,12
MannholdLogPDescriptor,2.8899999999999997
WeightedPathDescriptor,"46.967316656610116,2.0420572459395703,14.78286100409773,8.478947468364389,6.303913535733349"
FractionalPSADescriptor,0.1731490217441337
WienerNumbersDescriptor,"1164.0,36.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"3.2978274570626143,4.939158547649312,7.587486591909115,0.956423239698727,1.2088390454435591,1.4698149016867146"
FractionalCSP3Descriptor,0.1111111111111111
KierHallSmartsDescriptor,"0,0,0,0,0,0,2,0,0,0,0,10,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,0
LargestPiSystemDescriptor,21
PetitjeanNumberDescriptor,0.45454545454545453
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"17.8112,8.392733564013842,4.345679012345679"
AromaticAtomsCountDescriptor,18
AromaticBondsCountDescriptor,18
FragmentComplexityDescriptor,1175.05
HBondAcceptorCountDescriptor,2
HybridizationRatioDescriptor,0.1111111111111111
AutocorrelationDescriptorMass,"26.0433677091758,27.51898598648064,37.87519703607724,40.926660654228534,37.7048537583718"
PetitjeanShapeIndexDescriptor,"0.8333333333333334,NaN"
RotatableBondsCountDescriptor,4
AutocorrelationDescriptorCharge,"0.4979889631201719,-0.21249435436795122,-0.09422807956779485,-0.022523245805965125,0.14558743385137735"
EccentricConnectivityIndexDescriptor,417
AutocorrelationDescriptorPolarizability,"1492.5685692890675,1741.5297125438503,2401.0241411857037,2509.060399827789,2244.507674258639"
