DLiP-ID,C001Z0
DLiP-Mol-ID,27182
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C17H16N4O/c1-21(13-8-4-3-5-9-13)17-15(22-2)12-19-16(20-17)14-10-6-7-11-18-14/h3-12H,1-2H3"
Standard Inchi Key(RDKit),FLLGZHLDRRHIKJ-UHFFFAOYSA-N
Canonical SMILES(RDKit),COc1cnc(-c2ccccn2)nc1N(C)c1ccccc1
SMILES(SDF),
MW(SDF),
MW(RDKit),292.342
MW Monoisotopic(RDKit),292.132411132
MolLogP(RDKit),3.3151
XLogP(SDF),
XLogP(CDK),3.013
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),5
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),0
HBD Lipinski(RDKit),0
PSA(SDF),
PSA(RDKit),51.14
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),4
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),22
QED Weighted(RDKit),0.73807265058024
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,166071.67932300962
qed,0.7380726505802397
Chi0,15.363596551749426
Chi1,10.792024997884274
TPSA,51.14000000000001
Chi0n,12.470605364359956
Chi0v,12.470605364359956
Chi1n,6.905658468902534
Chi1v,6.905658468902534
Chi2n,4.695134853322866
Chi2v,4.695134853322866
Chi3n,3.3113807454459323
Chi3v,3.3113807454459323
Chi4n,2.138387200106781
Chi4v,2.138387200106781
MolMR,86.32000000000004
MolWt,292.342
fr_SH,0
Kappa1,14.007002048058858
Kappa2,6.217756346260379
Kappa3,2.7382267951577393
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,4
fr_NH1,0
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,747.1206631618654
MolLogP,3.315100000000002
NOCount,5
fr_Ar_N,3
fr_COO2,0
fr_urea,0
BalabanJ,2.055687737027253
SMR_VSA1,4.736862953800049
SMR_VSA2,0.0
SMR_VSA3,14.951935562841626
SMR_VSA4,0.0
SMR_VSA5,0.0
SMR_VSA6,19.057379254805202
SMR_VSA7,60.92462369091903
SMR_VSA8,0.0
SMR_VSA9,17.267844326132295
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,1
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,128.807798602968
NHOHCount,0
PEOE_VSA1,9.636772684650527
PEOE_VSA2,4.9839785209472085
PEOE_VSA3,9.967957041894417
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,24.26546827384644
PEOE_VSA7,24.26546827384644
PEOE_VSA8,18.931901828973828
PEOE_VSA9,13.30664111289061
RingCount,3
SMR_VSA10,11.50524905251859
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,292.132411132
NumHDonors,0
PEOE_VSA10,5.693927994848461
PEOE_VSA11,17.39177910911886
PEOE_VSA12,0.0
PEOE_VSA13,0.0
PEOE_VSA14,0.0
SlogP_VSA1,9.636772684650527
SlogP_VSA2,29.109405086796347
SlogP_VSA3,0.0
SlogP_VSA4,0.0
SlogP_VSA5,0.0
SlogP_VSA6,60.92462369091903
SlogP_VSA7,0.0
SlogP_VSA8,11.518332492848387
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,2
fr_benzene,1
fr_epoxide,0
fr_guanido,0
fr_halogen,0
fr_hdrzine,0
fr_hdrzone,0
fr_isocyan,0
fr_lactone,0
fr_methoxy,1
fr_nitrile,0
fr_nitroso,0
fr_oxazole,0
fr_sulfide,0
fr_sulfone,0
EState_VSA1,0.0
EState_VSA2,0.0
