DLiP-ID,T000KL
AATSC4s,-0.07007734108556396
AATSC4v,-5.9378416472527915
AATSC5Z,-1.4907243243243247
AATSC5c,-0.002010671015744459
AATSC5d,-0.06045045045045045
AATSC5i,0.10050817489146636
AATSC5m,-6.906081285048648
AATSC5p,-0.008241138846051543
AATSC5s,-0.049436008848354494
AATSC5v,-5.600325480853019
AATSC6Z,-0.5016727272727267
AATSC6c,0.001553780470761289
AATSC6d,-0.05090909090909091
AATSC6i,0.13734631463364008
AATSC6m,-1.855168649854546
AATSC6p,-0.01741978364649331
AATSC6s,0.19327255268736748
AATSC6v,2.6019236417764033
AATSC7Z,-0.7034212765957453
AATSC7c,0.0012679935822937913
AATSC7d,-0.10680851063829787
AATSC7i,-0.23679095785332618
AATSC7m,-3.8764497317191458
AATSC7p,-0.03985448076728342
AATSC7s,-0.00045296091994273774
AATSC7v,-11.223881610087547
AATSC8Z,-0.01892525252525229
AATSC8c,-0.0009076256805289171
AATSC8d,-0.011010101010101017
AATSC8i,-0.02859527102590607
AATSC8m,0.035108891478787166
AATSC8p,0.010397460162055729
AATSC8s,-0.040263147247509394
AATSC8v,1.0046665501767928
ATS0are,304.1717
ATS1are,334.9788
ATS2are,548.9578
ATS3are,654.2873
ATS4are,675.6982999999998
ATS5are,681.8218999999999
ATS6are,659.1448
ATS7are,577.9225000000001
ATS8are,586.3430000000001
ATSC0dv,185.12
ATSC0pe,4.254849999999998
ATSC0se,2.4128040799999986
ATSC1dv,74.80391111111109
ATSC1pe,0.6031329999999991
ATSC1se,0.3086417151999983
ATSC2dv,47.37528888888885
ATSC2pe,1.1772989999999983
ATSC2se,0.45401661759999823
ATSC3dv,-57.1697777777778
ATSC3pe,-1.0691350000000004
ATSC3se,-0.47360060800000364
ATSC4dv,-78.63271111111113
ATSC4pe,-0.5804609999999998
ATSC4se,-0.19841653440000273
ATSC5dv,-40.17528888888889
ATSC5pe,-1.5771389999999994
ATSC5se,-0.6960866976000021
ATSC6dv,45.98044444444444
ATSC6pe,1.930039999999999
ATSC6se,1.0850447039999993
ATSC7dv,-14.176711111111118
ATSC7pe,-0.1722059999999998
ATSC7se,-0.013938430400002005
ATSC8dv,-51.87537777777777
ATSC8pe,-0.6177010000000003
ATSC8se,-0.5874162783999994
AXp-0dv,0.6167832728387423
AXp-1dv,0.34989752393464574
AXp-2dv,0.1957094944033943
AXp-3dv,0.10978079125595186
AXp-4dv,0.05952051297385928
AXp-5dv,0.030971194212581567
AXp-6dv,0.017226310966943457
AXp-7dv,0.00969976660733317
BertzCT,1123.1525376467503
ECIndex,788
ETA_eta,25.73325803620408
GATS1dv,0.47306274450115876
GATS1pe,0.6118833091914421
GATS1se,0.6215495783190843
GATS2dv,0.8208462412477057
GATS2pe,0.6891452226428189
GATS2se,0.7285645561855422
GATS3dv,1.2324338167034796
GATS3pe,1.2604721670564183
GATS3se,1.2937516529177402
GATS4dv,1.2775965029598677
GATS4pe,1.1498783956527536
GATS4se,1.1417494625041795
GATS5dv,1.1595892564993688
GATS5pe,1.2737046128705058
GATS5se,1.2674445151374654
GATS6dv,0.9225492828020919
GATS6pe,0.8246538976376692
GATS6se,0.8517768651379874
GATS7dv,1.0406258747760062
GATS7pe,1.1119325905681101
GATS7se,1.1837127321064829
GATS8dv,1.1667591840812817
GATS8pe,1.1618520184274561
GATS8se,1.2211622200459342
LogEE_A,4.30203636133457
LogEE_D,182.1742100051664
MATS1dv,0.3812107144733813
MATS1pe,0.13372819164633645
MATS1se,0.12067760985962889
MATS2dv,0.14377339475180645
MATS2pe,0.15544706219591034
MATS2se,0.10571331407298398
MATS3dv,-0.14705976503729318
MATS3pe,-0.11965448952651803
MATS3se,-0.09346971058156572
MATS4dv,-0.1948468613245441
MATS4pe,-0.06257953012714147
MATS4se,-0.037722399283693135
MATS5dv,-0.09775808652213147
MATS5pe,-0.16696780684935383
MATS5se,-0.12995359593659492
MATS6dv,0.11290083200195557
MATS6pe,0.20618609565340945
MATS6se,0.20441035485227552
MATS7dv,-0.040734679032551395
MATS7pe,-0.021528123475613177
MATS7se,-0.0030727976568264617
MATS8dv,-0.14152812092886996
MATS8pe,-0.07332108112394146
MATS8se,-0.12295854874416821
MAXaaCH,2.078960569844443
MAXaaaC,0.9902375983170537
MAXaasC,1.2694349275977372
MAXaasN,1.9089132519016176
MAXdssC,-0.012689733173138373
MAXsCH3,2.0304999754672997
MAXssNH,2.966165828603148
MDEC-11,0.25
MDEC-12,2.825641623880651
MDEC-13,4.598713737276203
MDEC-22,9.75826177687969
MDEC-23,15.728046932894271
MDEC-33,8.059903045969055
MDEN-22,1.6688179349970051
MDEN-23,1.2295763059025286
MINaaCH,1.980905678732548
MINaaaC,0.7872579790639859
MINaasC,0.6775814121945074
MINaasN,1.9089132519016176
MINdssC,-0.012689733173138373
MINsCH3,1.9355925680598924
MINssNH,2.966165828603148
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,2.2142857142857144
SM1_Dzi,1.1255811226269559
SM1_Dzm,2.212483876375508
SM1_Dzp,-2.8249274931792767
SM1_Dzv,-1.6804598689322336
SddssSe,0
SpAD_Dt,631.4723126373437
SpAbs_A,38.08987271999514
SpAbs_D,364.34842001033303
SpMAD_A,1.3134438868963842
SpMAD_D,12.56373862104596
SpMax_A,2.5222018697496615
SpMax_D,182.1742100051664
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,126.24000000000001
TpiPC10,9.148530208816053
VAdjMat,6.0
VE1_DzZ,5.283812905619995
VE1_Dzi,5.293832526487038
VE1_Dzm,5.283817098065649
VE1_Dzp,5.293110582566791
VE1_Dzv,5.295716459519861
VE2_DzZ,0.18220044502137914
VE2_Dzi,0.18254594918920822
VE2_Dzm,0.18220058958847066
VE2_Dzp,0.18252105457126866
VE2_Dzv,0.1826109123972366
VE3_DzZ,2.7293587153080003
VE3_Dzi,2.7312532057081813
VE3_Dzm,2.7293595087585
VE3_Dzp,2.7311168218787927
VE3_Dzv,2.731609015583595
VR1_DzZ,185.67580179122186
VR1_Dzi,184.25838288085245
VR1_Dzm,185.67598904876277
VR1_Dzp,184.9346792619473
VR1_Dzv,184.35915269678733
VR2_DzZ,6.40261385486972
VR2_Dzi,6.35373734071905
VR2_Dzm,6.402620312026302
VR2_Dzp,6.37705790558439
VR2_Dzv,6.357212161958184
VR3_DzZ,6.28871288878929
VR3_Dzi,6.281049764344963
VR3_Dzm,6.288713897307603
VR3_Dzp,6.284713414650988
VR3_Dzv,6.2815965089174215
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.14285113019775791
Xch-6dv,0.19040834828831255
Xch-7dv,0.22259283620838896
Xpc-4dv,2.0010161262592767
Xpc-5dv,2.7880170285764754
Xpc-6dv,3.3957486197033204
Zagreb1,152.0
Zagreb2,179.0
fragCpx,212.08
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,2
n5aRing,2
n6ARing,0
n6FRing,0
n6HRing,1
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,1
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,21
nBondsD,1
nBondsM,22
nBondsO,32
nBondsS,31
nBondsT,0
nFARing,0
nFHRing,1
nFaRing,1
nHetero,8
naHRing,3
AATS0are,6.083434
AATS1are,6.320354716981131
AATS2are,6.168065168539326
AATS3are,6.231307619047619
AATS4are,6.199066972477063
AATS5are,6.142539639639639
AATS6are,5.992225454545455
AATS7are,6.148111702127661
AATS8are,5.922656565656567
AATSC0dv,3.7024
AATSC0pe,0.08509699999999995
AATSC0se,0.04825608159999997
AATSC1dv,1.411394549266247
AATSC1pe,0.011379867924528286
AATSC1se,0.005823428588679212
AATSC2dv,0.5323066167290882
AATSC2pe,0.013228078651685375
AATSC2se,0.00510131031011234
AATSC3dv,-0.5444740740740743
AATSC3pe,-0.010182238095238098
AATSC3se,-0.004510481980952416
AATSC4dv,-0.7214010193679921
AATSC4pe,-0.0053253302752293554
AATSC4se,-0.0018203351779816765
AATSC5dv,-0.36193953953953956
AATSC5pe,-0.014208459459459455
AATSC5se,-0.006271051329729748
AATSC6dv,0.4180040404040403
AATSC6pe,0.017545818181818173
AATSC6se,0.009864042763636357
AATSC7dv,-0.1508160756501183
AATSC7pe,-0.0018319787234042533
AATSC7se,-0.00014828117446810644
AATSC8dv,-0.5239937149270482
AATSC8pe,-0.0062394040404040434
AATSC8se,-0.005933497761616156
AETA_eta,0.8873537253863476
ATSC0are,4.389601999999997
ATSC1are,0.6856438799999978
ATSC2are,1.1212584399999974
ATSC3are,-1.3669762000000023
ATSC4are,-0.5134423600000023
ATSC5are,-1.3996944400000007
ATSC6are,2.1511395999999987
ATSC7are,0.0734682399999986
ATSC8are,-0.7543939599999989
BCUTZ-1h,16.004888750895812
BCUTZ-1l,5.6989182986644495
BCUTc-1h,0.4219659499033983
BCUTc-1l,-0.4206616236219529
BCUTd-1h,3.3102831646035544
BCUTd-1l,0.9779125762450094
BCUTi-1h,14.694100621144107
BCUTi-1l,10.311392274942277
BCUTm-1h,32.06282368617545
BCUTm-1l,11.711115090981837
BCUTp-1h,2.9365045383734207
BCUTp-1l,0.7519073827426566
BCUTs-1h,7.008271558875959
BCUTs-1l,0.6100248459626676
BCUTv-1h,24.44091576401555
BCUTv-1l,14.70270779945637
BalabanJ,1.2505440029264863
Diameter,16
ETA_beta,38.0
GATS1are,0.615593696365802
GATS2are,0.7070657154456567
GATS3are,1.3311996546991431
GATS4are,1.1745970959253005
GATS5are,1.2807990788682433
GATS6are,0.8085377879154171
GATS7are,1.1100635624921245
GATS8are,1.1770041561808562
HybRatio,0.23809523809523808
Lipinski,True
LogEE_Dt,315.7361563186718
MATS1are,0.14735592180261492
MATS2are,0.14350286698204331
MATS3are,-0.148291587168734
MATS4are,-0.05365498246734557
MATS5are,-0.14363329317578033
MATS6are,0.22275156774412058
MATS7are,0.008902595511809287
MATS8are,-0.08679763005963871
MAXssCH2,0.8505281950595666
MINssCH2,0.2862361426051907
NsssssAs,0
RotRatio,0.21875
SM1_Dzpe,1.087897796817626
SM1_Dzse,1.0925219740986063
SMR_VSA1,4.794537184071822
SMR_VSA2,0.0
SMR_VSA3,25.29463696405463
SMR_VSA4,0.0
SMR_VSA5,25.2942560009765
SMR_VSA6,12.297610012659364
SMR_VSA7,64.1096354330954
SMR_VSA8,0.0
SMR_VSA9,5.687386274683562
SpAD_DzZ,250.84627081410565
SpAD_Dzi,287.0621441684623
SpAD_Dzm,250.86653550461438
SpAD_Dzp,342.1022466363369
SpAD_Dzv,336.019381212491
SpAbs_Dt,631.4723126373437
SpDiam_A,4.886424549259648
SpDiam_D,276.25840142427296
SpMAD_Dt,21.774907332322197
SpMax_Dt,315.7361563186718
SsssssAs,0
VE1_Dzpe,5.293371376307782
VE1_Dzse,5.292889650214258
VE2_Dzpe,0.18253004745888904
VE2_Dzse,0.18251343621428476
VE3_Dzpe,2.731166091077391
VE3_Dzse,2.731075081401236
VMcGowan,308.7800000000007
VR1_Dzpe,184.340668947835
VR1_Dzse,184.42922846811032
VR2_Dzpe,6.356574791304656
VR2_Dzse,6.359628567865873
VR3_Dzpe,6.281496244431882
VR3_Dzse,6.281976541346562
mZagreb1,8.25
mZagreb2,6.416666666666665
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,2
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,1
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,1
n9FaRing,1
n9aHRing,0
nBondsKD,10
nBondsKS,43
nFAHRing,0
nFaHRing,1
nG12Ring,0
AATSC0are,0.08779203999999995
AATSC1are,0.012936676981132033
AATSC2are,0.012598409438202219
AATSC3are,-0.013018820952380975
AATSC4are,-0.004710480366972498
AATSC5are,-0.012609859819819826
AATSC6are,0.019555814545454533
AATSC7are,0.0007815770212765809
AATSC8are,-0.0076201410101009994
AETA_beta,1.3103448275862069
BCUTdv-1h,6.021925564807639
BCUTdv-1l,0.6502112804061864
BCUTpe-1h,3.488998315236155
BCUTpe-1l,2.2428659250858964
BCUTse-1h,3.7019266951141754
BCUTse-1l,2.4388287960242088
ETA_alpha,14.5
ETA_dBeta,2.0
ETA_eta_B,0.2831832692378633
ETA_eta_F,26.00366601225053
ETA_eta_L,6.8869070912998485
ETA_eta_R,51.73692404845461
ETA_psi_1,0.6144067796610172
LabuteASA,176.906749316427
LogEE_DzZ,125.21333429855227
LogEE_Dzi,143.5220605661631
LogEE_Dzm,125.22231484714641
LogEE_Dzp,170.5849240023183
LogEE_Dzv,167.835849930149
PEOE_VSA1,5.316788604006331
PEOE_VSA2,4.794537184071822
PEOE_VSA3,4.681802935145185
PEOE_VSA4,10.197363616602075
PEOE_VSA5,16.435467686235775
PEOE_VSA6,36.027353223237554
PEOE_VSA7,43.847459998158
PEOE_VSA8,16.80812781407867
PEOE_VSA9,22.828095871127275
SM1_Dzare,1.164872720060417
SpAD_Dzpe,287.88128429969674
SpAD_Dzse,286.51875024652475
SpAbs_DzZ,249.1134731974957
SpAbs_Dzi,286.0918156144736
SpAbs_Dzm,249.1348512365364
SpAbs_Dzp,344.0498403646551
SpAbs_Dzv,337.3521597292304
SpDiam_Dt,449.7006316003201
SpMAD_DzZ,8.649871407382953
SpMAD_Dzi,9.898694626498699
SpMAD_Dzm,8.650570189814289
SpMAD_Dzp,11.796629194356443
SpMAD_Dzv,11.586875214223827
SpMax_DzZ,125.21333429855227
SpMax_Dzi,143.5220605661631
SpMax_Dzm,125.22231484714641
SpMax_Dzp,170.5849240023183
SpMax_Dzv,167.835849930149
VE1_Dzare,5.293430130510137
VE2_Dzare,0.18253207346586678
VE3_Dzare,2.731177190596413
VR1_Dzare,184.30087187168087
VR2_Dzare,6.3552024783338235
VR3_Dzare,6.281280332376935
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,1
nAromAtom,20
nAromBond,21
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.5
AETA_dBeta,0.06896551724137931
AETA_eta_B,0.00976494031854701
AETA_eta_F,0.8966781383534665
AETA_eta_L,0.23747955487240857
AETA_eta_R,1.7840318637398143
BCUTare-1h,3.5437864368535323
BCUTare-1l,2.1932464035147627
ETA_beta_s,18.0
ETA_dPsi_A,0.09959322033898277
ETA_dPsi_B,0.0
ETA_eta_BR,0.6271832692378633
ETA_eta_FL,7.244123201835384
ETA_eta_RL,14.131030293135233
LogEE_Dzpe,143.97815586698
LogEE_Dzse,143.29704829478305
PEOE_VSA10,10.542660696285502
PEOE_VSA11,0.0
PEOE_VSA12,5.907179729351506
PEOE_VSA13,0.0
SlogP_VSA1,5.316788604006331
SlogP_VSA2,38.18263810205917
SlogP_VSA3,11.21535880699783
SlogP_VSA4,13.847474399381248
SlogP_VSA5,16.26500318339822
SlogP_VSA6,52.87059222836643
SlogP_VSA7,0.0
SlogP_VSA8,16.59031120676462
SlogP_VSA9,0.0
SpAD_Dzare,287.3174581140359
SpAbs_Dzpe,286.91109007711776
SpAbs_Dzse,285.52268814196157
SpDiam_DzZ,190.38030728810577
SpDiam_Dzi,224.1387277585506
SpDiam_Dzm,190.39154114071505
SpDiam_Dzp,261.39929123779734
SpDiam_Dzv,259.3716099653748
SpMAD_Dzpe,9.926940837920577
SpMAD_Dzse,9.879956905052577
SpMax_Dzpe,143.97815586698
SpMax_Dzse,143.29704829478305
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,29
AETA_beta_s,0.6206896551724138
AETA_eta_BR,0.02162700928406425
AETA_eta_FL,0.24979735178742704
AETA_eta_RL,0.4872769066598356
DetourIndex,4449
EState_VSA1,0.0
EState_VSA2,11.660033336098294
EState_VSA3,11.570716384581816
EState_VSA4,34.39898881938755
EState_VSA5,16.639032143092415
EState_VSA6,11.336785877934737
EState_VSA7,60.30754251576201
EState_VSA8,21.580519289070015
EState_VSA9,5.098681808301038
ETA_beta_ns,20.0
ETA_shape_p,0.09195402298850575
ETA_shape_x,0.0
ETA_shape_y,0.303448275862069
GhoseFilter,True
LogEE_Dzare,143.69889708184763
SlogP_VSA10,0.0
SlogP_VSA11,0.0
SpAbs_Dzare,286.31290696219435
SpDiam_Dzpe,223.99060727173855
SpDiam_Dzse,222.42830808511084
SpMAD_Dzare,9.90749855565641
SpMax_Dzare,143.69889708184763
TopoPSA(NO),72.70000000000002
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,1.9089132519016176
VSA_EState9,57.01412361615724
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.6896551724137931
EState_VSA10,4.794537184071822
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.0
FilterItLogS,-6.434047285925468
SpDiam_Dzare,223.8917338070949
ETA_beta_ns_d,0.5
ETA_epsilon_1,0.5980000000000001
ETA_epsilon_2,0.8137931034482755
ETA_epsilon_3,0.4432098765432096
ETA_epsilon_4,0.5403225806451611
ETA_epsilon_5,0.7966666666666664
AETA_beta_ns_d,0.017241379310344827
ETA_dEpsilon_A,0.1547901234567905
ETA_dEpsilon_B,0.057677419354838944
ETA_dEpsilon_C,-0.09711270410195155
ETA_dEpsilon_D,0.017126436781609078
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.896551724137931
MDEDescriptor,"0.25,2.825641623880651,4.598713737276203,0.0,9.75826177687969,15.728046932894271,0.0,8.059903045969055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6688179349970051,1.2295763059025286,0.0"
APolDescriptor,63.06465299999998
BCUTDescriptor,"11.849999999999985,31.97307378973185,-0.27975396489268384,0.23850566408191087,5.338992248187208,11.689379245803458"
BPolDescriptor,32.43534699999999
TPSADescriptor,126.24000000000001
ALOGPDescriptor,"3.819200000000002,14.586288640000017,120.27499999999999"
XLogPDescriptor,2.9680000000000004
VAdjMaDescriptor,6.0
WeightDescriptor,423.11875246000005
ChiPathDescriptor,"20.216967702877945,14.131030293135238,12.476590510802655,10.646177541236396,8.931253538693236,6.6588430580754805,4.782771259341065,3.473141538549588,17.886714912323527,11.196720765908664,8.61121775374935,6.477066684101158,4.642600011961023,2.8803210617700823,1.8087626515290631,1.144572459665313"
ChiChainDescriptor,"0.0,0.0,0.22290498742924508,0.4743298844072801,0.717678518947296,0.0,0.0,0.14285113019775794,0.19040834828831255,0.22259283620838893"
AtomCountDescriptor,50
BondCountDescriptor,32
SmallRingDescriptor,"4,4,3,3,0,0,2,2,0,0,0"
ChiClusterDescriptor,"1.6375616013724885,0.0,0.4027285548242414,0.0,0.9256435194624616,0.0,0.1421624127483248,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,3,12,1,4,1,0,0"
ZagrebIndexDescriptor,152.0
LargestChainDescriptor,17
MannholdLogPDescriptor,2.89
WeightedPathDescriptor,"59.56710494337166,2.0540381014955744,24.478599238963138,2.534255763258673,15.85173716714503"
FractionalPSADescriptor,0.29835595625588407
WienerNumbersDescriptor,"2539.0,43.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"4.070543319649082,6.831452352012863,9.312152516091748,2.001016126259277,2.788017028576476,3.0631816905499254"
FractionalCSP3Descriptor,0.23809523809523808
KierHallSmartsDescriptor,"0,0,0,0,0,0,2,0,3,0,0,8,0,0,0,1,5,2,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,1
LargestPiSystemDescriptor,15
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"22.203125,10.543388429752065,5.437517954610744"
AromaticAtomsCountDescriptor,20
AromaticBondsCountDescriptor,21
FragmentComplexityDescriptor,1997.08
HBondAcceptorCountDescriptor,5
HybridizationRatioDescriptor,0.23809523809523808
AutocorrelationDescriptorMass,"43.82987661882336,40.89446693016057,58.0068457988733,58.25495501675989,53.97457421196312"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,8
AutocorrelationDescriptorCharge,"0.36373592365287327,-0.09296430147631536,-0.1267561750584569,0.0601375550926993,-0.03013188779474383"
EccentricConnectivityIndexDescriptor,788
AutocorrelationDescriptorPolarizability,"2309.9019608304725,2698.2673974645572,3732.261873640599,3570.2818484038808,3304.26488365028"
