DLiP-ID,T004B5
DLiP-Mol-ID,17263
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C23H24N4O6S/c28-20(29)10-15(12-2-3-16-17(8-12)33-11-32-16)26-22(31)19-5-4-18(34-19)13-9-14(13)21(30)27-23-24-6-1-7-25-23/h2-5,8,13-15H,1,6-7,9-11H2,(H,26,31)(H,28,29)(H2,24,25,27,30)"
Standard Inchi Key(RDKit),NPDBORVFSYLFHX-UHFFFAOYSA-N
Canonical SMILES(RDKit),O=C(O)CC(NC(=O)c1ccc(C2CC2C(=O)NC2=NCCCN2)s1)c1ccc2c(c1)OCO2
SMILES(SDF),
MW(SDF),
MW(RDKit),484.534
MW Monoisotopic(RDKit),484.141655488
MolLogP(RDKit),1.9916
XLogP(SDF),
XLogP(CDK),0.786999999999999
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),8
HBA Lipinski(RDKit),10
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),4
HBD Lipinski(RDKit),4
PSA(SDF),
PSA(RDKit),138.35
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),7
nRings(SDF),
nRings(RDKit),5
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),34
QED Weighted(RDKit),0.471454763967022
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,71409178.22111778
qed,0.4714547639670221
Chi0,23.65612529163336
Chi1,16.474366886035767
TPSA,138.35
Chi0n,18.20535977441939
Chi0v,19.021856355347115
Chi1n,11.08826364585621
Chi1v,11.904760226783937
Chi2n,8.387220807007237
Chi2v,9.502575878657641
Chi3n,5.96515440423966
Chi3v,7.181080230528727
Chi4n,4.085174714477448
Chi4v,5.1747635897637645
MolMR,123.25640000000001
MolWt,484.53400000000033
fr_SH,0
Kappa1,22.205029745808552
Kappa2,9.335185185185187
Kappa3,4.835966758600668
fr_ArN,0
fr_COO,1
fr_C_O,3
fr_C_S,0
fr_NH0,1
fr_NH1,3
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,1162.0791558858477
