DLiP-ID,P000AA
AATSC5d,-0.13612710041281473
AATSC5i,-0.03369333101985091
AATSC5m,1.6421439238182447
AATSC5p,-0.0006590994253526469
AATSC5s,-0.1556037657228133
AATSC5v,2.4479093216052252
AATSC6Z,-0.8829365079365079
AATSC6c,0.0042203053151181336
AATSC6d,-0.180342970521542
AATSC6i,-0.25960597228840804
AATSC6m,-4.352393070790816
AATSC6p,-0.04825113832886672
AATSC6s,0.11974245716805228
AATSC6v,-10.147594879120632
AATSC7Z,-1.7079108372908915
AATSC7c,-0.0037505833044969815
AATSC7d,-0.10705728832413464
AATSC7i,-0.003800479504905751
AATSC7m,-7.97512085232961
AATSC7p,-0.007643860966321721
AATSC7s,-0.4190914136444237
AATSC7v,-5.221275404663867
AATSC8Z,0.11420325706039977
AATSC8c,0.0034536467498856673
AATSC8d,-0.08663162234590804
AATSC8i,-0.3555214794775614
AATSC8m,0.41350499768089255
AATSC8p,-0.03624626147140306
AATSC8s,0.34492744909411577
AATSC8v,-5.243762624952972
ATS0are,272.05469999999997
ATS1are,293.483
ATS2are,512.0127999999999
ATS3are,638.3179999999998
ATS4are,753.5129000000001
ATS5are,744.9300000000001
ATS6are,736.8439999999999
ATS7are,670.0769999999998
ATS8are,462.22499999999997
ATSC0dv,189.61904761904762
ATSC0pe,5.951047619047617
ATSC0se,4.17075514285714
ATSC1dv,70.1224489795918
ATSC1pe,-0.25766530612244976
ATSC1se,-0.33041765306122434
ATSC2dv,66.81179138321998
ATSC2pe,2.662953287981859
ATSC2se,1.9183487551020406
ATSC3dv,-4.140589569160994
ATSC3pe,-0.36971337868480814
ATSC3se,-0.46408624489795913
ATSC4dv,3.290249433106575
ATSC4pe,0.6702160997732421
ATSC4se,0.6919309387755104
ATSC5dv,-18.93877551020409
ATSC5pe,-0.9373612244897973
ATSC5se,-1.1391776122448976
ATSC6dv,-69.12698412698411
ATSC6pe,0.34766825396825385
ATSC6se,0.5655585714285722
ATSC7dv,-115.08616780045351
ATSC7pe,-3.7146058956916077
ATSC7se,-2.191707836734693
ATSC8dv,-57.44444444444442
ATSC8pe,0.794507936507937
ATSC8se,0.43151585714285623
AXp-0dv,0.5552468666270655
AXp-1dv,0.2898809234874827
AXp-2dv,0.14768750037279083
AXp-3dv,0.07707316959980849
AXp-4dv,0.039125612112981004
AXp-5dv,0.02059573405896551
AXp-6dv,0.010839034346515177
AXp-7dv,0.00564410697748896
BertzCT,1027.767198136273
ECIndex,419
ETA_eta,21.399335321417187
GATS1dv,0.39160388414532066
GATS1pe,0.6805261178503986
GATS1se,0.7217441625488599
GATS2dv,0.6951980113040327
GATS2pe,0.5510718907364364
GATS2se,0.541930997206063
GATS3dv,0.8681353591160221
GATS3pe,0.797344065070576
GATS3se,0.8016789443336849
GATS4dv,0.9515676146105752
GATS4pe,0.9488623451653172
GATS4se,0.9493132295871094
GATS5dv,1.0007244137078393
GATS5pe,1.004044936835082
GATS5se,1.042072653865873
GATS6dv,1.1438582998493219
GATS6pe,1.1123229103319143
GATS6se,1.1486468611747804
GATS7dv,1.3228360167925477
GATS7pe,1.4392710835151605
GATS7se,1.4372754877115543
GATS8dv,1.1976507922012696
GATS8pe,0.9181703246981868
GATS8se,0.9111502452827489
LogEE_A,4.176196184233096
LogEE_D,106.38325500304924
MATS1dv,0.3451531893520842
MATS1pe,-0.04041097205774107
MATS1se,-0.07394100084056951
MATS2dv,0.1873239705255931
MATS2pe,0.23789883870695905
MATS2se,0.24453164515859513
MATS3dv,-0.009171270718232037
MATS3pe,-0.026092820791857447
MATS3se,-0.04673403644684285
MATS4dv,0.006282581963664072
MATS4pe,0.040776761580800985
MATS4se,0.06006747234751392
MATS5dv,-0.035853649113317634
MATS5pe,-0.05654275788545876
MATS5se,-0.09804832436972438
MATS6dv,-0.13670894023103966
MATS6pe,0.02190800739365618
MATS6se,0.050850375296888795
MATS7dv,-0.2404831174246373
MATS7pe,-0.24732199635359828
MATS7se,-0.20821470197568565
MATS8dv,-0.16524359618282264
MATS8pe,0.0728221303390142
MATS8se,0.05643397362163184
MAXaaCH,1.932135219828672
MAXaaNH,2.3608206569664905
MAXaasC,1.0773585390946505
MAXaasN,1.4627971466364322
MAXdssC,0.6067361111111114
MAXsCH3,1.9684868318309876
MAXssNH,3.0783981324011087
MDEC-11,0.09999999999999998
MDEC-12,2.744739006313137
MDEC-13,3.8993198373451765
MDEC-22,4.09597237931618
MDEC-23,17.775415733546648
MDEC-33,16.518691931306034
MDEN-22,0.25
MDEN-23,0.9999999999999998
MDEO-11,0.520020955762976
MDEO-12,0.6850067105944414
MINaaCH,1.8949929138321995
MINaaNH,2.3608206569664905
MINaasC,0.36379913076341674
MINaasN,1.4627971466364322
MINdssC,-0.43761715797430045
MINsCH3,1.8221815161249684
MINssNH,3.0783981324011087
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.4285714285714288
SM1_Dzi,1.3682854998861482
SM1_Dzm,1.4245628518413376
SM1_Dzp,-5.883722511902063
SM1_Dzv,-2.553951796962389
SddssSe,0
SpAD_Dt,584.8073094243209
SpAbs_A,32.28760738539078
SpAbs_D,212.7665100060986
SpMAD_A,1.291504295415631
SpMAD_D,8.510660400243944
SpMax_A,2.5784197529586
SpMax_D,106.38325500304924
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,93.19
TpiPC10,9.113526562286824
VAdjMat,5.807354922057604
VE1_DzZ,4.921240292494007
VE1_Dzi,4.919442870255545
VE1_Dzm,4.921240083096549
VE1_Dzp,4.902872659479528
VE1_Dzv,4.912620659925023
VE2_DzZ,0.19684961169976029
VE2_Dzi,0.1967777148102218
VE2_Dzm,0.19684960332386198
VE2_Dzp,0.19611490637918114
VE2_Dzv,0.1965048263970009
VE3_DzZ,2.509851322578857
VE3_Dzi,2.5094860182135554
VE3_Dzm,2.5098512800291237
VE3_Dzp,2.5061120222458535
VE3_Dzv,2.508098270584697
VR1_DzZ,152.12989853591893
VR1_Dzi,152.33860481850562
VR1_Dzm,152.13109133557302
VR1_Dzp,155.01974567573728
VR1_Dzv,153.7185878373698
VR2_DzZ,6.085195941436757
VR2_Dzi,6.093544192740224
VR2_Dzm,6.08524365342292
VR2_Dzp,6.200789827029491
VR2_Dzv,6.148743513494792
VR3_DzZ,5.941025483392544
VR3_Dzi,5.942396438436998
VR3_Dzm,5.941033324027353
VR3_Dzp,5.959843232136169
VR3_Dzv,5.951414310938501
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.03608439182435161
Xch-6dv,0.11340231906955614
Xch-7dv,0.18419645185357328
Xpc-4dv,1.8455836098017242
Xpc-5dv,2.7282803532809807
Xpc-6dv,3.9289122751916636
Zagreb1,140.0
Zagreb2,173.0
fragCpx,184.07
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,1
n5FRing,0
n5HRing,1
n5aRing,0
n6ARing,1
n6FRing,0
n6HRing,2
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,2
nBondsA,12
nBondsD,4
nBondsM,16
nBondsO,28
nBondsS,29
nBondsT,0
nFARing,1
nFHRing,1
nFaRing,0
nHetero,7
naHRing,1
AATS0are,6.477492857142856
AATS1are,6.5218444444444446
AATS2are,6.481174683544302
AATS3are,6.383179999999998
AATS4are,6.4958008620689665
AATS5are,6.366923076923078
AATS6are,6.578964285714285
AATS7are,6.321481132075469
AATS8are,6.0029220779220775
AATSC0dv,4.5147392290249435
AATSC0pe,0.14169160997732422
AATSC0se,0.09930369387755096
AATSC1dv,1.5582766439909288
AATSC1pe,-0.005725895691609995
AATSC1se,-0.007342614512471652
AATSC2dv,0.8457188782686074
AATSC2pe,0.0337082694681248
AATSC2se,0.024282895634203047
AATSC3dv,-0.04140589569160994
AATSC3pe,-0.0036971337868480815
AATSC3se,-0.004640862448979591
AATSC4dv,0.028364219250918747
AATSC4pe,0.005777724998045191
AATSC4se,0.005964921885995779
AATSC5dv,-0.1618698761555905
AATSC5pe,-0.008011634397348696
AATSC5se,-0.009736560788417928
AATSC6dv,-0.617205215419501
AATSC6pe,0.0031041808390022663
AATSC6se,0.005049630102040824
AATSC7dv,-1.0857185641552218
AATSC7pe,-0.035043451846147246
AATSC7se,-0.02067648902579899
AATSC8dv,-0.7460317460317457
AATSC8pe,0.010318284889713468
AATSC8se,0.005604102040816314
AETA_eta,0.8559734128566875
ATSC0are,6.495840476190475
ATSC1are,-0.4055624149659858
ATSC2are,3.0665952947845803
ATSC3are,-0.566222562358276
ATSC4are,0.9530429705215432
ATSC5are,-1.3824627551020399
ATSC6are,0.6081920634920653
ATSC7are,-3.8920140589569137
ATSC8are,0.8308353174603151
BCUTZ-1h,8.029790698733791
BCUTZ-1l,5.68430866724036
BCUTc-1h,0.4983152406195925
BCUTc-1l,-0.48474665031127545
BCUTd-1h,3.3006969917446303
BCUTd-1l,0.9770731479638411
BCUTi-1h,14.559154636799688
BCUTi-1l,10.944951497308878
BCUTm-1h,16.015204360290323
BCUTm-1l,11.695611029240828
BCUTp-1h,1.9982944218304615
BCUTp-1l,0.7410552920939492
BCUTs-1h,7.010458490007139
BCUTs-1l,1.2407912721078527
BCUTv-1h,20.90424832518676
BCUTv-1l,14.700456062662337
BalabanJ,1.662370666604582
Diameter,10
ETA_beta,31.5
GATS1are,0.7109884848167183
GATS2are,0.5452017616299337
GATS3are,0.8103347856668716
GATS4are,0.9480410932917699
GATS5are,1.0265464608811798
GATS6are,1.1192164912858154
GATS7are,1.4344272897725296
GATS8are,0.8998192749586038
HybRatio,0.2777777777777778
Lipinski,True
LogEE_Dt,291.5123957558795
MATS1are,-0.05827189291706687
MATS2are,0.2509824261027204
MATS3are,-0.036610116437148565
MATS4are,0.05312126793984644
MATS5are,-0.07639791696512238
MATS6are,0.03511047179275541
MATS7are,-0.23740096200478933
MATS8are,0.0697650907675416
MAXssCH2,0.39184662908373213
MAXsssCH,-0.5657407407407413
MINssCH2,0.11177760456034269
MINsssCH,-0.5657407407407413
NsssssAs,0
RotRatio,0.07142857142857142
SM1_Dzpe,1.51843635250918
SM1_Dzse,1.4147681802120078
SMR_VSA1,9.53140013787187
SMR_VSA2,0.0
SMR_VSA3,9.551078168738563
SMR_VSA4,0.0
SMR_VSA5,26.310136851455216
SMR_VSA6,11.923670568519249
SMR_VSA7,73.06405125346166
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,162.92371775329588
SpAD_Dzi,160.05058430808606
SpAD_Dzm,162.94789226426425
SpAD_Dzp,204.49726132329093
SpAD_Dzv,189.1441481782977
SpAbs_Dt,584.8073094243209
SpDiam_A,5.121617991601318
SpDiam_D,144.21125941197
SpMAD_Dt,23.392292376972836
SpMax_Dt,291.5123957558795
SsssssAs,0
VE1_Dzpe,4.921058194792533
VE1_Dzse,4.921262361410627
VE2_Dzpe,0.1968423277917013
VE2_Dzse,0.19685049445642508
VE3_Dzpe,2.509814319494317
VE3_Dzse,2.5098558069904735
VMcGowan,240.0599999999999
VR1_Dzpe,152.12391405566956
VR1_Dzse,152.1313797963509
VR2_Dzpe,6.0849565622267825
VR2_Dzse,6.085255191854036
VR3_Dzpe,5.940986144656249
VR3_Dzse,5.941035220158525
mZagreb1,8.472222222222221
mZagreb2,5.416666666666667
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,1
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,1
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,1
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,8
nBondsKS,37
nFAHRing,1
nFaHRing,0
nG12Ring,0
AATSC0are,0.15466286848072558
AATSC1are,-0.00901249811035524
AATSC2are,0.038817661959298484
AATSC3are,-0.005662225623582759
AATSC4are,0.008215887676909854
AATSC5are,-0.011815920983778119
AATSC6are,0.005430286281179155
AATSC7are,-0.036717113763744466
AATSC8are,0.01079006905792617
AETA_beta,1.26
BCUTdv-1h,6.029146178974785
BCUTdv-1l,0.9879220286280112
BCUTpe-1h,3.5030849882921693
BCUTpe-1l,2.2335685685745488
BCUTse-1h,3.715683808781656
BCUTse-1l,2.4294759505751746
ETA_alpha,11.533333333333333
ETA_dBeta,-2.5
ETA_eta_B,0.40697450932555235
ETA_eta_F,25.061421689349803
ETA_eta_L,5.798213020744504
ETA_eta_R,46.46075701076699
ETA_psi_1,0.529862174578867
LabuteASA,142.5040100632257
LogEE_DzZ,81.5190017337908
LogEE_Dzi,80.08002357403846
LogEE_Dzm,81.53092864620578
LogEE_Dzp,101.39692313380576
LogEE_Dzv,94.25905882910425
PEOE_VSA1,10.05365155780638
PEOE_VSA2,14.345615352810384
PEOE_VSA3,9.589074368143644
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,29.828919765543436
PEOE_VSA7,19.410925891078243
PEOE_VSA8,6.544756405912575
PEOE_VSA9,22.75150138098349
SM1_Dzare,1.6998604001861328
SpAD_Dzpe,162.00064126122857
SpAD_Dzse,163.0575299087964
SpAbs_DzZ,161.62729411578263
SpAbs_Dzi,158.87856982817652
SpAbs_Dzm,161.65484058353042
SpAbs_Dzp,208.67756877951365
SpAbs_Dzv,191.0720694551709
SpDiam_Dt,385.7966982556999
SpMAD_DzZ,6.516948710131835
SpMAD_Dzi,6.402023372323442
SpMAD_Dzm,6.51791569057057
SpMAD_Dzp,8.179890452931637
SpMAD_Dzv,7.565765927131909
SpMax_DzZ,81.5190017337908
SpMax_Dzi,80.08002357403846
SpMax_Dzm,81.53092864620578
SpMax_Dzp,101.39692313380576
SpMax_Dzv,94.25905882910425
VE1_Dzare,4.920866535919511
VE2_Dzare,0.19683466143678044
VE3_Dzare,2.5097753720570446
VR1_Dzare,152.08932016852026
VR2_Dzare,6.08357280674081
VR3_Dzare,5.940758712819586
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,12
nAromBond,12
nG12ARing,0
nG12FRing,1
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4613333333333333
AETA_dBeta,-0.1
AETA_eta_B,0.016278980373022094
AETA_eta_F,1.0024568675739922
AETA_eta_L,0.2319285208297802
AETA_eta_R,1.8584302804306796
BCUTare-1h,3.5566400965573535
BCUTare-1l,2.1837671601837054
ETA_beta_s,17.0
ETA_dPsi_A,0.184137825421133
ETA_dPsi_B,0.0
ETA_eta_BR,0.7509745093255523
ETA_eta_FL,6.209026032303039
ETA_eta_RL,12.007239053047543
LogEE_Dzpe,81.06105808471466
LogEE_Dzse,81.58535568160667
PEOE_VSA10,12.424744742347947
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,5.559266895052007
SlogP_VSA1,16.56579889726181
SlogP_VSA2,22.127265421203333
SlogP_VSA3,16.076156543784446
SlogP_VSA4,6.923737199690624
SlogP_VSA5,29.531997720943004
SlogP_VSA6,45.124686485115184
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
SpAD_Dzare,160.6039767845444
SpAbs_Dzpe,160.637896679947
SpAbs_Dzse,161.7718696627032
SpDiam_DzZ,111.86272452178673
SpDiam_Dzi,110.4243031028335
SpDiam_Dzm,111.87489870966937
SpDiam_Dzp,135.1096740590356
SpDiam_Dzv,126.53480728165147
SpMAD_Dzpe,6.480025650449143
SpMAD_Dzse,6.522301196351856
SpMax_Dzpe,81.06105808471466
SpMax_Dzse,81.58535568160667
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,1
nG12FHRing,1
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,25
AETA_beta_s,0.68
AETA_eta_BR,0.030038980373022092
AETA_eta_FL,0.24836104129212155
AETA_eta_RL,0.4802895621219017
DetourIndex,3617
EState_VSA1,23.13622162736872
EState_VSA2,6.606881964512918
EState_VSA3,29.196214518569697
EState_VSA4,11.126902983393991
EState_VSA5,4.567099647791355
EState_VSA6,0.0
EState_VSA7,38.112942673227685
EState_VSA8,10.30076712495354
EState_VSA9,4.736862953800049
ETA_beta_ns,14.5
ETA_shape_p,0.17341040462427743
ETA_shape_x,0.0
ETA_shape_y,0.4682080924855492
GhoseFilter,True
LogEE_Dzare,80.36998280827964
SlogP_VSA10,5.817862777835028
SlogP_VSA11,0.0
SpAbs_Dzare,159.11049593313646
SpDiam_Dzpe,111.39628997009275
SpDiam_Dzse,111.93070446496682
SpMAD_Dzare,6.4241590713817756
SpMax_Dzare,80.36998280827964
TopoPSA(NO),93.19
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,1.4627971466364322
VSA_EState9,61.370536186696896
nBridgehead,0
nG12FAHRing,1
nG12FaHRing,0
AETA_beta_ns,0.58
EState_VSA10,14.383611552215466
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.03866666666666667
FilterItLogS,-4.501923471179572
SpDiam_Dzare,110.70112551738072
ETA_beta_ns_d,1.0
ETA_epsilon_1,0.6396825396825397
ETA_epsilon_2,0.8706666666666664
ETA_epsilon_3,0.4449275362318844
ETA_epsilon_4,0.5743589743589745
ETA_epsilon_5,0.8283950617283948
AETA_beta_ns_d,0.04
ETA_dEpsilon_A,0.19475500345065533
ETA_dEpsilon_B,0.0653235653235652
ETA_dEpsilon_C,-0.12943143812709013
ETA_dEpsilon_D,0.042271604938271534
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.76
MDEDescriptor,"0.09999999999999998,2.744739006313137,3.8993198373451765,0.0,4.09597237931618,17.775415733546648,0.0,16.518691931306034,0.0,0.0,0.520020955762976,0.6850067105944414,0.0,0.0,0.0,0.0,0.25,0.9999999999999998,0.0"
APolDescriptor,49.52348099999998
BCUTDescriptor,"11.994313647451092,15.997938886583718,-0.30632492876696255,0.29209467650110543,4.995518688316881,12.7594453429972"
BPolDescriptor,26.674518999999997
TPSADescriptor,93.19
ALOGPDescriptor,"2.5524000000000004,6.514745760000002,84.88349999999998"
XLogPDescriptor,3.27
VAdjMaDescriptor,5.807354922057604
WeightDescriptor,339.12190616
ChiPathDescriptor,"17.714813991764814,12.007239053047547,11.228646326306832,9.910117566194936,8.950191781917166,7.444333485190879,5.820394079557815,4.231175099076837,13.881171665676638,8.116665857649515,6.202875015657215,4.701463345588319,3.482179478055308,2.512679555193793,1.6150161176307616,1.0102951489705245"
ChiChainDescriptor,"0.0,0.0,0.09622504486493763,0.39387715782310656,0.7156528305171035,0.0,0.0,0.036084391824351615,0.11340231906955615,0.18419645185357325"
AtomCountDescriptor,42
BondCountDescriptor,28
SmallRingDescriptor,"4,2,2,2,0,0,1,3,0,0,0"
ChiClusterDescriptor,"1.9346141094239355,0.0,0.539461547032007,0.0,0.8410863005011501,0.0,0.16445478967186195,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,3,5,4,4,0,1,0"
ZagrebIndexDescriptor,140.0
LargestChainDescriptor,11
MannholdLogPDescriptor,2.67
WeightedPathDescriptor,"51.50005288052772,2.0600021152211085,20.37640917057423,10.759546041568633,9.616863129005605"
FractionalPSADescriptor,0.2747979363976338
WienerNumbersDescriptor,"1283.0,47.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"4.832061777695474,8.763021631791752,13.49831437014994,1.845583609801724,2.728280353280982,3.5526967743435347"
FractionalCSP3Descriptor,0.2777777777777778
KierHallSmartsDescriptor,"0,0,0,0,0,0,2,0,2,0,0,4,1,0,0,3,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,2
LargestPiSystemDescriptor,14
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"18.367346938775512,7.197278911564626,3.121741467347487"
AromaticAtomsCountDescriptor,12
AromaticBondsCountDescriptor,12
FragmentComplexityDescriptor,1425.07
HBondAcceptorCountDescriptor,5
HybridizationRatioDescriptor,0.2777777777777778
AutocorrelationDescriptorMass,"29.177817045993223,30.82373341792594,47.48027393690666,52.702382633377134,55.66657898472051"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,2
AutocorrelationDescriptorCharge,"0.6762035486972261,-0.4588120717823644,0.39029513868046173,-0.4673316257545815,0.3217815419361284"
EccentricConnectivityIndexDescriptor,419
AutocorrelationDescriptorPolarizability,"1962.6707524733952,2427.256727279126,3686.366653528954,4037.6961888624214,3803.680126950546"
