DLiP-ID,C000N2
DLiP-Mol-ID,31032
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C10H15NO4/c1-5(2)7-4-11-9(10(14)15)6(7)3-8(12)13/h6-7,9,11H,1,3-4H2,2H3,(H,12,13)(H,14,15)/t6-,7+,9-/m0/s1"
Standard Inchi Key(RDKit),VLSMHEGGTFMBBZ-OOZYFLPDSA-N
Canonical SMILES(RDKit),C=C(C)[C@H]1CN[C@H](C(=O)O)[C@H]1CC(=O)O
SMILES(SDF),
MW(SDF),
MW(RDKit),213.233
MW Monoisotopic(RDKit),213.10010796
MolLogP(RDKit),0.326
XLogP(SDF),
XLogP(CDK),-0.213
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),3
HBA Lipinski(RDKit),5
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),3
HBD Lipinski(RDKit),3
PSA(SDF),
PSA(RDKit),86.63
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),4
nRings(SDF),
nRings(RDKit),1
Aromatic Rings(RDKit),0
nAtoms(SDF),
Heavy Atoms(RDKit),15
QED Weighted(RDKit),0.585571485022682
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,1945.958446987358
qed,0.5855714850226821
Chi0,11.585421958697399
Chi1,6.930428110326539
TPSA,86.63000000000001
Chi0n,8.564294923056163
Chi0v,8.564294923056163
Chi1n,4.765310709122474
Chi1v,4.765310709122474
Chi2n,3.938719900773793
Chi2v,3.938719900773793
Chi3n,2.8120099557376927
Chi3v,2.8120099557376927
Chi4n,2.060861429016239
Chi4v,2.060861429016239
MolMR,53.473300000000016
