DLiP-ID,C1007Z
GGI8,0.13000755857898716
GGI9,0.05374999999999999
JGI1,0.10714285714285712
JGI2,0.04204204204204206
JGI3,0.04027777777777777
JGI4,0.024215686274509804
JGI5,0.01774853801169591
JGI6,0.011035116749402458
JGI7,0.003363715277777778
JGI8,0.005000290714576429
JGI9,0.002986111111111111
MIC0,10.21050086606451
MIC1,23.074696244989454
MIC2,29.436595275018814
MIC3,33.44188252434459
MIC4,33.78344043698089
MIC5,33.78344043698089
MPC2,37
MPC3,49
MPC4,66
MPC5,81
MPC6,83
MPC7,99
MPC8,112
MPC9,120
Mare,0.95675
NaaN,1
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,0
NsSH,0
NssO,0
NssS,0
NtCH,0
NtsC,0
RNCG,0.17527551672506891
RPCG,0.05712090486799182
SIC0,0.22819420574004576
SIC1,0.49415233534433445
SIC2,0.6669471351881074
SIC3,0.7975789806874131
SIC4,0.8582503165304257
SIC5,0.8582503165304257
SaaN,4.358897077349458
SaaO,0
SaaS,0
Sare,45.924
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,0
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,61.17389193312019
TIC1,132.47146860201087
TIC2,178.7939875194712
TIC3,213.81353752812504
TIC4,230.07820003461552
TIC5,230.07820003461552
Vabc,316.2044493451189
WPol,35
apol,55.376238999999984
bpol,27.633760999999993
nRot,5
ABCGG,15.493905970124807
ATS0Z,962.0
ATS0d,153.0
ATS0i,7676.302018967728
ATS0m,3785.7682809999997
ATS0p,75.211896811527
ATS0s,115.11111111111111
ATS0v,10762.240480061699
ATS1Z,1194.0
ATS1d,198.0
ATS1i,7366.972329036701
ATS1m,4509.65006
ATS1p,96.08551913
ATS1s,140.13888888888889
ATS1v,13677.363260564962
ATS2Z,1691.0
ATS2d,320.0
ATS2i,13541.401986094097
ATS2m,6178.737060999999
ATS2p,143.549370069396
ATS2s,219.16666666666669
ATS2v,19853.581120758714
ATS3Z,1759.0
ATS3d,361.0
ATS3i,18103.943391113688
ATS3m,6184.498427
ATS3p,166.23393369788602
ATS3s,251.2777777777778
ATS3v,21691.423441698058
ATS4Z,1727.0
ATS4d,379.0
ATS4i,21886.745070137516
ATS4m,6029.144082
ATS4p,165.332560869413
ATS4s,263.47222222222223
ATS4v,21208.836232192283
ATS5Z,1864.0
ATS5d,365.0
ATS5i,19701.94116284528
ATS5m,6603.217094
ATS5p,175.550376306678
ATS5s,268.66666666666663
ATS5v,22953.40042818256
ATS6Z,1853.0
ATS6d,386.0
ATS6i,23491.648879490414
ATS6m,6423.112404999999
ATS6p,188.022615639413
ATS6s,304.44444444444446
ATS6v,24021.894100124995
ATS7Z,1652.0
ATS7d,332.0
ATS7i,20659.195238501372
ATS7m,5668.503608
ATS7p,174.637463615772
ATS7s,286.33333333333337
ATS7v,21957.80118913871
ATS8Z,1340.0
ATS8d,272.0
ATS8i,19312.95408390426
ATS8m,4575.442137999999
ATS8p,145.677139684262
ATS8s,255.66666666666669
ATS8v,18041.223519318497
C1SP1,0
C1SP2,2
C1SP3,5
C2SP1,0
C2SP2,12
C2SP3,0
C3SP2,3
C3SP3,0
C4SP3,0
FCSP3,0.22727272727272727
GGI10,0.01632486480971329
JGI10,0.001632486480971329
JGT10,0.2554446215827218
Kier1,18.367346938775512
Kier2,9.273922571219869
Kier3,4.837984173261141
MID_C,45.54928674914613
MID_N,6.563159022047897
MID_O,0.0
MID_X,0.0
MID_h,6.563159022047897
MPC10,124
MWC01,28.0
MWC02,4.875197323201151
MWC03,5.713732805509369
MWC04,6.57507584059962
MWC05,7.4342573821331355
MWC06,8.309184527686298
MWC07,9.179365567676752
MWC08,10.062156580664855
MWC09,10.939284279363914
MWC10,11.827057142182628
NaaCH,14
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,3
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,0
NdssS,0
NsCH3,0
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,2
NsssP,0
SLogP,4.098200000000004
SRW02,4.04305126783455
SRW03,0.0
SRW04,5.3230099791384085
SRW05,2.3978952727983707
SRW06,6.805722553416985
SRW07,4.727387818712341
SRW08,8.375860015299594
SRW09,6.823286122355687
SRW10,9.991818891326092
SaaCH,29.54227581464685
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,3.988671369782482
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0
SdssS,0
SsCH3,0
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,5.101759259259259
SsssP,0
VE1_A,4.106184242293779
VE1_D,4.9153552132782
VE2_A,0.16424736969175113
VE2_D,0.19661420853112802
VE3_A,2.328784920943447
VE3_D,2.508654754129025
VR1_A,251.8403397796838
VR1_D,150.89971318958465
VR2_A,10.073613591187351
VR2_D,6.0359885275833856
VR3_A,6.44508604629099
VR3_D,5.932906196980709
WPath,1505
Xc-3d,1.0193594015749743
Xc-4d,0.0
Xc-5d,0.16666666666666666
Xc-6d,0.0
Xp-0d,16.899130457682162
Xp-1d,12.398979485566358
Xp-2d,10.552426155805033
Xp-3d,8.912726636339464
Xp-4d,7.73878053432498
Xp-5d,6.264441522894653
Xp-6d,3.889414626683223
Xp-7d,3.060884330125853
ZMIC0,85.04213686872622
ZMIC1,62.00229865484331
ZMIC2,42.888596877944714
ZMIC3,31.358835160622007
ZMIC4,29.572682296173895
ZMIC5,29.572682296173895
nAcid,0
nAtom,48
nBase,2
nRing,4
piPC1,3.6375861597263857
piPC2,4.151039905898646
piPC3,4.646791860678911
piPC4,5.149672336113466
piPC5,5.613356182566502
piPC6,5.468323819449117
piPC7,5.808892959058818
piPC8,6.155388738762221
piPC9,6.438351469808369
AATS0Z,20.041666666666668
AATS0d,3.1875
AATS0i,159.92295872849434
AATS0m,78.87017252083332
AATS0p,1.5669145169068124
AATS0s,2.3981481481481484
AATS0v,224.2133433346187
AATS1Z,23.41176470588235
AATS1d,3.8823529411764706
AATS1i,144.45043782424904
AATS1m,88.42451098039216
AATS1p,1.884029786862745
AATS1s,2.747821350762527
AATS1v,268.183593344411
AATS2Z,19.21590909090909
AATS2d,3.6363636363636362
AATS2i,153.87956802379657
AATS2m,70.21292114772726
AATS2p,1.6312428416976816
AATS2s,2.490530303030303
AATS2v,225.60887637225812
AATS3Z,15.034188034188034
AATS3d,3.0854700854700856
AATS3i,154.73455889840758
AATS3m,52.858960914529916
AATS3p,1.420802852118684
AATS3s,2.1476733143399813
AATS3v,185.39678155297486
AATS4Z,12.888059701492537
AATS4d,2.828358208955224
AATS4i,163.33391843386207
AATS4m,44.9936125522388
AATS4p,1.2338250811150222
AATS4s,1.9662106135986734
AATS4v,158.27489725516628
AATS5Z,14.793650793650794
AATS5d,2.8968253968253967
AATS5i,156.36461240353395
AATS5m,52.40648487301587
AATS5p,1.3932569548149047
AATS5s,2.132275132275132
AATS5v,182.16984466811553
AATS6Z,12.691780821917808
AATS6d,2.643835616438356
AATS6i,160.90170465404393
AATS6m,43.99392058219178
AATS6p,1.2878261345165274
AATS6s,2.085235920852359
AATS6v,164.53352123373284
AATS7Z,12.515151515151516
AATS7d,2.515151515151515
AATS7i,156.5090548371316
AATS7m,42.94320915151515
AATS7p,1.3230110879982726
AATS7s,2.1691919191919196
AATS7v,166.34697870559629
AATS8Z,11.166666666666666
AATS8d,2.2666666666666666
AATS8i,160.9412840325355
AATS8m,38.12868448333333
AATS8p,1.2139761640355167
AATS8s,2.1305555555555555
AATS8v,150.34352932765415
AMID_C,1.8219714699658451
AMID_N,0.2625263608819159
AMID_O,0.0
AMID_X,0.0
AMID_h,0.2625263608819159
ATS0dv,274.0
ATS0pe,282.0998000000001
ATS0se,351.02093199999996
ATS1dv,294.0
ATS1pe,321.096
ATS1se,384.68164799999994
ATS2dv,393.0
ATS2pe,549.2936
ATS2se,666.8390279999999
ATS3dv,364.0
ATS3pe,697.2115000000001
ATS3se,862.544108
ATS4dv,361.0
ATS4pe,784.1612
ATS4se,984.792456
ATS5dv,380.0
ATS5pe,745.2969999999999
ATS5se,925.8393199999999
ATS6dv,362.0
ATS6pe,848.3375
ATS6se,1066.012468
ATS7dv,330.0
ATS7pe,759.329
ATS7se,953.90912
ATS8dv,264.0
ATS8pe,678.611
ATS8se,861.8305680000001
ATSC0Z,316.66666666666674
ATSC0c,0.3632037267050564
ATSC0d,22.979166666666668
ATSC0i,73.62576526852025
ATSC0m,1524.6156599791666
ATSC0p,11.325900024336978
ATSC0s,12.05324074074074
ATSC0v,2551.75158376347
ATSC1Z,28.000000000000018
ATSC1c,-0.07559030828803462
ATSC1d,6.980468750000002
ATSC1i,-16.421820053824497
ATSC1m,130.86317010546827
ATSC1p,-0.6717509014256252
ATSC1s,1.517505787037035
ATSC1v,-18.020295878629057
ATSC2Z,-70.2222222222222
ATSC2c,-0.12542669407455043
ATSC2d,-4.503472222222219
ATSC2i,13.111436974004445
ATSC2m,-332.6238900659728
ATSC2p,-0.29099929792198487
ATSC2s,-3.6369598765432127
ATSC2v,-238.636662158072
ATSC3Z,-118.33333333333331
ATSC3c,0.007942084801084924
ATSC3d,-6.7408854166666625
ATSC3i,-50.93698667085161
ATSC3m,-577.3390477200523
ATSC3p,-6.589015447017324
ATSC3s,-2.0626446759259256
ATSC3v,-1331.225368992763
ATSC4Z,48.8888888888889
ATSC4c,0.06514257366876255
ATSC4d,-1.9418402777777772
ATSC4i,28.91718515635244
ATSC4m,238.24282503732644
ATSC4p,3.000992048876829
ATSC4s,0.7194251543209893
ATSC4v,574.8344829308442
ATSC5Z,-35.33333333333333
ATSC5c,-0.014845265110326609
ATSC5d,-3.0494791666666656
ATSC5i,-31.456453193178774
ATSC5m,-174.96017977864597
ATSC5p,-3.1125246850309036
ATSC5s,-1.982349537037037
ATSC5v,-562.0911164773484
ATSC6Z,-12.111111111111114
ATSC6c,-0.1104304142271684
ATSC6d,-5.228298611111111
ATSC6i,33.326510661730325
ATSC6m,-46.52688610329858
ATSC6p,3.2093583353880213
ATSC6s,-2.87721836419753
ATSC6v,486.38419657545967
ATSC7Z,-71.33333333333334
ATSC7c,0.05671600216858588
ATSC7d,-4.984375000000001
ATSC7i,-24.492882819306562
ATSC7m,-347.3410291927083
ATSC7p,-3.5873237906107756
ATSC7s,1.2146990740740744
ATSC7v,-750.1311314067082
ATSC8Z,56.66666666666665
ATSC8c,0.01625880954729617
ATSC8d,1.260416666666664
ATSC8i,12.026935242654424
ATSC8m,274.8787491354169
ATSC8p,2.349498529287803
ATSC8s,3.3946759259259265
ATSC8v,525.28446653675
AXp-0d,0.6759652183072865
AXp-1d,0.4428206959130842
AXp-2d,0.28520070691364957
AXp-3d,0.18189238033345845
AXp-4d,0.11725425052007546
AXp-5d,0.07733878423326732
AXp-6d,0.04686041718895449
AXp-7d,0.03091802353662478
GATS1Z,0.8483281733746127
GATS1c,1.286957481565319
GATS1d,0.7619860274118713
GATS1i,1.3235473198182726
GATS1m,0.8511971388997879
GATS1p,1.047492437792247
GATS1s,0.7964391825483795
GATS1v,0.970849511852897
GATS2Z,1.1089413875598082
GATS2c,1.7327052887308125
GATS2d,1.4410285996868046
GATS2i,1.0431059676697338
GATS2m,1.1029341210441823
GATS2p,0.9449255429751285
GATS2s,1.1114670810272886
GATS2v,0.9715382093942296
GATS3Z,1.1207692307692305
GATS3c,1.0703462519965514
GATS3d,1.2761466397005834
GATS3i,1.302386906135625
GATS3m,1.12241354295645
GATS3p,1.2102085176776367
GATS3s,0.8961506453344366
GATS3v,1.179355309093988
GATS4Z,0.9619677926158677
GATS4c,1.2238748266434378
GATS4d,1.2821477381902815
GATS4i,0.8715024256158667
GATS4m,0.958151685880667
GATS4p,0.8445321623445787
GATS4s,0.8390427352387287
GATS4v,0.8684456902768781
GATS5Z,1.0177443609022554
GATS5c,1.0407786307571636
GATS5d,1.0794802055001511
GATS5i,1.1700308001175488
GATS5m,1.018481505004212
GATS5p,1.0771359347579128
GATS5s,0.9370170192140617
GATS5v,1.0530948914616258
GATS6Z,1.0074333093006487
GATS6c,1.1649391106995386
GATS6d,1.1067201530073647
GATS6i,0.8404994739020635
GATS6m,1.0037060861488296
GATS6p,0.8713381381699568
GATS6s,1.1402827068935126
GATS6v,0.9060147392603227
GATS7Z,1.040071770334928
GATS7c,0.6691298182818624
GATS7d,0.9142009395862523
GATS7i,1.0628715188328848
GATS7m,1.043028815651313
GATS7p,1.118191774078251
GATS7s,0.9272482846517799
GATS7v,1.1064759265901516
GATS8Z,0.9090789473684208
GATS8c,0.7780009759847292
GATS8d,0.7669990933816863
GATS8i,0.8550597565707212
GATS8m,0.909805208559221
GATS8p,0.912032276329586
GATS8s,1.0398309967351642
GATS8v,0.9177438713101203
MATS1Z,0.08321981424148611
MATS1c,-0.19587855061570494
MATS1d,0.28590475174657354
MATS1i,-0.20992421039733497
MATS1m,0.08078451494558013
MATS1p,-0.055822154633158774
MATS1s,0.11849433454964454
MATS1v,-0.006646524129511786
MATS2Z,-0.120956937799043
MATS2c,-0.18836414765054718
MATS2d,-0.10689854116871335
MATS2i,0.09713573595912521
MATS2m,-0.11900127850302751
MATS2p,-0.014014505640572262
MATS2s,-0.16458613405031702
MATS2v,-0.051010236621170456
MATS3Z,-0.15330634278002692
MATS3c,0.008970974031582634
MATS3d,-0.12034776948648201
MATS3i,-0.2838303306546017
MATS3m,-0.15535524882495277
MATS3p,-0.23867293712718515
MATS3s,-0.07020628050011571
MATS3v,-0.21402700192302881
MATS4Z,0.055302435192458754
MATS4c,0.06424673410201892
MATS4d,-0.03027022638394608
MATS4i,0.14068980668784156
MATS4m,0.0559752307984116
MATS4p,0.09491362489104009
MATS4s,0.021380518188775777
MATS4v,0.08069392838531256
MATS5Z,-0.04250626566416039
MATS5c,-0.015570707770409836
MATS5d,-0.05055476406337692
MATS5i,-0.1627611026731461
MATS5m,-0.04371691752099841
MATS5p,-0.10469134346830816
MATS5s,-0.06265375364664783
MATS5v,-0.08391488830523886
MATS6Z,-0.012573900504686373
MATS6c,-0.099960124138304
MATS6d,-0.07480222059389707
MATS6i,0.14881558106069234
MATS6m,-0.010033027274509054
MATS6p,0.09316094131659057
MATS6s,-0.07847970724341047
MATS6v,0.06266563490669372
MATS7Z,-0.0819138755980861
MATS7c,0.056783560498333295
MATS7d,-0.07887579329102448
MATS7i,-0.12096991876283161
MATS7m,-0.08284437324950106
MATS7p,-0.11517684030415792
MATS7s,0.036646472406026864
MATS7v,-0.10689714414632101
MATS8Z,0.07157894736842102
MATS8c,0.017905994186562205
MATS8d,0.02194016319129642
MATS8i,0.06534090449880438
MATS8m,0.07211751954303633
MATS8p,0.08297790106708429
MATS8s,0.11265603994622626
MATS8v,0.08234100370570245
MAXaaN,4.358897077349458
MINaaN,4.358897077349458
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,4
NssNH2,0
NsssAs,0
NsssCH,1
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,6
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,33.86907680241063
SpAD_D,250.18598862813417
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,4.069403659611992
SssNH2,0
SsssAs,0
SsssCH,0.2723261526832954
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,824
TMWC10,127.91531144901774
TSRW10,73.48803192088204
VE1_Dt,4.916338967696217
VE2_Dt,0.19665355870784867
VE3_Dt,2.508854873132564
VR1_Dt,151.02463727037997
VR2_Dt,6.040985490815199
VR3_Dt,5.933733716110808
Xc-3dv,0.6478612219265772
Xc-4dv,0.0
Xc-5dv,0.0769800358919501
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.09622504486493763
Xch-6d,0.49782453689140715
Xch-7d,0.48707791522427
Xp-0dv,14.330321949090456
Xp-1dv,8.858872679739568
Xp-2dv,6.572176361519136
Xp-3dv,4.8057092617248625
Xp-4dv,3.649645940607546
Xp-5dv,2.531437383729914
Xp-6dv,1.4565131521201142
Xp-7dv,0.9783371287451903
Xpc-4d,2.525661930086706
Xpc-5d,4.6054468414515215
Xpc-6d,6.962700154348672
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,51
nFRing,0
nHBAcc,3
nHBDon,0
nHRing,2
nSpiro,0
naRing,3
piPC10,6.758820141205816
AATS0dv,5.708333333333333
AATS0pe,5.877079166666668
AATS0se,7.312936083333333
AATS1dv,5.764705882352941
AATS1pe,6.296
AATS1se,7.542777411764705
AATS2dv,4.465909090909091
AATS2pe,6.241972727272727
AATS2se,7.577716227272726
AATS3dv,3.111111111111111
AATS3pe,5.959072649572651
AATS3se,7.372171863247864
AATS4dv,2.6940298507462686
AATS4pe,5.851949253731344
AATS4se,7.349197432835821
AATS5dv,3.015873015873016
AATS5pe,5.915055555555555
AATS5se,7.3479311111111105
AATS6dv,2.4794520547945207
AATS6pe,5.8105308219178085
AATS6se,7.301455260273972
AATS7dv,2.5
AATS7pe,5.752492424242424
AATS7se,7.226584242424242
AATS8dv,2.2
AATS8pe,5.655091666666666
AATS8se,7.181921400000001
AATSC0Z,6.597222222222224
AATSC0c,0.0075667443063553415
AATSC0d,0.4787326388888889
AATSC0i,1.5338701097608387
AATSC0m,31.762826249565972
AATSC0p,0.23595625050702038
AATSC0s,0.2511091820987654
AATSC0v,53.161491328405624
AATSC1Z,0.5490196078431376
AATSC1c,-0.001482162907608522
AATSC1d,0.13687193627450983
AATSC1i,-0.3219964716436176
AATSC1m,2.565944511871927
AATSC1p,-0.01317158630246324
AATSC1s,0.029755015432098724
AATSC1v,-0.35333913487507956
AATSC2Z,-0.7979797979797977
AATSC2c,-0.0014253033417562547
AATSC2d,-0.05117582070707067
AATSC2i,0.14899360197732323
AATSC2m,-3.7798169325678725
AATSC2p,-0.003306810203658919
AATSC2s,-0.041329089506172874
AATSC2v,-2.711780251796273
AATSC3Z,-1.0113960113960112
AATSC3c,6.788106667593952e-05
AATSC3d,-0.057614405270655235
AATSC3i,-0.4353588604346291
AATSC3m,-4.934521775385063
AATSC3p,-0.056316371342028416
AATSC3s,-0.01762944167458056
AATSC3v,-11.37799460677575
AATSC4Z,0.36484245439469326
AATSC4c,0.0004861386094683773
AATSC4d,-0.014491345356550576
AATSC4i,0.21579988922651072
AATSC4m,1.7779315301293017
AATSC4p,0.02239546305131962
AATSC4s,0.005368844435231264
AATSC4v,4.289809574110778
AATSC5Z,-0.2804232804232804
AATSC5c,-0.0001178195643676715
AATSC5d,-0.0242022156084656
AATSC5i,-0.24965439042205376
AATSC5m,-1.388572855386079
AATSC5p,-0.024702576865324632
AATSC5s,-0.015732932833627276
AATSC5v,-4.461040606963082
AATSC6Z,-0.08295281582952818
AATSC6c,-0.000756372700186085
AATSC6d,-0.03581026445966514
AATSC6i,0.22826377165568715
AATSC6m,-0.31867730207738754
