DLiP-ID,C000BU
DLiP-Mol-ID,30584
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C12H12N2O/c1-7-12-10(4-5-13-7)9-3-2-8(15)6-11(9)14-12/h2-3,6,14-15H,4-5H2,1H3"
Standard Inchi Key(RDKit),RHVPEFQDYMMNSY-UHFFFAOYSA-N
Canonical SMILES(RDKit),CC1=NCCc2c1[nH]c1cc(O)ccc21
SMILES(SDF),
MW(SDF),
MW(RDKit),200.241
MW Monoisotopic(RDKit),200.094963004
MolLogP(RDKit),2.2386
XLogP(SDF),
XLogP(CDK),1.941
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),2
HBA Lipinski(RDKit),3
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),48.38
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),0
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),15
QED Weighted(RDKit),0.672778938570541
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,4894.2532442877555
qed,0.6727789385705408
Chi0,10.41384908344359
Chi1,7.254020195423489
TPSA,48.379999999999995
Chi0n,8.54069156094189
Chi0v,8.54069156094189
Chi1n,5.105028623822655
Chi1v,5.105028623822655
Chi2n,3.9255709942108337
Chi2v,3.9255709942108337
Chi3n,2.9622978718091257
Chi3v,2.9622978718091257
Chi4n,2.226546279291652
Chi4v,2.226546279291652
MolMR,60.74550000000003
MolWt,200.241
fr_SH,0
Kappa1,8.531255556623782
Kappa2,2.8581666666357814
Kappa3,1.1590896875106695
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,1
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,566.2509614357651
MolLogP,2.2386
NOCount,3
fr_Ar_N,1
fr_COO2,0
fr_urea,0
BalabanJ,2.36424692813836
SMR_VSA1,5.106527394840706
SMR_VSA2,0.0
