DLiP-ID,C000Y7
DLiP-Mol-ID,31551
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C19H14N2O2/c22-19(21-13-9-11-20-12-10-13)18-14-5-1-3-7-16(14)23-17-8-4-2-6-15(17)18/h1-12,18H,(H,20,21,22)"
Standard Inchi Key(RDKit),MGHLZEVMIBMMIV-UHFFFAOYSA-N
Canonical SMILES(RDKit),O=C(Nc1ccncc1)C1c2ccccc2Oc2ccccc21
SMILES(SDF),
MW(SDF),
MW(RDKit),302.333
MW Monoisotopic(RDKit),302.105527688
MolLogP(RDKit),3.9579
XLogP(SDF),
XLogP(CDK),2.679
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),3
HBA Lipinski(RDKit),4
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),51.22
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),2
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),23
QED Weighted(RDKit),0.779311168847843
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,336985.6344360687
qed,0.7793111688478431
Chi0,15.6480536021256
Chi1,11.326499840494924
TPSA,51.22
Chi0n,12.269263675892823
Chi0v,12.269263675892823
Chi1n,7.3935130932101005
Chi1v,7.3935130932101005
Chi2n,5.335866443045475
Chi2v,5.335866443045475
Chi3n,3.889992485514416
Chi3v,3.889992485514416
Chi4n,2.842064006494345
