DLiP-ID,J10026
DLiP-Mol-ID,36780
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C25H27FN4O2/c1-5-13-30-24-20(16(3)28-30)21(17-9-11-19(26)12-10-17)22(25(32)29(24)4)27-23(31)18-8-6-7-15(2)14-18/h6-12,14,21-22H,5,13H2,1-4H3,(H,27,31)/t21-,22-/m0/s1"
Standard Inchi Key(RDKit),YZALKPFAVSXSSX-VXKWHMMOSA-N
Canonical SMILES(RDKit),CCCn1nc(C)c2c1N(C)C(=O)[C@@H](NC(=O)c1cccc(C)c1)[C@H]2c1ccc(F)cc1
SMILES(SDF),
MW(SDF),
MW(RDKit),434.515
MW Monoisotopic(RDKit),434.211804324
MolLogP(RDKit),3.95594
XLogP(SDF),
XLogP(CDK),4.998
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),6
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),67.23
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),5
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),32
QED Weighted(RDKit),0.661144795033984
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,DCN1/UBE2M
Common Target Pref Name,DCN1/UBE2M
RDKit Descriptors
Ipc,16908539.81032078
qed,0.6611447950339844
Chi0,22.990834873703704
Chi1,15.311769505687856
TPSA,67.23
Chi0n,18.723818094706186
Chi0v,18.723818094706186
Chi1n,10.79297414247616
Chi1v,10.79297414247616
Chi2n,8.292923293167815
Chi2v,8.292923293167815
Chi3n,5.935956637882828
Chi3v,5.935956637882828
Chi4n,4.476219882678037
Chi4v,4.476219882678037
MolMR,121.34120000000003
MolWt,434.5150000000001
fr_SH,0
Kappa1,21.74072199747481
Kappa2,8.571219263340478
Kappa3,3.7885235619146043
fr_ArN,0
fr_COO,0
fr_C_O,2
fr_C_S,0
fr_NH0,3
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,1169.185060900714
MolLogP,3.9559400000000027
NOCount,6
fr_Ar_N,2
fr_COO2,0
fr_urea,0
BalabanJ,1.83053494273811
SMR_VSA1,13.979489415818463
SMR_VSA2,0.0
SMR_VSA3,15.097273347452553
SMR_VSA4,0.0
SMR_VSA5,45.696536503219804
SMR_VSA6,11.947581713527669
SMR_VSA7,82.29589135037523
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,2
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,186.59469043584792
NHOHCount,1
PEOE_VSA1,5.316788604006331
PEOE_VSA2,14.48898409899412
PEOE_VSA3,9.072217982820003
PEOE_VSA4,5.098681808301038
PEOE_VSA5,0.0
PEOE_VSA6,36.75265696523406
PEOE_VSA7,50.09721578785069
PEOE_VSA8,30.637237418145148
PEOE_VSA9,5.693927994848461
RingCount,4
SMR_VSA10,17.632222236538038
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,434.211804324
NumHDonors,1
PEOE_VSA10,17.676924448028885
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,11.814359458703011
PEOE_VSA14,0.0
SlogP_VSA1,10.216698334856808
SlogP_VSA2,34.684357013974385
SlogP_VSA3,11.339293589984397
