DLiP-ID,T000SF
NumAliphaticCarbocycles,0
NumAromaticHeterocycles,2
NumSaturatedCarbocycles,0
NumAliphaticHeterocycles,1
NumSaturatedHeterocycles,1
Mordred Descriptors
MW,470.2317908200008
MZ,0.6410256410256411
Mi,1.1233916298172135
Mm,0.6027462005981695
Mp,0.6777502533394748
Mv,0.6354410559113186
SZ,41.66666666666667
Si,73.02045593811889
Sm,39.17850303888102
Sp,44.05376646706586
Sv,41.30366863423571
nB,0
nC,28
nF,0
nH,30
nI,0
nN,4
nO,3
nP,0
nS,0
nX,0
ABC,27.887569460573683
AMW,7.234335243384628
IC0,1.4905594562895017
IC1,3.426390289774986
IC2,4.38385252896664
IC3,5.048764543564697
IC4,5.17184146664162
IC5,5.17184146664162
MID,72.05546319893816
Mpe,0.9645852187028658
Mse,0.9994173343044428
NdO,2
NdS,0
NsF,0
NsI,0
NtN,0
SMR,135.92849999999996
SdO,26.427815941982193
SdS,0
Spe,62.69803921568628
SsF,0
SsI,0
Sse,64.96212672978878
StN,0
fMF,0.4461538461538462
nBr,0
nCl,0
AMID,2.0587275199696617
BIC0,0.23577608506729764
BIC1,0.5419850144366493
BIC2,0.6934359997722731
BIC3,0.7986115102523402
BIC4,0.818079767598775
BIC5,0.818079767598775
CIC0,4.531808356738953
CIC1,2.5959775232534685
CIC2,1.638515284061814
CIC3,0.9736032694637577
CIC4,0.8505263463868342
CIC5,0.8505263463868342
GGI1,7.0
GGI2,4.4444444444444455
GGI3,3.2152777777777777
GGI4,2.520000000000001
GGI5,1.7711111111111109
GGI6,1.1037641723356009
GGI7,0.6935586734693878
GGI8,0.4409249811035525
GGI9,0.3371836419753087
JGI1,0.1794871794871795
JGI2,0.07797270955165694
JGI3,0.05358796296296296
JGI4,0.0406451612903226
JGI5,0.029034608378870674
JGI6,0.018396069538926682
JGI7,0.013337666797488228
JGI8,0.00938138257667133
JGI9,0.009366212277091907
MIC0,13.54919927683962
MIC1,32.400514862921696
MIC2,38.650340619726215
MIC3,41.13604885351798
MIC4,41.26011039197953
MIC5,41.26011039197953
MPC2,57
MPC3,77
MPC4,104
MPC5,132
MPC6,151
MPC7,175
MPC8,206
MPC9,235
Mare,0.9771076923076923
NaaN,1
NaaO,1
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,0
NsSH,0
NssO,0
NssS,0
NtCH,0
NtsC,0
RNCG,0.16606948577341216
RPCG,0.10456550684292368
SIC0,0.24750388926177982
SIC1,0.5689440426342816
SIC2,0.727928393792697
SIC3,0.8383354687574016
SIC4,0.8587721021378247
SIC5,0.8587721021378247
SaaN,4.950184968283814
SaaO,5.27550463160048
SaaS,0
Sare,63.512
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,0
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,96.88636465881761
TIC1,222.71536883537408
TIC2,284.95041438283164
TIC3,328.16969533170527
TIC4,336.1696953317053
TIC5,336.1696953317053
Vabc,428.8184252972287
WPol,60
apol,73.56978999999998
bpol,39.83821000000002
nRot,4
ABCGG,21.176514399926507
ATS0Z,1426.0
ATS0d,222.0
ATS0i,10499.08563989497
ATS0m,5622.565507
ATS0p,98.19719914547
ATS0s,252.28472222222223
ATS0v,14413.414605688944
ATS1Z,1698.0
ATS1d,281.0
ATS1i,10050.355879737
ATS1m,6444.826346999999
ATS1p,125.9042893
ATS1s,205.86111111111111
ATS1v,18348.536333855358
ATS2Z,2575.0
ATS2d,466.0
ATS2i,18941.30858373964
ATS2m,9641.641304999997
ATS2p,192.588344053886
ATS2s,343.88888888888886
ATS2v,27611.93342366226
ATS3Z,2941.0
ATS3d,533.0
ATS3i,25359.874818733984
ATS3m,10671.893383999999
ATS3p,235.279040349584
ATS3s,464.5277777777778
ATS3v,32509.100588587793
ATS4Z,3074.0
ATS4d,565.0
ATS4i,31159.523095477456
ATS4m,11132.544737999999
ATS4p,245.14799146875202
ATS4s,544.0555555555555
ATS4v,33452.13207541527
ATS5Z,3069.0
ATS5d,558.0
ATS5i,30342.42653923898
ATS5m,10921.458884999998
ATS5p,247.96745800092302
ATS5s,547.8194444444445
ATS5v,34271.90723833439
ATS6Z,3045.0
ATS6d,572.0
ATS6i,30397.312266737725
ATS6m,10790.754615999998
ATS6p,264.32038629807397
ATS6s,517.6944444444445
ATS6v,35480.891342735245
ATS7Z,2801.0
ATS7d,550.0
ATS7i,32551.11683349427
ATS7m,9583.065875999999
ATS7p,262.03105163146995
ATS7s,538.8611111111112
ATS7v,34299.90618102574
ATS8Z,2509.0
ATS8d,505.0
ATS8i,31342.228701852462
ATS8m,8600.067018999998
ATS8p,247.606629099658
ATS8s,457.4166666666667
ATS8v,31612.272516584086
C1SP1,0
C1SP2,4
C1SP3,8
C2SP1,0
C2SP2,13
C2SP3,0
C3SP2,2
C3SP3,0
C4SP3,1
FCSP3,0.32142857142857145
GGI10,0.2766044281195796
JGI10,0.00922014760398599
JGT10,0.44042910046515676
Kier1,26.600920447074294
Kier2,11.39612188365651
Kier3,5.872153820205768
MAXdO,13.784458892609283
MID_C,57.5935016728087
MID_N,8.864177482771753
MID_O,5.597784043357734
MID_X,0.0
MID_h,14.461961526129487
MINdO,12.64335704937291
MPC10,258
MWC01,39.0
MWC02,5.262690188904886
MWC03,6.133398042996649
MWC04,7.039660349862076
MWC05,7.9291264873067995
MWC06,8.840580188488795
MWC07,9.737728084041152
MWC08,10.652187692216323
MWC09,11.553693058010749
MWC10,12.470308234899601
NaaCH,11
NaaNH,0
NaaSe,0
NaaaC,2
NaasC,4
NaasN,1
NdCH2,0
NddsN,0
NdsCH,0
NdssC,1
NdssS,0
NsCH3,3
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,2
NsssP,0
SLogP,4.234200000000004
SRW02,4.3694478524670215
SRW03,0.0
SRW04,5.726847747587197
SRW05,2.3978952727983707
SRW06,7.2813856635702825
SRW07,4.442651256490317
SRW08,8.927844826211702
SRW09,6.293419278846481
SRW10,10.625197894220388
SaaCH,20.510530963016258
SaaNH,0
SaaSe,0
SaaaC,1.3031934908638765
SaasC,3.025614689522727
SaasN,1.7810442386831276
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-0.0884322390572383
SdssS,0
SsCH3,6.459147197176042
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,4.05932943856555
SsssP,0
VE1_A,4.673291952696359
VE1_D,5.822862511656043
VE2_A,0.13352262721989597
VE2_D,0.1663675003330298
VE3_A,2.7946267067646193
VE3_D,3.0145549498155546
VR1_A,734.720432981938
VR1_D,247.9263717554194
VR2_A,20.992012370912512
VR2_D,7.083610621583412
VR3_A,7.85225303206186
VR3_D,6.765894782497372
WPath,3711
Xc-3d,3.122844163427564
Xc-4d,0.28867513459481287
Xc-5d,0.9057913112595991
Xc-6d,0.11785113019775792
Xp-0d,24.578775022443736
Xp-1d,16.825518406134815
Xp-2d,15.981631714729705
Xp-3d,13.240805795886185
Xp-4d,11.416207332402456
Xp-5d,9.00905274463293
Xp-6d,6.57912385490531
Xp-7d,4.748460654313574
ZMIC0,115.22074634384823
ZMIC1,61.84592240267082
ZMIC2,39.681209212416604
ZMIC3,31.36988586640279
ZMIC4,30.750371808612925
ZMIC5,30.750371808612925
nAcid,0
nAtom,65
nBase,1
nRing,5
piPC1,3.970291913552122
piPC2,4.6076670661866785
piPC3,5.241085420592904
piPC4,5.865227911500195
piPC5,6.390660042202551
piPC6,6.781873127603514
piPC7,7.203335764185853
piPC8,7.639661076762789
piPC9,8.044428253263725
AATS0Z,21.93846153846154
AATS0d,3.4153846153846152
AATS0i,161.52439445992263
AATS0m,86.50100780000001
AATS0p,1.5107261406995385
AATS0s,3.881303418803419
AATS0v,221.74484008752222
AATS1Z,24.608695652173914
AATS1d,4.072463768115942
AATS1i,145.65733159039132
AATS1m,93.40328039130434
AATS1p,1.8246998449275362
AATS1s,2.9834943639291467
AATS1v,265.92081643268637
AATS2Z,21.10655737704918
AATS2d,3.819672131147541
AATS2i,155.25662773557082
AATS2m,79.02984676229507
AATS2p,1.578592984048246
AATS2s,2.8187613843351547
AATS2v,226.32732314477263
AATS3Z,18.15432098765432
AATS3d,3.2901234567901234
AATS3i,156.54243715267893
AATS3m,65.87588508641974
AATS3p,1.4523397552443456
AATS3s,2.8674554183813448
AATS3v,200.67346042338144
AATS4Z,15.845360824742269
AATS4d,2.9123711340206184
AATS4i,160.61609843029618
AATS4m,57.38425122680412
AATS4p,1.2636494405605774
AATS4s,2.804410080183276
AATS4v,172.4336704918313
AATS5Z,16.41176470588235
AATS5d,2.983957219251337
AATS5i,162.2589654504758
AATS5m,58.40352344919785
AATS5p,1.3260291871707113
AATS5s,2.9295157456922163
AATS5v,183.2722312210395
AATS6Z,15.77720207253886
AATS6d,2.9637305699481864
AATS6i,157.4990272887965
AATS6m,55.91064567875647
AATS6p,1.3695356803009013
AATS6s,2.682354634427173
AATS6v,183.8388152473329
AATS7Z,13.730392156862745
AATS7d,2.696078431372549
AATS7i,159.5642982034033
AATS7m,46.97581311764705
AATS7p,1.2844659393699507
AATS7s,2.641476034858388
AATS7v,168.13679500502815
AATS8Z,12.801020408163266
AATS8d,2.576530612244898
AATS8i,159.90933011149215
AATS8m,43.877892954081624
AATS8p,1.2632991280594796
AATS8s,2.3337585034013606
AATS8v,161.28710467644942
AMID_C,1.6455286192231058
AMID_N,0.25326221379347863
AMID_O,0.1599366869530781
AMID_X,0.0
AMID_h,0.4131989007465568
ATS0dv,474.0
ATS0pe,399.7372
ATS0se,493.55005999999986
ATS1dv,500.0
ATS1pe,444.71999999999997
ATS1se,531.114844
ATS2dv,727.0
ATS2pe,775.4907999999999
ATS2se,940.21422
ATS3dv,790.0
ATS3pe,1014.943
ATS3se,1240.687408
ATS4dv,748.0
ATS4pe,1178.8405999999998
ATS4se,1465.129432
ATS5dv,683.0
ATS5pe,1179.1407000000002
ATS5se,1451.954068
ATS6dv,595.0
ATS6pe,1181.7948000000001
ATS6se,1459.4764639999999
ATS7dv,500.0
ATS7pe,1239.32
ATS7se,1541.8226399999999
ATS8dv,462.0
ATS8pe,1156.5613
ATS8se,1449.649084
ATSC0Z,464.4615384615385
ATSC0c,1.0221387360066765
ATSC0d,42.55384615384615
ATSC0i,98.07246304239149
ATSC0m,2215.8124557846154
ATSC0p,14.927752981714612
ATSC0s,77.51538461538462
ATSC0v,3297.7701775710643
ATSC1Z,37.94082840236685
ATSC1c,-0.5101380140320583
ATSC1d,17.888994082840235
ATSC1i,-27.394831476687358
ATSC1m,176.76023939786984
ATSC1p,-1.455914921922748
ATSC1s,-2.1529766600920457
ATSC1v,-80.47476315206933
ATSC2Z,102.81065088757394
ATSC2c,-0.20291468629228504
ATSC2d,-1.3779881656804798
ATSC2i,14.604841463440547
ATSC2m,490.7073359119526
ATSC2p,2.6562614330248726
ATSC2s,8.7778550295858
ATSC2v,683.2994726145802
ATSC3Z,-81.78106508875744
ATSC3c,0.3654474906248815
ATSC3d,-1.7342011834319586
ATSC3i,0.16889379275255179
ATSC3m,-405.6071001401182
ATSC3p,-3.8307232101250435
ATSC3s,9.999263642340564
ATSC3v,-888.9233200258536
ATSC4Z,209.20710059171597
ATSC4c,0.005017173478750792
ATSC4d,0.6392899408283996
ATSC4i,-42.890612228661524
ATSC4m,990.4326679043786
ATSC4p,-0.22560866349500427
ATSC4s,10.363164036817878
ATSC4v,667.8394863671708
ATSC5Z,-191.6508875739645
ATSC5c,-0.3777278864037694
ATSC5d,-12.393372781065093
ATSC5i,42.32067065560697
ATSC5m,-882.0226892418935
ATSC5p,4.020557801097567
ATSC5s,-40.76861932938857
ATSC5v,121.32966436447381
ATSC6Z,-173.0473372781065
ATSC6c,0.4684784003703327
ATSC6d,-23.367573964497048
ATSC6i,-11.061315206910331
ATSC6m,-830.4956984066271
ATSC6p,-4.701022989109705
ATSC6s,-9.394825772518082
ATSC6v,-1221.7391550728425
ATSC7Z,-354.3254437869822
ATSC7c,-0.3721392154850288
ATSC7d,-16.66130177514793
ATSC7i,-18.738894416379722
ATSC7m,-1672.4519842163313
ATSC7p,-4.0995933052291
ATSC7s,-59.22274983563446
ATSC7v,-1610.7579233626175
ATSC8Z,-126.20710059171596
ATSC8c,-0.018466234436456983
ATSC8d,-17.285443786982245
ATSC8i,10.404248195938909
ATSC8m,-605.5890767659171
ATSC8p,-1.3606143656760705
ATSC8s,0.7039299802761413
ATSC8v,-687.8624172479765
AXp-0d,0.7022507149269639
AXp-1d,0.4314235488752517
AXp-2d,0.2803795037671878
AXp-3d,0.1719585168296907
AXp-4d,0.10977122435002361
AXp-5d,0.0682503995805525
AXp-6d,0.04357035665500206
AXp-7d,0.02713406088179185
GATS1Z,0.7758399700447887
GATS1c,1.5390744656388387
GATS1d,0.7737851970616282
GATS1i,1.438220796188846
GATS1m,0.7826584048481084
GATS1p,1.1426731028496522
GATS1s,0.5545831717354471
GATS1v,1.0075537868891462
GATS2Z,0.815469241253482
GATS2c,1.325759791238947
GATS2d,1.4176831075234404
GATS2i,1.0597332856213453
GATS2m,0.8163512112415726
GATS2p,0.8841775351127211
GATS2s,0.551062827159831
GATS2v,0.8422625194862962
GATS3Z,1.016868474967183
GATS3c,1.0178270801228195
GATS3d,1.1744016853681833
GATS3i,1.0913990374379732
GATS3m,1.0202632009035377
GATS3p,1.0814277907584011
GATS3s,0.7623602785302144
GATS3v,1.0675295249221333
GATS4Z,0.8434553668689364
GATS4c,0.958669420848218
GATS4d,1.07759166908931
GATS4i,1.1356484878498327
GATS4m,0.8439860589536852
GATS4p,0.978709380006168
GATS4s,1.1613406097220926
GATS4v,0.909759694961271
GATS5Z,1.1646169624463953
GATS5c,1.3610775200777945
GATS5d,1.166185267244346
GATS5i,0.9159298689756729
GATS5m,1.1541926237718276
GATS5p,0.8342263717953291
GATS5s,1.5200708554823048
GATS5v,0.9068811084850812
GATS6Z,1.0798620824587628
GATS6c,0.8561178277641194
GATS6d,1.2195460045931539
GATS6i,1.0717416648164495
GATS6m,1.0818260995253888
GATS6p,1.096690414852796
GATS6s,0.9041457347223159
GATS6v,1.1044071649072367
GATS7Z,1.2249478791185238
GATS7c,0.9124544666804688
GATS7d,1.0837480328356939
GATS7i,1.0580030523242585
GATS7m,1.221786908724653
GATS7p,1.0676744502334583
GATS7s,1.571534262431997
GATS7v,1.1303777162868427
GATS8Z,1.0457578195239672
GATS8c,0.7043581928787837
GATS8d,1.0819425384036478
GATS8i,0.9403368538228652
GATS8m,1.0500088320106533
GATS8p,1.0289990975905967
GATS8s,0.6504889673774971
GATS8v,1.0794492954026853
MATS1Z,0.07695224928112289
MATS1c,-0.4701561333100307
MATS1d,0.39601475473398506
MATS1i,-0.26313936148387446
MATS1m,0.07514772676870402
MATS1p,-0.0918767920773978
MATS1s,-0.02616469529230402
MATS1v,-0.022988126949136423
MATS2Z,0.1179347737552875
MATS2c,-0.10576869838891384
MATS2d,-0.017252824105354326
MATS2i,0.07934202681799944
MATS2m,0.1179894229700353
MATS2p,0.09480470751583832
MATS2s,0.06033287538413235
MATS2v,0.11039368364129869
MATS3Z,-0.07064824015801165
MATS3c,0.14345426978369308
MATS3d,-0.01635155280612023
MATS3i,0.0006909791582065105
MATS3m,-0.0734464639087724
MATS3p,-0.1029638267625734
MATS3s,0.051758115460201974
MATS3v,-0.10815391764825866
MATS4Z,0.15091704428652894
MATS4c,0.0016446023160599224
MATS4d,0.0050335070182108005
MATS4i,-0.1465300809941974
MATS4m,0.1497626733309273
MATS4p,-0.005063758200981119
MATS4s,0.044793612948907366
MATS4v,0.06785210630220531
MATS5Z,-0.14342763212665596
MATS5c,-0.12845202394406363
MATS5d,-0.10123307852030579
MATS5i,0.14999514733339855
MATS5m,-0.13836253422145933
MATS5p,0.09361891860097475
MATS5s,-0.18281416692183206
MATS5v,0.012788463257337105
MATS6Z,-0.12547904720878306
MATS6c,0.15436035642578186
MATS6d,-0.18494000052450374
MATS6i,-0.03798531510362378
MATS6m,-0.12622937608528872
MATS6p,-0.10606057632079956
MATS6s,-0.04081848408589498
MATS6v,-0.12477114312445498
MATS7Z,-0.24307246913339692
MATS7c,-0.11600555331958685
MATS7d,-0.12475366140671744
MATS7i,-0.06088076078502227
MATS7m,-0.24049377970901128
MATS7p,-0.08750432610329764
MATS7s,-0.24343546656972254
MATS7v,-0.1556299146490298
MATS8Z,-0.09011380305683053
MATS8c,-0.005991365068638563
MATS8d,-0.1347097407292635
MATS8i,0.035182030972702914
MATS8m,-0.09063633145868565
MATS8p,-0.030227198456129763
MATS8s,0.003011610767160919
MATS8v,-0.0691732977405572
MAXaaN,4.950184968283814
MAXaaO,5.27550463160048
MINaaN,4.950184968283814
MINaaO,5.27550463160048
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,5
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,1
NssssN,0
Radius,7
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,45.40554406902314
SpAD_D,439.79833938359775
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,3.0826494394053916
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,-0.14207636726472117
SssssN,0
TMPC10,1469
TMWC10,153.61937232672702
TSRW10,85.06468979219177
VE1_Dt,5.867106109160295
VE2_Dt,0.16763160311886557
VE3_Dt,3.022124484036632
VR1_Dt,240.9845086508606
VR2_Dt,6.885271675738874
VR3_Dt,6.737495620463
Xc-3dv,2.070179329626952
Xc-4dv,0.25
Xc-5dv,0.34575635454420695
Xc-6dv,0.07216878364870322
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.14433756729740643
Xch-6d,0.3786942544959847
Xch-7d,0.6030763259991685
Xp-0dv,20.39998612041005
Xp-1dv,11.98445004290938
Xp-2dv,9.998542058419979
Xp-3dv,6.554629571987763
Xp-4dv,4.701195494838923
Xp-5dv,3.2463935569450704
Xp-6dv,1.947300957546501
Xp-7dv,1.225790671684558
Xpc-4d,6.327212824983453
Xpc-5d,10.57876527413181
Xpc-6d,16.666334936446543
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,4
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,69
nFRing,1
nHBAcc,6
nHBDon,0
nHRing,3
nSpiro,0
naRing,4
piPC10,8.303546395023501
AATS0dv,7.292307692307692
AATS0pe,6.149803076923076
AATS0se,7.593077846153844
AATS1dv,7.246376811594203
AATS1pe,6.445217391304348
AATS1se,7.697316579710145
AATS2dv,5.959016393442623
AATS2pe,6.3564819672131145
AATS2se,7.706673934426229
AATS3dv,4.8765432098765435
AATS3pe,6.2650802469135805
AATS3se,7.65856424691358
AATS4dv,3.8556701030927836
AATS4pe,6.076497938144328
AATS4se,7.552213567010309
AATS5dv,3.6524064171122994
AATS5pe,6.305565240641712
AATS5se,7.764460256684492
AATS6dv,3.082901554404145
AATS6pe,6.123289119170985
AATS6se,7.56205421761658
AATS7dv,2.450980392156863
AATS7pe,6.075098039215686
AATS7se,7.557954117647058
AATS8dv,2.357142857142857
AATS8pe,5.900822959183674
AATS8se,7.396168795918367
AATSC0Z,7.145562130177516
AATSC0c,0.01572521132317964
AATSC0d,0.6546745562130177
AATSC0i,1.5088071237290999
AATSC0m,34.08942239668639
AATSC0p,0.2296577381802248
AATSC0s,1.1925443786982248
AATSC0v,50.734925808785604
AATSC1Z,0.5498670782951717
AATSC1c,-0.00739330455118925
AATSC1d,0.25926078380927875
AATSC1i,-0.3970265431403965
AATSC1m,2.561742599969128
AATSC1p,-0.021100216259749973
AATSC1s,-0.031202560291189067
AATSC1v,-1.1663009152473816
AATSC2Z,0.8427102531768356
AATSC2c,-0.00166323513354332
AATSC2d,-0.011294984964594097
AATSC2i,0.11971181527410284
AATSC2m,4.022191277966825
AATSC2p,0.021772634696925187
AATSC2s,0.07194963139004754
AATSC2v,5.600815349299838
AATSC3Z,-0.5048213894367743
AATSC3c,0.002255848707560997
AATSC3d,-0.010704945576740486
AATSC3i,0.0010425542762503197
AATSC3m,-2.5037475317291245
AATSC3p,-0.023646439568673107
AATSC3s,0.06172384964407755
AATSC3v,-5.487180987813911
AATSC4Z,1.0783871164521441
AATSC4c,2.586171896263295e-05
AATSC4d,0.003295308973342266
AATSC4i,-0.22108563004464704
AATSC4m,5.105323030434941
