DLiP-ID,C000ZO
AATSC5m,-3.44253156771079
AATSC5p,-0.024010482636880038
AATSC5s,-0.19653679510482835
AATSC5v,-4.625556400791576
AATSC6Z,-0.43776240152102275
AATSC6c,-0.0012823943585897925
AATSC6d,-0.0097126895005938
AATSC6i,-0.017117386782730514
AATSC6m,-2.035248332528588
AATSC6p,-0.003503187266270636
AATSC6s,-0.13180075667042715
AATSC6v,-1.4487024552272496
AATSC7Z,-0.3583840854045664
AATSC7c,0.004591734437764955
AATSC7d,-0.03680798865034764
AATSC7i,-0.03958766223519333
AATSC7m,-1.7989926365289495
AATSC7p,-0.010539776225205673
AATSC7s,-0.0031376580804003537
AATSC7v,-3.853573606680864
AATSC8Z,0.6930387081820287
AATSC8c,-0.004563845078781404
AATSC8d,-0.16096538669551114
AATSC8i,-0.15960780168275698
AATSC8m,3.269310297013829
AATSC8p,-0.02072563443317571
AATSC8s,-0.01750034338595723
AATSC8v,0.752109176033486
ATS0are,270.5499999999999
ATS1are,286.25
ATS2are,510.2900000000002
ATS3are,665.6499999999999
ATS4are,704.92
ATS5are,669.8999999999999
ATS6are,593.4600000000003
ATS7are,424.45000000000005
ATS8are,344.26000000000005
ATSC0dv,193.62790697674424
ATSC0pe,6.259279069767441
ATSC0se,4.547067906976743
ATSC1dv,82.01730665224449
ATSC1pe,0.16537074094104748
ATSC1se,-0.09018362358031363
ATSC2dv,81.9799891833424
ATSC2pe,1.7374998918334206
ATSC2se,1.186963896160087
ATSC3dv,14.646836127636565
ATSC3pe,1.4001916170903168
ATSC3se,0.8377113942671714
ATSC4dv,-115.20822065981612
ATSC4pe,-2.3222263926446707
ATSC4se,-1.2166176160086521
ATSC5dv,-54.70795024337481
ATSC5pe,-1.898742293131422
ATSC5se,-1.5017555781503509
ATSC6dv,-45.4862087614927
ATSC6pe,-1.0231225527312053
ATSC6se,-0.705263883180097
ATSC7dv,-9.519199567333693
ATSC7pe,0.6789614926987563
ATSC7se,0.7917839632233639
ATSC8dv,-15.79448350459708
ATSC8pe,-0.027468090859925215
ATSC8se,-0.4518365300162249
AXp-0dv,0.5820076710874156
AXp-1dv,0.3171944591573816
AXp-2dv,0.16709976088265974
AXp-3dv,0.09129899689045798
AXp-4dv,0.050721114444711966
AXp-5dv,0.027164383165596905
AXp-6dv,0.01586701109852544
AXp-7dv,0.008164314908369712
BertzCT,789.8339061297645
ECIndex,454
ETA_eta,20.38068897153582
GATS1dv,0.37838898230442775
GATS1pe,0.6551084591310636
GATS1se,0.7255990748685208
GATS2dv,0.7123246234464103
GATS2pe,0.7401296101581072
GATS2se,0.7692257298957286
GATS3dv,0.9507589108321861
GATS3pe,0.8296930550541384
GATS3se,0.8553690999885616
GATS4dv,1.2218033285220193
GATS4pe,1.1289668515024918
GATS4se,1.1115241805491225
GATS5dv,1.0915194361864125
GATS5pe,1.1056511176357717
GATS5se,1.1215811982342838
GATS6dv,1.1393411769367348
GATS6pe,1.1478937987554736
GATS6se,1.1468524839292689
GATS7dv,1.0468307763005353
GATS7pe,0.9634155769868538
GATS7se,0.9258699564961045
GATS8dv,1.125225198174393
GATS8pe,1.0418172647864192
GATS8se,1.1180912851992737
LogEE_A,4.064698156737542
LogEE_D,109.15366267270394
MATS1dv,0.40475618544319003
MATS1pe,0.02524586753062404
MATS1se,-0.018951874987412732
MATS2dv,0.22476223521143057
MATS2pe,0.1473614573670674
MATS2se,0.13857647370216755
MATS3dv,0.03039908764572637
MATS3pe,0.08989754589256961
MATS3se,0.07403680355873987
MATS4dv,-0.22641517455715005
MATS4pe,-0.14117904952275495
MATS4se,-0.10181521261810653
MATS5dv,-0.11146138877441507
MATS5pe,-0.11966955242996435
MATS5se,-0.13028960616230528
MATS6dv,-0.10413782685464237
MATS6pe,-0.07246028940471515
MATS6se,-0.06875700093633282
MATS7dv,-0.030637395690816603
MATS7pe,0.06759898792118867
MATS7se,0.10851621217703596
MATS8dv,-0.06263511890463606
MATS8pe,-0.0033696484103601754
MATS8se,-0.07630101728729663
MAXaaCH,1.904522864701436
MAXaaaC,0.9579362192407829
MAXaasC,1.098441095574032
MAXdssC,-0.45048319031724504
MAXsCH3,1.614310906078583
MDEC-11,0.25
MDEC-12,2.026721830267446
MDEC-13,3.293994943097257
MDEC-22,9.375645997037227
MDEC-23,18.642886375838508
MDEC-33,9.309418899104797
MDEO-11,0.1111111111111111
MDEO-12,1.4747070034436622
MDEO-22,0.6850067105944414
MINaaCH,1.6680007558578989
MINaaaC,0.5048294595616025
MINaasC,0.47881660997732456
MINdssC,-0.45048319031724504
MINsCH3,1.316361013281662
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.25
SM1_Dzi,0.865670929391506
SM1_Dzm,1.2463278954934687
SM1_Dzp,-5.41147132169576
SM1_Dzv,-1.9949723902901284
SddssSe,0
SpAD_Dt,551.7294019891812
SpAbs_A,29.601465794081378
SpAbs_D,218.307325345408
SpMAD_A,1.2870202519165816
SpMAD_D,9.491622841104691
SpMax_A,2.4759466944088517
SpMax_D,109.15366267270394
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,65.74000000000001
TpiPC10,8.93200175278276
VAdjMat,5.643856189774724
VE1_DzZ,4.697077129742481
VE1_Dzi,4.6968155544487775
VE1_Dzm,4.697075876686867
VE1_Dzp,4.675105578781893
VE1_Dzv,4.688808502644096
VE2_DzZ,0.20422074477141222
VE2_Dzi,0.20420937193255553
VE2_Dzm,0.20422069029073334
VE2_Dzp,0.20326545994703882
VE2_Dzv,0.20386123924539548
VE3_DzZ,2.3798495509101754
VE3_Dzi,2.379793860409429
VE3_Dzm,2.379849284136659
VE3_Dzp,2.375160869117408
VE3_Dzv,2.3780876225080347
VR1_DzZ,131.39851435336035
VR1_Dzi,131.45546238084333
VR1_Dzm,131.3990177286521
VR1_Dzp,133.12412509455518
VR1_Dzv,132.17662040972624
VR2_DzZ,5.712978884928711
VR2_Dzi,5.715454886123623
VR2_Dzm,5.713000770810961
VR2_Dzp,5.788005438893704
VR2_Dzv,5.746809583031576
VR3_DzZ,5.71114392263068
VR3_Dzi,5.711577228065748
VR3_Dzm,5.711147753528846
VR3_Dzp,5.724191087317518
VR3_Dzv,5.717048184559501
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.0
Xch-6dv,0.036814020293230124
Xch-7dv,0.11384607998546495
Xpc-4dv,1.2828379940462256
Xpc-5dv,1.8321825578257733
Xpc-6dv,2.450457422078575
Zagreb1,120.0
Zagreb2,142.0
fragCpx,119.05
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,0
n5aRing,0
n6ARing,0
n6FRing,0
n6HRing,1
n6aRing,2
n7ARing,1
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,11
nBondsD,2
nBondsM,13
nBondsO,25
nBondsS,32
nBondsT,0
nFARing,1
nFHRing,1
nFaRing,0
nHetero,5
naHRing,1
AATS0are,6.291860465116277
AATS1are,6.361111111111111
AATS2are,6.299876543209879
AATS3are,6.221028037383176
AATS4are,6.238230088495575
AATS5are,6.145871559633027
AATS6are,6.11814432989691
AATS7are,6.151449275362319
AATS8are,6.147500000000001
AATSC0dv,4.502974580854517
AATSC0pe,0.14556462952947538
AATSC0se,0.1057457652785289
AATSC1dv,1.822606814494322
AATSC1pe,0.0036749053542454997
AATSC1se,-0.00200408052400697
AATSC2dv,1.012098631893116
AATSC2pe,0.021450615948560747
AATSC2se,0.014653875261235643
AATSC3dv,0.13688631894987444
AATSC3pe,0.013085902963460905
AATSC3se,0.00782907845109506
AATSC4dv,-1.0195417757505851
AATSC4pe,-0.02055067604110328
AATSC4se,-0.010766527575297807
AATSC5dv,-0.501907800397934
AATSC5pe,-0.01741965406542589
AATSC5se,-0.01377757411147111
AATSC6dv,-0.4689299872318835
AATSC6pe,-0.01054765518279593
AATSC6se,-0.007270761682269041
AATSC7dv,-0.1379594140193289
AATSC7pe,0.009840021633315309
AATSC7se,0.011475129901787883
AATSC8dv,-0.2820443482963764
AATSC8pe,-0.0004905016224986646
AATSC8se,-0.008068509464575446
AETA_eta,0.8861169118059052
ATSC0are,6.77674418604651
ATSC1are,0.07084910762574384
ATSC2are,1.8547376960519197
ATSC3are,1.416008653326122
ATSC4are,-2.2595835586803648
ATSC5are,-2.127095727420226
ATSC6are,-1.0968415359653862
ATSC7are,0.9152244456462952
ATSC8are,-0.260876149269876
BCUTZ-1h,8.039481073890993
BCUTZ-1l,5.669860238164347
BCUTc-1h,0.4948585491078915
BCUTc-1l,-0.510686915158996
BCUTd-1h,3.2826295389580245
BCUTd-1l,0.9770745065734169
BCUTi-1h,13.651974405854869
BCUTi-1l,10.930579907970467
BCUTm-1h,16.020192290338144
BCUTm-1l,11.682274170507679
BCUTp-1h,2.013020734848385
BCUTp-1l,0.7203868656279546
BCUTs-1h,7.0093651263405015
BCUTs-1l,1.2849250416214293
BCUTv-1h,20.916458566765048
BCUTv-1l,14.697407163379898
BalabanJ,1.6062670758743287
Diameter,12
ETA_beta,26.5
GATS1are,0.6748570121253719
GATS2are,0.7479282645720532
GATS3are,0.8381330220206673
GATS4are,1.1227100175533433
GATS5are,1.1118841026868076
GATS6are,1.1497629644305132
GATS7are,0.9489615350183522
GATS8are,1.0702041866849692
HybRatio,0.4444444444444444
Lipinski,True
LogEE_Dt,274.5718039710273
MATS1are,0.009990086174025806
MATS2are,0.14529305100112697
MATS3are,0.08397103252746972
MATS4are,-0.12688121427833882
MATS5are,-0.12382487579732135
MATS6are,-0.07174960553035824
MATS7are,0.08416390637899995
MATS8are,-0.02955927051671738
MAXssCH2,1.1323929051032156
MAXsssCH,-0.7175933536995045
MINssCH2,0.7829690778464228
MINsssCH,-0.7175933536995045
NsssssAs,0
RotRatio,0.12
SM1_Dzpe,1.2936046511627908
SM1_Dzse,1.2424740010946906
SMR_VSA1,18.685414028725265
SMR_VSA2,0.0
SMR_VSA3,0.0
SMR_VSA4,0.0
SMR_VSA5,45.13181170206897
SMR_VSA6,7.109797541277533
SMR_VSA7,39.74612769192863
SMR_VSA8,0.0
SMR_VSA9,5.749511833283905
SpAD_DzZ,162.02794323463826
SpAD_Dzi,167.52208862123032
SpAD_Dzm,162.08019195489015
SpAD_Dzp,252.21854895255507
SpAD_Dzv,206.42476014132257
SpAbs_Dt,551.7294019891812
SpDiam_A,4.939103915797596
SpDiam_D,164.79872977552196
SpMAD_Dt,23.988234869094832
SpMax_Dt,274.5718039710273
SsssssAs,0
VE1_Dzpe,4.697090038031295
VE1_Dzse,4.697074534097975
VE2_Dzpe,0.20422130600136065
VE2_Dzse,0.20422063191730327
VE3_Dzpe,2.3798522990598694
VE3_Dzse,2.3798489983015743
VMcGowan,235.44999999999987
VR1_Dzpe,131.3926017622754
VR1_Dzse,131.3995469269255
VR2_Dzpe,5.712721815751104
VR2_Dzse,5.713023779431543
VR3_Dzpe,5.7110989242215
VR3_Dzse,5.711151780934963
mZagreb1,7.638888888888889
mZagreb2,5.138888888888889
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,1
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,6
nBondsKS,39
nFAHRing,1
nFaHRing,0
nG12Ring,0
AATSC0are,0.15759870200108161
AATSC1are,0.0015744246139054187
AATSC2are,0.022897996247554564
AATSC3are,0.013233725732019832
AATSC4are,-0.0199963146785873
AATSC5are,-0.019514639701102992
AATSC6are,-0.011307644700674085
AATSC7are,0.013264122400670946
AATSC8are,-0.0046585026655335
AETA_beta,1.1521739130434783
BCUTdv-1h,6.039352155225685
BCUTdv-1l,0.99373233364624
BCUTpe-1h,3.522845468002
BCUTpe-1l,2.216728604514356
BCUTse-1h,3.735390757115557
BCUTse-1l,2.4128314874928916
ETA_alpha,10.666666666666666
ETA_dBeta,-2.5
ETA_eta_B,0.31765811184851067
ETA_eta_F,18.99776315078746
ETA_eta_L,6.163582745521772
ETA_eta_R,39.37845212232328
ETA_psi_1,0.5351170568561875
LabuteASA,133.74666701038277
LogEE_DzZ,81.05285061345833
LogEE_Dzi,83.79776108539428
LogEE_Dzm,81.07900165001881
LogEE_Dzp,125.36282705139136
LogEE_Dzv,102.95216628062346
PEOE_VSA1,13.890876844653445
PEOE_VSA2,0.0
PEOE_VSA3,9.589074368143644
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,6.4208216229260096
PEOE_VSA7,50.303209320014886
PEOE_VSA8,17.0160427746234
PEOE_VSA9,7.109797541277533
SM1_Dzare,1.4285714285714284
SpAD_Dzpe,161.40788847122934
SpAD_Dzse,162.13503255044282
SpAbs_DzZ,160.99533453898616
SpAbs_Dzi,166.80696915781994
SpAbs_Dzm,161.05061673687385
SpAbs_Dzp,256.1371254244786
SpAbs_Dzv,207.89930495153718
SpDiam_Dt,364.47543372304455
SpMAD_DzZ,7.044693184114707
SpMAD_Dzi,7.283569070488275
SpMAD_Dzm,7.046964867603919
SpMAD_Dzp,10.966023867502395
SpMAD_Dzv,8.974989571361851
SpMax_DzZ,81.05285061345833
SpMax_Dzi,83.79776108539428
SpMax_Dzm,81.07900165001881
SpMax_Dzp,125.36282705139136
SpMax_Dzv,102.95216628062346
VE1_Dzare,4.697106237281018
VE2_Dzare,0.20422201031656598
VE3_Dzare,2.3798557478380826
VR1_Dzare,131.37508321741436
VR2_Dzare,5.711960139887581
VR3_Dzare,5.710965585566191
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,10
nAromBond,11
nG12ARing,0
nG12FRing,1
nG12HRing,0
nG12aRing,0
AETA_alpha,0.46376811594202894
AETA_dBeta,-0.10869565217391304
AETA_eta_B,0.013811222254283073
AETA_eta_F,0.8259897022081504
AETA_eta_L,0.26798185850094663
AETA_eta_R,1.7121066140140557
BCUTare-1h,3.574674963506012
BCUTare-1l,2.1673073782631787
ETA_beta_s,14.5
ETA_dPsi_A,0.17888294314381248
ETA_dPsi_B,0.0
ETA_eta_BR,0.5756581118485107
ETA_eta_FL,4.932972705002813
ETA_eta_RL,11.096555450524585
LogEE_Dzpe,80.74243361660155
LogEE_Dzse,81.10644892494024
PEOE_VSA10,11.332531974926148
PEOE_VSA11,6.103966387748303
PEOE_VSA12,0.0
PEOE_VSA13,0.0
SlogP_VSA1,10.362449272878036
SlogP_VSA2,19.183069216977685
SlogP_VSA3,22.37304338372389
SlogP_VSA4,0.0
SlogP_VSA5,37.31310505186264
SlogP_VSA6,27.41078932651
SlogP_VSA7,0.0
SlogP_VSA8,10.969244356107037
SlogP_VSA9,0.0
SpAD_Dzare,159.49313953746605
SpAbs_Dzpe,160.33925854200788
SpAbs_Dzse,161.10864098432114
SpDiam_DzZ,120.20912095717817
SpDiam_Dzi,124.63270306831888
SpDiam_Dzm,120.25111055945334
SpDiam_Dzp,193.55181089812206
SpDiam_Dzv,155.9658437082299
SpMAD_Dzpe,7.017734281357797
SpMAD_Dzse,7.0493492413236005
SpMax_Dzpe,80.74243361660155
SpMax_Dzse,81.10644892494024
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,1
nG12FHRing,1
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,23
AETA_beta_s,0.6304347826086957
AETA_eta_BR,0.0250286135586309
AETA_eta_FL,0.21447707413055708
AETA_eta_RL,0.4824589326315037
DetourIndex,3129
EState_VSA1,12.073271675700152
EState_VSA2,5.625586319077987
EState_VSA3,11.332531974926148
EState_VSA4,48.617235312488845
EState_VSA5,7.109797541277533
EState_VSA6,19.056471336613843
EState_VSA7,6.06636706846161
EState_VSA8,4.736862953800049
EState_VSA9,9.154013890853395
ETA_beta_ns,12.0
ETA_shape_p,0.15625
ETA_shape_x,0.0
ETA_shape_y,0.375
GhoseFilter,True
LogEE_Dzare,79.78298710714894
SlogP_VSA10,0.0
SlogP_VSA11,5.749511833283905
SpAbs_Dzare,158.31301531386356
SpDiam_Dzpe,119.71094157472463
SpDiam_Dzse,120.29518488070107
SpMAD_Dzare,6.934484327715915
SpMax_Dzare,79.78298710714894
TopoPSA(NO),65.74000000000001
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,5.472923044217687
VSA_EState9,49.52707695578231
nBridgehead,0
nG12FAHRing,1
nG12FaHRing,0
AETA_beta_ns,0.5217391304347826
EState_VSA10,9.589074368143644
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.036231884057971044
FilterItLogS,-4.77887299862121
SpDiam_Dzare,118.17408964593098
ETA_beta_ns_d,1.0
ETA_epsilon_1,0.6031007751937986
ETA_epsilon_2,0.8666666666666664
ETA_epsilon_3,0.44153846153846193
ETA_epsilon_4,0.5555555555555558
ETA_epsilon_5,0.8666666666666664
AETA_beta_ns_d,0.043478260869565216
ETA_dEpsilon_A,0.16156231365533663
ETA_dEpsilon_B,0.047545219638242764
ETA_dEpsilon_C,-0.11401709401709387
ETA_dEpsilon_D,0.0
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.6521739130434783
MDEDescriptor,"0.25,2.026721830267446,3.293994943097257,0.0,9.375645997037227,18.642886375838508,0.0,9.309418899104797,0.0,0.0,0.1111111111111111,1.4747070034436622,0.6850067105944414,0.0,0.0,0.0,0.0,0.0,0.0"
APolDescriptor,49.02585999999997
BCUTDescriptor,"11.899999999999999,15.998937286086662,-0.3322814696112879,0.2948457492676734,4.278151383296999,10.934449796034372"
BPolDescriptor,29.528139999999997
TPSADescriptor,65.74000000000001
ALOGPDescriptor,"1.1328999999999978,1.283462409999995,75.86250000000001"
XLogPDescriptor,4.614000000000001
VAdjMaDescriptor,5.643856189774724
WeightDescriptor,316.13107390000005
ChiPathDescriptor,"16.396976746569035,11.096555450524585,9.880236325120627,8.550541144084281,6.849298791817357,5.599926522587281,4.369909940855523,3.0158553750798376,13.386176435010558,7.929861478934541,5.84849163089309,4.291052853851526,3.0939879811274293,2.173150653247753,1.4914990432613913,0.8409244355620806"
ChiChainDescriptor,"0.0,0.0,0.0,0.11340230290662862,0.3091697359134252,0.0,0.0,0.0,0.03681402029323013,0.06965190616130575"
AtomCountDescriptor,43
BondCountDescriptor,25
SmallRingDescriptor,"3,2,1,1,0,0,0,2,1,0,0"
ChiClusterDescriptor,"1.4861458835490091,0.0,0.44204420438669256,0.0,0.5835427450850896,0.0,0.10814910989766513,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,2,5,3,1,6,0,0"
ZagrebIndexDescriptor,120.0
LargestChainDescriptor,13
MannholdLogPDescriptor,2.8899999999999997
WeightedPathDescriptor,"46.95584491462455,2.0415584745488933,13.886883236569938,13.886883236569938,0.0"
FractionalPSADescriptor,0.20795171821924463
WienerNumbersDescriptor,"1209.0,41.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"3.814524056800588,5.827469918452712,8.355762858816538,1.2828379940462251,1.832182557825774,2.230794833105742"
FractionalCSP3Descriptor,0.4444444444444444
KierHallSmartsDescriptor,"0,0,0,0,0,0,2,0,5,0,0,3,1,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,0
LargestPiSystemDescriptor,12
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"17.8112,7.92,3.9837030330466274"
AromaticAtomsCountDescriptor,10
AromaticBondsCountDescriptor,11
FragmentComplexityDescriptor,1519.05
HBondAcceptorCountDescriptor,3
HybridizationRatioDescriptor,0.4444444444444444
AutocorrelationDescriptorMass,"26.87234517770473,27.656735817060515,39.869857842407534,46.53404179667266,38.427480783999144"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,4
AutocorrelationDescriptorCharge,"0.6859944203921838,-0.40938775203265,-0.004234459220218464,0.13913149950556958,0.0215168139535798"
EccentricConnectivityIndexDescriptor,454
AutocorrelationDescriptorPolarizability,"1492.9647972588114,1759.8407692076082,2483.5242958832896,2822.7974474836433,2194.4166294707948"
