DLiP-ID,C000AJ
DLiP-Mol-ID,30537
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C16H15F3N2O4/c1-8-12(15(22)25-3)13(14(21(23)24)9(2)20-8)10-6-4-5-7-11(10)16(17,18)19/h4-7,13,22H,1-3H3/b15-12+/t13-/m1/s1"
Standard Inchi Key(RDKit),YTMCTWONBYRCCU-MLJWKTOOSA-N
Canonical SMILES(RDKit),CO/C(O)=C1\C(C)=NC(C)=C([N+](=O)[O-])[C@@H]1c1ccccc1C(F)(F)F
SMILES(SDF),
MW(SDF),
MW(RDKit),356.3
MW Monoisotopic(RDKit),356.09839162
MolLogP(RDKit),4.1877
XLogP(SDF),
XLogP(CDK),3.582
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),6
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),84.96
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),3
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),1
nAtoms(SDF),
Heavy Atoms(RDKit),25
QED Weighted(RDKit),0.499922444552799
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,213211.92509095563
qed,0.49992244455279855
Chi0,18.938793109825923
