DLiP-ID,T004YT
DLiP-Mol-ID,21680
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C19H21FN4O3/c20-17-9-6-15(12-18(17)24(26)27)21-13-19(25)22-14-4-7-16(8-5-14)23-10-2-1-3-11-23/h4-9,12,21H,1-3,10-11,13H2,(H,22,25)"
Standard Inchi Key(RDKit),POSWBKGCDBQTTK-UHFFFAOYSA-N
Canonical SMILES(RDKit),O=C(CNc1ccc(F)c([N+](=O)[O-])c1)Nc1ccc(N2CCCCC2)cc1
SMILES(SDF),
MW(SDF),
MW(RDKit),372.4
MW Monoisotopic(RDKit),372.159768752
MolLogP(RDKit),3.7748
XLogP(SDF),
XLogP(CDK),3.652
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),7
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),87.51
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),6
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),27
QED Weighted(RDKit),0.595221076764482
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Rac1/GEFs
Common Target Pref Name,RAC1/TIAM1
RDKit Descriptors
Ipc,1362123.0191230585
qed,0.5952210767644818
Chi0,19.22540387131522
Chi1,13.024877143252587
TPSA,87.50999999999999
Chi0n,14.781229106847402
Chi0v,14.781229106847402
Chi1n,8.85443173888534
Chi1v,8.85443173888534
Chi2n,6.419612609882808
Chi2v,6.419612609882808
Chi3n,4.468173324267176
Chi3v,4.468173324267176
Chi4n,3.057753386332857
Chi4v,3.057753386332857
MolMR,102.67980000000003
MolWt,372.40000000000026
fr_SH,0
Kappa1,18.625735509781553
Kappa2,8.481357421874998
Kappa3,4.933558940063231
fr_ArN,0
fr_COO,0
fr_C_O,1
fr_C_S,0
fr_NH0,2
fr_NH1,2
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,820.2045176063846
MolLogP,3.7748000000000026
NOCount,7
fr_Ar_N,0
fr_COO2,0
fr_urea,0
