DLiP-ID,T004PC
AATSC5Z,-1.1957994579945799
AATSC5c,-0.00016759945357887953
AATSC5d,-0.09864498644986452
AATSC5i,-0.05840727671996873
AATSC5m,-5.378620893705961
AATSC5p,-0.016692952270368783
AATSC5s,0.06818374106880652
AATSC5v,-3.3940413830385903
AATSC6Z,-1.5111437908496737
AATSC6c,-0.001434005157362008
AATSC6d,-0.07516339869281045
AATSC6i,0.043687690100997274
AATSC6m,-7.129966187777776
AATSC6p,-0.0058371441112978475
AATSC6s,-0.2285941590570841
AATSC6v,-5.576444576155914
AATSC7Z,-0.33846195949644226
AATSC7c,0.0010645083743792173
AATSC7d,-0.05309250136836343
AATSC7i,-0.0925527098202419
AATSC7m,-1.560511776454571
AATSC7p,-0.021273780702647883
AATSC7s,0.0788411551305558
AATSC7v,-3.1456075143747375
AATSC8Z,0.1362462462462461
AATSC8c,-3.499840126717875e-05
AATSC8d,-0.009609609609609581
AATSC8i,-0.014586546060364268
AATSC8m,0.6717977428903904
AATSC8p,-0.0032395766723751283
AATSC8s,-0.033912252659037675
AATSC8v,1.348334967577258
ATS0are,371.57339999999994
ATS1are,404.2958
ATS2are,755.19
ATS3are,1000.1879
ATS4are,1219.6157999999996
ATS5are,1301.221
ATS6are,1269.7350000000001
ATS7are,1209.932
ATS8are,1085.0149999999996
ATSC0dv,249.6370370370371
ATSC0pe,7.557673333333329
ATSC0se,5.20259325
ATSC1dv,53.38716049382717
ATSC1pe,0.3660651111111203
ATSC1se,0.385321999999998
ATSC2dv,63.849506172839526
ATSC2pe,1.506817888888904
ATSC2se,0.9671784374999959
ATSC3dv,14.003580246913591
ATSC3pe,0.21094655555556768
ATSC3se,-0.4523844375000028
ATSC4dv,-59.8004938271605
ATSC4pe,-1.0716604444444229
ATSC4se,-1.0079448750000077
ATSC5dv,-99.11913580246913
ATSC5pe,-1.2038338888888616
ATSC5se,-0.8511944375000094
ATSC6dv,-171.57703703703703
ATSC6pe,-5.583479333333313
ATSC6se,-2.888438250000006
ATSC7dv,62.99839506172838
ATSC7pe,1.5639552222222117
ATSC7se,1.0862106875000035
ATSC8dv,-4.740123456790133
ATSC8pe,0.0015305555555377992
ATSC8se,-0.12332093749999509
AXp-0dv,0.6060031201046936
AXp-1dv,0.34611657111949756
AXp-2dv,0.1934111301580216
AXp-3dv,0.11048777867972256
AXp-4dv,0.06365883152525496
AXp-5dv,0.03653263323583847
AXp-6dv,0.02146154854816205
AXp-7dv,0.012410368522180758
BertzCT,1161.6571983986046
ECIndex,690
ETA_eta,34.151749523778705
GATS1dv,0.6015261045666299
GATS1pe,0.6271350748047678
GATS1se,0.6079743921456862
GATS2dv,0.8905347545979608
GATS2pe,0.8436512766674913
GATS2se,0.8526566175484137
GATS3dv,0.9412948470298075
GATS3pe,0.8501401679642104
GATS3se,0.8798021284686885
GATS4dv,1.1417160217644735
GATS4pe,1.137340257365885
GATS4se,1.199724995789062
GATS5dv,1.2483913410689842
GATS5pe,1.281836200244963
GATS5se,1.3553067433503754
GATS6dv,1.2564418144338532
GATS6pe,1.3662205058232728
GATS6se,1.3600277724620369
GATS7dv,0.8545608928591525
GATS7pe,0.8617737099678983
GATS7se,0.8468067968071791
GATS8dv,0.9631160194941683
GATS8pe,0.9614420039228908
GATS8se,0.9452472083889981
LogEE_A,4.423972081083153
LogEE_D,163.6458196549619
MATS1dv,0.20049293789501793
MATS1pe,0.04540895412256622
MATS1se,0.06943448346649013
MATS2dv,0.12895934315092764
MATS2pe,0.10052566160725293
MATS2se,0.09373267719852536
MATS3dv,0.020905253562522163
MATS3pe,0.010401828674134767
MATS3se,-0.032405084445624406
MATS4dv,-0.0740875565196297
MATS4pe,-0.04385494846788476
MATS4se,-0.05991925821810458
MATS5dv,-0.11621063571248154
MATS5pe,-0.046620383083010426
MATS5se,-0.047885749912948784
MATS6dv,-0.20214882784068192
MATS6pe,-0.2172890692005163
MATS6se,-0.16329177026566657
MATS7dv,0.07458915355744364
MATS7pe,0.06116337061067049
MATS7se,0.0617091282010881
MATS8dv,-0.006158290274488618
MATS8pe,6.568111302208146e-05
MATS8se,-0.007687700692289972
MAXaaCH,1.9801391250944822
MAXaasC,1.0483120223398004
MAXdssC,-0.10583409444024472
MAXsCH3,1.8735840563844504
MAXsssN,1.8830220143613001
MDEC-11,0.315712777350091
MDEC-12,5.042795397752677
MDEC-13,5.480046199040111
MDEC-22,11.704403383217228
MDEC-23,28.159155435612742
MDEC-33,13.43584261248952
MDEN-33,0.33333333333333337
MDEO-11,0.814325284978472
MDEO-12,0.7909776175168017
MDEO-22,0.25
MINaaCH,1.620212039093262
MINaasC,0.2438692762330934
MINdssC,-0.10583409444024472
MINsCH3,1.6007726754549898
MINsssN,1.507485591458806
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,2.1607142857142856
SM1_Dzi,1.2292696050370093
SM1_Dzm,2.156686954890782
SM1_Dzp,-6.023697027024913
SM1_Dzv,-2.476042771605518
SddssSe,0
SpAD_Dt,952.8817511525838
SpAbs_A,42.06912949634855
SpAbs_D,329.10499918497516
SpMAD_A,1.3146602967608922
SpMAD_D,10.284531224530474
SpMax_A,2.6192283440894704
SpMax_D,163.6458196549619
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,84.53
TpiPC10,8.753405967150861
VAdjMat,6.169925001442312
VE1_DzZ,5.5686237050479965
VE1_Dzi,5.570293177893962
VE1_Dzm,5.56860493436616
VE1_Dzp,5.539857289259343
VE1_Dzv,5.569965528009081
VE2_DzZ,0.1740194907827499
VE2_Dzi,0.17407166180918632
VE2_Dzm,0.1740189041989425
VE2_Dzp,0.17312054028935447
VE2_Dzv,0.17406142275028377
VE3_DzZ,2.880298742557292
VE3_Dzi,2.880598497529164
VE3_Dzm,2.880295371757887
VE3_Dzp,2.8751195501715867
VE3_Dzv,2.880539674858412
VR1_DzZ,219.98349714319824
VR1_Dzi,220.47477516162806
VR1_Dzm,219.98626923588532
VR1_Dzp,223.85816455529687
VR1_Dzv,220.65794026721332
VR2_DzZ,6.874484285724945
VR2_Dzi,6.889836723800877
VR2_Dzm,6.874570913621416
VR2_Dzp,6.995567642353027
VR2_Dzv,6.895560633350416
VR3_DzZ,6.556703340358966
VR3_Dzi,6.558934099788627
VR3_Dzm,6.556715941646139
VR3_Dzp,6.574163467159201
VR3_Dzv,6.559764530675773
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.0
Xch-6dv,0.15283560897196674
Xch-7dv,0.37831636564164084
Xpc-4dv,4.154656452184055
Xpc-5dv,7.118485373668202
Xpc-6dv,11.93236131565442
Zagreb1,182.0
Zagreb2,227.0
fragCpx,304.08
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,0
n5aRing,0
n6ARing,3
n6FRing,0
n6HRing,3
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,3
nBondsA,12
nBondsD,3
nBondsM,15
nBondsO,36
nBondsS,49
nBondsT,0
nFARing,1
nFHRing,1
nFaRing,0
nHetero,8
naHRing,0
AATS0are,6.192889999999999
AATS1are,6.317121875
AATS2are,6.346134453781513
AATS3are,6.212347204968944
AATS4are,6.286679381443297
AATS5are,6.347419512195122
AATS6are,6.224191176470589
AATS7are,5.9602561576354685
AATS8are,5.864945945945944
AATSC0dv,4.160617283950618
AATSC0pe,0.12596122222222214
AATSC0se,0.0867098875
AATSC1dv,0.8341743827160495
AATSC1pe,0.005719767361111254
AATSC1se,0.006020656249999969
AATSC2dv,0.5365504720406683
AATSC2pe,0.012662335200747091
AATSC2se,0.00812754989495795
AATSC3dv,0.08697875929759995
AATSC3pe,0.001310227053140172
AATSC3se,-0.002809841226708092
AATSC4dv,-0.3082499681812397
AATSC4pe,-0.005524022909507334
AATSC4se,-0.005195592139175298
AATSC5dv,-0.4835079795242397
AATSC5pe,-0.005872360433604203
AATSC5se,-0.004152167987804924
AATSC6dv,-0.8410639070442991
AATSC6pe,-0.02736999673202604
AATSC6se,-0.014159011029411793
AATSC7dv,0.31033692148634673
AATSC7pe,0.007704212917350797
AATSC7se,0.005350791564039426
AATSC8dv,-0.02562228895562234
AATSC8pe,8.273273273177292e-06
AATSC8se,-0.0006665996621621356
AETA_eta,1.0672421726180845
ATSC0are,8.08369333333333
ATSC1are,0.010313777777782005
ATSC2are,1.6495182222222304
ATSC3are,0.08581288888889552
ATSC4are,-1.307268444444431
ATSC5are,-0.9391955555555379
ATSC6are,-5.599943999999986
ATSC7are,1.8620142222222158
ATSC8are,-0.19507111111112146
BCUTZ-1h,16.01312405083911
BCUTZ-1l,5.686053747680516
BCUTc-1h,0.4484531246061045
BCUTc-1l,-0.5294242224050609
BCUTd-1h,4.048608224916277
BCUTd-1l,0.9714016339146582
BCUTi-1h,14.544465805548093
BCUTi-1l,10.319762791134178
BCUTm-1h,32.06654448192817
BCUTm-1l,11.697779716923176
BCUTp-1h,2.9546248471560084
BCUTp-1l,0.7516531074534024
BCUTs-1h,7.014577934299057
BCUTs-1l,0.2975787575319179
BCUTv-1h,24.44183464350784
BCUTv-1l,14.700977991311655
BalabanJ,1.4862485088333939
Diameter,13
ETA_beta,38.5
GATS1are,0.6723989843957465
GATS2are,0.8564468091331856
GATS3are,0.8594765330653598
GATS4are,1.1636408744742228
GATS5are,1.3007358545801957
GATS6are,1.3738624036052636
GATS7are,0.8453070184123272
GATS8are,0.9558994619754801
HybRatio,0.4583333333333333
Lipinski,True
LogEE_Dt,474.8489352446115
MATS1are,0.001196132295964217
MATS2are,0.10288488511983575
MATS3are,0.003956107347648227
MATS4are,-0.0500154832088332
MATS5are,-0.03400506337017184
MATS6are,-0.20374874268789345
MATS7are,0.06808138415262555
MATS8are,-0.007826410985363502
MAXddssS,-3.8418360785672276
MAXssCH2,0.8185062358276642
MAXsssCH,-0.33490079365079417
MINddssS,-3.8418360785672276
MINssCH2,0.5517893378400233
MINsssCH,-0.6515689825312845
NsssssAs,0
RotRatio,0.1111111111111111
SM1_Dzpe,1.6276009791921666
SM1_Dzse,1.594356091478482
SMR_VSA1,22.686060076000857
SMR_VSA2,0.0
SMR_VSA3,9.205125722146711
SMR_VSA4,0.0
SMR_VSA5,55.62802965435631
SMR_VSA6,20.764351488467643
SMR_VSA7,53.08855688586065
SMR_VSA8,0.0
SMR_VSA9,11.49902366656781
SpAD_DzZ,239.33269199612468
SpAD_Dzi,268.9663341182036
SpAD_Dzm,239.3607025401988
SpAD_Dzp,336.3780685669658
SpAD_Dzv,315.795000530337
SpAbs_Dt,952.8817511525838
SpDiam_A,5.238456688178939
SpDiam_D,231.18425802754334
SpMAD_Dt,29.777554723518243
SpMax_Dt,474.8489352446115
SsssssAs,0
VE1_Dzpe,5.575355965198286
VE1_Dzse,5.575676101195679
VE2_Dzpe,0.17422987391244643
VE2_Dzse,0.17423987816236497
VE3_Dzpe,2.8815069753733047
VE3_Dzse,2.8815643935558684
VMcGowan,330.28000000000117
VR1_Dzpe,219.5585350876583
VR1_Dzse,219.49922881146094
VR2_Dzpe,6.861204221489322
VR2_Dzse,6.859350900358154
VR3_Dzpe,6.554769681428576
VR3_Dzse,6.554499528927313
mZagreb1,10.645833333333334
mZagreb2,6.916666666666666
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,3
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,9
nBondsKS,55
nFAHRing,1
nFaHRing,0
nG12Ring,0
AATSC0are,0.13472822222222217
AATSC1are,0.00016115277777784383
AATSC2are,0.013861497665733028
AATSC3are,0.0005329993098689163
AATSC4are,-0.0067384971363115
AATSC5are,-0.004581441734417258
AATSC6are,-0.02745070588235287
AATSC7are,0.009172483853311408
AATSC8are,-0.0010544384384384945
AETA_beta,1.203125
BCUTdv-1h,6.022949564149855
BCUTdv-1l,0.6449074746975285
BCUTpe-1h,3.5371534232543413
BCUTpe-1l,2.234625657816976
BCUTse-1h,3.768429754416508
BCUTse-1l,2.4306250746742584
ETA_alpha,15.300000000000002
ETA_dBeta,-3.5
ETA_eta_B,0.5524731259370412
ETA_eta_F,33.19133976172412
ETA_eta_L,8.231706054264667
ETA_eta_R,67.34308928550283
ETA_psi_1,0.5604395604395608
LabuteASA,188.51936502961198
LogEE_DzZ,118.60777930120501
LogEE_Dzi,133.8722495988544
LogEE_Dzm,118.62095568514334
LogEE_Dzp,165.88755948845022
LogEE_Dzv,156.60184396632795
PEOE_VSA1,14.373635638450576
PEOE_VSA2,4.794537184071822
PEOE_VSA3,8.417796984328938
PEOE_VSA4,4.305215991296234
PEOE_VSA5,0.0
PEOE_VSA6,12.13273413692322
PEOE_VSA7,61.93302788017349
PEOE_VSA8,18.17457496607118
PEOE_VSA9,31.198760216368765
SM1_Dzare,1.7753167695229957
SpAD_Dzpe,266.71206375914346
SpAD_Dzse,265.6948928218537
SpAbs_DzZ,237.5771116389817
SpAbs_Dzi,267.89072321379626
SpAbs_Dzm,237.6083943893501
SpAbs_Dzp,339.4587380261836
SpAbs_Dzv,317.18777458936506
SpDiam_Dt,630.2948702523624
SpMAD_DzZ,7.479146624878896
SpMAD_Dzi,8.405197941193862
SpMAD_Dzm,7.480021954381212
SpMAD_Dzp,10.511814642717681
SpMAD_Dzv,9.868593766573031
SpMax_DzZ,118.60777930120501
SpMax_Dzi,133.8722495988544
SpMax_Dzm,118.62095568514334
SpMax_Dzp,165.88755948845022
SpMax_Dzv,156.60184396632795
VE1_Dzare,5.575082129485823
VE2_Dzare,0.17422131654643197
VE3_Dzare,2.8814578587896884
VR1_Dzare,219.55675095362068
VR2_Dzare,6.861148467300646
VR3_Dzare,6.554761555389267
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,12
nAromBond,12
nG12ARing,0
nG12FRing,1
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4781250000000001
AETA_dBeta,-0.109375
AETA_eta_B,0.01726478518553254
AETA_eta_F,1.0372293675538788
AETA_eta_L,0.25724081419577083
AETA_eta_R,2.1044715401719634
BCUTare-1h,3.5811345219378965
BCUTare-1l,2.1838090409526973
ETA_beta_s,21.0
ETA_dPsi_A,0.1535604395604392
ETA_dPsi_B,0.0
ETA_eta_BR,0.9824731259370412
ETA_eta_FL,7.130034382171388
ETA_eta_RL,15.361740436436055
LogEE_Dzpe,132.7168187471346
LogEE_Dzse,132.19249934336236
PEOE_VSA10,17.54086449571577
PEOE_VSA11,0.0
PEOE_VSA12,15.930470882759089
PEOE_VSA13,0.0
SlogP_VSA1,9.473725907600098
SlogP_VSA2,56.378135582590716
SlogP_VSA3,21.238649960405414
SlogP_VSA4,6.923737199690624
SlogP_VSA5,41.994660173016975
SlogP_VSA6,41.293685886287435
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
SpAD_Dzare,265.59679501486016
SpAbs_Dzpe,265.2879129023504
SpAbs_Dzse,264.29983124181007
SpDiam_DzZ,169.54507704884617
SpDiam_Dzi,191.7500626211541
SpDiam_Dzm,169.56155619725644
SpDiam_Dzp,232.93264676184918
SpDiam_Dzv,223.3350836718886
SpMAD_Dzpe,8.334751992473233
SpMAD_Dzse,8.302965400682929
SpMax_Dzpe,132.7168187471346
SpMax_Dzse,132.19249934336236
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,1
nG12FHRing,1
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,32
AETA_beta_s,0.65625
AETA_eta_BR,0.030702285185532537
AETA_eta_FL,0.22281357444285588
AETA_eta_RL,0.4800543886386267
DetourIndex,7540
EState_VSA1,16.065131982555545
EState_VSA2,22.886344863165203
EState_VSA3,37.30624494125841
EState_VSA4,23.111176098016998
EState_VSA5,4.305215991296234
EState_VSA6,32.418696287939895
EState_VSA7,30.022748135925934
EState_VSA8,0.0
EState_VSA9,9.473725907600098
ETA_beta_ns,17.5
ETA_shape_p,0.1633986928104575
ETA_shape_x,0.05446623093681917
ETA_shape_y,0.3790849673202614
GhoseFilter,True
LogEE_Dzare,132.18731774648023
SlogP_VSA10,0.0
SlogP_VSA11,11.49902366656781
SpAbs_Dzare,264.04339284152763
SpDiam_Dzpe,190.65334782500327
SpDiam_Dzse,189.76337586056363
SpMAD_Dzare,8.29989984421438
SpMax_Dzare,132.18731774648023
TopoPSA(NO),76.15
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,29.195369679539503
VSA_EState9,48.72979973236106
nBridgehead,2
nG12FAHRing,1
nG12FaHRing,0
AETA_beta_ns,0.546875
EState_VSA10,13.212334168400758
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.021874999999999922
FilterItLogS,-4.802671380378612
SpDiam_Dzare,190.03272479926
ETA_beta_ns_d,1.0
ETA_epsilon_1,0.5949999999999993
ETA_epsilon_2,0.8531249999999996
ETA_epsilon_3,0.44545454545454477
ETA_epsilon_4,0.5458333333333323
ETA_epsilon_5,0.8531249999999996
AETA_beta_ns_d,0.03125
ETA_dEpsilon_A,0.14954545454545454
ETA_dEpsilon_B,0.049166666666667025
ETA_dEpsilon_C,-0.10037878787878751
ETA_dEpsilon_D,0.0
PetitjeanIndex,0.46153846153846156
TopoShapeIndex,0.8571428571428571
CDK Descriptors
FMFDescriptor,0.75
MDEDescriptor,"0.315712777350091,5.042795397752677,5.480046199040111,0.0,11.704403383217228,28.159155435612742,0.0,13.43584261248952,0.0,0.0,0.814325284978472,0.7909776175168017,0.25,0.0,0.0,0.0,0.0,0.0,0.33333333333333337"
APolDescriptor,70.02020399999996
BCUTDescriptor,"11.849999999999996,31.972072629244366,-0.3494013505043636,0.24452412093896927,4.973607332791537,14.165747504957022"
BPolDescriptor,45.83579599999999
TPSADescriptor,84.53
ALOGPDescriptor,"1.5617000000000003,2.438906890000001,113.76909999999998"
XLogPDescriptor,3.1439999999999997
VAdjMaDescriptor,6.169925001442312
WeightDescriptor,456.17189321999996
ChiPathDescriptor,"22.620591385700628,15.361740436436058,14.503572560454685,12.962425164168097,11.554195942784471,10.525612724974602,7.677967898490564,6.142158081430628,18.77934503332071,11.379474666197899,9.254368313568227,7.50110318812477,6.122053374769951,4.984264279348161,3.3916866436489705,2.4587511722582773"
ChiChainDescriptor,"0.0,0.0,0.0,0.2995228632254586,0.6785293300781349,0.0,0.0,0.0,0.1528356089719668,0.3172079127638359"
AtomCountDescriptor,60
BondCountDescriptor,36
SmallRingDescriptor,"5,2,2,2,0,0,0,5,0,0,0"
ChiClusterDescriptor,"2.8002994302613415,0.16666666666666666,0.9929126408090888,0.1388888888888889,1.2846643782765101,0.022807522979332223,0.329405843244603,0.015205015319554814"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,1,9,3,2,7,0,0"
ZagrebIndexDescriptor,182.0
LargestChainDescriptor,14
MannholdLogPDescriptor,3.2199999999999998
WeightedPathDescriptor,"66.18609672340764,2.068315522606489,23.997157811733157,13.310197007740543,7.139873148702107"
FractionalPSADescriptor,0.18530295543490086
WienerNumbersDescriptor,"2524.0,66.0"
AminoAcidCountDescriptor,"1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"6.9991302369523165,12.468593364696654,21.207690158911667,3.077143306720629,5.139546454206816,7.690673912944908"
FractionalCSP3Descriptor,0.4583333333333333
KierHallSmartsDescriptor,"0,0,0,0,0,0,3,0,5,0,0,6,3,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,0
LargestPiSystemDescriptor,10
PetitjeanNumberDescriptor,0.46153846153846156
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"23.728395061728396,9.223140495867769,3.978052126200274"
AromaticAtomsCountDescriptor,12
AromaticBondsCountDescriptor,12
FragmentComplexityDescriptor,3104.08
HBondAcceptorCountDescriptor,5
HybridizationRatioDescriptor,0.4583333333333333
AutocorrelationDescriptorMass,"42.7200588187077,47.387408930444685,67.93427588350464,83.57508022522555,89.98031315872129"
PetitjeanShapeIndexDescriptor,"0.8571428571428571,NaN"
RotatableBondsCountDescriptor,4
AutocorrelationDescriptorCharge,"0.7151336923334697,-0.4281804949168938,0.09055915995607786,0.04696764810807408,-0.06668892385299782"
EccentricConnectivityIndexDescriptor,690
AutocorrelationDescriptorPolarizability,"3025.00057637041,3775.191713292419,5887.311158151194,6841.507760650493,6655.178664482472"
