DLiP-ID,T001IE
DLiP-Mol-ID,17219
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C12H14FNO3/c13-10-3-1-2-4-11(10)17-9-12(15)14-5-7-16-8-6-14/h1-4H,5-9H2"
Standard Inchi Key(RDKit),FJBYPMILZFWCTA-UHFFFAOYSA-N
Canonical SMILES(RDKit),O=C(COc1ccccc1F)N1CCOCC1
SMILES(SDF),
MW(SDF),
MW(RDKit),239.246
MW Monoisotopic(RDKit),239.095771528
MolLogP(RDKit),1.0633
XLogP(SDF),
XLogP(CDK),1.012
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),3
HBA Lipinski(RDKit),4
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),0
HBD Lipinski(RDKit),0
PSA(SDF),
PSA(RDKit),38.77
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),3
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),1
nAtoms(SDF),
Heavy Atoms(RDKit),17
QED Weighted(RDKit),0.791436164059866
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,FKBP1A/FK506
Common Target Pref Name,FKBP1A/FK506
RDKit Descriptors
Ipc,9849.15438397632
qed,0.791436164059866
Chi0,12.08757566981053
Chi1,8.270856947829095
TPSA,38.769999999999996
Chi0n,9.394857922592017
Chi0v,9.394857922592017
Chi1n,5.50022192031947
Chi1v,5.50022192031947
Chi2n,3.7122561863526586
Chi2v,3.7122561863526586
Chi3n,2.551588851554889
Chi3v,2.551588851554889
Chi4n,1.6053169402056016
Chi4v,1.6053169402056016
MolMR,59.29400000000004
MolWt,239.2459999999999
fr_SH,0
Kappa1,11.853492048583622
Kappa2,5.63191006693438
Kappa3,3.1670184467866567
fr_ArN,0
fr_COO,0
fr_C_O,1
fr_C_S,0
fr_NH0,1
fr_NH1,0
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,391.0920604590611
MolLogP,1.0633
NOCount,4
fr_Ar_N,0
fr_COO2,0
fr_urea,0
BalabanJ,1.851364796973648
SMR_VSA1,18.65867813934674
SMR_VSA2,0.0
SMR_VSA3,4.899909730850478
SMR_VSA4,0.0
SMR_VSA5,0.0
SMR_VSA6,32.910158705363905
SMR_VSA7,30.082689114892336
SMR_VSA8,0.0
SMR_VSA9,5.749511833283905
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,1
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,2
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,98.92920628453453
NHOHCount,0
PEOE_VSA1,14.373635638450576
PEOE_VSA2,4.794537184071822
PEOE_VSA3,4.39041504767482
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,12.13273413692322
PEOE_VSA7,12.13273413692322
PEOE_VSA8,13.08951281182515
PEOE_VSA9,13.213763929025836
RingCount,2
SMR_VSA10,5.907179729351506
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,239.095771528
NumHDonors,0
PEOE_VSA10,0.0
PEOE_VSA11,18.173614638842718
PEOE_VSA12,0.0
PEOE_VSA13,5.907179729351506
PEOE_VSA14,0.0
SlogP_VSA1,4.736862953800049
SlogP_VSA2,43.717248165565884
SlogP_VSA3,9.53140013787187
SlogP_VSA4,5.817220841045895
SlogP_VSA5,0.0
SlogP_VSA6,24.26546827384644
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,0
fr_benzene,1
fr_epoxide,0
fr_guanido,0
fr_halogen,1
fr_hdrzine,0
fr_hdrzone,0
fr_isocyan,0
fr_lactone,0
fr_methoxy,0
fr_nitrile,0
fr_nitroso,0
fr_oxazole,0
fr_sulfide,0
fr_sulfone,0
EState_VSA1,5.817220841045895
EState_VSA2,18.263573527148328
EState_VSA3,26.303276740850986
