DLiP-ID,T003K5
DLiP-Mol-ID,20405
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C26H27ClN2O4S/c27-22-19-20(6-9-25(30)28-11-15-32-16-12-28)5-8-24(22)34-23-4-2-1-3-21(23)7-10-26(31)29-13-17-33-18-14-29/h1-10,19H,11-18H2/b9-6+,10-7+"
Standard Inchi Key(RDKit),LOKMFEWDWMYUHX-KZZDLZNXSA-N
Canonical SMILES(RDKit),O=C(/C=C/c1ccc(Sc2ccccc2/C=C/C(=O)N2CCOCC2)c(Cl)c1)N1CCOCC1
SMILES(SDF),
MW(SDF),
MW(RDKit),499.032
MW Monoisotopic(RDKit),498.138006024
MolLogP(RDKit),4.2352
XLogP(SDF),
XLogP(CDK),3.677
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),6
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),0
HBD Lipinski(RDKit),0
PSA(SDF),
PSA(RDKit),59.08
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),6
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),34
QED Weighted(RDKit),0.557600361467806
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,63496705.09324888
qed,0.5576003614678051
Chi0,23.752501608810675
Chi1,16.59735678832402
TPSA,59.08
Chi0n,18.82134032690672
Chi0v,20.3937658538529
Chi1n,11.259055361327029
Chi1v,12.453516415263982
Chi2n,7.87173065076078
Chi2v,9.36270773398821
Chi3n,5.564206689684732
Chi3v,7.156576603041533
Chi4n,3.6400370064770904
Chi4v,4.874722730440751
MolMR,134.88299999999995
MolWt,499.03200000000044
fr_SH,0
Kappa1,24.541599707749334
Kappa2,12.218960876666802
Kappa3,6.730162038718043
fr_ArN,0
fr_COO,0
fr_C_O,2
fr_C_S,0
fr_NH0,2
fr_NH1,0
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,1076.220340173327
MolLogP,4.235200000000003
NOCount,6
fr_Ar_N,0
fr_COO2,0
fr_urea,0
BalabanJ,1.4146626686303698
SMR_VSA1,19.06280027574374
SMR_VSA2,0.0
SMR_VSA3,9.799819461700956
SMR_VSA4,0.0
SMR_VSA5,9.79096695103555
SMR_VSA6,52.606553481701965
SMR_VSA7,70.76614599003436
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,2
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,2
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,208.70299680744156
NHOHCount,0
PEOE_VSA1,19.273545369301054
PEOE_VSA2,9.589074368143644
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,47.62829311347007
PEOE_VSA7,41.478044402446585
PEOE_VSA8,48.12203278835361
PEOE_VSA9,31.450161171793
RingCount,4
SMR_VSA10,47.329224511994404
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,498.138006024
NumHDonors,0
PEOE_VSA10,0.0
PEOE_VSA11,0.0
PEOE_VSA12,11.814359458703011
PEOE_VSA13,0.0
