DLiP-ID,C0013R
DLiP-Mol-ID,31789
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C18H17N3O3S/c1-23-13-7-3-11(4-8-13)15(22)16-17(19)21-18(25-16)20-12-5-9-14(24-2)10-6-12/h3-10H,19H2,1-2H3,(H,20,21)"
Standard Inchi Key(RDKit),XQKUGFIWKSKCDL-UHFFFAOYSA-N
Canonical SMILES(RDKit),COc1ccc(/N=c2/[nH]c(N)c(C(=O)c3ccc(OC)cc3)s2)cc1
SMILES(SDF),
MW(SDF),
MW(RDKit),355.419
MW Monoisotopic(RDKit),355.099062404
MolLogP(RDKit),3.139
XLogP(SDF),
XLogP(CDK),4.038
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),6
HBA Lipinski(RDKit),6
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),3
PSA(SDF),
PSA(RDKit),89.7
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),5
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),25
QED Weighted(RDKit),0.688148077856103
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,645472.7461483782
qed,0.688148077856103
Chi0,17.811190308942127
Chi1,12.100886748174155
TPSA,89.7
Chi0n,13.776359180062045
Chi0v,14.59285576098977
Chi1n,7.465740447273991
Chi1v,8.282237028201717
Chi2n,5.142468296554986
Chi2v,6.141539063317769
Chi3n,3.5464672925665233
Chi3v,4.542598377628466
Chi4n,2.2160707362922833
Chi4v,3.092996812225582
MolMR,97.72560000000001
MolWt,355.41900000000004
fr_SH,0
Kappa1,16.785786144559395
Kappa2,7.227753111404264
Kappa3,3.7193794782302834
fr_ArN,1
fr_COO,0
fr_C_O,1
fr_C_S,0
fr_NH0,1
fr_NH1,1
fr_NH2,1
fr_N_O,0
fr_azo,0
BertzCT,940.9476802388219
MolLogP,3.139000000000002
NOCount,6
fr_Ar_N,1
fr_COO2,0
fr_urea,0
BalabanJ,1.8992694330346502
SMR_VSA1,14.268263091671919
SMR_VSA2,0.0
SMR_VSA3,4.9839785209472085
SMR_VSA4,4.992404732635669
SMR_VSA5,0.0
SMR_VSA6,19.953262559717253
SMR_VSA7,63.772937886553244
SMR_VSA8,0.0
SMR_VSA9,11.49902366656781
fr_Al_OH,0
fr_Ar_NH,1
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,2
