DLiP-ID,T005OZ
AATSC4v,-0.3250326573741991
AATSC5Z,-1.3140631529679223
AATSC5c,0.0016350222286255311
AATSC5d,0.010905504571820204
AATSC5i,0.05945729043470732
AATSC5m,-5.907815023469235
AATSC5p,0.012112255859946037
AATSC5s,-0.3334333976130362
AATSC5v,-0.36064649608401833
AATSC6Z,-1.935677420106486
AATSC6c,-0.0021034042077926625
AATSC6d,0.008609742173756018
AATSC6i,0.03759796402551261
AATSC6m,-8.90981529673902
AATSC6p,-0.009493079901130897
AATSC6s,-0.4046171592467889
AATSC6v,-4.9529543084992
AATSC7Z,1.4806160992798167
AATSC7c,-0.0015899225374057793
AATSC7d,-0.029758578183648635
AATSC7i,-0.029797675091508415
AATSC7m,6.621560115613742
AATSC7p,0.0010346697595041933
AATSC7s,-0.06866360813743191
AATSC7v,3.1933277007485117
AATSC8Z,-0.3841627516621187
AATSC8c,0.004675679578234743
AATSC8d,0.023705704185069534
AATSC8i,0.025576568428187597
AATSC8m,-2.0267272549582236
AATSC8p,-0.023002126730208808
AATSC8s,0.6888234151545906
AATSC8v,-7.625323165560011
ATS0are,314.9634
ATS1are,333.0748
ATS2are,586.761
ATS3are,776.691
ATS4are,853.5809999999999
ATS5are,722.582
ATS6are,598.8459999999999
ATS7are,563.1938
ATS8are,503.3879
ATSC0dv,197.25925925925932
ATSC0pe,6.301874509803918
ATSC0se,4.291638627450979
ATSC1dv,17.543209876543205
ATSC1pe,-0.18283233371780155
ATSC1se,0.20155336755094028
ATSC2dv,53.67901234567902
ATSC2pe,2.573164628988849
ATSC2se,1.8948107258746614
ATSC3dv,32.308641975308646
ATSC3pe,-0.08928946559015927
ATSC3se,-0.4862897389465606
ATSC4dv,-25.950617283950628
ATSC4pe,-1.9485815071126509
ATSC4se,-2.0525973375624798
ATSC5dv,-84.98765432098766
ATSC5pe,-2.9434248750480587
ATSC5se,-1.9160842383698642
ATSC6dv,-63.11111111111112
ATSC6pe,-2.7922309111880033
ATSC6se,-1.6211284336793539
ATSC7dv,-11.358024691358018
ATSC7pe,0.5248759323337188
ATSC7se,0.350527806612846
ATSC8dv,46.5679012345679
ATSC8pe,2.947519415609382
ATSC8se,2.6201464421376377
AXp-0dv,0.5973336853788801
AXp-1dv,0.36161342504005506
AXp-2dv,0.21444360336684368
AXp-3dv,0.12903983312987513
AXp-4dv,0.07668601119602766
AXp-5dv,0.04721106989782147
AXp-6dv,0.029803575327753722
AXp-7dv,0.017557621835869938
BertzCT,917.4979396751681
ECIndex,707
ETA_eta,22.35532558996969
GATS1dv,0.6929339162102606
GATS1pe,0.6867154102942129
GATS1se,0.6084727792120459
GATS2dv,0.8055124999001284
GATS2pe,0.5742592253841444
GATS2se,0.5290894307302224
GATS3dv,0.8603241859131106
GATS3pe,0.9079881787797066
GATS3se,0.9401688517810807
GATS4dv,1.154814038367503
GATS4pe,1.3003096898328428
GATS4se,1.4073538061199489
GATS5dv,1.3772061584678927
GATS5pe,1.546323893831073
GATS5se,1.6344416282442633
GATS6dv,1.116307650291878
GATS6pe,1.2001199069799264
GATS6se,1.175525597224503
GATS7dv,0.9519048743568795
GATS7pe,0.7153369859258011
GATS7se,0.6621668724989848
GATS8dv,0.8091919071650345
GATS8pe,0.7099610376076602
GATS8se,0.6411799882862991
LogEE_A,4.216665981906534
LogEE_D,163.65676498076908
MATS1dv,0.08557875569474059
MATS1pe,-0.027917566447294127
MATS1se,0.045191964406234984
MATS2dv,0.14764183731354014
MATS2pe,0.22153387528005186
MATS2se,0.23954384230206585
MATS3dv,0.06577301663803477
MATS3pe,-0.005689799045017388
MATS3se,-0.045502830770056284
MATS4dv,-0.04826870760244977
MATS4pe,-0.11344992201323148
MATS4se,-0.17548338029513288
MATS5dv,-0.19106924194680724
MATS5pe,-0.20713597875612824
MATS5se,-0.1979993609612367
MATS6dv,-0.1648175331990578
MATS6pe,-0.22825303523794732
MATS6se,-0.1945939165341947
MATS7dv,-0.030273584942182068
MATS7pe,0.043791049147729307
MATS7se,0.0429435330243091
MATS8dv,0.14682688696958313
MATS8pe,0.2908996826614321
MATS8se,0.3797158653024676
MAXaaCH,1.8011732378603007
MAXaasC,0.8990764461077916
MAXdssC,-0.27704562850035397
MAXsCH3,1.8520020198494738
MAXssNH,2.667040743773022
MAXsssN,1.5261735731076806
MDEC-12,1.6420260929044974
MDEC-13,1.3948110810228331
MDEC-22,16.06819900891401
MDEC-23,16.754319597464196
MDEC-33,3.990040196557253
MDEN-23,0.12499999999999997
MDEO-11,0.9190173130779571
MINaaCH,1.5514898274124465
MINaasC,0.01974337882304944
MINdssC,-0.27704562850035397
MINsCH3,1.8520020198494738
MINssNH,2.667040743773022
MINsssN,1.5261735731076806
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.9107142857142856
SM1_Dzi,1.0561354191587082
SM1_Dzm,1.9074213757920884
SM1_Dzp,-4.941402762685762
SM1_Dzv,-2.0770482935474925
SddssSe,0
SpAD_Dt,472.79675980103326
SpAbs_A,34.19881303777336
SpAbs_D,327.31352996153817
SpMAD_A,1.2666227051027172
SpMAD_D,12.122723331908821
SpMax_A,2.41867061358576
SpMax_D,163.65676498076908
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,95.09
TpiPC10,7.912743465617579
VAdjMat,5.857980995127572
VE1_DzZ,5.113133887974418
VE1_Dzi,5.117373221930628
VE1_Dzm,5.113129848313951
VE1_Dzp,5.109188182337213
VE1_Dzv,5.112652582903394
VE2_DzZ,0.1893753291842377
VE2_Dzi,0.18953234155298623
VE2_Dzm,0.1893751795671834
VE2_Dzp,0.1892291919384153
VE2_Dzv,0.18935750307049606
VE3_DzZ,2.6250642745612
VE3_Dzi,2.6258930378186447
VE3_Dzm,2.6250634845052088
VE3_Dzp,2.6242922961778112
VE3_Dzv,2.624970139000527
VR1_DzZ,160.01045500489647
VR1_Dzi,160.10221803327684
VR1_Dzm,160.01136041056702
VR1_Dzp,161.50394017414214
VR1_Dzv,160.91426398433273
VR2_DzZ,5.926313148329499
VR2_Dzi,5.929711779010254
VR2_Dzm,5.926346681872853
VR2_Dzp,5.981627413857116
VR2_Dzv,5.959787554975287
VR3_DzZ,6.068490929889902
VR3_Dzi,6.069064246966185
VR3_Dzm,6.068496588289592
VR3_Dzp,6.077781312738493
VR3_Dzv,6.074123474318193
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.0
Xch-6dv,0.13089098049822168
Xch-7dv,0.19732980845728365
Xpc-4dv,2.763114621433734
Xpc-5dv,3.5144145799443387
Xpc-6dv,4.468428002282236
Zagreb1,140.0
Zagreb2,162.0
fragCpx,139.07
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,0
n5aRing,0
n6ARing,1
n6FRing,0
n6HRing,1
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,12
nBondsD,3
nBondsM,15
nBondsO,29
nBondsS,38
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,7
naHRing,0
AATS0are,6.17575294117647
AATS1are,6.284430188679245
AATS2are,6.24213829787234
AATS3are,6.115677165354331
AATS4are,6.140870503597122
AATS5are,6.283321739130435
AATS6are,6.048949494949494
AATS7are,5.8061216494845365
AATS8are,6.138876829268293
AATSC0dv,3.8678286129266533
AATSC0pe,0.12356616685890036
AATSC0se,0.08414977700884273
AATSC1dv,0.33100395993477744
AATSC1pe,-0.003449666673920784
AATSC1se,0.0038028937273762316
AATSC2dv,0.5710533228263726
AATSC2pe,0.02737409179775371
AATSC2se,0.02015756091356023
AATSC3dv,0.2543987557110917
AATSC3pe,-0.0007030666581902304
AATSC3se,-0.0038290530625713433
AATSC4dv,-0.18669508837374552
AATSC4pe,-0.014018571993616193
AATSC4se,-0.01476688732059338
AATSC5dv,-0.7390230810520666
AATSC5pe,-0.02559499891346138
AATSC5se,-0.016661602072781428
AATSC6dv,-0.6374859708193042
AATSC6pe,-0.02820435263826266
AATSC6se,-0.016375034683629837
AATSC7dv,-0.1170930380552373
AATSC7pe,0.005411092085914626
AATSC7se,0.0036136887279674844
AATSC8dv,0.5679012345679012
AATSC8pe,0.03594535872694368
AATSC8se,0.03195300539192241
AETA_eta,0.8279750218507294
ATSC0are,6.72527450980392
ATSC1are,-0.4928813533256439
ATSC2are,2.9389842368319874
ATSC3are,-0.07304828911956934
ATSC4are,-2.2924775855440216
ATSC5are,-3.049568012302959
ATSC6are,-2.794340715109572
ATSC7are,0.23229750096116814
ATSC8are,3.73968216070742
BCUTZ-1h,16.01312342021016
BCUTZ-1l,5.691746627588673
BCUTc-1h,0.44466396455712703
BCUTc-1l,-0.37660049499103554
BCUTd-1h,4.048476609427623
BCUTd-1l,0.9714586593719767
BCUTi-1h,14.543183343914084
BCUTi-1l,10.31976525115596
BCUTm-1h,32.06654419517001
BCUTm-1l,11.70360674196086
BCUTp-1h,2.954613747683112
BCUTp-1l,0.7517699381894881
BCUTs-1h,7.0145770975943424
BCUTs-1l,0.2975898820092198
BCUTv-1h,24.441833177453514
BCUTv-1l,14.701030732887164
BalabanJ,1.4075522565680074
Diameter,16
ETA_beta,34.0
GATS1are,0.7276268885239017
GATS2are,0.5594211259054707
GATS3are,0.906282708774917
GATS4are,1.3295598065512557
GATS5are,1.5773075242494148
GATS6are,1.188532461991669
GATS7are,0.7139247920938104
GATS8are,0.660771830910598
HybRatio,0.35
Lipinski,True
LogEE_Dt,236.39837990051666
MATS1are,-0.07052233426045844
MATS2are,0.23709891322735185
MATS3are,-0.00436180742969581
MATS4are,-0.12506922480115618
MATS5are,-0.20109470870342272
MATS6are,-0.21404462392424103
MATS7are,0.01816071586317888
MATS8are,0.3458446011459232
MAXddssS,-3.465800400897804
MAXssCH2,1.0660779286014666
MINddssS,-3.465800400897804
MINssCH2,0.09460152116402121
NsssssAs,0
RotRatio,0.1724137931034483
SM1_Dzpe,1.3688800489596085
SM1_Dzse,1.3458612912595438
SMR_VSA1,18.318861563241462
SMR_VSA2,0.0
SMR_VSA3,4.305215991296234
SMR_VSA4,0.0
SMR_VSA5,37.50250716691244
SMR_VSA6,18.406301415831482
SMR_VSA7,53.59147246262526
SMR_VSA8,0.0
SMR_VSA9,5.749511833283905
SpAD_DzZ,238.34908820026848
SpAD_Dzi,262.22047247613847
SpAD_Dzm,238.36609566310162
SpAD_Dzp,310.7402710404608
SpAD_Dzv,303.0270560345565
SpAbs_Dt,472.79675980103315
SpDiam_A,4.837341227171519
SpDiam_D,255.227152801201
SpMAD_Dt,17.510991103741972
SpMax_Dt,236.39837990051666
SsssssAs,0
VE1_Dzpe,5.116264309044818
VE1_Dzse,5.1159128573733215
VE2_Dzpe,0.18949127070536365
VE2_Dzse,0.1894782539767897
VE3_Dzpe,2.6256763186145897
VE3_Dzse,2.6256076232302314
VMcGowan,289.7700000000005
VR1_Dzpe,160.02793750600404
VR1_Dzse,160.04558809026997
VR2_Dzpe,5.92696064837052
VR2_Dzse,5.927614373713703
VR3_Dzpe,6.068600182414187
VR3_Dzse,6.0687104732247175
mZagreb1,9.340277777777779
mZagreb2,5.8611111111111125
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,1
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,9
nBondsKS,44
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.13186812764321412
AATSC1are,-0.009299648175955546
AATSC2are,0.03126578975353178
AATSC3are,-0.0005751833788942468
AATSC4are,-0.016492644500316702
AATSC5are,-0.026517982715677905
AATSC6are,-0.028225663788985576
AATSC7are,0.002394819597537816
AATSC8are,0.04560588000862707
AETA_beta,1.2592592592592593
BCUTdv-1h,6.022476186504454
BCUTdv-1l,0.6449108700521916
BCUTpe-1h,3.5370068726090036
BCUTpe-1l,2.23788381452373
BCUTse-1h,3.768313934144182
BCUTse-1l,2.4359961060590356
ETA_alpha,12.966666666666667
ETA_dBeta,1.0
ETA_eta_B,0.5560030857871769
ETA_eta_F,26.398411820276547
ETA_eta_L,6.517110482684229
ETA_eta_R,48.75373741024624
ETA_psi_1,0.5629522431259047
LabuteASA,159.4284306856709
LogEE_DzZ,118.85344358601162
LogEE_Dzi,131.14935236470478
LogEE_Dzm,118.86151953316
LogEE_Dzp,154.2923901761235
LogEE_Dzv,151.12888944439905
PEOE_VSA1,10.423315998847038
PEOE_VSA2,4.794537184071822
PEOE_VSA3,8.417796984328938
PEOE_VSA4,4.305215991296234
PEOE_VSA5,0.0
PEOE_VSA6,24.61992282831084
PEOE_VSA7,55.157751702783074
PEOE_VSA8,13.08951281182515
PEOE_VSA9,17.003691373127346
SM1_Dzare,1.48960248380871
SpAD_Dzpe,262.7289293738786
SpAD_Dzse,262.0006709645046
SpAbs_DzZ,236.76419979050462
SpAbs_Dzi,261.3183417606685
SpAbs_Dzm,236.783796636925
SpAbs_Dzp,313.5261831149328
SpAbs_Dzv,304.3348271823457
SpDiam_Dt,341.07000115074425
SpMAD_DzZ,8.827744007417351
SpMAD_Dzi,9.711869350968092
SpMAD_Dzm,8.828373913448209
SpMAD_Dzp,11.508898927424475
SpMAD_Dzv,11.223224297576166
SpMax_DzZ,118.85344358601162
SpMax_Dzi,131.14935236470478
SpMax_Dzm,118.86151953316
SpMax_Dzp,154.2923901761235
SpMax_Dzv,151.12888944439905
VE1_Dzare,5.116536039974197
VE2_Dzare,0.18950133481385917
VE3_Dzare,2.625729428402756
VR1_Dzare,159.9842206406176
VR2_Dzare,5.925341505208059
VR3_Dzare,6.0683269623846
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,12
nAromBond,12
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4802469135802469
AETA_dBeta,0.037037037037037035
AETA_eta_B,0.020592706881006555
AETA_eta_F,0.9777189563065387
AETA_eta_L,0.24137446232163812
AETA_eta_R,1.805693978157268
BCUTare-1h,3.580984391203351
BCUTare-1l,2.184543359810681
ETA_beta_s,16.5
ETA_dPsi_A,0.15104775687409522
ETA_dPsi_B,0.0
ETA_eta_BR,0.814003085787177
ETA_eta_FL,6.34109999390169
ETA_eta_RL,12.858210476585919
LogEE_Dzpe,131.4151639480119
LogEE_Dzse,131.05018219674338
PEOE_VSA10,5.749511833283905
PEOE_VSA11,0.0
PEOE_VSA12,15.930470882759089
PEOE_VSA13,0.0
SlogP_VSA1,5.316788604006331
SlogP_VSA2,36.826232911642535
SlogP_VSA3,21.238649960405414
SlogP_VSA4,6.923737199690624
SlogP_VSA5,30.389367852172022
SlogP_VSA6,47.360052954749044
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
SpAD_Dzare,261.91430869404144
SpAbs_Dzpe,261.50012002884284
SpAbs_Dzse,260.7843612940727
SpDiam_DzZ,188.10905324152674
SpDiam_Dzi,205.81222706298865
SpDiam_Dzm,188.12163637668436
SpDiam_Dzp,240.57270009235623
SpDiam_Dzv,235.70441741812942
SpMAD_Dzpe,9.73070108792143
SpMAD_Dzse,9.70372855424091
SpMax_Dzpe,131.4151639480119
SpMax_Dzse,131.05018219674338
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,27
AETA_beta_s,0.6111111111111112
AETA_eta_BR,0.030148262436562108
AETA_eta_FL,0.2348555553296922
AETA_eta_RL,0.47623001765133033
DetourIndex,3080
EState_VSA1,10.023291153407584
EState_VSA2,22.972996661079193
EState_VSA3,24.340350578205708
EState_VSA4,24.825916360475023
EState_VSA5,4.305215991296234
EState_VSA6,42.46456947923127
EState_VSA7,6.923737199690624
EState_VSA8,5.316788604006331
EState_VSA9,0.0
ETA_beta_ns,17.5
ETA_shape_p,0.14138817480719792
ETA_shape_x,0.06426735218508997
ETA_shape_y,0.2622107969151671
GhoseFilter,True
LogEE_Dzare,131.012324809384
SlogP_VSA10,5.687386274683562
SlogP_VSA11,5.749511833283905
SpAbs_Dzare,260.5864015682965
SpDiam_Dzpe,206.4032567116866
SpDiam_Dzse,205.8533870520733
SpMAD_Dzare,9.700529951631164
SpMax_Dzare,131.012324809384
TopoPSA(NO),86.71000000000001
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,26.817636083106652
VSA_EState9,44.06483098445782
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.6481481481481481
EState_VSA10,18.318861563241462
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.019753086419753083
FilterItLogS,-4.653592788873614
SpDiam_Dzare,205.84092925162636
ETA_beta_ns_d,1.0
ETA_epsilon_1,0.59281045751634
ETA_epsilon_2,0.8530864197530861
ETA_epsilon_3,0.44025974025974035
ETA_epsilon_4,0.537037037037037
ETA_epsilon_5,0.8149425287356319
AETA_beta_ns_d,0.037037037037037035
ETA_dEpsilon_A,0.15255071725659963
ETA_dEpsilon_B,0.055773420479303004
ETA_dEpsilon_C,-0.09677729677729663
ETA_dEpsilon_D,0.03814389101745419
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.8148148148148148
MDEDescriptor,"0.0,1.6420260929044974,1.3948110810228331,0.0,16.06819900891401,16.754319597464196,0.0,3.990040196557253,0.0,0.0,0.9190173130779571,0.0,0.0,0.0,0.0,0.0,0.0,0.12499999999999997,0.0"
APolDescriptor,59.511031999999965
BCUTDescriptor,"11.850000000000021,31.97207236560154,-0.3588540598390785,0.24344861835967224,5.112807684166188,11.88261454232648"
BPolDescriptor,36.310967999999995
TPSADescriptor,95.09
ALOGPDescriptor,"1.3805000000000016,1.9057802500000045,97.10499999999999"
XLogPDescriptor,3.2170000000000005
VAdjMaDescriptor,5.857980995127573
WeightDescriptor,388.14567844
ChiPathDescriptor,"19.440946820939047,12.858210476585922,12.106114459296219,9.606291918563107,7.582441631401074,5.785853722232804,3.449303874354568,2.4216655180831497,15.51525469520028,9.406067432057585,7.337828946807931,5.145484297340713,3.539326983790811,2.459456948855297,1.2456519024958455,0.7603841924954415"
ChiChainDescriptor,"0.0,0.0,0.0,0.25343678769327627,0.3358185539939517,0.0,0.0,0.0,0.13089098049822168,0.13186632033909623"
AtomCountDescriptor,51
BondCountDescriptor,29
SmallRingDescriptor,"3,2,3,2,0,0,0,3,0,0,0"
ChiClusterDescriptor,"2.3832020786015122,0.16666666666666666,0.7398595981259041,0.16666666666666666,0.9405963729661371,0.02280752297933222,0.1515524693788321,0.019006269149443516"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,1,10,2,3,4,0,0"
ZagrebIndexDescriptor,140.0
LargestChainDescriptor,17
MannholdLogPDescriptor,2.89
WeightedPathDescriptor,"54.46215123106727,2.0171167122617506,20.01727897959195,10.090868640254065,6.42224193774283"
FractionalPSADescriptor,0.2449853374180981
WienerNumbersDescriptor,"2138.0,42.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"4.9902313276028565,7.130368346682293,9.524742019322078,1.731036067310463,2.1605481188782116,2.4932577375943974"
FractionalCSP3Descriptor,0.35
KierHallSmartsDescriptor,"0,0,0,0,0,0,1,0,6,0,0,7,0,0,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,2
LargestPiSystemDescriptor,10
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"21.702734839476815,9.666864961332541,5.757785467128028"
AromaticAtomsCountDescriptor,12
AromaticBondsCountDescriptor,12
FragmentComplexityDescriptor,2107.07
HBondAcceptorCountDescriptor,5
HybridizationRatioDescriptor,0.35
AutocorrelationDescriptorMass,"36.94558978316675,39.22495106586655,52.77154612969819,54.214797739951955,46.15185973199664"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,6
AutocorrelationDescriptorCharge,"0.43030320401982125,-0.23978098715837742,0.07542460308437865,-0.005088295835070544,-0.05407584721999829"
EccentricConnectivityIndexDescriptor,707
AutocorrelationDescriptorPolarizability,"2015.559233276703,2328.48363731726,3217.3174195283427,3190.482191569199,2650.962441333656"
