DLiP-ID,C0005M
DLiP-Mol-ID,30317
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C13H32N4/c1-3-14-8-5-10-16-12-7-13-17-11-6-9-15-4-2/h14-17H,3-13H2,1-2H3"
Standard Inchi Key(RDKit),UMJJGDUYVQCBMC-UHFFFAOYSA-N
Canonical SMILES(RDKit),CCNCCCNCCCNCCCNCC
SMILES(SDF),
MW(SDF),
MW(RDKit),244.427
MW Monoisotopic(RDKit),244.262697024
MolLogP(RDKit),0.554900000000002
XLogP(SDF),
XLogP(CDK),0.586
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),4
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),4
HBD Lipinski(RDKit),4
PSA(SDF),
PSA(RDKit),48.12
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),14
nRings(SDF),
nRings(RDKit),0
Aromatic Rings(RDKit),0
nAtoms(SDF),
Heavy Atoms(RDKit),17
QED Weighted(RDKit),0.337235092987207
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,6072.014357777548
qed,0.3372350929872073
Chi0,12.606601717798217
Chi1,8.414213562373096
TPSA,48.12
Chi0n,11.778174593052025
Chi0v,11.778174593052025
Chi1n,7.242640687119286
Chi1v,7.242640687119286
Chi2n,4.267766952966368
Chi2v,4.267766952966368
Chi3n,2.621320343559642
Chi3v,2.621320343559642
Chi4n,1.6187184335382288
Chi4v,1.6187184335382288
MolMR,76.67780000000006
MolWt,244.42699999999996
fr_SH,0
Kappa1,16.839999999999996
Kappa2,15.84
