DLiP-ID,T007VG
nS,0
nX,0
ABC,27.186296540493867
AMW,7.425343037625014
IC0,1.582773093674925
IC1,3.759327886528916
IC2,4.993650438178646
IC3,5.71875
IC4,5.75
IC5,5.75
MID,71.62758752862577
Mpe,0.9746323529411768
Mse,1.0080002731245448
NdO,3
NdS,0
NsF,0
NsI,0
NtN,0
SMR,131.87489999999997
SdO,36.03255976010439
SdS,0
Spe,62.376470588235314
SsF,0
SsI,0
Sse,64.51201747997086
StN,0
fMF,0.453125
nBr,0
nCl,0
AMID,2.046502500817879
BIC0,0.2518173123312752
BIC1,0.5981045851365436
BIC2,0.7944838316302009
BIC3,0.9098463075025259
BIC4,0.9148181452484413
BIC5,0.9148181452484413
CIC0,4.417226906325075
CIC1,2.240672113471084
CIC2,1.006349561821354
CIC3,0.28125
CIC4,0.25
CIC5,0.25
GGI1,7.0
GGI2,3.333333333333335
GGI3,1.5
GGI4,1.9511111111111115
GGI5,0.9930555555555556
GGI6,0.6097959183673469
GGI7,0.5659722222222222
GGI8,0.42353237591332826
GGI9,0.218125
JGI1,0.18421052631578946
JGI2,0.06535947712418304
JGI3,0.029411764705882353
JGI4,0.04241545893719806
JGI5,0.022067901234567897
JGI6,0.014181300427147601
JGI7,0.014149305555555556
JGI8,0.011145588839824427
JGI9,0.006232142857142859
MIC0,14.88743355633727
MIC1,34.05295587466249
MIC2,42.75600589168408
MIC3,44.29921875
MIC4,44.33071875
MIC5,44.33071875
MPC2,51
MPC3,63
MPC4,80
MPC5,102
MPC6,101
MPC7,109
MPC8,119
MPC9,125
Mare,0.9884375000000001
NaaN,2
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,1
NsSH,0
NssO,0
NssS,0
NtCH,0
NtsC,0
RNCG,0.14573204383426777
RPCG,0.09246372505512672
SIC0,0.2637955156124875
SIC1,0.6265546477548193
SIC2,0.8322750730297743
SIC3,0.953125
SIC4,0.9583333333333334
SIC5,0.9583333333333334
SaaN,8.978534793980744
SaaO,0
SaaS,0
Sare,63.260000000000005
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,9.295524604779205
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,101.2974779951952
TIC1,240.59698473785062
TIC2,319.59362804343334
TIC3,366.0
TIC4,368.0
TIC5,368.0
Vabc,437.26990134646616
WPol,51
apol,71.464997
bpol,35.687003000000004
nRot,10
ABCGG,19.246509729105536
ATS0Z,1466.0
ATS0d,207.0
ATS0i,10457.270624303223
ATS0m,5785.185251000001
ATS0p,94.02799024062101
ATS0s,325.5277777777778
ATS0v,13995.002007945393
ATS1Z,1655.0
ATS1d,261.0
ATS1i,9899.19248285755
ATS1m,6274.536989999999
ATS1p,121.234752636
ATS1s,214.7777777777778
ATS1v,17796.75502619805
ATS2Z,2405.0
ATS2d,406.0
ATS2i,17964.866266675093
ATS2m,8906.446047
ATS2p,182.38500515879198
ATS2s,382.0
ATS2v,25744.951887687497
ATS3Z,2579.0
ATS3d,467.0
ATS3i,25941.162684105373
ATS3m,9191.041211
ATS3p,210.343250466923
ATS3s,466.6111111111111
ATS3v,28724.997160337844
ATS4Z,2439.0
ATS4d,437.0
ATS4i,26259.953476800274
ATS4m,8576.952914
ATS4p,200.327045513772
ATS4s,479.11111111111114
ATS4v,27078.117563381824
ATS5Z,2380.0
ATS5d,409.0
ATS5i,24879.245596098022
ATS5m,8468.104008999999
ATS5p,186.336117826319
ATS5s,515.4444444444445
ATS5v,25488.769883915942
ATS6Z,2343.0
ATS6d,375.0
ATS6i,23406.642140647375
ATS6m,8370.618079
ATS6p,172.79936438492302
ATS6s,562.1944444444445
ATS6v,23792.548788008316
ATS7Z,2140.0
ATS7d,357.0
ATS7i,23415.40047487012
ATS7m,7597.043632
ATS7p,164.243168798866
ATS7s,461.25000000000006
ATS7v,22529.562976133573
ATS8Z,2035.0
ATS8d,326.0
ATS8i,21564.222009352772
ATS8m,7241.974753999999
ATS8p,153.71380366546998
ATS8s,457.69444444444446
ATS8v,21260.367641111425
C1SP1,0
C1SP2,5
C1SP3,2
C2SP1,0
C2SP2,9
C2SP3,7
C3SP2,3
C3SP3,0
C4SP3,0
FCSP3,0.34615384615384615
GGI10,0.1815120906029997
JGI10,0.006482574664392847
JGT10,0.39565604066168414
Kier1,28.019390581717452
Kier2,14.235294117647058
Kier3,8.771982867220963
MAXdO,12.451893445997221
MID_C,54.48912498689218
MID_N,10.201876148498124
MID_O,6.936586393235492
MID_X,0.0
MID_h,17.138462541733617
MINdO,11.358274334061349
MPC10,97
MWC01,38.0
MWC02,5.187385805840755
MWC03,6.008813185442595
MWC04,6.863803391452954
MWC05,7.7039102096163115
MWC06,8.562357743370612
MWC07,9.410747396316522
MWC08,10.270939218446076
MWC09,11.123889653812942
MWC10,11.985195274488662
NaaCH,8
NaaNH,0
NaaSe,0
NaaaC,2
NaasC,4
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,3
NdssS,0
NsCH3,0
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,3
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,2.7590000000000012
SRW02,4.343805421853684
SRW03,0.0
SRW04,5.638354669333745
SRW05,0.0
SRW06,7.118826249062078
SRW07,0.0
SRW08,8.688959234270676
SRW09,0.0
SRW10,10.308852655643959
SaaCH,14.952128010295015
SaaNH,0
SaaSe,0
SaaaC,1.6369475222291938
SaasC,3.693375522773523
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-1.7388335363875007
SdssS,0
SsCH3,0
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,8.62293976243637
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,4.061569891660366
VE1_D,5.838658618432536
VE2_A,0.11604485404743904
VE2_D,0.16681881766950102
VE3_A,2.6543325401930895
VE3_D,3.017264050328466
VR1_A,1787.3993011054717
VR1_D,235.6260471194872
VR2_A,51.068551460156336
VR2_D,6.732172774842492
VR3_A,8.741279906430762
VR3_D,6.715008970696203
WPath,4664
Xc-3d,2.1897227048854204
Xc-4d,0.0
Xc-5d,0.25
Xc-6d,0.0
Xp-0d,24.62274509681375
Xp-1d,16.974366886035764
Xp-2d,15.205371226948133
Xp-3d,11.836028907049386
Xp-4d,9.76025323817517
Xp-5d,8.223079291900184
Xp-6d,5.423948373423019
Xp-7d,3.812214205313934
ZMIC0,115.4237042142524
ZMIC1,55.95509830765421
ZMIC2,30.627733536135736
ZMIC3,24.75
ZMIC4,24.625
ZMIC5,24.625
nAcid,1
nAtom,64
nBase,0
nRing,4
piPC1,3.9219733362813143
piPC2,4.465908118654584
piPC3,4.952299717083292
piPC4,5.492546907697604
piPC5,6.062476212791295
piPC6,6.252806654735733
piPC7,6.567155786947662
piPC8,6.8958961744540215
piPC9,7.195084750214914
AATS0Z,22.90625
AATS0d,3.234375
AATS0i,163.39485350473785
AATS0m,90.39351954687501
AATS0p,1.4691873475097033
AATS0s,5.086371527777779
AATS0v,218.67190637414677
AATS1Z,24.70149253731343
AATS1d,3.8955223880597014
AATS1i,147.7491415351873
AATS1m,93.64980582089551
AATS1p,1.8094739199402985
AATS1s,3.205638474295191
AATS1v,265.62320934623955
AATS2Z,20.555555555555557
AATS2d,3.47008547008547
AATS2i,153.54586552713755
AATS2m,76.12347048717949
AATS2p,1.558846197938393
AATS2s,3.264957264957265
AATS2v,220.04232382638887
AATS3Z,16.018633540372672
AATS3d,2.900621118012422
AATS3i,161.12523406276628
AATS3m,57.08721249068323
AATS3p,1.306479816564739
AATS3s,2.898205659075224
AATS3v,178.41613143066982
AATS4Z,15.149068322981366
AATS4d,2.7142857142857144
AATS4i,163.10530109813834
AATS4m,53.27299946583851
AATS4p,1.2442673634395776
AATS4s,2.9758454106280197
AATS4v,168.18706561106723
AATS5Z,15.555555555555555
AATS5d,2.673202614379085
AATS5i,162.60944834050994
AATS5m,55.34708502614378
AATS5p,1.2178831230478366
AATS5s,3.3689179375453886
AATS5v,166.59326721513688
AATS6Z,16.270833333333332
AATS6d,2.6041666666666665
AATS6i,162.5461259767179
AATS6m,58.12929221527778
AATS6p,1.19999558600641
AATS6s,3.904128086419753
AATS6v,165.22603325005775
AATS7Z,15.070422535211268
AATS7d,2.5140845070422535
AATS7i,164.8971864427473
AATS7m,53.500307267605635
AATS7p,1.156642033794831
AATS7s,3.248239436619719
AATS7v,158.65889419812376
AATS8Z,15.416666666666666
AATS8d,2.4696969696969697
AATS8i,163.36531825267252
AATS8m,54.863445106060595
AATS8p,1.1644985126171967
AATS8s,3.467382154882155
AATS8v,161.0633912205411
AMID_C,1.5568321424826337
AMID_N,0.29148217567137497
AMID_O,0.1981881826638712
AMID_X,0.0
AMID_h,0.4896703583352462
ATS0dv,488.0
ATS0pe,402.96740000000005
ATS0se,495.3039159999999
ATS1dv,469.0
ATS1pe,436.54999999999995
ATS1se,521.063672
ATS2dv,618.0
ATS2pe,743.4974
ATS2se,900.8031960000001
ATS3dv,586.0
ATS3pe,1000.2737
ATS3se,1235.4244440000002
ATS4dv,561.0
ATS4pe,998.9598
ATS4se,1236.944816
ATS5dv,595.0
ATS5pe,949.2862
ATS5se,1176.8634120000002
ATS6dv,620.0
ATS6pe,909.2187
ATS6se,1123.4795960000001
ATS7dv,539.0
ATS7pe,882.1363
ATS7se,1097.285368
ATS8dv,530.0
ATS8pe,823.2337
ATS8se,1023.033576
ATSC0Z,473.75
ATSC0c,1.439755793606167
ATSC0d,34.734375
ATSC0i,97.45725984962081
ATSC0m,2251.6406978593755
ATSC0p,14.22727467483961
ATSC0s,123.05859375
ATSC0v,3137.7694334495245
ATSC1Z,8.38671875
ATSC1c,-0.9423860485501871
ATSC1d,6.574951171875
ATSC1i,-6.8602554281413965
ATSC1m,44.587694459716786
ATSC1p,0.5012526533960036
ATSC1s,-5.176791720920137
ATSC1v,138.1129119439293
ATSC2Z,-5.98046875
ATSC2c,0.40268273337355176
ATSC2d,-5.873779296875
ATSC2i,-19.11707646781325
ATSC2m,-45.77119235229483
ATSC2p,-2.8006049735131757
ATSC2s,30.601650661892364
ATSC2v,-563.5073320451583
ATSC3Z,-90.87109375
ATSC3c,-0.03846232830573848
ATSC3d,-1.988037109375
ATSC3i,-4.963371274463005
ATSC3m,-420.2502544899903
ATSC3p,0.30817375832498284
ATSC3s,-37.58403184678819
ATSC3v,-188.0208713438917
ATSC4Z,-124.55859375
ATSC4c,-0.060437650340328206
ATSC4d,-7.378662109375
ATSC4i,10.383068195287148
ATSC4m,-588.2884503962401
ATSC4p,-1.0772459394779865
ATSC4s,-28.04844156901042
ATSC4v,-467.71186982135384
ATSC5Z,-0.46484375
ATSC5c,-0.47199679908828657
ATSC5d,-7.693115234375
ATSC5i,-10.866147868210644
ATSC5m,-8.15323341381837
ATSC5p,-1.871662373802347
ATSC5s,19.438483344184036
ATSC5v,-196.89877773568173
ATSC6Z,8.0625
ATSC6c,0.5171866176734679
ATSC6d,-3.57421875
ATSC6i,-17.723802086413194
ATSC6m,15.73670787890633
ATSC6p,-3.0863341613108703
ATSC6s,48.98101128472223
ATSC6v,-622.105911613865
ATSC7Z,41.8046875
ATSC7c,-0.036642440960752115
ATSC7d,-0.70751953125
ATSC7i,9.049057576873238
ATSC7m,202.02146171826163
ATSC7p,0.6498683023738352
ATSC7s,-12.638685438368057
ATSC7v,311.62003468642024
ATSC8Z,29.828125
ATSC8c,-0.2748530753078162
ATSC8d,-2.8427734375
ATSC8i,-7.03161178429852
ATSC8m,143.24538510253905
ATSC8p,-1.012130925402819
ATSC8s,-11.664252387152777
ATSC8v,60.487057756079025
AXp-0d,0.7035070027661071
AXp-1d,0.4466938654219938
AXp-2d,0.29814453386172807
AXp-3d,0.1878734747150696
AXp-4d,0.12200316547718963
AXp-5d,0.08061842443039396
AXp-6d,0.05370245914280217
AXp-7d,0.034974442250586546
GATS1Z,0.8018587799787342
GATS1c,1.6273752012224885
GATS1d,0.9068825910931174
GATS1i,1.2963148745149355
GATS1m,0.8063467385462968
GATS1p,1.0576118029256487
GATS1s,0.6143627164624453
GATS1v,0.9587864488790273
GATS2Z,0.8791556728232189
GATS2c,0.7617226377289861
GATS2d,1.2634347209245995
GATS2i,1.250821163364814
GATS2m,0.8887254414331176
GATS2p,1.1519735216814022
GATS2s,0.4579848724215928
GATS2v,1.0958210768466317
GATS3Z,1.039899047837559
GATS3c,0.9360647451130468
GATS3d,1.0814997359619787
GATS3i,1.0506282111707357
GATS3m,1.0387935091961733
GATS3p,0.9729369786383044
GATS3s,1.0003629744027138
GATS3v,1.0008847126611682
GATS4Z,1.0849145348170242
GATS4c,1.0136338647723497
GATS4d,1.0646013025875727
GATS4i,0.9793500968483992
GATS4m,1.0843675841023712
GATS4p,0.9898516514449889
GATS4s,0.9820790014477571
GATS4v,1.0257359898104024
GATS5Z,0.9947539965854416
GATS5c,1.172330881394777
GATS5d,1.120266730173851
GATS5i,1.031863527692826
GATS5m,0.9949618694050202
GATS5p,1.0261350287388107
GATS5s,0.9754771772954914
GATS5v,1.0001335559292805
GATS6Z,1.0102902374670184
GATS6c,0.9884181481427743
GATS6d,1.026540710751237
GATS6i,1.0493403098833227
GATS6m,1.0109746270138116
GATS6p,1.0633243901674188
GATS6s,1.1160418584473437
GATS6v,1.0466829237262578
GATS7Z,0.9889330707198335
GATS7c,1.1889401879976256
GATS7d,0.9771340594172321
GATS7i,0.9120997937031928
GATS7m,0.9851024087677843
GATS7p,0.9298931968529242
GATS7s,1.2328090371898408
GATS7v,0.9167372165534109
GATS8Z,1.0008875029983209
GATS8c,1.2309371847863513
GATS8d,0.9961967856704699
GATS8i,0.9694060982005388
GATS8m,0.9965352493836358
GATS8p,1.0032428069771555
GATS8s,1.4047416359577107
GATS8v,0.9576228698398315
MATS1Z,0.016910172094671758
MATS1c,-0.625237739840508
MATS1d,0.18081656494853668
MATS1i,-0.06724055059692362
MATS1m,0.018915642521995617
MATS1p,0.03365426729148876
MATS1s,-0.040184069442121606
MATS1v,0.04204539387159411
MATS2Z,-0.006905261258823264
MATS2c,0.15299184616328756
MATS2d,-0.09250223960075513
MATS2i,-0.10730041289736197
MATS2m,-0.011119550933361748
MATS2p,-0.10767732347331117
MATS2s,0.1360275942908285
MATS2v,-0.09823644900250553
MATS3Z,-0.07624838165161671
MATS3c,-0.010619420884119801
MATS3d,-0.02275197469705479
MATS3i,-0.020244947945653163
MATS3m,-0.07419301043175328
MATS3p,0.008610493368602094
MATS3s,-0.1214075003362152
MATS3v,-0.02381985595919881
MATS4Z,-0.10451498713515463
MATS4c,-0.016686791322392584
MATS4d,-0.08444466796869543
MATS4i,0.042351189041867035
MATS4m,-0.10385928543957089
MATS4p,-0.030098665988449236
MATS4s,-0.09060473323090136
MATS4v,-0.05925315253526044
MATS5Z,-0.00041043682204632074
MATS5c,-0.1371319847644088
MATS5d,-0.09264698531984394
MATS5i,-0.04663907811838225
MATS5m,-0.001514674552273505
MATS5p,-0.055029344140998596
MATS5s,0.06607527389986331
MATS5v,-0.026248865369403882
MATS6Z,0.007563764291996482
MATS6c,0.1596525744065609
MATS6d,-0.045733993102414154
MATS6i,-0.08082769189174824
MATS6m,0.003106220453944667
MATS6p,-0.09641369152164653
MATS6s,0.1769022193849459
MATS6v,-0.08811721897898228
MATS7Z,0.039771080307703745
MATS7c,-0.011470627895069141
MATS7d,-0.00918058961053772
MATS7i,0.04184858564302418
MATS7m,0.040438035471109246
MATS7p,0.02058710445228639
MATS7s,-0.04628940374161152
MATS7v,0.044760607596058676
MATS8Z,0.030526904933237387
MATS8c,-0.0925588198434393
MATS8d,-0.03968156599735547
MATS8i,-0.03498216884940618
MATS8m,0.0308452001220851
MATS8p,-0.03449220998858545
MATS8s,-0.04595692933311572
MATS8v,0.009346466949847504
MAXaaN,4.628310428950218
MAXsOH,9.295524604779205
MINaaN,4.350224365030526
MINsOH,9.295524604779205
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,8
NssNH2,0
NsssAs,0
NsssCH,1
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,10
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,45.373854739339926
SpAD_D,549.2877200086575
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,4.112285604359531
SssNH2,0
SsssAs,0
SsssCH,-0.7521287112371382
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,920
TMWC10,150.11704187878743
TSRW10,71.09879823016414
VE1_Dt,5.789964521479775
VE2_Dt,0.165427557756565
VE3_Dt,3.0088891325105096
VR1_Dt,240.72411565156543
VR2_Dt,6.8778318757590124
VR3_Dt,6.736414497927421
Xc-3dv,0.804308327956212
Xc-4dv,0.0
Xc-5dv,0.07835903824696727
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.30274943015462097
Xch-7d,0.5155485826237792
Xp-0dv,19.41939233009048
Xp-1dv,11.829530085746303
Xp-2dv,8.65024724405375
Xp-3dv,5.962646965344651
Xp-4dv,4.156190397255728
Xp-5dv,2.9121170905013742
Xp-6dv,1.6194478126092164
Xp-7dv,1.0119159456115763
Xpc-4d,4.141564325632636
Xpc-5d,6.238970717319525
Xpc-6d,9.36995220928389
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,4
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,67
nFRing,2
nHBAcc,6
nHBDon,4
nHRing,3
nSpiro,0
naRing,3
piPC10,6.844719794385675
AATS0dv,7.625
AATS0pe,6.296365625000001
AATS0se,7.7391236874999985
AATS1dv,7.0
AATS1pe,6.5156716417910445
AATS1se,7.777069731343284
AATS2dv,5.282051282051282
AATS2pe,6.354678632478632
AATS2se,7.699172615384616
AATS3dv,3.639751552795031
AATS3pe,6.212880124223602
AATS3se,7.673443751552797
AATS4dv,3.484472049689441
AATS4pe,6.204719254658385
AATS4se,7.682887055900621
AATS5dv,3.888888888888889
AATS5pe,6.204484967320261
AATS5se,7.691917725490197
AATS6dv,4.305555555555555
AATS6pe,6.31401875
AATS6se,7.80194163888889
AATS7dv,3.795774647887324
AATS7pe,6.212227464788732
AATS7se,7.7273617464788735
AATS8dv,4.015151515151516
AATS8pe,6.2366189393939395
AATS8se,7.750254363636364
AATSC0Z,7.40234375
AATSC0c,0.022496184275096358
AATSC0d,0.542724609375
AATSC0i,1.5227696851503252
AATSC0m,35.18188590405274
AATSC0p,0.2223011667943689
AATSC0s,1.92279052734375
AATSC0v,49.02764739764882
AATSC1Z,0.1251749067164179
AATSC1c,-0.014065463411196823
AATSC1d,0.09813359958022388
AATSC1i,-0.10239187206181188
AATSC1m,0.6654879770106983
AATSC1p,0.007481382886507516
AATSC1s,-0.07726554807343487
AATSC1v,2.0613867454317805
AATSC2Z,-0.05111511752136752
AATSC2c,0.003441732763876511
AATSC2d,-0.05020324185363248
AATSC2i,-0.1633938159642158
AATSC2m,-0.3912067722418362
AATSC2p,-0.02393679464541176
AATSC2s,0.2615525697597638
AATSC2v,-4.816301983291951
AATSC3Z,-0.5644167313664596
AATSC3c,-0.0002388964491039657
AATSC3d,-0.012348056579968944
AATSC3i,-0.030828393009086987
AATSC3m,-2.6102500278881386
AATSC3p,0.0019141227225154213
AATSC3s,-0.23344119159495771
AATSC3v,-1.1678314990303833
AATSC4Z,-0.7736558618012422
AATSC4c,-0.0003753891325486224
AATSC4d,-0.0458301994371118
AATSC4i,0.06449110680302576
AATSC4m,-3.6539655304114294
AATSC4p,-0.006690968568186252
AATSC4s,-0.17421392278888462
AATSC4v,-2.90504266969785
AATSC5Z,-0.0030381944444444445
AATSC5c,-0.0030849463992698467
AATSC5d,-0.05028179891748366
AATSC5i,-0.07102057430203036
AATSC5m,-0.053289107279858625
AATSC5p,-0.012233087410472855
