DLiP-ID,T004EU
AATSC3s,0.02662584184280508
AATSC3v,-5.436199627587234
AATSC4Z,2.437051281571633
AATSC4c,-0.007128416941246241
AATSC4d,-0.07128613598015635
AATSC4i,-0.14610514694723503
AATSC4m,11.231807959339893
AATSC4p,0.03443808634788195
AATSC4s,-0.7972966821248355
AATSC4v,4.604173359533074
AATSC5Z,-0.2153443423150352
AATSC5c,0.004976239089018033
AATSC5d,0.02397307457633792
AATSC5i,0.0708233796254145
AATSC5m,-1.1555856972070737
AATSC5p,-0.030601420605027754
AATSC5s,0.25766761558823154
AATSC5v,-3.775355538195645
AATSC6Z,0.6566260554647985
AATSC6c,0.001046287948576653
AATSC6d,-0.06316846103883324
AATSC6i,-0.06288197823107468
AATSC6m,3.0510381312850523
AATSC6p,0.0027101989977015685
AATSC6s,-0.20641896264343784
AATSC6v,-0.852447441446327
AATSC7Z,-1.5510751471253958
AATSC7c,-0.004106115646137169
AATSC7d,-0.06800965746189833
AATSC7i,-0.19269379223356228
AATSC7m,-7.06828175205599
AATSC7p,-0.026261073876987975
AATSC7s,-0.4558066225566468
AATSC7v,-2.5166975128050506
AATSC8Z,-1.707256721180344
AATSC8c,0.003180013635872477
AATSC8d,0.08976077564420924
AATSC8i,0.18556211184231255
AATSC8m,-8.373321312485992
AATSC8p,0.00951190552776547
AATSC8s,0.5026223882561371
AATSC8v,-2.698933557259813
ATS0are,307.6447999999998
ATS1are,316.4248
ATS2are,559.2040000000001
ATS3are,742.8539
ATS4are,801.0249000000001
ATS5are,785.9362000000002
ATS6are,723.7409999999999
ATS7are,756.3678000000001
ATS8are,667.5508000000001
ATSC0dv,196.36564223798257
ATSC0pe,7.388123404255318
ATSC0se,5.663222212765958
ATSC1dv,-4.26746363082563
ATSC1pe,-0.44065631507469416
ATSC1se,-0.0550625622453596
ATSC2dv,39.860240654114214
ATSC2pe,2.6535507922136716
ATSC2se,2.0246028872793125
ATSC3dv,20.78770909131555
ATSC3pe,-0.3131795382526042
ATSC3se,-1.0615484445450416
ATSC4dv,-58.034058201856595
ATSC4pe,-4.4330879130828444
ATSC4se,-3.7106602711634245
ATSC5dv,-46.03860190354833
ATSC5pe,2.2014810321412446
ATSC5se,2.8635061177003105
ATSC6dv,-44.061717217443785
ATSC6pe,-0.6581764146672707
ATSC6se,-0.6868284780443616
ATSC7dv,-53.39612360209918
ATSC7pe,-3.3433363512901764
ATSC7se,-2.8859010113173373
ATSC8dv,22.60347959246405
ATSC8pe,0.7517784970574933
ATSC8se,1.2121801933001342
AXp-0dv,0.6273078004123142
AXp-1dv,0.38042636636208466
AXp-2dv,0.2301667536198259
AXp-3dv,0.13631717818070485
AXp-4dv,0.08679750160214672
AXp-5dv,0.04928146382833661
AXp-6dv,0.030817901513525366
AXp-7dv,0.018194223745335622
BertzCT,991.0137362880383
ECIndex,628
ETA_eta,27.592889865447997
GATS1dv,0.7340815758699907
GATS1pe,0.633904309531248
GATS1se,0.6108634302112528
GATS2dv,0.746319643100014
GATS2pe,0.5249816303194768
GATS2se,0.5166913787043698
GATS3dv,0.9052766005067083
GATS3pe,0.9071932328167606
GATS3se,0.9372397008090073
GATS4dv,1.2858433724417355
GATS4pe,1.4282331564521196
GATS4se,1.4497732254575055
GATS5dv,1.2507908352997208
GATS5pe,1.1303195064649472
GATS5se,1.0675325764848007
GATS6dv,1.0445115067071185
GATS6pe,0.9383113438531878
GATS6se,0.9196522058166386
GATS7dv,1.1025617539100336
GATS7pe,1.2128551247766444
GATS7se,1.2355005808461803
GATS8dv,1.0330972084709784
GATS8pe,1.1587125961586868
GATS8se,1.125074690910038
LogEE_A,4.290194428987293
LogEE_D,162.0804087018162
MATS1dv,-0.020845201814131742
MATS1pe,-0.05720943193604275
MATS1se,-0.009325982407345017
MATS2dv,0.11093633672556068
MATS2pe,0.1962875122458398
MATS2se,0.19537799828832342
MATS3dv,0.0425258618911604
MATS3pe,-0.017028297722615122
MATS3se,-0.07529882715576178
MATS4dv,-0.11479683809155393
MATS4pe,-0.23306909545856805
MATS4se,-0.2545072036694174
MATS5dv,-0.09582010486000563
MATS5pe,0.12178136137537261
MATS5se,0.20664958151199478
MATS6dv,-0.09170561636368842
MATS6pe,-0.036408953169758417
MATS6se,-0.04956609545237299
MATS7dv,-0.10650275427923239
MATS7pe,-0.17724032648143168
MATS7se,-0.1995880060797706
MATS8dv,0.05252552848285538
MATS8pe,0.046431893207434446
MATS8se,0.09767068058352121
MAXaaCH,1.8169308478472233
MAXaasC,0.8075637886327373
MAXdssC,-0.6359665532879812
MAXssNH,2.4829347407687354
MAXsssN,1.0777550233056183
MDEC-22,8.735198089534352
MDEC-23,18.261451133199937
MDEC-33,6.853976507383535
MDEN-23,0.33333333333333337
MDEO-11,1.9905358527674863
MINaaCH,1.2707323067478191
MINaasC,-0.10826839197825788
MINdssC,-1.1798360260337162
MINssNH,2.4829347407687354
MINsssN,1.0777550233056183
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,4.079831932773109
SM1_Dzi,1.4056909349580957
SM1_Dzm,4.104415191879433
SM1_Dzp,-5.13166918773355
SM1_Dzv,-2.1518866369588316
SddssSe,0
SpAD_Dt,504.3379500181385
SpAbs_A,35.65036123842526
SpAbs_D,324.1608174036325
SpMAD_A,1.229322801325009
SpMAD_D,11.177959220814909
SpMax_A,2.4872826931378023
SpMax_D,162.0804087018162
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,140.4
TpiPC10,7.669290981780143
VAdjMat,5.954196310386875
VE1_DzZ,5.310799418068468
VE1_Dzi,5.309458586135504
VE1_Dzm,5.31091255039083
VE1_Dzp,5.325610901940678
VE1_Dzv,5.325841510594334
VE2_DzZ,0.18313101441615406
VE2_Dzi,0.18308477883225877
VE2_Dzm,0.18313491553071828
VE2_Dzp,0.1836417552393337
VE2_Dzv,0.1836497072618736
VE3_DzZ,2.7344531104569154
VE3_Dzi,2.734200605868127
VE3_Dzm,2.7344744125450724
VE3_Dzp,2.7372381653768363
VE3_Dzv,2.737281466261028
VR1_DzZ,177.73425812778945
VR1_Dzi,178.64711177549313
VR1_Dzm,177.70856858266663
VR1_Dzp,177.28680690568774
VR1_Dzv,177.09055035761986
VR2_DzZ,6.128767521647912
VR2_Dzi,6.160245233637694
VR2_Dzm,6.127881675264367
VR2_Dzp,6.113338169161646
VR2_Dzv,6.106570701986891
VR3_DzZ,6.245000239884969
VR3_Dzi,6.250123154387378
VR3_Dzm,6.244855690363993
VR3_Dzp,6.242479536168512
VR3_Dzv,6.241371922693162
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.2091382231152856
Xch-6dv,0.264836539883321
Xch-7dv,0.3766759423753038
Xpc-4dv,3.4548277876594793
Xpc-5dv,5.36745064445742
Xpc-6dv,6.980447722286857
Zagreb1,152.0
Zagreb2,178.0
fragCpx,149.11
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,1
n5FRing,0
n5HRing,2
n5aRing,1
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,1
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,11
nBondsD,4
nBondsM,15
nBondsO,31
nBondsS,34
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,11
naHRing,1
AATS0are,6.545634042553187
AATS1are,6.457648979591837
AATS2are,6.502372093023257
AATS3are,6.349178632478632
AATS4are,6.620040495867769
AATS5are,6.834227826086958
AATS6are,6.293399999999999
AATS7are,6.303065000000001
AATS8are,6.481075728155341
AATSC0dv,4.177992388042182
AATSC0pe,0.1571941149841557
AATSC0se,0.12049408963331826
AATSC1dv,-0.08709109450664551
AATSC1pe,-0.008992986021932534
AATSC1se,-0.0011237257601093796
AATSC2dv,0.4634911703966769
AATSC2pe,0.030855241769926413
AATSC2se,0.02354189403813154
AATSC3dv,0.17767272727620126
AATSC3pe,-0.002676748190193198
AATSC3se,-0.0090730636285901
AATSC4dv,-0.4796203157178231
AATSC4pe,-0.03663709019076731
AATSC4se,-0.030666613811267972
AATSC5dv,-0.4003356687265072
AATSC5pe,0.019143313322967342
AATSC5se,0.024900053197394006
AATSC6dv,-0.38314536710820685
AATSC6pe,-0.005723273171019745
AATSC6se,-0.00597242154821184
AATSC7dv,-0.44496769668415986
AATSC7pe,-0.02786113626075147
AATSC7se,-0.024049175094311145
AATSC8dv,0.21945125817926264
AATSC8pe,0.007298820359781489
AATSC8se,0.011768739740778002
AETA_eta,0.9514789608775172
ATSC0are,7.459940425531913
ATSC1are,-0.7065081032141248
ATSC2are,3.2684324128564977
ATSC3are,0.41921425984608396
ATSC4are,-5.528401946582167
ATSC5are,1.715043639655953
ATSC6are,-0.8879776369397918
ATSC7are,-3.3235925758261646
ATSC8are,1.384811407876867
BCUTZ-1h,17.00213084156409
BCUTZ-1l,5.700489789146627
BCUTc-1h,0.4606587382234624
BCUTc-1l,-0.37499722956315495
BCUTd-1h,4.048542668611757
BCUTd-1l,0.9706522681518234
BCUTi-1h,14.543256778804334
BCUTi-1l,10.311370452573813
BCUTm-1h,35.45152931062279
BCUTm-1l,11.711752697094866
BCUTp-1h,2.9547809439156687
BCUTp-1l,0.7413900780647285
BCUTs-1h,7.015033432771064
BCUTs-1l,0.2975831224287204
BCUTv-1h,24.442578059785575
BCUTv-1l,14.699968275521035
BalabanJ,1.643612549292589
Diameter,13
ETA_beta,35.25
GATS1are,0.6958571737996625
GATS2are,0.5110474753769093
GATS3are,0.8731805942285062
GATS4are,1.5692237517626888
GATS5are,1.2451145009429088
GATS6are,0.9843027666640427
GATS7are,1.1922558348535097
GATS8are,1.116016877156509
HybRatio,0.3333333333333333
Lipinski,True
LogEE_Dt,252.16897500906924
MATS1are,-0.09084134713160177
MATS2are,0.23944377793429483
MATS3are,0.02257421640184379
MATS4are,-0.2878569633187959
MATS5are,0.09395931318927832
MATS6are,-0.04864819003150173
MATS7are,-0.17449742910501823
MATS8are,0.08470633793529299
MAXddssS,-4.025623307193247
MAXssCH2,0.4804337784496515
MAXsssCH,-0.997275132275133
MINddssS,-4.025623307193247
MINssCH2,0.12709437903566623
MINsssCH,-1.1463719870664313
NsssssAs,0
RotRatio,0.22580645161290322
SM1_Dzpe,2.0253048355359997
SM1_Dzse,2.0852805409618442
SMR_VSA1,23.113398747313287
SMR_VSA2,0.0
SMR_VSA3,9.622004595302565
SMR_VSA4,0.0
SMR_VSA5,36.24163000259173
SMR_VSA6,6.544756405912575
SMR_VSA7,50.63431193395791
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,232.38534556297316
SpAD_Dzi,268.8822440564181
SpAD_Dzm,232.28187814976587
SpAD_Dzp,329.29099187532347
SpAD_Dzv,320.99358102967454
SpAbs_Dt,504.3379500181384
SpDiam_A,4.927265376427722
SpDiam_D,239.52504513034114
SpMAD_Dt,17.390963793728915
SpMax_Dt,252.16897500906924
SsssssAs,0
VE1_Dzpe,5.311859285637555
VE1_Dzse,5.312538179775975
VE2_Dzpe,0.18316756157370878
VE2_Dzse,0.18319097171641294
VE3_Dzpe,2.7346526589131286
VE3_Dzse,2.734780457998499
VMcGowan,308.2900000000005
VR1_Dzpe,178.11743275607603
VR1_Dzse,178.02697005146823
VR2_Dzpe,6.141980439864691
VR2_Dzse,6.138861036257525
VR3_Dzpe,6.2471538043400185
VR3_Dzse,6.246645792950031
mZagreb1,11.0625
mZagreb2,6.25
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,1
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,9
nBondsKS,40
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.15872213671344496
AATSC1are,-0.014418532718655609
AATSC2are,0.0380050280564709
AATSC3are,0.0035830278619323414
AATSC4are,-0.04568927228580303
AATSC5are,0.014913422953530027
AATSC6are,-0.007721544669041668
AATSC7are,-0.02769660479855137
AATSC8are,0.013444770950260844
AETA_beta,1.2155172413793103
BCUTdv-1h,6.024067543581632
BCUTdv-1l,0.6447966205899038
BCUTpe-1h,3.537247311082341
BCUTpe-1l,2.2396913438177743
BCUTse-1h,3.7684849895875105
BCUTse-1l,2.4392235540103866
ETA_alpha,14.561904761904762
ETA_dBeta,-1.25
ETA_eta_B,0.7346358807412567
ETA_eta_F,29.60616491175283
ETA_eta_L,7.193628887712073
ETA_eta_R,57.19905477720083
ETA_psi_1,0.5425833924769342
LabuteASA,181.8368485098895
LogEE_DzZ,115.89210141351737
LogEE_Dzi,134.48959412941448
LogEE_Dzm,115.84229677199785
LogEE_Dzp,163.62794962754037
LogEE_Dzv,160.27418155239332
PEOE_VSA1,10.423315998847038
PEOE_VSA2,4.794537184071822
PEOE_VSA3,13.212334168400758
PEOE_VSA4,4.305215991296234
PEOE_VSA5,11.336785877934737
PEOE_VSA6,29.268246848926644
PEOE_VSA7,42.487174290164376
PEOE_VSA8,27.887991850022537
PEOE_VSA9,4.895483475517775
SM1_Dzare,1.9839421532917498
SpAD_Dzpe,268.9959222067319
SpAD_Dzse,267.8486647985063
SpAbs_DzZ,229.14961678870486
SpAbs_Dzi,267.5734973238708
SpAbs_Dzm,229.02665230793045
SpAbs_Dzp,332.4426457311514
SpAbs_Dzv,322.70024974174544
SpDiam_Dt,374.1554656561799
SpMAD_DzZ,8.013287778033558
SpMAD_Dzi,9.27180151918683
SpMAD_Dzm,8.009719936198824
SpMAD_Dzp,11.354861788804257
SpMAD_Dzv,11.068744173437054
SpMax_DzZ,115.89210141351737
SpMax_Dzi,134.48959412941448
SpMax_Dzm,115.84229677199785
SpMax_Dzp,163.62794962754037
SpMax_Dzv,160.27418155239332
VE1_Dzare,5.3100458569613815
VE2_Dzare,0.18310502955039246
VE3_Dzare,2.7343112081715817
VR1_Dzare,178.32406535003403
VR2_Dzare,6.149105701725311
VR3_Dzare,6.248313223870029
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,11
nAromBond,11
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.5021346469622332
AETA_dBeta,-0.04310344827586207
AETA_eta_B,0.025332271749698508
AETA_eta_F,1.0209022383363044
AETA_eta_L,0.24805616854179563
AETA_eta_R,1.9723811992138216
BCUTare-1h,3.581266071071451
BCUTare-1l,2.1844212642482965
ETA_beta_s,18.25
ETA_dPsi_A,0.17141660752306576
ETA_dPsi_B,0.0
ETA_eta_BR,0.9926358807412567
ETA_eta_FL,6.485948793919766
ETA_eta_RL,13.679577681631839
LogEE_Dzpe,134.56779920114303
LogEE_Dzse,133.9962386248036
PEOE_VSA10,12.083681658295921
PEOE_VSA11,0.0
PEOE_VSA12,15.930470882759089
PEOE_VSA13,0.0
SlogP_VSA1,5.316788604006331
SlogP_VSA2,48.334463451977726
SlogP_VSA3,26.033187144477235
SlogP_VSA4,0.0
SlogP_VSA5,17.718790439553317
SlogP_VSA6,40.60738158829174
SlogP_VSA7,10.045266627482652
SlogP_VSA8,0.0
SlogP_VSA9,0.0
SpAD_Dzare,268.7114853159071
SpAbs_Dzpe,267.11029356675016
SpAbs_Dzse,265.9071967086453
SpDiam_DzZ,176.1387005425903
SpDiam_Dzi,201.00142390973122
SpDiam_Dzm,176.09843986405582
SpDiam_Dzp,252.33651523902446
SpDiam_Dzv,245.65630653336012
SpMAD_Dzpe,9.275721455404549
SpMAD_Dzse,9.236160855120907
SpMax_Dzpe,134.56779920114303
SpMax_Dzse,133.9962386248036
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,29
AETA_beta_s,0.6293103448275862
AETA_eta_BR,0.03422882347383644
AETA_eta_FL,0.2236534066868885
AETA_eta_RL,0.4717095752286841
DetourIndex,3526
EState_VSA1,33.98345782900686
EState_VSA2,27.906328131839015
EState_VSA3,12.841643245852019
EState_VSA4,9.182363184997534
EState_VSA5,29.535887083319565
EState_VSA6,12.13273413692322
EState_VSA7,5.380062770465915
EState_VSA8,5.316788604006331
EState_VSA9,23.20187978046503
ETA_beta_ns,17.0
ETA_shape_p,0.21255722694571616
ETA_shape_x,0.05722694571615435
ETA_shape_y,0.302158273381295
GhoseFilter,True
LogEE_Dzare,134.42415445634293
SlogP_VSA10,0.0
SlogP_VSA11,0.0
SpAbs_Dzare,266.8643667593942
SpDiam_Dzpe,202.30164465318563
SpDiam_Dzse,201.72901763302144
SpMAD_Dzare,9.265913286755417
SpMax_Dzare,134.42415445634293
TopoPSA(NO),103.78
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,27.165152125728874
VSA_EState9,43.76825150812887
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.5862068965517241
EState_VSA10,23.113398747313287
ETA_dAlpha_A,0.0021346469622331617
ETA_dAlpha_B,0.0
FilterItLogS,-4.321881756547419
SpDiam_Dzare,201.66906105821838
ETA_beta_ns_d,1.0
ETA_epsilon_1,0.6859169199594732
ETA_epsilon_2,0.9254515599343182
ETA_epsilon_3,0.43975903614457795
ETA_epsilon_4,0.6182121971595651
ETA_epsilon_5,0.8850998463901687
AETA_beta_ns_d,0.034482758620689655
ETA_dEpsilon_A,0.24615788381489528
ETA_dEpsilon_B,0.06770472279990813
ETA_dEpsilon_C,-0.17845316101498715
ETA_dEpsilon_D,0.04035171354414946
PetitjeanIndex,0.46153846153846156
TopoShapeIndex,0.8571428571428571
CDK Descriptors
FMFDescriptor,0.7241379310344828
MDEDescriptor,"0.0,0.0,0.0,0.0,8.735198089534352,18.261451133199937,0.0,6.853976507383535,0.0,0.0,1.9905358527674863,0.0,0.0,0.0,0.0,0.0,0.0,0.33333333333333337,0.0"
APolDescriptor,60.052273999999976
BCUTDescriptor,"11.849999999999994,34.969856306529415,-0.330409379532751,0.2769977276885794,4.624429718810978,12.873652157166443"
BPolDescriptor,33.829725999999994
TPSADescriptor,140.39999999999998
ALOGPDescriptor,"2.4108000000000014,5.811956640000007,105.616"
XLogPDescriptor,2.5500000000000003
VAdjMaDescriptor,5.954196310386876
WeightDescriptor,476.00341918
ChiPathDescriptor,"21.181433796945203,13.679577681631839,13.24025963532064,10.214852315919009,8.41788815349383,6.077439253596281,3.689596784891113,2.4390505645898504,17.579171401927628,10.712495463120609,8.938702594714355,6.354744406305199,4.927124741863243,2.806248381676462,1.6998106148241656,0.9972460896449418"
ChiChainDescriptor,"0.0,0.0,0.2621886974951644,0.2970704012027991,0.531075435577003,0.0,0.0,0.20913822311528563,0.2088999346044975,0.26032670036604355"
AtomCountDescriptor,47
BondCountDescriptor,31
SmallRingDescriptor,"3,2,3,2,0,0,2,1,0,0,0"
ChiClusterDescriptor,"2.826131738323151,0.16666666666666666,0.8759423616138584,0.15137471507731048,1.3550235669949267,0.022807522979332223,0.19525315170155008,0.01691363992580506"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,3,9,0,1,5,0,0"
ZagrebIndexDescriptor,152.0
LargestChainDescriptor,14
MannholdLogPDescriptor,2.23
WeightedPathDescriptor,"57.939541973068096,1.997915240450624,30.4252904852598,12.409830278179221,6.463447840525935"
FractionalPSADescriptor,0.29495586448068756
WienerNumbersDescriptor,"2275.0,44.0"
AminoAcidCountDescriptor,"2,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"5.757735147206634,8.594953947294632,12.878887007412587,2.4157755174308075,3.5745390066115763,3.9722001753053178"
FractionalCSP3Descriptor,0.3333333333333333
KierHallSmartsDescriptor,"0,0,0,0,0,0,0,0,4,0,0,6,2,0,0,2,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,2
LargestPiSystemDescriptor,10
PetitjeanNumberDescriptor,0.46153846153846156
AcidicGroupCountDescriptor,1
KappaShapeIndicesDescriptor,"23.658688865764827,10.08,5.825792551554325"
AromaticAtomsCountDescriptor,11
AromaticBondsCountDescriptor,11
FragmentComplexityDescriptor,1589.11
HBondAcceptorCountDescriptor,7
HybridizationRatioDescriptor,0.3333333333333333
AutocorrelationDescriptorMass,"61.27371167285527,48.80015473098127,70.52863526983091,68.49599033585912,90.47530593780775"
PetitjeanShapeIndexDescriptor,"0.8571428571428571,NaN"
RotatableBondsCountDescriptor,8
AutocorrelationDescriptorCharge,"0.6609194095588962,-0.3169817636425545,0.06240426267022132,0.1476563508249368,-0.5615871299408883"
EccentricConnectivityIndexDescriptor,628
AutocorrelationDescriptorPolarizability,"2522.664680726991,2973.098357556824,4206.551579018916,4035.353085199696,4063.9246981428464"
