DLiP-ID,T007UQ
AATSC3d,-0.11570247933884295
AATSC3i,-0.2106896246764965
AATSC3m,-3.414554516012395
AATSC3p,-0.034107898522999475
AATSC3s,-0.022968266418392627
AATSC3v,-3.955510073321797
AATSC4Z,-2.2424991016888254
AATSC4c,-0.0019352960630998524
AATSC4d,-0.12010420409629896
AATSC4i,-0.15846151186783647
AATSC4m,-10.263824486547788
AATSC4p,-0.032185845799289264
AATSC4s,-0.3640681444809684
AATSC4v,-7.895432440995165
AATSC5Z,-0.05348943985307648
AATSC5c,-0.002596727867969357
AATSC5d,0.015886134067952234
AATSC5i,-0.14523075567335914
AATSC5m,-0.2255174820133168
AATSC5p,0.005152784258044567
AATSC5s,0.7495552348210879
AATSC5v,-0.886031167745579
AATSC6Z,-0.5338190517616354
AATSC6c,0.005919509377959119
AATSC6d,0.01391909525880816
AATSC6i,0.14594177526865162
AATSC6m,-2.251962591316879
AATSC6p,-0.0016226668416893788
AATSC6s,0.028010282919573186
AATSC6v,2.456680711689935
AATSC7Z,-0.6096221959858324
AATSC7c,-0.00033089271547486555
AATSC7d,-0.07863046044864225
AATSC7i,-0.18067101642686775
AATSC7m,-2.8221210367030687
AATSC7p,-0.017877856095179504
AATSC7s,0.11751217785519127
AATSC7v,-4.267485721779107
AATSC8Z,-0.859649633337214
AATSC8c,-0.004517580615910065
AATSC8d,-0.04888837155162379
AATSC8i,-0.1942493202574919
AATSC8m,-3.9522573418475764
AATSC8p,-0.02804245786882991
AATSC8s,-0.23788985963474388
AATSC8v,-4.415705098480657
ATS0are,297.6631999999999
ATS1are,315.69390000000004
ATS2are,490.28049999999996
ATS3are,579.4207
ATS4are,623.2730000000001
ATS5are,600.9320000000001
ATS6are,497.6910000000001
ATS7are,463.5420000000001
ATS8are,450.96799999999996
ATSC0dv,197.1010101010101
ATSC0pe,6.582899999999999
ATSC0se,4.864277159090907
ATSC1dv,44.29361799816344
ATSC1pe,0.46672499999999845
ATSC1se,0.36516405733471063
ATSC2dv,28.27961432506884
ATSC2pe,1.9068999999999978
ATSC2se,1.4859020960743794
ATSC3dv,-42.363636363636374
ATSC3pe,-0.8130500000000007
ATSC3se,-0.8378877499999998
ATSC4dv,-70.77685950413225
ATSC4pe,-2.882950000000003
ATSC4se,-2.0658387871900827
ATSC5dv,21.869146005509666
ATSC5pe,0.822349999999999
ATSC5se,0.8299193336776854
ATSC6dv,11.254820936639131
ATSC6pe,1.0369000000000004
ATSC6se,1.0292882024793388
ATSC7dv,-3.1657483930211225
ATSC7pe,0.11244999999999927
ATSC7se,0.19588895144628102
ATSC8dv,-2.8220844811753807
ATSC8pe,-1.1338249999999974
ATSC8se,-0.932388802169421
AXp-0dv,0.5455082474999637
AXp-1dv,0.2901310733636059
AXp-2dv,0.15594736071621595
AXp-3dv,0.08488762974555547
AXp-4dv,0.045607369347033196
AXp-5dv,0.024623931185232737
AXp-6dv,0.013035865288988494
AXp-7dv,0.0068473111557329465
BertzCT,1274.5303768783187
ECIndex,822
ETA_eta,22.057801695084688
GATS1dv,0.45076550166773705
GATS1pe,0.5839883993441422
GATS1se,0.6195923847541716
GATS2dv,0.6846232795599884
GATS2pe,0.538706447868823
GATS2se,0.5561166656671668
GATS3dv,0.9787000973709833
GATS3pe,0.8836005373426191
GATS3se,0.8977567313035557
GATS4dv,1.1411361210697883
GATS4pe,1.2591108088347476
GATS4se,1.2770403389873572
GATS5dv,1.0285946121389158
GATS5pe,1.0711878081426454
GATS5se,1.0552448468036861
GATS6dv,0.983484357257105
GATS6pe,0.8742237663611702
GATS6se,0.8080118904304566
GATS7dv,0.9661471107173971
GATS7pe,0.9305968060103773
GATS7se,0.9157765254780035
GATS8dv,0.9580019965021512
GATS8pe,0.9505365908556506
GATS8se,0.9271980440457758
LogEE_A,4.33800847238967
LogEE_D,195.56228693846074
MATS1dv,0.21038129517582926
MATS1pe,0.06637409691066098
MATS1se,0.07027883117445684
MATS2dv,0.08531110929511986
MATS2pe,0.17223904850938512
MATS2se,0.18163219848017964
MATS3dv,-0.10746681699379904
MATS3pe,-0.0617546977775753
MATS3se,-0.08612664560386542
MATS4dv,-0.17173835057564749
MATS4pe,-0.20945209161813866
MATS4se,-0.2031154521893514
MATS5dv,0.05424417909427909
MATS5pe,0.061073049534062104
MATS5se,0.08341184674290225
MATS6dv,0.03305893237167128
MATS6pe,0.09119241159911132
MATS6se,0.12250611482089525
MATS7dv,-0.010095833546866198
MATS7pe,0.010737343289865668
MATS7se,0.02531315425187657
MATS8dv,-0.00887310229438948
MATS8pe,-0.10673899234016238
MATS8se,-0.11878813515634974
MAXaaCH,1.9753363817496559
MAXaaaC,1.0421700580931281
MAXaasC,0.6424060109835448
MAXddsN,-0.7308394114462353
MAXdssC,0.5563665280927186
MAXsCH3,1.7514366371229646
MAXssNH,2.9080351629224284
MDEC-12,1.5101669850013488
MDEC-13,2.2847040432034755
MDEC-22,6.908789291475014
MDEC-23,18.935188016641952
MDEC-33,10.128181376403196
MDEN-22,1.6509636244473134
MDEN-23,0.2924017738212866
MDEO-11,1.628650569956944
MDEO-12,0.6172133998483676
MINaaCH,1.149414125536961
MINaaaC,0.8801330210560914
MINaasC,-0.47610428739397004
MINddsN,-0.7308394114462353
MINdssC,-1.3813820651717477
MINsCH3,1.7514366371229646
MINssNH,2.9080351629224284
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,2.4464285714285716
SM1_Dzi,1.6797687759523052
SM1_Dzm,2.441687311855157
SM1_Dzp,-7.060060663388549
SM1_Dzv,-3.1146920280923753
SddssSe,0
SpAD_Dt,636.815077912614
SpAbs_A,38.7779818602796
SpAbs_D,391.12457387692143
SpMAD_A,1.2925993953426533
SpMAD_D,13.037485795897384
SpMax_A,2.4256157023221347
SpMax_D,195.56228693846074
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,159.10000000000002
TpiPC10,9.137519731912517
VAdjMat,6.044394119358453
VE1_DzZ,5.40432028482376
VE1_Dzi,5.402950148088511
VE1_Dzm,5.404313580792151
VE1_Dzp,5.383954681051069
VE1_Dzv,5.395371116954852
VE2_DzZ,0.18014400949412535
VE2_Dzi,0.18009833826961702
VE2_Dzm,0.18014378602640505
VE2_Dzp,0.17946515603503563
VE2_Dzv,0.17984570389849505
VE3_DzZ,2.78581097511188
VE3_Dzi,2.785557416777961
VE3_Dzm,2.7858097346162367
VE3_Dzp,2.7820354636368987
VE3_Dzv,2.784153674067929
VR1_DzZ,192.19668167280204
VR1_Dzi,192.2847167466421
VR1_Dzm,192.19715129641446
VR1_Dzp,194.33080036280583
VR1_Dzv,192.86112136050986
VR2_DzZ,6.406556055760068
VR2_Dzi,6.409490558221403
VR2_Dzm,6.406571709880482
VR2_Dzp,6.477693345426861
VR2_Dzv,6.428704045350329
VR3_DzZ,6.357131520085448
VR3_Dzi,6.3575894620079465
VR3_Dzm,6.357133963535744
VR3_Dzp,6.368174152111889
VR3_Dzv,6.360582640109208
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.10248601056013436
Xch-6dv,0.19914433121428313
Xch-7dv,0.2585954148340628
Xpc-4dv,1.8163629115985962
Xpc-5dv,2.266052664680838
Xpc-6dv,2.5579401851823516
Zagreb1,160.0
Zagreb2,189.0
fragCpx,219.1
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,2
n5aRing,2
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,1
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,21
nBondsD,3
nBondsM,24
nBondsO,33
nBondsS,23
nBondsT,0
nFARing,0
nFHRing,1
nFaRing,1
nHetero,10
naHRing,2
AATS0are,6.765072727272725
AATS1are,6.716891489361703
AATS2are,6.625412162162162
AATS3are,6.584326136363637
AATS4are,6.774706521739132
AATS5are,6.677022222222224
AATS6are,6.5485657894736855
AATS7are,6.622028571428572
AATS8are,6.3516619718309855
AATSC0dv,4.479568411386594
AATSC0pe,0.1496113636363636
AATSC0se,0.11055175361570244
AATSC1dv,0.9424174042162434
AATSC1pe,0.009930319148936138
AATSC1se,0.007769448028398099
AATSC2dv,0.3821569503387681
AATSC2pe,0.02576891891891889
AATSC2se,0.020079758055059183
AATSC3dv,-0.48140495867768607
AATSC3pe,-0.009239204545454554
AATSC3se,-0.009521451704545452
AATSC4dv,-0.769313690262307
AATSC4pe,-0.03133641304347829
AATSC4se,-0.02245476942597916
AATSC5dv,0.24299051117232962
AATSC5pe,0.009137222222222212
AATSC5se,0.00922132592975206
AATSC6dv,0.14808974916630435
AATSC6pe,0.013643421052631584
AATSC6se,0.013543265822096563
AATSC7dv,-0.04522497704315889
AATSC7pe,0.001606428571428561
AATSC7se,0.002798413592089729
AATSC8dv,-0.03974766874894902
AATSC8pe,-0.015969366197183064
AATSC8se,-0.013132236650273535
AETA_eta,0.7352600565028229
ATSC0are,7.355918181818177
ATSC1are,0.6401419421487599
ATSC2are,2.0060785123966935
ATSC3are,-0.988372727272727
ATSC4are,-3.0002425619834714
ATSC5are,0.9942855371900835
ATSC6are,1.2413095041322317
ATSC7are,0.1716756198347113
ATSC8are,-1.3093179752066098
BCUTZ-1h,16.00450519228811
BCUTZ-1l,5.685119875726749
BCUTc-1h,0.5057837272769412
BCUTc-1l,-0.5272935531498876
BCUTd-1h,3.22521216061538
BCUTd-1l,0.9715239391903502
BCUTi-1h,14.642048328425656
BCUTi-1l,10.311295755257742
BCUTm-1h,32.06224652217153
BCUTm-1l,11.696906339848043
BCUTp-1h,2.9365414458471295
BCUTp-1l,0.6692099410564197
BCUTs-1h,8.00193902069914
BCUTs-1l,0.60485482474205
BCUTv-1h,24.440721494779993
BCUTv-1l,14.651531509675625
BalabanJ,1.2194028916146542
Diameter,16
ETA_beta,42.75
GATS1are,0.5925482125380855
GATS2are,0.5619351958728047
GATS3are,0.8936046856519985
GATS4are,1.258758636870756
GATS5are,1.0653731572420422
GATS6are,0.8606656609991931
GATS7are,0.9292636179332237
GATS8are,0.9388045853173075
HybRatio,0.05
Lipinski,True
LogEE_Dt,318.40753895630695
MATS1are,0.08146934255781675
MATS2are,0.16215561542700732
MATS3are,-0.06718214523617967
MATS4are,-0.1950672344544925
MATS5are,0.06608218573129952
MATS6are,0.09769723548444449
MATS7are,0.014669873555297964
MATS8are,-0.11030687163824511
NsssssAs,0
RotRatio,0.18181818181818182
SM1_Dzpe,1.9499694002447983
SM1_Dzse,1.8748820777026527
SMR_VSA1,19.241526564783545
SMR_VSA2,0.0
SMR_VSA3,4.9839785209472085
SMR_VSA4,5.101407525739723
SMR_VSA5,6.923737199690624
SMR_VSA6,5.425791397110385
SMR_VSA7,76.03532079549151
SMR_VSA8,0.0
SMR_VSA9,11.323698910571437
SpAD_DzZ,265.04239370686713
SpAD_Dzi,269.4641275550323
SpAD_Dzm,265.11546233764847
SpAD_Dzp,406.82821648429274
SpAD_Dzv,366.6946549749318
SpAbs_Dt,636.8150779126144
SpDiam_A,4.809233804747842
SpDiam_D,303.5572511219783
SpMAD_Dt,21.2271692637538
SpMax_Dt,318.40753895630695
SsssssAs,0
VE1_Dzpe,5.403558067128178
VE1_Dzse,5.403721387188848
VE2_Dzpe,0.18011860223760592
VE2_Dzse,0.18012404623962827
VE3_Dzpe,2.785669926578204
VE3_Dzse,2.7857001506621413
VMcGowan,283.2400000000004
VR1_Dzpe,192.20516060624334
VR1_Dzse,192.19046372282835
VR2_Dzpe,6.406838686874778
VR2_Dzse,6.406348790760945
VR3_Dzpe,6.357175635032413
VR3_Dzse,6.357099167546875
mZagreb1,9.722222222222221
mZagreb2,6.499999999999999
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,2
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,1
n9FaRing,1
n9aHRing,0
nBondsKD,12
nBondsKS,35
nFAHRing,0
nFaHRing,1
nG12Ring,0
AATSC0are,0.16717995867768584
AATSC1are,0.01362004132231404
AATSC2are,0.027109169086441804
AATSC3are,-0.011231508264462807
AATSC4are,-0.03261133219547251
AATSC5are,0.011047617079889816
AATSC6are,0.016333019791213575
AATSC7are,0.00245250885478159
AATSC8are,-0.018441098242346615
AETA_beta,1.425
BCUTdv-1h,7.004123608561637
BCUTdv-1l,0.6531819838055508
BCUTpe-1h,3.5532834865060328
BCUTpe-1l,2.230674079729632
BCUTse-1h,3.7571862700185514
BCUTse-1l,2.4295602180914737
ETA_alpha,14.100000000000001
ETA_dBeta,4.25
ETA_eta_B,0.49548956900315844
ETA_eta_F,33.24751792860644
ETA_eta_L,5.727237958815753
ETA_eta_R,55.305319623691126
ETA_psi_1,0.5280898876404498
LabuteASA,173.00047518642762
LogEE_DzZ,132.4024960834043
LogEE_Dzi,134.78805607004784
LogEE_Dzm,132.43829984975125
LogEE_Dzp,201.97254994404042
LogEE_Dzv,182.82821214945048
PEOE_VSA1,9.523678331894054
PEOE_VSA2,15.540109665875956
PEOE_VSA3,9.77851570501903
PEOE_VSA4,5.101407525739723
PEOE_VSA5,0.0
PEOE_VSA6,23.469520014857956
PEOE_VSA7,43.321939610460284
PEOE_VSA8,11.629818560158606
PEOE_VSA9,15.139931682903033
SM1_Dzare,2.146652274408989
SpAD_Dzpe,271.3405696360124
SpAD_Dzse,273.377136052287
SpAbs_DzZ,262.92215561162897
SpAbs_Dzi,267.8963433641434
SpAbs_Dzm,262.99933333404067
SpAbs_Dzp,411.06425288232583
SpAbs_Dzv,368.77111632699325
SpDiam_Dt,463.75443294873276
SpMAD_DzZ,8.834746456895571
SpMAD_Dzi,8.982137585167743
SpMAD_Dzm,8.837182077921616
SpMAD_Dzp,13.560940549476424
SpMAD_Dzv,12.22315516583106
SpMax_DzZ,132.4024960834043
SpMax_Dzi,134.78805607004784
SpMax_Dzm,132.43829984975125
SpMax_Dzp,201.97254994404042
SpMax_Dzv,182.82821214945048
VE1_Dzare,5.403489144295168
VE2_Dzare,0.18011630480983895
VE3_Dzare,2.785657171413604
VR1_Dzare,192.2136760103965
VR2_Dzare,6.407122533679884
VR3_Dzare,6.357219937773816
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,1
nAromAtom,20
nAromBond,21
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.47000000000000003
AETA_dBeta,0.14166666666666666
AETA_eta_B,0.01651631896677195
AETA_eta_F,1.1082505976202148
AETA_eta_L,0.19090793196052508
AETA_eta_R,1.8435106541230375
BCUTare-1h,3.60777863666863
BCUTare-1l,2.1719495716206065
ETA_beta_s,19.25
ETA_dPsi_A,0.18591011235955013
ETA_dPsi_B,0.0
ETA_eta_BR,0.8394895690031584
ETA_eta_FL,8.691486034554185
ETA_eta_RL,14.418723993369937
LogEE_Dzpe,135.73528379801436
LogEE_Dzse,136.75106409540024
PEOE_VSA10,17.03538391334214
PEOE_VSA11,5.760247418874442
PEOE_VSA12,5.131558479839333
PEOE_VSA13,5.687386274683562
SlogP_VSA1,5.425791397110385
SlogP_VSA2,26.694807255328136
SlogP_VSA3,0.0
SlogP_VSA4,10.114318268765572
SlogP_VSA5,23.041973294333882
SlogP_VSA6,64.11586207894756
SlogP_VSA7,0.0
SlogP_VSA8,21.5403195446568
SlogP_VSA9,0.0
SpAD_Dzare,267.77344231175556
SpAbs_Dzpe,269.5205981957841
SpAbs_Dzse,271.62724611309795
SpDiam_DzZ,205.21658793224725
SpDiam_Dzi,208.61289130510312
SpDiam_Dzm,205.27597069311602
SpDiam_Dzp,316.0329161149856
SpDiam_Dzv,287.67965731639174
SpMAD_Dzpe,9.044685654533746
SpMAD_Dzse,9.1125712017429
SpMax_Dzpe,135.73528379801436
SpMax_Dzse,136.75106409540024
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,30
AETA_beta_s,0.6416666666666667
AETA_eta_BR,0.027982985633438612
AETA_eta_FL,0.28971620115180613
AETA_eta_RL,0.48062413311233126
DetourIndex,4609
EState_VSA1,22.143454103150077
EState_VSA2,0.0
EState_VSA3,27.927189812055914
EState_VSA4,16.282987702546972
EState_VSA5,23.469520014857956
EState_VSA6,19.056471336613843
EState_VSA7,24.26546827384644
EState_VSA8,15.511177443797315
EState_VSA9,4.417150937053347
ETA_beta_ns,23.5
ETA_shape_p,0.1300236406619385
ETA_shape_x,0.0
ETA_shape_y,0.3829787234042553
GhoseFilter,True
LogEE_Dzare,133.95827623169143
SlogP_VSA10,10.818944754522896
SlogP_VSA11,0.0
SpAbs_Dzare,265.7699001889739
SpDiam_Dzpe,210.02843385059487
SpDiam_Dzse,211.73106526235438
SpMAD_Dzare,8.925781410391853
SpMax_Dzare,133.95827623169143
TopoPSA(NO),130.86
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,5.763353174603175
VSA_EState9,72.2627438399569
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.7833333333333333
EState_VSA10,20.015382847678097
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.029999999999999954
FilterItLogS,-5.670810961765184
SpDiam_Dzare,207.0867322284965
ETA_beta_ns_d,1.0
ETA_epsilon_1,0.7022727272727272
ETA_epsilon_2,0.8899999999999995
ETA_epsilon_3,0.44285714285714245
ETA_epsilon_4,0.5949999999999993
ETA_epsilon_5,0.8531249999999996
AETA_beta_ns_d,0.03333333333333333
ETA_dEpsilon_A,0.2594155844155847
ETA_dEpsilon_B,0.10727272727272785
ETA_dEpsilon_C,-0.15214285714285686
ETA_dEpsilon_D,0.03687499999999988
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.7666666666666667
MDEDescriptor,"0.0,1.5101669850013488,2.2847040432034755,0.0,6.908789291475014,18.935188016641952,0.0,10.128181376403196,0.0,0.0,1.628650569956944,0.6172133998483676,0.0,0.0,0.0,0.0,1.6509636244473134,0.2924017738212866,0.0"
APolDescriptor,55.845101999999976
BCUTDescriptor,"11.99365351080183,31.972072540178793,-0.35622968364747937,0.2930536364675394,3.8942308080453065,10.904515730521592"
BPolDescriptor,23.694898
TPSADescriptor,159.09999999999997
ALOGPDescriptor,"4.917699999999999,24.18377328999999,107.7878"
XLogPDescriptor,4.590999999999999
VAdjMaDescriptor,6.044394119358453
WeightDescriptor,422.0684906599999
ChiPathDescriptor,"21.25034789769755,14.418723993369943,13.418767557187897,11.06232901214416,9.110546607862652,7.15974366009407,4.887547776733955,3.5014248108896115,16.194389733176234,9.573447564450536,7.311721928341398,5.297077961594467,3.657409119470276,2.3465637139631013,1.324962299509146,0.7581700444315839"
ChiChainDescriptor,"0.0,0.0,0.21407617506269555,0.49158162379719633,0.7760400540976315,0.0,0.0,0.10248601056013436,0.19914433121428318,0.2635776296619399"
AtomCountDescriptor,44
BondCountDescriptor,33
SmallRingDescriptor,"4,4,3,3,0,0,2,2,0,0,0"
ChiClusterDescriptor,"2.211991932603356,0.0,0.612238879395889,0.0,0.9111193222392322,0.0,0.13427665479326772,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,1,15,2,1,0,0,0"
ZagrebIndexDescriptor,160.0
LargestChainDescriptor,17
MannholdLogPDescriptor,2.56
WeightedPathDescriptor,"61.30743904758046,2.0435813015860154,28.293080000374903,12.83424012291717,12.316580940142172"
FractionalPSADescriptor,0.37695303847773853
WienerNumbersDescriptor,"2840.0,46.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"5.102760690645817,7.438287363379176,9.937181234433496,1.8241409563633808,2.2735608606104467,2.3236460337973845"
FractionalCSP3Descriptor,0.05
KierHallSmartsDescriptor,"0,0,0,0,0,0,1,0,0,0,0,9,0,0,0,2,6,2,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,2
LargestPiSystemDescriptor,29
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,1
KappaShapeIndicesDescriptor,"23.168044077134986,10.29244001810774,5.506763787721124"
AromaticAtomsCountDescriptor,20
AromaticBondsCountDescriptor,21
FragmentComplexityDescriptor,1339.1
HBondAcceptorCountDescriptor,5
HybridizationRatioDescriptor,0.05
AutocorrelationDescriptorMass,"41.44001942126066,39.96575147894816,60.46159060601269,57.681298658733844,53.646878257701026"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,6
AutocorrelationDescriptorCharge,"0.5225086420657167,-0.2147436428017026,-0.016241566358902497,0.05772420740396561,-0.12852130907894815"
EccentricConnectivityIndexDescriptor,822
AutocorrelationDescriptorPolarizability,"2028.4277595035865,2398.6580700709155,3358.990390532319,3096.3949698964307,2714.89171370269"
