DLiP-ID,I000OA
AATSC6m,2.9988576785795917
AATSC6p,0.029851419209590772
AATSC6s,-0.24413128575730214
AATSC6v,6.894951199167494
AATSC7Z,1.2748148148148148
AATSC7c,0.002375375733892329
AATSC7d,0.008148148148148161
AATSC7i,-0.006745770205112353
AATSC7m,6.231672739472092
AATSC7p,-0.0012425405953888754
AATSC7s,1.2937037037037034
AATSC7v,0.6459141430568218
AATSC8Z,-0.7307407407407407
AATSC8c,-0.0071589584799677634
AATSC8d,-0.10481481481481479
AATSC8i,-0.7513812070633984
AATSC8m,-3.141096181022729
AATSC8p,-0.05015914850506481
AATSC8s,-0.6865432098765432
AATSC8v,-7.159244346815697
ATS0are,212.52
ATS1are,206.14999999999998
ATS2are,311.25
ATS3are,419.55999999999995
ATS4are,404.41999999999996
ATS5are,333.77
ATS6are,271.2699999999999
ATS7are,247.45999999999995
ATS8are,239.56999999999996
ATSC0dv,143.86666666666665
ATSC0pe,7.553736666666664
ATSC0se,5.401221866666667
ATSC1dv,9.871111111111102
ATSC1pe,-0.7388678888888884
ATSC1se,-0.48800766222222175
ATSC2dv,-25.991111111111113
ATSC2pe,-0.10689077777777752
ATSC2se,-0.23479479111111057
ATSC3dv,-57.12444444444444
ATSC3pe,-3.3633024444444435
ATSC3se,-2.238602524444444
ATSC4dv,35.13333333333334
ATSC4pe,3.40237
ATSC4se,2.1467591999999995
ATSC5dv,-63.44444444444445
ATSC5pe,-3.598171111111109
ATSC5se,-2.3794713777777776
ATSC6dv,17.848888888888887
ATSC6pe,-0.2930501111111102
ATSC6se,-0.22977335111111086
ATSC7dv,34.36
ATSC7pe,2.2294293333333313
ATSC7se,1.5433897600000004
ATSC8dv,0.6266666666666683
ATSC8pe,-0.9538806666666662
ATSC8se,-0.8876051733333329
AXp-0dv,0.5088703290499621
AXp-1dv,0.2695271664545495
AXp-2dv,0.1414419973043917
AXp-3dv,0.07525932818408665
AXp-4dv,0.039558924614650326
AXp-5dv,0.02169519461982102
AXp-6dv,0.010991734672735252
AXp-7dv,0.006210676527092566
BertzCT,673.2631358665135
ECIndex,362
ETA_eta,11.081761156902106
GATS1dv,0.5136924870698676
GATS1pe,0.651499177555804
GATS1se,0.6983227540252851
GATS2dv,0.7677025614733896
GATS2pe,0.6182353767573605
GATS2se,0.6662171499573292
GATS3dv,1.081030075637538
GATS3pe,1.1232761522528385
GATS3se,1.1212958166461358
GATS4dv,0.8751737720111216
GATS4pe,0.7006498108441694
GATS4se,0.7290280478264126
GATS5dv,1.316288229842447
GATS5pe,1.2840875222461645
GATS5se,1.2602251949706982
GATS6dv,0.9242975654965077
GATS6pe,0.9212952818344009
GATS6se,0.9216574442507774
GATS7dv,0.733510966944702
GATS7pe,0.6604740729496206
GATS7se,0.6877440744025227
GATS8dv,0.8902919369786841
GATS8pe,0.9822542941587559
GATS8se,1.0146850763611577
LogEE_A,3.904944091532637
LogEE_D,91.79249591987909
MATS1dv,0.06639959341086425
MATS1pe,-0.0946595668360447
MATS1se,-0.0874367858288606
MATS2dv,-0.11531559955041117
MATS2pe,-0.009032371532019074
MATS2se,-0.02774724299472766
MATS3dv,-0.19212831474782507
MATS3pe,-0.21544362484644256
MATS3se,-0.20054624613318478
MATS4dv,0.12210379981464323
MATS4pe,0.2252110544847341
MATS4se,0.19872903326269575
MATS5dv,-0.2645968489341984
MATS5pe,-0.2858059212195641
MATS5se,-0.2643258991965373
MATS6dv,0.09077962883428649
MATS6pe,-0.028386866001741094
MATS6se,-0.03112755713924803
MATS7dv,0.19902687673772013
MATS7pe,0.24595215053976952
MATS7se,0.23812355150059383
MATS8dv,0.003629904232313881
MATS8pe,-0.1052327597099478
MATS8se,-0.13694512020374772
MAXaaCH,1.253472222222222
MAXaasC,0.18899827832367522
MAXdsCH,1.236895313681028
MAXdssC,-0.5489172335600905
MDEC-22,7.531288671646808
MDEC-23,18.068074966550103
MDEC-33,5.783560578734164
MDEO-11,0.6551853485522243
MINaaCH,0.7271449905847454
MINaasC,-0.7457596046530026
MINdsCH,1.0836451247165533
MINdssC,-0.5489172335600905
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.4166666666666667
SM1_Dzi,1.2268089446679866
SM1_Dzm,1.4833746831310237
SM1_Dzp,-7.2432921287445655
SM1_Dzv,-2.290302764775492
SddssSe,0
SpAD_Dt,288.62626084853747
SpAbs_A,24.249136528870146
SpAbs_D,183.58499183975837
SpMAD_A,1.2124568264435074
SpMAD_D,9.179249591987917
SpMax_A,2.3329570317696615
SpMax_D,91.79249591987909
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,57.53
TpiPC10,7.9278878739448295
VAdjMat,5.392317422778761
VE1_DzZ,4.420954979956097
VE1_Dzi,4.420271973634127
VE1_Dzm,4.421445375387746
VE1_Dzp,4.356691794505816
VE1_Dzv,4.396463954697641
VE2_DzZ,0.22104774899780483
VE2_Dzi,0.22101359868170634
VE2_Dzm,0.2210722687693873
VE2_Dzp,0.21783458972529082
VE2_Dzv,0.21982319773488204
VE3_DzZ,2.1795029121258045
VE3_Dzi,2.1793484072529146
VE3_Dzm,2.179613831200365
VE3_Dzp,2.164860187186731
VE3_Dzv,2.1739477517274413
VR1_DzZ,99.51139285825367
VR1_Dzi,99.61494077944572
VR1_Dzm,99.4579019679405
VR1_Dzp,105.15310017173233
VR1_Dzv,102.00770566722582
VR2_DzZ,4.975569642912683
VR2_Dzi,4.980747038972286
VR2_Dzm,4.972895098397025
VR2_Dzp,5.2576550085866165
VR2_Dzv,5.100385283361291
VR3_DzZ,5.29341931925772
VR3_Dzi,5.294459341726209
VR3_Dzm,5.292881639394618
VR3_Dzp,5.348564565600062
VR3_Dzv,5.318195536747895
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.0
Xch-6dv,0.048112522432468816
Xch-7dv,0.06561841782893556
Xpc-4dv,0.7441290361294636
Xpc-5dv,0.8890769016697291
Xpc-6dv,0.8989852944944643
Zagreb1,100.0
Zagreb2,113.0
fragCpx,61.05
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,0
n5aRing,0
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,12
nBondsD,2
nBondsM,14
nBondsO,21
nBondsS,17
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,5
naHRing,0
AATS0are,7.0840000000000005
AATS1are,6.6499999999999995
AATS2are,6.622340425531915
AATS3are,6.767096774193548
AATS4are,6.740333333333333
AATS5are,6.6754
AATS6are,6.616341463414632
AATS7are,6.873888888888888
AATS8are,6.6547222222222215
AATSC0dv,4.795555555555555
AATSC0pe,0.2517912222222221
AATSC0se,0.1800407288888889
AATSC1dv,0.31842293906810004
AATSC1pe,-0.02383444802867382
AATSC1se,-0.015742182652329732
AATSC2dv,-0.5530023640661939
AATSC2pe,-0.0022742718676122876
AATSC2se,-0.004995633853427884
AATSC3dv,-0.9213620071684587
AATSC3pe,-0.05424681362007167
AATSC3se,-0.0361064923297491
AATSC4dv,0.5855555555555557
AATSC4pe,0.05670616666666666
AATSC4se,0.03577931999999999
AATSC5dv,-1.268888888888889
AATSC5pe,-0.07196342222222218
AATSC5se,-0.04758942755555555
AATSC6dv,0.4353387533875338
AATSC6pe,-0.007147563685636834
AATSC6se,-0.005604228075880752
AATSC7dv,0.9544444444444444
AATSC7pe,0.061928592592592535
AATSC7se,0.042871937777777785
AATSC8dv,0.01740740740740745
AATSC8pe,-0.026496685185185172
AATSC8se,-0.024655699259259246
AETA_eta,0.5540880578451053
ATSC0are,8.67866666666666
ATSC1are,-0.8019555555555541
ATSC2are,-0.21191111111110925
ATSC3are,-3.72791111111111
ATSC4are,3.775333333333334
ATSC5are,-3.9671111111111097
ATSC6are,-0.4141777777777759
ATSC7are,2.537599999999999
ATSC8are,-1.181733333333332
BCUTZ-1h,9.005165238371939
BCUTZ-1l,5.686348307494434
BCUTc-1h,0.4193900302365471
BCUTc-1l,-0.37661733559166927
BCUTd-1h,3.205385071566409
BCUTd-1l,0.977889177387118
BCUTi-1h,17.4258121138143
BCUTi-1l,10.947056655386744
BCUTm-1h,19.001177429498256
BCUTm-1l,11.698048018237447
BCUTp-1h,1.9988700218753799
BCUTp-1l,0.5452382807058279
BCUTs-1h,8.002960832219017
BCUTs-1l,1.4390846582594878
BCUTv-1h,20.90483560089104
BCUTv-1l,13.303154698700949
BalabanJ,1.752680520402551
Diameter,11
ETA_beta,28.25
GATS1are,0.6586042155031002
GATS2are,0.6348901520970965
GATS3are,1.1210284519201705
GATS4are,0.6981007067137812
GATS5are,1.2640997080964822
GATS6are,0.9164749371414441
GATS7are,0.6636644133763508
GATS8are,0.9866787012854
HybRatio,0.0
Lipinski,True
LogEE_Dt,144.31313042426873
MATS1are,-0.08942456846351692
MATS2are,-0.015585621218411045
MATS3are,-0.20784620798001782
MATS4are,0.21750652942080223
MATS5are,-0.27426640036872035
MATS6are,-0.03491975463616968
MATS7are,0.24366262098632677
MATS8are,-0.11347109130946892
NsssssAs,0
RotRatio,0.14285714285714285
SM1_Dzpe,1.4947557555217952
SM1_Dzse,1.3724844006568144
SMR_VSA1,23.78842206910287
SMR_VSA2,0.0
SMR_VSA3,0.0
SMR_VSA4,0.0
SMR_VSA5,0.0
SMR_VSA6,0.0
SMR_VSA7,65.23556718308932
SMR_VSA8,0.0
SMR_VSA9,11.49902366656781
SpAD_DzZ,138.11748348211916
SpAD_Dzi,138.75293765284857
SpAD_Dzm,137.82205087572373
SpAD_Dzp,178.11160518683081
SpAD_Dzv,154.1196874296464
SpAbs_Dt,288.62626084853747
SpDiam_A,4.665914063539324
SpDiam_D,141.17333022000457
SpMAD_Dt,14.431313042426874
SpMax_Dt,144.31313042426873
SsssssAs,0
VE1_Dzpe,4.421438948801734
VE1_Dzse,4.4206424529756605
VE2_Dzpe,0.2210719474400867
VE2_Dzse,0.22103212264878302
VE3_Dzpe,2.17961237769588
VE3_Dzse,2.179432217439027
VMcGowan,187.21999999999983
VR1_Dzpe,99.45473104349564
VR1_Dzse,99.54567184340267
VR2_Dzpe,4.972736552174782
VR2_Dzse,4.977283592170133
VR3_Dzpe,5.292849756809815
VR3_Dzse,5.293763732911556
mZagreb1,7.777777777777778
mZagreb2,4.388888888888888
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,8
nBondsKS,23
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.28928888888888865
AATSC1are,-0.025869534050179162
AATSC2are,-0.004508747044917218
AATSC3are,-0.06012759856630822
AATSC4are,0.06292222222222224
AATSC5are,-0.07934222222222219
AATSC6are,-0.010101897018970145
AATSC7are,0.07048888888888886
AATSC8are,-0.03282592592592589
AETA_beta,1.4125
BCUTdv-1h,7.005149500786518
BCUTdv-1l,2.7908117279996048
BCUTpe-1h,3.9899700929168764
BCUTpe-1l,2.2349544899762117
BCUTse-1h,4.011338163904718
BCUTse-1l,2.4308660742615493
ETA_alpha,9.071428571428571
ETA_dBeta,4.75
ETA_eta_B,0.4618160641919449
ETA_eta_F,21.211897125122846
ETA_eta_L,3.471678965126025
ETA_eta_R,32.29365828202495
ETA_psi_1,0.4895913646877411
LabuteASA,112.97478104685484
LogEE_DzZ,69.12957507439292
LogEE_Dzi,69.43780927365769
LogEE_Dzm,68.98519417201842
LogEE_Dzp,87.24497956122926
LogEE_Dzv,76.48726802362934
PEOE_VSA1,10.213054789681411
PEOE_VSA2,4.794537184071822
PEOE_VSA3,8.78083009534964
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,6.076020106833881
PEOE_VSA7,35.90493987237732
PEOE_VSA8,12.13273413692322
PEOE_VSA9,5.563451491696996
SM1_Dzare,1.6376306620209053
SpAD_Dzpe,137.79688564695272
SpAD_Dzse,138.30848196310808
SpAbs_DzZ,136.84248348211918
SpAbs_Dzi,137.64880960264742
SpAbs_Dzm,136.48701366090583
SpAbs_Dzp,181.73325125120306
SpAbs_Dzv,155.26483881203418
SpDiam_Dt,211.2284127067009
SpMAD_DzZ,6.905874174105958
SpMAD_Dzi,6.9376468826424285
SpMAD_Dzm,6.891102543786187
SpMAD_Dzp,8.90558025934154
SpMAD_Dzv,7.70598437148232
SpMax_DzZ,69.12957507439292
SpMax_Dzi,69.43780927365769
SpMax_Dzm,68.98519417201842
SpMax_Dzp,87.24497956122926
SpMax_Dzv,76.48726802362934
VE1_Dzare,4.422204596200607
VE2_Dzare,0.22111022981003034
VE3_Dzare,2.1797855297223925
VR1_Dzare,99.35800369377355
VR2_Dzare,4.967900184688678
VR3_Dzare,5.291876706894457
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,12
nAromBond,12
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.45357142857142857
AETA_dBeta,0.2375
AETA_eta_B,0.023090803209597242
AETA_eta_F,1.0605948562561422
AETA_eta_L,0.17358394825630125
AETA_eta_R,1.6146829141012475
BCUTare-1h,4.108963990081657
BCUTare-1l,2.1852168140159915
ETA_beta_s,11.75
ETA_dPsi_A,0.22440863531225885
ETA_dPsi_B,0.0
ETA_eta_BR,0.6338160641919448
ETA_eta_FL,5.980718533055126
ETA_eta_RL,9.452397498181151
LogEE_Dzpe,68.97318061125245
LogEE_Dzse,69.22286520158687
PEOE_VSA10,23.1334653486596
PEOE_VSA11,5.783244946364939
PEOE_VSA12,0.0
PEOE_VSA13,0.0
SlogP_VSA1,0.0
SlogP_VSA2,15.996299736046351
SlogP_VSA3,0.0
SlogP_VSA4,11.63444168209179
SlogP_VSA5,15.921440167465814
SlogP_VSA6,42.47422251760354
SlogP_VSA7,0.0
SlogP_VSA8,6.076020106833881
SlogP_VSA9,0.0
SpAD_Dzare,137.2409205048149
SpAbs_Dzpe,136.4516054669831
SpAbs_Dzse,137.0732460025169
SpDiam_DzZ,108.52287729740432
SpDiam_Dzi,108.85567884583332
SpDiam_Dzm,108.36347719188268
SpDiam_Dzp,128.50979546990894
SpDiam_Dzv,116.58576635008862
SpMAD_Dzpe,6.889844282347636
SpMAD_Dzse,6.915424098155404
SpMax_Dzpe,68.97318061125245
SpMax_Dzse,69.22286520158687
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,20
AETA_beta_s,0.5875
AETA_eta_BR,0.03169080320959724
AETA_eta_FL,0.2990359266527563
AETA_eta_RL,0.47261987490905755
DetourIndex,1400
EState_VSA1,17.417686628456728
EState_VSA2,22.6259266499618
EState_VSA3,0.0
EState_VSA4,30.34148838068032
EState_VSA5,18.208754243757102
EState_VSA6,0.0
EState_VSA7,0.0
EState_VSA8,0.0
EState_VSA9,5.106527394840706
ETA_beta_ns,16.5
ETA_shape_p,0.1732283464566929
ETA_shape_x,0.0
ETA_shape_y,0.38582677165354334
GhoseFilter,True
LogEE_Dzare,68.70234178550851
SlogP_VSA10,8.78083009534964
SlogP_VSA11,11.49902366656781
SpAbs_Dzare,135.7670529089961
SpDiam_Dzpe,108.35114412203228
SpDiam_Dzse,108.62571963371548
SpMAD_Dzare,6.862046025240746
SpMax_Dzare,68.70234178550851
TopoPSA(NO),57.53
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,25.914657790368466
VSA_EState9,36.7520088762982
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.825
EState_VSA10,18.681894674262168
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.046428571428571444
FilterItLogS,-3.4521702237858807
SpDiam_Dzare,108.05494659197947
ETA_beta_ns_d,2.0
ETA_epsilon_1,0.7176190476190476
ETA_epsilon_2,0.926428571428571
ETA_epsilon_3,0.43793103448275894
ETA_epsilon_4,0.58474025974026
ETA_epsilon_5,0.8694805194805192
AETA_beta_ns_d,0.1
ETA_dEpsilon_A,0.27968801313628866
ETA_dEpsilon_B,0.1328787878787876
ETA_dEpsilon_C,-0.14680922525750106
ETA_dEpsilon_D,0.05694805194805186
PetitjeanIndex,0.45454545454545453
TopoShapeIndex,0.8333333333333334
CDK Descriptors
FMFDescriptor,0.75
MDEDescriptor,"0.0,0.0,0.0,0.0,7.531288671646808,18.068074966550103,0.0,5.783560578734164,0.0,0.0,0.6551853485522243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0"
APolDescriptor,36.58792999999999
BCUTDescriptor,"11.996186375685843,18.999409543006042,-0.38557966311130726,0.18824907625070061,4.179628417968749,9.375130640235954"
BPolDescriptor,14.296069999999995
TPSADescriptor,57.53
ALOGPDescriptor,"3.853700000000001,14.851003690000006,70.4727"
XLogPDescriptor,3.7870000000000004
VAdjMaDescriptor,5.392317422778761
WeightDescriptor,276.0598007
ChiPathDescriptor,"14.698306133819765,9.452397498181154,8.897472509219705,6.535155924639828,5.596169925867931,3.6222180049360078,2.5053624666473837,1.262393225614906,10.177406580999243,5.66007049554554,4.101817921827358,2.5588171582589463,1.661474833815313,0.9762837578919459,0.47264459092761596,0.21737367844823988"
ChiChainDescriptor,"0.0,0.0,0.0,0.13608276348795434,0.3595617594742968,0.0,0.0,0.0,0.048112522432468816,0.06561841782893556"
AtomCountDescriptor,30
BondCountDescriptor,21
SmallRingDescriptor,"2,2,2,2,0,0,0,2,0,0,0"
ChiClusterDescriptor,"1.6776368332953564,0.0,0.19245008972987526,0.0,0.49239287296904544,0.0,0.03564424524849254,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,0,13,2,0,0,0,0"
ZagrebIndexDescriptor,100.0
LargestChainDescriptor,12
MannholdLogPDescriptor,2.5599999999999996
WeightedPathDescriptor,"39.81779300067357,1.9908896500336783,12.644248520952921,7.601617918694519,0.0"
FractionalPSADescriptor,0.208396875800541
WienerNumbersDescriptor,"892.0,28.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"2.886586258292771,4.773873436396362,5.5116306374591275,0.7441290361294636,0.8890769016697291,0.8430210443842812"
FractionalCSP3Descriptor,0.0
KierHallSmartsDescriptor,"0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,2
LargestPiSystemDescriptor,18
PetitjeanNumberDescriptor,0.45454545454545453
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"16.3718820861678,7.319857312722949,4.764705882352941"
AromaticAtomsCountDescriptor,12
AromaticBondsCountDescriptor,12
FragmentComplexityDescriptor,581.05
HBondAcceptorCountDescriptor,1
HybridizationRatioDescriptor,0.0
AutocorrelationDescriptorMass,"25.327495384708136,23.159846154448005,33.31969230889601,32.98387626316114,31.370674519020554"
PetitjeanShapeIndexDescriptor,"0.8333333333333334,NaN"
RotatableBondsCountDescriptor,3
AutocorrelationDescriptorCharge,"0.37021870964440656,-0.09085757784597233,-0.02106772564375433,-0.14533959910986285,0.12292534297750696"
EccentricConnectivityIndexDescriptor,362
AutocorrelationDescriptorPolarizability,"1048.3302381041872,1195.0087911234082,1576.6731655127066,1490.3119349318406,1179.1320639467958"
