DLiP-ID,C001R1
DLiP-Mol-ID,32798
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C13H14BrNO3S/c1-3-17-10-8(14)6-5-7-9(13(16)18-4-2)12(15)19-11(7)10/h5-6H,3-4,15H2,1-2H3"
Standard Inchi Key(RDKit),KSIZMUBFKCWQRO-UHFFFAOYSA-N
Canonical SMILES(RDKit),CCOC(=O)c1c(N)sc2c(OCC)c(Br)ccc12
SMILES(SDF),
MW(SDF),
MW(RDKit),344.23
MW Monoisotopic(RDKit),342.987776408
MolLogP(RDKit),3.8214
XLogP(SDF),
XLogP(CDK),3.814
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),4
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),61.55
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),4
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),19
QED Weighted(RDKit),0.856801519214954
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,21908.896249968984
qed,0.856801519214954
Chi0,13.991199352633217
Chi1,9.095754112725151
TPSA,61.55
Chi0n,10.657222004806654
Chi0v,13.059715124849085
Chi1n,5.900525531344764
Chi1v,7.510020381829842
Chi2n,3.7479901141365186
Chi2v,5.654525854634283
Chi3n,2.5600843589760007
Chi3v,4.218006878868861
Chi4n,1.823191448632081
Chi4v,3.456197129200581
MolMR,81.06290000000003
MolWt,344.22999999999996
fr_SH,0
Kappa1,14.145720174486174
Kappa2,5.793692865247507
Kappa3,2.549927450535909
fr_ArN,1
fr_COO,0
fr_C_O,1
fr_C_S,0
fr_NH0,0
fr_NH1,0
fr_NH2,1
fr_N_O,0
fr_azo,0
BertzCT,623.8661217265973
MolLogP,3.8214000000000024
NOCount,4
fr_Ar_N,0
fr_COO2,0
fr_urea,0
BalabanJ,2.6476186298635094
SMR_VSA1,14.268263091671919
SMR_VSA2,0.0
SMR_VSA3,0.0
