DLiP-ID,I001CV
MIC2,37.78995445415407
MIC3,40.4137639779636
MIC4,41.17771635891597
MIC5,41.22571635891597
MPC2,36
MPC3,47
MPC4,59
MPC5,68
MPC6,67
MPC7,73
MPC8,75
MPC9,68
Mare,0.9880000000000001
NaaN,0
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,1
NsSH,0
NssO,0
NssS,0
NtCH,0
NtsC,0
RNCG,0.21426346163161034
RPCG,0.1456346261538015
SIC0,0.2823822189050517
SIC1,0.6642529323906361
SIC2,0.8200487122219181
SIC3,0.9171886768680636
SIC4,0.9613432062526753
SIC5,0.9701741121295977
SaaN,0
SaaO,0
SaaS,0
Sare,41.496
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,9.484311539430587
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,63.953171473154725
TIC1,150.43823173940018
TIC2,185.72244425454446
TIC3,207.72244425454446
TIC4,217.72244425454446
TIC5,219.72244425454448
Vabc,292.0468728780403
WPol,36
apol,48.338273999999984
bpol,20.933725999999997
nRot,5
ABCGG,15.757350963596673
ATS0Z,992.0
ATS0d,142.0
ATS0i,6716.444485173983
ATS0m,3919.603552
ATS0p,65.341744287282
ATS0s,227.97222222222223
ATS0v,9742.129210330448
ATS1Z,1108.0
ATS1d,178.0
ATS1i,6401.060809077248
ATS1m,4216.433998000001
ATS1p,83.05999723600002
ATS1s,151.16666666666666
ATS1v,12216.046389977444
ATS2Z,1620.0
ATS2d,276.0
ATS2i,10876.968079191995
ATS2m,6080.211544
ATS2p,124.05319382939597
ATS2s,259.0833333333333
ATS2v,17723.124481670147
ATS3Z,1753.0
ATS3d,304.0
ATS3i,14827.89556043569
ATS3m,6374.1497359999985
ATS3p,140.29582322248993
ATS3s,309.2500000000001
ATS3v,19472.97939873477
ATS4Z,1691.0
ATS4d,292.0
ATS4i,16516.17305618774
ATS4m,5987.126439999998
ATS4p,134.10389940103695
ATS4s,351.1111111111112
ATS4v,18493.05112327896
ATS5Z,1606.0
ATS5d,265.0
ATS5i,16332.294202876279
ATS5m,5741.177813999999
ATS5p,119.20115984382899
ATS5s,405.19444444444446
ATS5v,16558.35519775556
ATS6Z,1553.0
ATS6d,243.0
ATS6i,14087.383609547533
ATS6m,5686.278091
ATS6p,112.21813563613095
ATS6s,324.3333333333333
ATS6v,15934.12131543466
ATS7Z,1504.0
ATS7d,223.0
ATS7i,13703.383314473484
ATS7m,5444.153596999999
ATS7p,107.919284294735
ATS7s,352.5555555555555
ATS7v,15406.291174006976
ATS8Z,1172.0
ATS8d,191.0
ATS8i,13001.62839527653
ATS8m,4089.151909999999
ATS8p,94.32788289843299
ATS8s,305.611111111111
ATS8v,13068.921112336006
C1SP1,0
C1SP2,3
C1SP3,1
C2SP1,0
C2SP2,9
C2SP3,2
C3SP2,4
C3SP3,0
C4SP3,0
FCSP3,0.15789473684210525
GGI10,0.037139067442097745
JGI10,0.0033762788583725223
JGT10,0.4259097498510597
Kier1,18.781065088757398
Kier2,8.589506172839506
Kier3,4.601177003168854
MAXdO,12.390186051272359
MID_C,39.44038999485739
MID_N,4.078814721902464
MID_O,5.202682543258022
MID_X,0.0
MID_h,9.281497265160485
MINdO,11.588613158226252
MPC10,69
MWC01,26.0
MWC02,4.8283137373023015
MWC03,5.673323267171493
MWC04,6.543911845564792
MWC05,7.4067107301776405
MWC06,8.280711075662847
MWC07,9.149421957006766
MWC08,10.024952689817304
MWC09,10.896313308888274
MWC10,11.772755752397206
NaaCH,9
NaaNH,1
NaaSe,0
NaaaC,2
NaasC,3
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,2
NdssS,0
NsCH3,1
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,1
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,2.9020200000000003
SRW02,3.970291913552122
SRW03,0.0
SRW04,5.2832037287379885
SRW05,2.3978952727983707
SRW06,6.787844982309579
SRW07,4.727387818712341
SRW08,8.37770121259764
SRW09,6.823286122355687
SRW10,10.010232109966116
SaaCH,16.589880286927546
SaaNH,3.1209318555756145
SaaSe,0
SaaaC,1.9127405284376788
SaasC,2.1638826874617827
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-1.4281883555891488
SdssS,0
SsCH3,1.823760917947426
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,2.6241928854875285
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,4.040408412161881
VE1_D,4.836238332678576
VE2_A,0.16835035050674504
VE2_D,0.201509930528274
VE3_A,2.2718145163367724
VE3_D,2.4516059519108078
VR1_A,224.73634841474419
VR1_D,135.8612868437707
VR2_A,9.364014517281008
VR2_D,5.660886951823779
VR3_A,6.290396667658335
VR3_D,5.787103152909168
WPath,1379
Xc-3d,1.5769033811002735
Xc-4d,0.0
Xc-5d,0.4951995198844963
Xc-6d,0.0
Xp-0d,17.104083527755584
Xp-1d,11.558550648063804
Xp-2d,10.424201782174071
Xp-3d,8.613187788326242
Xp-4d,7.022297030348385
Xp-5d,5.366200160403261
Xp-6d,3.350191104897319
Xp-7d,2.3840134824465116
ZMIC0,77.90281262759406
ZMIC1,45.694851182462024
ZMIC2,30.678387569932273
ZMIC3,24.327811708104207
ZMIC4,22.579820799849674
ZMIC5,22.41828187495545
nAcid,1
nAtom,42
nBase,0
nRing,3
piPC1,3.6109179126442243
piPC2,4.21582445975981
piPC3,4.794756953773458
piPC4,5.353929446540927
piPC5,5.7907244047900095
piPC6,5.945543310502473
piPC7,6.279854376852971
piPC8,6.559200181468556
piPC9,6.392630060609112
AATS0Z,23.61904761904762
AATS0d,3.380952380952381
AATS0i,159.91534488509484
AATS0m,93.3238940952381
AATS0p,1.5557558163638572
AATS0s,5.427910052910053
AATS0v,231.95545738882018
AATS1Z,25.181818181818183
AATS1d,4.045454545454546
AATS1i,145.47865475175564
AATS1m,95.82804540909093
AATS1p,1.8877272099090912
AATS1s,3.4356060606060606
AATS1v,277.6374179540328
AATS2Z,22.19178082191781
AATS2d,3.780821917808219
AATS2i,148.99956272865745
AATS2m,83.2905690958904
AATS2p,1.6993588195807667
AATS2s,3.5490867579908674
AATS2v,242.78252714616642
AATS3Z,18.260416666666668
AATS3d,3.1666666666666665
AATS3i,154.4572454212051
AATS3m,66.39739308333331
AATS3p,1.46141482523427
AATS3s,3.221354166666668
AATS3v,202.84353540348718
AATS4Z,16.259615384615383
AATS4d,2.8076923076923075
AATS4i,158.8093563094975
AATS4m,57.56852346153845
AATS4p,1.289460571163817
AATS4s,3.376068376068377
AATS4v,177.8177992622977
AATS5Z,16.06
AATS5d,2.65
AATS5i,163.32294202876278
AATS5m,57.41177813999999
AATS5p,1.19201159843829
AATS5s,4.051944444444445
AATS5v,165.58355197755563
AATS6Z,17.647727272727273
AATS6d,2.7613636363636362
AATS6i,160.08390465394925
AATS6m,64.61679648863637
AATS6p,1.2752060867742154
AATS6s,3.6856060606060606
AATS6v,181.0695604026666
AATS7Z,17.488372093023255
AATS7d,2.5930232558139537
AATS7i,159.3416664473661
AATS7m,63.30411159302324
AATS7p,1.2548753987759882
AATS7s,4.0994832041343665
AATS7v,179.1429206279881
AATS8Z,14.65
AATS8d,2.3875
AATS8i,162.52035494095662
AATS8m,51.11439887499999
AATS8p,1.1790985362304123
AATS8s,3.820138888888887
AATS8v,163.36151390420008
AMID_C,1.6433495831190579
AMID_N,0.16995061341260267
AMID_O,0.21677843930241758
AMID_X,0.0
AMID_h,0.3867290527150202
ATS0dv,336.0
ATS0pe,264.65149999999994
ATS0se,324.660576
ATS1dv,332.0
ATS1pe,285.9655000000001
ATS1se,341.24769599999985
ATS2dv,460.0
ATS2pe,464.3277
ATS2se,560.3396319999997
ATS3dv,431.0
ATS3pe,600.8107000000002
ATS3se,735.5314160000001
ATS4dv,413.0
ATS4pe,653.2939999999999
ATS4se,805.4241839999997
ATS5dv,460.0
ATS5pe,630.4902999999997
ATS5se,780.982968
ATS6dv,448.0
ATS6pe,553.2151999999999
ATS6se,682.8208599999998
ATS7dv,396.0
ATS7pe,547.4206
ATS7se,674.86206
ATS8dv,276.0
ATS8pe,503.8670000000001
ATS8se,628.166568
ATSC0Z,303.90476190476187
ATSC0c,1.018638587926735
ATSC0d,25.333333333333332
ATSC0i,62.628414347301565
ATSC0m,1445.352397333333
ATSC0p,9.708679208732569
ATSC0s,84.96626984126985
ATSC0v,2095.8949696517393
ATSC1Z,-0.662131519274352
ATSC1c,-0.6610141362667529
ATSC1d,8.555555555555555
ATSC1i,3.844195253711033
ATSC1m,1.6986722222219122
ATSC1p,0.9192545700261646
ATSC1s,-7.787414965986397
ATSC1v,155.19026858700818
ATSC2Z,15.022675736961476
ATSC2c,0.11916219733707617
ATSC2d,-4.555555555555559
ATSC2i,-6.114574366409729
ATSC2m,62.169443777777566
ATSC2p,-0.6296169015671813
ATSC2s,22.343679138322006
ATSC2v,-146.94611112713656
ATSC3Z,-53.97278911564624
ATSC3c,0.3199229375245761
ATSC3d,-11.000000000000004
ATSC3i,-15.241476833608116
ATSC3m,-264.20001200000013
ATSC3p,-2.543807028867019
ATSC3s,-8.174886621315194
ATSC3v,-581.4834120977367
ATSC4Z,-126.57369614512469
ATSC4c,-0.5147083390428058
ATSC4d,-5.7777777777777795
ATSC4i,-29.155998332314425
ATSC4m,-602.4721491111112
ATSC4p,-4.266287389101796
ATSC4s,-28.568594104308396
ATSC4v,-901.4733656899124
ATSC5Z,18.36961451247165
ATSC5c,0.16322841911071917
ATSC5d,2.7777777777777777
ATSC5i,9.97034457325337
ATSC5m,83.61541911111124
ATSC5p,0.49037565459759047
ATSC5s,26.964569160997733
ATSC5v,97.28660524547098
ATSC6Z,92.58049886621319
ATSC6c,0.0963231207982333
ATSC6d,-4.222222222222223
ATSC6i,1.9822422244605409
ATSC6m,435.96120744444454
ATSC6p,0.14461030191475482
ATSC6s,3.349773242630385
ATSC6v,342.2469808468957
ATSC7Z,6.766439909297061
ATSC7c,0.07093697049687836
ATSC7d,-1.444444444444444
ATSC7i,-9.316294296090984
ATSC7m,30.48515255555553
ATSC7p,-1.705850573480551
ATSC7s,-5.991780045351481
ATSC7v,-133.63740629502547
ATSC8Z,-75.43764172335598
ATSC8c,-0.08798607775658066
ATSC8d,4.88888888888889
ATSC8i,15.117403307947958
ATSC8m,-333.6233257777777
ATSC8p,3.313159938475957
ATSC8s,-46.917233560090715
ATSC8v,332.86400532197524
AXp-0d,0.712670146989816
AXp-1d,0.4445596403101463
AXp-2d,0.28956116061594644
AXp-3d,0.18325931464523917
AXp-4d,0.11902198356522686
AXp-5d,0.07891470824122443
AXp-6d,0.050002852311900284
AXp-7d,0.032657718937623446
GATS1Z,0.7849349021395403
GATS1c,1.608760092484823
GATS1d,0.7908193779904308
GATS1i,1.0660683796396428
GATS1m,0.7872803629282608
GATS1p,0.9141820305532348
GATS1s,0.6668495901735048
GATS1v,0.8589244150405256
GATS2Z,0.8002236598652891
GATS2c,0.778581749818948
GATS2d,1.3302090843547225
GATS2i,1.1346510702290968
GATS2m,0.8095372948312363
GATS2p,1.0376195088691833
GATS2s,0.44251600807273256
GATS2v,0.9959063155358748
GATS3Z,0.9886423730805391
GATS3c,0.7827603276609556
GATS3d,1.3065378289473686
GATS3i,1.1302513810313524
GATS3m,0.9932868436566163
GATS3p,1.095490229223892
GATS3s,0.8548548190614077
GATS3v,1.0838952249575626
GATS4Z,1.1519297061446858
GATS4c,1.2983713533917602
GATS4d,1.1048836032388665
GATS4i,1.1844284498647955
GATS4m,1.1497658466462282
GATS4p,1.1291815160993717
GATS4s,1.2370356332596246
GATS4v,1.1177468257321803
GATS5Z,1.023297555625196
GATS5c,1.0983555258459274
GATS5d,0.9386842105263159
GATS5i,0.9172510956794375
GATS5m,1.0189797329718893
GATS5p,0.9116399454240126
GATS5s,1.1801562244588184
GATS5v,0.9210808422699536
GATS6Z,0.870020619070682
GATS6c,1.1968162773845936
GATS6d,1.1310556220095696
GATS6i,0.9556927113935952
GATS6m,0.8680439486175027
GATS6p,0.9526539337246829
GATS6s,1.166301350378832
GATS6v,0.8791773403911664
GATS7Z,1.021242520752407
GATS7c,1.296915790232133
GATS7d,0.9973990208078336
GATS7i,1.0145353359566973
GATS7m,1.015420499509483
GATS7p,1.0478072831389453
GATS7s,1.4756881897306868
GATS7v,0.9728023333769188
GATS8Z,1.2192553274835476
GATS8c,1.262849940566582
GATS8d,0.8395559210526318
GATS8i,0.7646244862082605
GATS8m,1.2009135682126284
GATS8p,0.7866622910715004
GATS8s,1.9640228381944282
GATS8v,0.8674536700226506
MATS1Z,-0.002079712828694263
MATS1c,-0.6194228715092626
MATS1d,0.3223684210526316
MATS1i,0.05859096296876277
MATS1m,0.0011218439540946117
MATS1p,0.09037998398374954
MATS1s,-0.0874869706805816
MATS1v,0.07067919319164724
MATS2Z,0.028440433925896087
MATS2c,0.06730460955739942
MATS2d,-0.10346070656092293
MATS2i,-0.0561721756756314
MATS2m,0.024747404953711312
MATS2p,-0.03731149550207284
MATS2s,0.15129847966094273
MATS2v,-0.040338060414740945
MATS3Z,-0.07769899717956752
MATS3c,0.13740524541867152
MATS3d,-0.18996710526315796
MATS3i,-0.10647157818375867
MATS3m,-0.07997185009223932
MATS3p,-0.11463099678154963
MATS3s,-0.04209332601639307
MATS3v,-0.12137964758559995
MATS4Z,-0.16819841862931803
MATS4c,-0.20405960027299663
MATS4d,-0.09210526315789476
MATS4i,-0.1880063212642614
MATS4m,-0.16833684343475477
MATS4p,-0.17746221872707554
MATS4s,-0.13578702314895483
MATS4v,-0.17369980690831624
MATS5Z,0.02538702601065496
MATS5c,0.0673015305320761
MATS5d,0.046052631578947366
MATS5i,0.06686333614555007
MATS5m,0.024297518094175585
MATS5p,0.021213778980949047
MATS5s,0.13328958737127244
MATS5v,0.01949543025521327
MATS6Z,0.14539471809919954
MATS6c,0.04513121641735774
MATS6d,-0.07954545454545457
MATS6i,0.015106085032539272
MATS6m,0.14395962870094078
MATS6p,0.007108953926967543
MATS6s,0.018816353998382343
MATS6v,0.07793575170267084
MATS7Z,0.010873605270637637
MATS7c,0.03400974316592565
MATS7d,-0.02784577723378212
MATS7i,-0.07264782594321915
MATS7m,0.010300669779327426
MATS7p,-0.08580876935415549
MATS7s,-0.03443976259226056
MATS7v,-0.031139337019996483
MATS8Z,-0.1303196490128486
MATS8c,-0.045347477868693524
MATS8d,0.10131578947368423
MATS8i,0.12672581318537948
MATS8m,-0.12118307366181989
MATS8p,0.17916020606957006
MATS8s,-0.28989795203512136
MATS8v,0.08337898860603432
MAXsOH,9.484311539430587
MINsOH,9.484311539430587
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,1
NssNH2,0
NsssAs,0
NsssCH,1
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,6
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,30.789084758664487
SpAD_D,236.48568137044236
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0.21921414399092987
SssNH2,0
SsssAs,0
SsssCH,-0.9895256991685566
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,612
TMWC10,124.5764143639886
TSRW10,72.37784316102986
VE1_Dt,4.811855629527228
VE2_Dt,0.20049398456363451
VE3_Dt,2.4465515328398717
VR1_Dt,136.59001112124741
VR2_Dt,5.691250463385309
VR3_Dt,5.792452556789353
Xc-3dv,0.6687037274529036
Xc-4dv,0.0
Xc-5dv,0.12532807363665746
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.09622504486493763
Xch-6d,0.37079081189859814
Xch-7d,0.5183302655254134
Xp-0dv,13.244319649510492
Xp-1dv,7.703057846029482
Xp-2dv,5.7428280571950205
Xp-3dv,4.092070932633887
Xp-4dv,2.784149595950617
Xp-5dv,1.7667722495218967
Xp-6dv,0.9525168985549279
Xp-7dv,0.5541810866935414
Xpc-4d,3.825332905797114
Xpc-5d,5.669567481145138
Xpc-6d,8.087897580732864
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,44
nFRing,1
nHBAcc,2
nHBDon,3
nHRing,1
nSpiro,0
naRing,3
piPC10,6.636720329409261
AATS0dv,8.0
AATS0pe,6.301226190476189
AATS0se,7.730013714285714
AATS1dv,7.545454545454546
AATS1pe,6.4992159090909105
AATS1se,7.755629454545451
AATS2dv,6.301369863013699
AATS2pe,6.360653424657534
AATS2se,7.67588536986301
AATS3dv,4.489583333333333
AATS3pe,6.258444791666669
AATS3se,7.661785583333335
AATS4dv,3.9711538461538463
AATS4pe,6.2816730769230755
AATS4se,7.744463307692305
AATS5dv,4.6
AATS5pe,6.304902999999997
AATS5se,7.80982968
AATS6dv,5.090909090909091
AATS6pe,6.286536363636362
AATS6se,7.759327954545452
AATS7dv,4.604651162790698
AATS7pe,6.365355813953489
AATS7se,7.847233255813954
AATS8dv,3.45
AATS8pe,6.298337500000001
AATS8se,7.8520821
AATSC0Z,7.235827664399092
AATSC0c,0.02425329971254131
AATSC0d,0.6031746031746031
AATSC0i,1.4911527225547991
AATSC0m,34.41315231746031
AATSC0p,0.23115902877934688
AATSC0s,2.0230064247921393
AATSC0v,49.90226118218427
AATSC1Z,-0.015048443619871637
AATSC1c,-0.01502304855151711
AATSC1d,0.19444444444444445
AATSC1i,0.08736807394797802
AATSC1m,0.03860618686867982
AATSC1p,0.02089214931877647
AATSC1s,-0.1769867037724181
AATSC1v,3.5270515587956406
AATSC2Z,0.20579007858851336
AATSC2c,0.0016323588676311804
AATSC2d,-0.06240487062404875
AATSC2i,-0.08376129269054423
AATSC2m,0.8516362161339393
AATSC2p,-0.008624889062564128
AATSC2s,0.30607779641537
AATSC2v,-2.0129604263991308
AATSC3Z,-0.5622165532879817
AATSC3c,0.0033325305992143346
AATSC3d,-0.11458333333333337
AATSC3i,-0.1587653836834179
AATSC3m,-2.7520834583333347
AATSC3p,-0.02649798988403145
AATSC3s,-0.08515506897203327
AATSC3v,-6.057118876018091
AATSC4Z,-1.217054770626199
AATSC4c,-0.0049491186446423635
AATSC4d,-0.05555555555555557
AATSC4i,-0.2803461378107156
AATSC4m,-5.7930014337606845
AATSC4p,-0.04102199412597881
AATSC4s,-0.2746980202337346
AATSC4v,-8.668013131633773
AATSC5Z,0.1836961451247165
AATSC5c,0.0016322841911071916
AATSC5d,0.027777777777777776
AATSC5i,0.0997034457325337
