DLiP-ID,T007B0
DLiP-Mol-ID,25309
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C16H26N4O6S/c1-4-7-8-17-27(25,26)13-11-14(19(21)22)16(15(12-13)20(23)24)18(9-5-2)10-6-3/h11-12,17H,4-10H2,1-3H3"
Standard Inchi Key(RDKit),XGWXZCXEXUQFEZ-UHFFFAOYSA-N
Canonical SMILES(RDKit),CCCCNS(=O)(=O)c1cc([N+](=O)[O-])c(N(CCC)CCC)c([N+](=O)[O-])c1
SMILES(SDF),
MW(SDF),
MW(RDKit),402.473
MW Monoisotopic(RDKit),402.157305552
MolLogP(RDKit),3.2078
XLogP(SDF),
XLogP(CDK),3.776
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),7
HBA Lipinski(RDKit),10
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),135.69
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),12
nRings(SDF),
nRings(RDKit),1
Aromatic Rings(RDKit),1
nAtoms(SDF),
Heavy Atoms(RDKit),27
QED Weighted(RDKit),0.321910273650206
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Tubulin dimer
Common Target Pref Name,Tubulin dimer
RDKit Descriptors
Ipc,485826.9411372679
qed,0.32191027365020597
Chi0,20.61251969619286
Chi1,12.68910635495608
TPSA,135.69
Chi0n,15.803826826432003
Chi0v,16.620323407359727
Chi1n,8.9047285649532
Chi1v,10.38789181254759
Chi2n,6.062727156519755
Chi2v,7.82968038729215
Chi3n,3.8725771341579165
Chi3v,5.313045807333554
Chi4n,2.6784807879044976
Chi4v,3.7917753666155374
MolMR,102.64230000000006
MolWt,402.47300000000024
fr_SH,0
Kappa1,22.770436716538615
Kappa2,10.164523939312518
Kappa3,5.859468665928051
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,3
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,740.110331491277
MolLogP,3.2078000000000015
NOCount,10
fr_Ar_N,0
fr_COO2,0
fr_urea,0
BalabanJ,3.6149392650994345
SMR_VSA1,18.264419081964277
SMR_VSA2,0.0
SMR_VSA3,4.722094864452088
SMR_VSA4,0.0
SMR_VSA5,51.34998156629368
SMR_VSA6,24.534178948588206
SMR_VSA7,32.36137067445436
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,2
fr_oxime,0
fr_quatN,0
LabuteASA,158.45724745468917
NHOHCount,1
PEOE_VSA1,4.899909730850478
PEOE_VSA2,20.228636537531145
PEOE_VSA3,13.139891848781026
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,27.19203322199788
PEOE_VSA7,19.26246486877803
PEOE_VSA8,31.767003354660947
PEOE_VSA9,14.742105573153115
RingCount,1
SMR_VSA10,27.085449977458268
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,402.15730555199997
NumHDonors,1
PEOE_VSA10,0.0
PEOE_VSA11,5.687386274683562
PEOE_VSA12,10.023291153407584
PEOE_VSA13,0.0
PEOE_VSA14,11.374772549367124
SlogP_VSA1,9.622004595302567
SlogP_VSA2,37.89868829970201
SlogP_VSA3,10.023291153407584
SlogP_VSA4,20.228636537531145
SlogP_VSA5,46.454498090775914
SlogP_VSA6,17.028217612440994
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,1
fr_benzene,1
fr_epoxide,0
fr_guanido,0
fr_halogen,0
