DLiP-ID,T003ZS
DLiP-Mol-ID,21071
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C15H18N2O4S/c1-10(18)17-9-22-8-13(17)14(19)16-12(15(20)21)7-11-5-3-2-4-6-11/h2-6,12-13H,7-9H2,1H3,(H,16,19)(H,20,21)/t12-,13-/m0/s1"
Standard Inchi Key(RDKit),MTNHVRVNPHORLA-STQMWFEESA-N
Canonical SMILES(RDKit),CC(=O)N1CSC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)O
SMILES(SDF),
MW(SDF),
MW(RDKit),322.386
MW Monoisotopic(RDKit),322.098728056
MolLogP(RDKit),0.7199
XLogP(SDF),
XLogP(CDK),0.883
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),6
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),86.71
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),5
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),1
nAtoms(SDF),
Heavy Atoms(RDKit),22
QED Weighted(RDKit),0.834029754705478
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,103033.23865397644
qed,0.8340297547054778
Chi0,16.112519696192862
Chi1,10.486071002992368
TPSA,86.71000000000001
Chi0n,12.190192580742394
Chi0v,13.00668916167012
Chi1n,6.9081219339777755
Chi1v,8.062822472357027
Chi2n,5.093628150373332
Chi2v,6.09340866391769
Chi3n,3.4866698007629933
Chi3v,4.498854755533786
Chi4n,2.288002226882063
Chi4v,3.5064367128124303
MolMR,83.34550000000004
MolWt,322.3860000000001
fr_SH,0
Kappa1,16.352227942359193
Kappa2,7.305985746815704
Kappa3,4.004448762684228
fr_ArN,0
fr_COO,1
fr_C_O,3
fr_C_S,0
fr_NH0,1
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,563.9206916219309
MolLogP,0.7198999999999995
NOCount,6
fr_Ar_N,0
fr_COO2,1
fr_urea,0
BalabanJ,2.028780550526756
SMR_VSA1,19.490138947056174
SMR_VSA2,0.0
SMR_VSA3,10.216698334856808
SMR_VSA4,0.0
SMR_VSA5,25.428240480912557
SMR_VSA6,11.629641996480146
SMR_VSA7,35.89528683400505
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,2
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,132.4216569270412
NHOHCount,2
PEOE_VSA1,15.323225729697514
PEOE_VSA2,9.589074368143644
PEOE_VSA3,4.794537184071822
PEOE_VSA4,0.0
PEOE_VSA5,11.761884949391115
PEOE_VSA6,30.33183534230805
PEOE_VSA7,5.563451491696996
PEOE_VSA8,19.097412429363423
PEOE_VSA9,5.876788389733356
RingCount,2
SMR_VSA10,29.545549696045974
fr_Al_COO,1
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,322.09872805599997
NumHDonors,2
PEOE_VSA10,12.083681658295921
PEOE_VSA11,0.0
PEOE_VSA12,11.814359458703011
PEOE_VSA13,0.0
PEOE_VSA14,5.969305287951849
SlogP_VSA1,5.316788604006331
SlogP_VSA2,51.503425527122104
