DLiP-ID,I0001Y
DLiP-Mol-ID,27753
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C25H32N4O3S/c1-15(26-5)22(30)28-21(25(2,3)4)24(31)29-12-8-10-19(29)23-27-18(14-33-23)17-13-32-20-11-7-6-9-16(17)20/h6-7,9,11,13-15,19,21,26H,8,10,12H2,1-5H3,(H,28,30)/t15-,19-,21+/m0/s1"
Standard Inchi Key(RDKit),AUCLRKHFTGXCEU-PAXLWEDBSA-N
Canonical SMILES(RDKit),CN[C@@H](C)C(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc(-c2coc3ccccc23)cs1)C(C)(C)C
SMILES(SDF),
MW(SDF),
MW(RDKit),468.623
MW Monoisotopic(RDKit),468.219511884
MolLogP(RDKit),4.3586
XLogP(SDF),
XLogP(CDK),3.161
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),6
HBA Lipinski(RDKit),7
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),87.47
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),6
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),33
QED Weighted(RDKit),0.561328527548412
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,XIAP_Smac
Common Target Pref Name,XIAP/SMAC
RDKit Descriptors
Ipc,31614249.21245785
qed,0.5613285275484117
Chi0,23.750347897697548
Chi1,15.701727166047126
TPSA,87.47000000000001
Chi0n,19.844893119121647
Chi0v,20.661389700049373
Chi1n,11.405498056334313
Chi1v,12.285150867589207
Chi2n,9.724168245546302
Chi2v,10.613849212567901
Chi3n,6.325682393789712
Chi3v,7.271648943274213
Chi4n,4.240607356485947
Chi4v,5.205882398904967
MolMR,130.9174
MolWt,468.62300000000016
fr_SH,0
Kappa1,23.448249491235572
Kappa2,9.268767649521818
Kappa3,4.677482998104372
fr_ArN,0
fr_COO,0
fr_C_O,2
fr_C_S,0
fr_NH0,2
fr_NH1,2
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,1145.9343442821676
MolLogP,4.358600000000004
NOCount,7
fr_Ar_N,1
fr_COO2,0
fr_urea,0
BalabanJ,1.5806575609875273
SMR_VSA1,14.006225305196992
SMR_VSA2,0.0
SMR_VSA3,20.51746545981035
SMR_VSA4,5.41499046939678
SMR_VSA5,58.662114532058396
SMR_VSA6,13.592428388589765
SMR_VSA7,40.916317736804174
SMR_VSA8,0.0
SMR_VSA9,11.257379486545457
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,2
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
