DLiP-ID,T007K6
DLiP-Mol-ID,25692
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C22H22Cl2N2O5S/c1-13(27)26-12-32-11-20(26)21(28)25-19(22(29)30)9-14-5-7-15(8-6-14)31-10-16-17(23)3-2-4-18(16)24/h2-8,19-20H,9-12H2,1H3,(H,25,28)(H,29,30)/t19-,20+/m0/s1"
Standard Inchi Key(RDKit),YBKFCWABWAQJTN-VQTJNVASSA-N
Canonical SMILES(RDKit),CC(=O)N1CSC[C@@H]1C(=O)N[C@@H](Cc1ccc(OCc2c(Cl)cccc2Cl)cc1)C(=O)O
SMILES(SDF),
MW(SDF),
MW(RDKit),497.4
MW Monoisotopic(RDKit),496.062648164
MolLogP(RDKit),3.6057
XLogP(SDF),
XLogP(CDK),3.752
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),7
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),95.94
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),8
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),32
QED Weighted(RDKit),0.578895540204062
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,13982820.960033717
qed,0.5788955402040616
Chi0,23.250347897697548
Chi1,15.256927950821467
TPSA,95.94000000000001
Chi0n,17.21617713679051
Chi0v,19.544531609755147
Chi1n,9.787139615786273
Chi1v,11.697769100183981
Chi2n,7.24086735116594
Chi2v,9.055048118191507
Chi3n,5.01205839211231
Chi3v,6.732463140639622
Chi4n,3.2213999458850346
Chi4v,4.9463880583992
MolMR,124.13950000000003
MolWt,497.4000000000003
fr_SH,0
Kappa1,24.22692903734537
Kappa2,10.938823622943296
Kappa3,6.0866499934214175
