DLiP-ID,C100NL
AATSC4i,-0.06375706200202225
AATSC4m,10.616439871950021
AATSC4p,0.01713970143941843
AATSC4s,-0.11591350961177699
AATSC4v,3.5046731486549754
AATSC5Z,-5.8352272727272725
AATSC5c,-0.00477875035349434
AATSC5d,-0.13636363636363638
AATSC5i,-0.12371613617243617
AATSC5m,-29.52700929752064
AATSC5p,-0.041731390789946296
AATSC5s,-0.08544791790661951
AATSC5v,-6.847588047496848
AATSC6Z,-0.3791322314049592
AATSC6c,0.002918989797704152
AATSC6d,-0.06988860941430111
AATSC6i,-0.09568942405154315
AATSC6m,-2.3934821083812357
AATSC6p,-0.038363088084488774
AATSC6s,-0.12996407032556573
AATSC6v,-6.081904754713066
AATSC7Z,-3.174045651318378
AATSC7c,-0.0008614907143155408
AATSC7d,0.022432113341204245
AATSC7i,-0.16452947520485833
AATSC7m,-17.123245892389797
AATSC7p,-0.07524278600389431
AATSC7s,-0.1837688849034949
AATSC7v,-8.728671269008776
AATSC8Z,2.8527154663518304
AATSC8c,0.004086617496866867
AATSC8d,0.022432113341204245
AATSC8i,0.08613005844393411
AATSC8m,14.114462366219
AATSC8p,0.035986009690982305
AATSC8s,0.04599660096030046
AATSC8v,8.22927781866134
ATS0are,292.8724999999999
ATS1are,303.65
ATS2are,492.71999999999997
ATS3are,583.5420000000003
ATS4are,544.808
ATS5are,580.413
ATS6are,615.1018
ATS7are,543.8620000000002
ATS8are,480.8280000000001
ATSC0dv,203.2601321860581
ATSC0pe,7.1114909090909055
ATSC0se,5.40410425
ATSC1dv,56.54510310739265
ATSC1pe,-0.36998595041322346
ATSC1se,-0.4861788749999997
ATSC2dv,45.71289777687083
ATSC2pe,1.296565289256198
ATSC2se,0.862497125
ATSC3dv,8.756204015463277
ATSC3pe,1.1965272727272727
ATSC3se,1.1567579999999995
ATSC4dv,-49.32895169427157
ATSC4pe,-1.0940371900826447
ATSC4se,-1.1060462499999997
ATSC5dv,-59.53373238558423
ATSC5pe,-3.373127272727272
ATSC5se,-2.626574249999999
ATSC6dv,-48.35935108662381
ATSC6pe,-0.21019917355371728
ATSC6se,0.21402049999999906
ATSC7dv,35.61006813363716
ATSC7pe,1.2053537190082646
ATSC7se,1.1775054999999996
ATSC8dv,14.596053123830902
ATSC8pe,1.9966272727272705
ATSC8se,1.2035935625
AXp-0dv,0.586880191833331
AXp-1dv,0.30527635405882586
AXp-2dv,0.15858121600202474
AXp-3dv,0.08087212681666825
AXp-4dv,0.04490591443389044
AXp-5dv,0.02295303878868346
AXp-6dv,0.013038257765312216
AXp-7dv,0.006019148449770541
BertzCT,968.1612470027461
ECIndex,678
ETA_eta,22.225303243817
GATS1dv,0.4644778922517136
GATS1pe,0.7329669840138482
GATS1se,0.8241372467650094
GATS2dv,0.7683107049788891
GATS2pe,0.7770636497639148
GATS2se,0.8285317664885055
GATS3dv,0.9652155780907677
GATS3pe,0.9235558583802913
GATS3se,0.9219766414320442
GATS4dv,1.072880765798325
GATS4pe,0.9559202900323996
GATS4se,0.9848164233781423
GATS5dv,1.1013727167146337
GATS5pe,1.1628344139574367
GATS5se,1.1901680445006217
GATS6dv,1.1412076053126319
GATS6pe,1.0976825167773898
GATS6se,1.1004008716474913
GATS7dv,0.8942766016386843
GATS7pe,0.9052372268794413
GATS7se,0.8838330794951773
GATS8dv,0.9354881033964291
GATS8pe,0.7517670322477908
GATS8se,0.7325413719689884
LogEE_A,4.247806184765752
LogEE_D,164.53736953278593
MATS1dv,0.2660955681859133
MATS1pe,-0.04976447404167798
MATS1se,-0.08605323686038772
MATS2dv,0.13372342932701792
MATS2pe,0.1084063415654797
MATS2se,0.09489752688956331
MATS3dv,0.021539403525153957
MATS3pe,0.08412633075278937
MATS3se,0.10702587760034418
MATS4dv,-0.1271226896248753
MATS4pe,-0.08058325699812467
MATS4se,-0.10720695469999666
MATS5dv,-0.14644714569773298
MATS5pe,-0.23716034484521856
MATS5se,-0.2430166155658451
MATS6dv,-0.11378712123008623
MATS6pe,-0.014136281802340389
MATS6se,0.018940720922395633
MATS7dv,0.09176857572261585
MATS7pe,0.08878247411785968
MATS7se,0.11413336358899721
MATS8dv,0.041034125557940206
MATS8pe,0.1604346943158392
MATS8se,0.12726766882781732
MAXaaCH,1.8594764395509658
MAXaasC,0.7017171132641774
MAXdsCH,1.5620327853363567
MAXdssC,0.2382953960905354
MAXsCH3,1.796413068186156
MDEC-12,1.4819703143202203
MDEC-13,1.4918524145510852
MDEC-22,9.289270596377204
MDEC-23,20.509811146784557
MDEC-33,9.734449029234606
MDEO-11,0.4814111366353723
MDEO-12,1.6450593682779047
MDEO-22,0.5436901865014462
MINaaCH,1.6406292517006802
MINaasC,0.2721058626618693
MINdsCH,1.5620327853363567
MINdssC,-1.0999789788688388
MINsCH3,1.796413068186156
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,2.4714285714285715
SM1_Dzi,1.3109066873871242
SM1_Dzm,2.487775771616601
SM1_Dzp,-6.559488387823288
SM1_Dzv,-2.4892376399592018
SddssSe,0
SpAD_Dt,493.957902809157
SpAbs_A,35.25406505057579
SpAbs_D,329.074739065572
SpMAD_A,1.2590737518062782
SpMAD_D,11.752669252341851
SpMax_A,2.423296481761777
SpMax_D,164.53736953278593
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,94.42
TpiPC10,8.768481924922591
VAdjMat,5.906890595608519
VE1_DzZ,5.1957684975322005
VE1_Dzi,5.195548143253015
VE1_Dzm,5.195597786286166
VE1_Dzp,5.157807277480086
VE1_Dzv,5.179944935750585
VE2_DzZ,0.18556316062615003
VE2_Dzi,0.18555529083046482
VE2_Dzm,0.1855570637959345
VE2_Dzp,0.18420740276714592
VE2_Dzv,0.18499803341966375
VE3_DzZ,2.677463961019317
VE3_Dzi,2.6774215497856235
VE3_Dzm,2.677431104657336
VE3_Dzp,2.6701309601346064
VE3_Dzv,2.67441384323207
VR1_DzZ,172.0768106569942
VR1_Dzi,172.9317261232815
VR1_Dzm,172.07493674824863
VR1_Dzp,177.0371396218065
VR1_Dzv,174.6997600692621
VR2_DzZ,6.145600380606936
VR2_Dzi,6.176133075831482
VR2_Dzm,6.145533455294594
VR2_Dzp,6.322754986493089
VR2_Dzv,6.23927714533079
VR3_DzZ,6.177560367897479
VR3_Dzi,6.182516287099205
VR3_Dzm,6.177549477883061
VR3_Dzp,6.205978956115882
VR3_Dzv,6.1926882609330605
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.02282177322938192
Xch-6dv,0.08681234172662086
Xch-7dv,0.12238177026510993
Xpc-4dv,1.3572450512746241
Xpc-5dv,1.9295923920563078
Xpc-6dv,2.296439912566418
Zagreb1,142.0
Zagreb2,164.0
fragCpx,144.08
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,1
n5FRing,0
n5HRing,1
n5aRing,0
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,12
nBondsD,4
nBondsM,16
nBondsO,30
nBondsS,30
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,8
naHRing,0
AATS0are,6.656193181818179
AATS1are,6.601086956521739
AATS2are,6.658378378378378
AATS3are,6.631159090909094
AATS4are,6.4858095238095235
AATS5are,6.595602272727273
AATS6are,6.6858891304347825
AATS7are,6.474547619047621
AATS8are,6.2445194805194815
AATSC0dv,4.619548458774047
AATSC0pe,0.16162479338842967
AATSC0se,0.12282055113636363
AATSC1dv,1.2292413718998403
AATSC1pe,-0.008043172835070075
AATSC1se,-0.010569105978260862
AATSC2dv,0.6177418618496059
AATSC2pe,0.01752115255751619
AATSC2se,0.011655366554054053
AATSC3dv,0.09950231835753724
AATSC3pe,0.01359690082644628
AATSC3se,0.013144977272727267
AATSC4dv,-0.5872494249318043
AATSC4pe,-0.013024252262888628
AATSC4se,-0.013167217261904758
AATSC5dv,-0.6765196861998208
AATSC5pe,-0.03833099173553718
AATSC5se,-0.0298474346590909
AATSC6dv,-0.5256451205067806
AATSC6pe,-0.0022847736255838837
AATSC6se,0.0023263097826086853
AATSC7dv,0.4239293825432995
AATSC7pe,0.014349449035812674
AATSC7se,0.014017922619047616
AATSC8dv,0.1895591314783234
AATSC8pe,0.025930224321133382
AATSC8se,0.015631085227272728
AETA_eta,0.7937608301363214
ATSC0are,7.730679545454544
ATSC1are,-0.5045922520661164
ATSC2are,1.4554798553718995
ATSC3are,1.3700249999999994
ATSC4are,-1.604088223140496
ATSC5are,-3.439125000000001
ATSC6are,-0.3352935950413227
ATSC7are,1.4211754132231404
ATSC8are,1.9788857954545462
BCUTZ-1h,35.000418266109904
BCUTZ-1l,5.687580589706793
BCUTc-1h,0.4981435745978316
BCUTc-1l,-0.5211245684104524
BCUTd-1h,3.233038371184199
BCUTd-1l,0.9726368431630221
BCUTi-1h,14.54941375795682
BCUTi-1l,10.946573656693298
BCUTm-1h,79.90417862909416
BCUTm-1l,11.699317917784601
BCUTp-1h,3.0589895697511587
BCUTp-1l,0.7402610327550887
BCUTs-1h,7.009376429455588
BCUTs-1l,1.0433289390934133
BCUTv-1h,26.523892976670254
BCUTv-1l,14.699769615995528
BalabanJ,1.533979266307945
Diameter,15
ETA_beta,36.75
GATS1are,0.7706986013340383
GATS2are,0.7965598124254646
GATS3are,0.9307578070727051
GATS4are,0.9844460451392864
GATS5are,1.1469461699092076
GATS6are,1.1094035689661477
GATS7are,0.8806570419744493
GATS8are,0.7556429847966607
HybRatio,0.15
Lipinski,True
LogEE_Dt,246.9789514045785
MATS1are,-0.06243350997284748
MATS2are,0.11194623311663467
MATS3are,0.08860961005721299
MATS4are,-0.10868859372210397
MATS5are,-0.22243355061988856
MATS6are,-0.02074304145984132
MATS7are,0.09629492621873335
MATS8are,0.14627328379970972
MAXssCH2,0.35540273416237733
MINssCH2,-0.5038044226293827
NsssssAs,0
RotRatio,0.23333333333333334
SM1_Dzpe,1.8520233054351785
SM1_Dzse,1.7781718379174816
SMR_VSA1,28.906190624384493
SMR_VSA2,0.0
SMR_VSA3,0.0
SMR_VSA4,4.992404732635669
SMR_VSA5,6.923737199690624
SMR_VSA6,13.213763929025836
SMR_VSA7,63.76123129151351
SMR_VSA8,0.0
SMR_VSA9,11.49902366656781
SpAD_DzZ,239.76896079254794
SpAD_Dzi,245.09550759131156
SpAD_Dzm,239.84813603759937
SpAD_Dzp,356.0280819559831
SpAD_Dzv,301.791918781492
SpAbs_Dt,493.9579028091573
SpDiam_A,4.803988239730392
SpDiam_D,245.19337429220712
SpMAD_Dt,17.641353671755606
SpMax_Dt,246.9789514045785
SsssssAs,0
VE1_Dzpe,5.198956880029579
VE1_Dzse,5.198747654960981
VE2_Dzpe,0.18567703142962783
VE2_Dzse,0.1856695591057493
VE3_Dzpe,2.6780774226513584
VE3_Dzse,2.678037178178567
VMcGowan,279.7800000000002
VR1_Dzpe,172.3286404732005
VR1_Dzse,172.34501643040642
VR2_Dzpe,6.154594302614304
VR2_Dzse,6.1551791582288
VR3_Dzpe,6.17902277135399
VR3_Dzse,6.179117794323632
mZagreb1,9.5
mZagreb2,6.277777777777777
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,1
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,10
nBondsKS,36
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.17569726239669417
AATSC1are,-0.010969396784046008
AATSC2are,0.019668646694214857
AATSC3are,0.015568465909090902
AATSC4are,-0.01909628837072019
AATSC5are,-0.03908096590909092
AATSC6are,-0.003644495598275247
AATSC7are,0.0169187549193231
AATSC8are,0.025699815525383717
AETA_beta,1.3125
BCUTdv-1h,6.029590220081778
BCUTdv-1l,0.2560127547826172
BCUTpe-1h,3.5048294758081124
BCUTpe-1l,2.2341352023216046
BCUTse-1h,3.7176605913211995
BCUTse-1l,2.4302926079096165
ETA_alpha,13.733333333333336
ETA_dBeta,1.25
ETA_eta_B,0.4406480141367659
ETA_eta_F,28.930105758536197
ETA_eta_L,5.880277685139674
ETA_eta_R,51.155409002353196
ETA_psi_1,0.5567567567567572
LabuteASA,168.93338378732608
LogEE_DzZ,119.75320919309245
LogEE_Dzi,122.59457189163388
LogEE_Dzm,119.75065462548005
LogEE_Dzp,176.84270376588026
LogEE_Dzv,150.45145266932468
PEOE_VSA1,19.31711625624085
PEOE_VSA2,0.0
PEOE_VSA3,14.581479100779312
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,18.19910120538483
PEOE_VSA7,58.75862097001729
PEOE_VSA8,5.563451491696996
PEOE_VSA9,11.079601480345332
SM1_Dzare,1.987544707604623
SpAD_Dzpe,240.59225568243468
SpAD_Dzse,241.8901321890333
SpAbs_DzZ,237.67934302883666
SpAbs_Dzi,243.8782370958807
SpAbs_Dzm,237.7429080040697
SpAbs_Dzp,360.2448959195839
SpAbs_Dzv,303.39214297860866
SpDiam_Dt,346.40024050100925
SpMAD_DzZ,8.563177171162426
SpMAD_Dzi,8.753410985403985
SpMAD_Dzm,8.566004858485693
SpMAD_Dzp,12.715288641285111
SpMAD_Dzv,10.778282813624713
SpMax_DzZ,119.75320919309245
SpMax_Dzi,122.59457189163388
SpMax_Dzm,119.75065462548005
SpMax_Dzp,176.84270376588026
SpMax_Dzv,150.45145266932468
VE1_Dzare,5.199778677672353
VE2_Dzare,0.18570638134544118
VE3_Dzare,2.678235479876667
VR1_Dzare,172.25233500567037
VR2_Dzare,6.15186910734537
VR3_Dzare,6.1785798828940495
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,12
nAromBond,12
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.49047619047619057
AETA_dBeta,0.044642857142857144
AETA_eta_B,0.015737429076313068
AETA_eta_F,1.0332180628048642
AETA_eta_L,0.21000991732641694
AETA_eta_R,1.8269788929411857
BCUTare-1h,3.558526777376357
BCUTare-1l,2.183722457789405
ETA_beta_s,17.75
ETA_dPsi_A,0.1572432432432428
ETA_dPsi_B,0.0
ETA_eta_BR,0.6986480141367659
ETA_eta_FL,7.593287863096656
ETA_eta_RL,13.47356554823633
LogEE_Dzpe,120.36227153069717
LogEE_Dzse,121.00857223158513
PEOE_VSA10,0.0
PEOE_VSA11,23.802944944136563
PEOE_VSA12,5.897745344357611
PEOE_VSA13,0.0
SlogP_VSA1,9.473725907600098
SlogP_VSA2,36.15664724412785
SlogP_VSA3,14.325937321943691
SlogP_VSA4,0.0
SlogP_VSA5,18.050640183084614
SlogP_VSA6,57.626733040755184
SlogP_VSA7,0.0
SlogP_VSA8,6.076020106833881
SlogP_VSA9,0.0
SpAD_Dzare,238.17606907789178
SpAbs_Dzpe,238.93287097130374
SpAbs_Dzse,240.26287563986
SpDiam_DzZ,178.2995371784441
SpDiam_Dzi,180.53706439492328
SpDiam_Dzm,178.3036937429364
SpDiam_Dzp,252.6773814175564
SpDiam_Dzv,218.18961255910307
SpMAD_Dzpe,8.592580560086953
SpMAD_Dzse,8.638933292465476
SpMax_Dzpe,120.36227153069717
SpMax_Dzse,121.00857223158513
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,28
AETA_beta_s,0.6339285714285714
AETA_eta_BR,0.024951714790598784
AETA_eta_FL,0.27118885225345196
AETA_eta_RL,0.4811987695798689
DetourIndex,3359
EState_VSA1,18.545492540416618
EState_VSA2,17.34429649069735
EState_VSA3,27.956016297023226
EState_VSA4,0.0
EState_VSA5,0.0
EState_VSA6,37.265225580370945
EState_VSA7,18.19910120538483
EState_VSA8,20.922348630585017
EState_VSA9,19.31711625624085
ETA_beta_ns,19.0
ETA_shape_p,0.20631067961165045
ETA_shape_x,0.0
ETA_shape_y,0.32766990291262127
GhoseFilter,True
LogEE_Dzare,119.15901827850321
SlogP_VSA10,0.0
SlogP_VSA11,11.49902366656781
SpAbs_Dzare,236.46443697720875
SpDiam_Dzpe,178.67648934240702
SpDiam_Dzse,179.62656436843042
SpMAD_Dzare,8.506288181353279
SpMax_Dzare,119.15901827850321
TopoPSA(NO),94.42
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,0.4909043711352514
VSA_EState9,68.40707622059512
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.6785714285714286
EState_VSA10,9.589074368143644
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.009523809523809426
FilterItLogS,-5.160240265490917
SpDiam_Dzare,177.0543801234651
ETA_beta_ns_d,1.5
ETA_epsilon_1,0.6696969696969697
ETA_epsilon_2,0.8809523809523805
ETA_epsilon_3,0.43999999999999984
ETA_epsilon_4,0.5804597701149423
ETA_epsilon_5,0.8609195402298846
AETA_beta_ns_d,0.05357142857142857
ETA_dEpsilon_A,0.22969696969696984
ETA_dEpsilon_B,0.08923719958202736
ETA_dEpsilon_C,-0.14045977011494248
ETA_dEpsilon_D,0.020032840722495893
PetitjeanIndex,0.4666666666666667
TopoShapeIndex,0.875
CDK Descriptors
FMFDescriptor,0.6428571428571429
MDEDescriptor,"0.0,1.4819703143202203,1.4918524145510852,0.0,9.289270596377204,20.509811146784557,0.0,9.734449029234606,0.0,0.0,0.4814111366353723,1.6450593682779047,0.5436901865014462,0.0,0.0,0.0,0.0,0.0,0.0"
APolDescriptor,54.83068799999998
BCUTDescriptor,"11.99615142126656,78.91833750984398,-0.3489690708959748,0.31850196476405607,3.7701911510439237,11.221186362196335"
BPolDescriptor,27.765311999999998
TPSADescriptor,94.42
ALOGPDescriptor,"3.9991999999999983,15.993600639999986,104.60600000000004"
XLogPDescriptor,3.9429999999999996
VAdjMaDescriptor,5.906890595608519
WeightDescriptor,445.01609945999996
ChiPathDescriptor,"20.0956473593183,13.473565548236333,12.101160401082968,9.45176848986443,7.940083225896719,6.257924738638656,4.536842256693666,2.9641959248574183,16.432645371333265,9.158290621764774,6.501829856083016,4.205350594466747,3.053602181504551,1.9051022194607274,1.1734431988780993,0.5718191027282015"
ChiChainDescriptor,"0.0,0.0,0.09622504486493763,0.3774396103359917,0.5130640284154023,0.0,0.0,0.02282177322938192,0.08681234172662086,0.12238177026510993"
AtomCountDescriptor,44
BondCountDescriptor,30
SmallRingDescriptor,"3,2,3,2,0,0,1,2,0,0,0"
ChiClusterDescriptor,"1.8865263866414477,0.0,0.36545089014000604,0.0,0.7893979923610643,0.0,0.09586468940295467,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,3,12,2,3,0,0,0"
ZagrebIndexDescriptor,142.0
LargestChainDescriptor,16
MannholdLogPDescriptor,2.7800000000000002
WeightedPathDescriptor,"56.620015084724855,2.0221433958830306,22.138054652882502,16.419587927767516,3.143054693744536"
FractionalPSADescriptor,0.21217209919949626
WienerNumbersDescriptor,"2215.0,41.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"3.8761368662357665,6.005796827624179,8.146374664343101,1.3572450512746244,1.9295923920563078,2.124993762709983"
FractionalCSP3Descriptor,0.15
KierHallSmartsDescriptor,"0,0,0,0,0,0,1,0,2,0,1,7,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,1
LargestPiSystemDescriptor,21
PetitjeanNumberDescriptor,0.4666666666666667
AcidicGroupCountDescriptor,1
KappaShapeIndicesDescriptor,"22.68,10.85782272456871,6.25"
AromaticAtomsCountDescriptor,12
AromaticBondsCountDescriptor,12
FragmentComplexityDescriptor,1360.08
HBondAcceptorCountDescriptor,5
HybridizationRatioDescriptor,0.15
AutocorrelationDescriptorMass,"76.26488530583755,38.97386712169856,58.559308138437245,66.53156882797046,69.46983345000372"
PetitjeanShapeIndexDescriptor,"0.875,NaN"
RotatableBondsCountDescriptor,7
AutocorrelationDescriptorCharge,"0.8784063401085358,-0.4539188529136401,-0.19541097602061255,0.3608663438657789,-0.06194453830986465"
EccentricConnectivityIndexDescriptor,678
AutocorrelationDescriptorPolarizability,"1823.3926195785339,2118.880969917561,2915.927292593825,2926.146614549734,2714.9672799728714"
