DLiP-ID,T002RB
DLiP-Mol-ID,19158
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C11H12Cl2N2/c1-6-8(2-3-14)11-9(13)4-7(12)5-10(11)15-6/h4-5,15H,2-3,14H2,1H3"
Standard Inchi Key(RDKit),JCTJISIFGZHOFY-UHFFFAOYSA-N
Canonical SMILES(RDKit),Cc1[nH]c2cc(Cl)cc(Cl)c2c1CCN
SMILES(SDF),
MW(SDF),
MW(RDKit),243.137
MW Monoisotopic(RDKit),242.037753744
MolLogP(RDKit),3.28432
XLogP(SDF),
XLogP(CDK),2.89
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),1
HBA Lipinski(RDKit),2
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),3
PSA(SDF),
PSA(RDKit),41.81
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),2
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),15
QED Weighted(RDKit),0.834425827909962
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,K-Ras/SOS1
Common Target Pref Name,KRAS/SOS1
RDKit Descriptors
Ipc,2930.2966855686013
qed,0.8344258279099618
Chi0,10.999635521070495
Chi1,7.130228955335799
TPSA,41.81
Chi0n,8.402193315960428
Chi0v,9.914051207997337
Chi1n,4.794466692445615
Chi1v,5.55039563846407
Chi2n,3.577400981948082
Chi2v,4.421036889160672
Chi3n,2.5259507773245926
Chi3v,3.042259849183195
Chi4n,1.9006784823345884
Chi4v,2.5081540999043295
MolMR,65.81410000000002
MolWt,243.13699999999994
fr_SH,0
Kappa1,10.805788371993678
Kappa2,4.046244645981219
Kappa3,1.8497935932207084
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,0
fr_NH1,1
