DLiP-ID,J100F5
DLiP-Mol-ID,37247
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C19H21ClN4O4S/c1-23(29(3,27)28)11-14-8-12(4-6-16(14)20)15(10-19(25)26)13-5-7-18-17(9-13)21-22-24(18)2/h4-9,15H,10-11H2,1-3H3,(H,25,26)"
Standard Inchi Key(RDKit),USDLDJOPUXHGLC-UHFFFAOYSA-N
Canonical SMILES(RDKit),CN(Cc1cc(C(CC(=O)O)c2ccc3c(c2)nnn3C)ccc1Cl)S(C)(=O)=O
SMILES(SDF),
MW(SDF),
MW(RDKit),436.921
MW Monoisotopic(RDKit),436.097203832
MolLogP(RDKit),2.6197
XLogP(SDF),
XLogP(CDK),2.057
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),6
HBA Lipinski(RDKit),8
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),105.39
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),7
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),29
QED Weighted(RDKit),0.609889253580974
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,KEAP1/NRF2
Common Target Pref Name,KEAP1/NRF2
RDKit Descriptors
Ipc,2334703.5208882093
qed,0.6098892535809743
Chi0,21.344570503761737
Chi1,13.557569213703694
TPSA,105.38999999999999
Chi0n,16.202691059064946
Chi0v,17.77511658601113
Chi1n,8.767510625900695
Chi1v,10.993786718174427
Chi2n,6.981532104059886
Chi2v,9.478119691042469
Chi3n,4.8471463395629115
Chi3v,6.477281677275577
Chi4n,3.16689017706053
Chi4v,3.71779418082043
