DLiP-ID,C001AP
DLiP-Mol-ID,32093
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C21H17N3O/c1-25-17-11-7-10-16(14-17)22-21-18-12-5-6-13-19(18)23-20(24-21)15-8-3-2-4-9-15/h2-14H,1H3,(H,22,23,24)"
Standard Inchi Key(RDKit),GSIQYCKOUGIZQC-UHFFFAOYSA-N
Canonical SMILES(RDKit),COc1cccc(Nc2nc(-c3ccccc3)nc3ccccc23)c1
SMILES(SDF),
MW(SDF),
MW(RDKit),327.387
MW Monoisotopic(RDKit),327.137162164
MolLogP(RDKit),5.049
XLogP(SDF),
XLogP(CDK),4.968
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),4
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),47.04
RO3 Pass,
Num RO5 Violations,1
Num Lipinski RO5 Violations,1
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),4
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),4
nAtoms(SDF),
Heavy Atoms(RDKit),25
QED Weighted(RDKit),0.569657894823737
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,935832.9746441572
qed,0.5696578948237369
Chi0,17.062267164498692
Chi1,12.330831138144495
TPSA,47.04
Chi0n,13.808228980928918
Chi0v,13.808228980928918
Chi1n,8.066200703454214
Chi1v,8.066200703454214
Chi2n,5.635950719384459
Chi2v,5.635950719384459
Chi3n,3.9676941592720816
Chi3v,3.9676941592720816
Chi4n,2.7257528745590474
Chi4v,2.7257528745590474
MolMR,101.25070000000001
MolWt,327.38700000000006
fr_SH,0
Kappa1,15.146698393813207
Kappa2,6.61039125931371
Kappa3,3.1454240519737313
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,2
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,1015.7108480681238
MolLogP,5.049000000000003
NOCount,4
fr_Ar_N,2
fr_COO2,0
fr_urea,0
BalabanJ,1.8340748451390623
SMR_VSA1,4.736862953800049
SMR_VSA2,0.0
