DLiP-ID,T003TQ
DLiP-Mol-ID,20817
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C20H22N4O4S/c1-28-17-10-9-14(13-18(17)29(26,27)24-11-5-2-6-12-24)21-20(25)19-15-7-3-4-8-16(15)22-23-19/h3-4,7-10,13H,2,5-6,11-12H2,1H3,(H,21,25)(H,22,23)"
Standard Inchi Key(RDKit),MGXPOFVTTBGHSC-UHFFFAOYSA-N
Canonical SMILES(RDKit),COc1ccc(NC(=O)c2n[nH]c3ccccc23)cc1S(=O)(=O)N1CCCCC1
SMILES(SDF),
MW(SDF),
MW(RDKit),414.487
MW Monoisotopic(RDKit),414.136176184
MolLogP(RDKit),2.9984
XLogP(SDF),
XLogP(CDK),3.333
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),8
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),104.39
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),5
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),29
QED Weighted(RDKit),0.667841952723827
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Rac1/GEFs
Common Target Pref Name,RAC1/TIAM1
RDKit Descriptors
Ipc,5687299.235136346
qed,0.6678419527238266
Chi0,20.432510652501765
Chi1,14.002368428929355
TPSA,104.38999999999997
Chi0n,16.012654433579353
Chi0v,16.829151014507076
Chi1n,9.431581513763891
Chi1v,10.871644842564532
Chi2n,6.902305704666089
Chi2v,8.808662569444172
Chi3n,5.039768497421175
Chi3v,6.959601478576091
Chi4n,3.527223240280746
Chi4v,5.225819544594458
MolMR,109.65070000000004
MolWt,414.4870000000003
fr_SH,0
Kappa1,19.408320675004767
Kappa2,7.841899517225841
Kappa3,3.7046238566375203
fr_ArN,0
fr_COO,0
fr_C_O,1
