DLiP-ID,T004BZ
DLiP-Mol-ID,17444
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C21H27N3O2/c1-13(2)10-11-21-12-16(17(25)26-5)24-19(21)23(18(22)20(24,3)4)15-9-7-6-8-14(15)21/h6-10,16,19,22H,11-12H2,1-5H3/t16-,19-,21-/m0/s1"
Standard Inchi Key(RDKit),NRCXVPUIHVDPSI-LRQRDZAKSA-N
Canonical SMILES(RDKit),COC(=O)[C@@H]1C[C@@]2(CC=C(C)C)c3ccccc3N3C(=N)C(C)(C)N1[C@H]32
SMILES(SDF),
MW(SDF),
MW(RDKit),353.466
MW Monoisotopic(RDKit),353.210327104
MolLogP(RDKit),3.44357
XLogP(SDF),
XLogP(CDK),3.981
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),5
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),56.63
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),3
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),1
nAtoms(SDF),
Heavy Atoms(RDKit),26
QED Weighted(RDKit),0.667957763940604
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,HIF-1a/p300
Common Target Pref Name,HIF-1a/p300
RDKit Descriptors
Ipc,881726.0283738635
qed,0.6679577639406041
Chi0,18.853006672199015
Chi1,12.252889963163504
TPSA,56.63
Chi0n,16.16658921862812
Chi0v,16.16658921862812
Chi1n,9.228892678507485
Chi1v,9.228892678507485
Chi2n,8.460533639154495
Chi2v,8.460533639154495
Chi3n,6.409406060166071
Chi3v,6.409406060166071
Chi4n,5.21548971155666
Chi4v,5.21548971155666
MolMR,102.50070000000005
MolWt,353.46600000000007
fr_SH,0
Kappa1,17.28267148430764
Kappa2,5.428227023827436
Kappa3,1.9490438191011281
fr_ArN,0
fr_COO,0
fr_C_O,1
fr_C_S,0
fr_NH0,2
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,824.3000247973832
MolLogP,3.443570000000002
NOCount,5
fr_Ar_N,0
fr_COO2,0
fr_urea,0
BalabanJ,1.9535179317122253
SMR_VSA1,9.53140013787187
SMR_VSA2,5.409283605791522
SMR_VSA3,4.899909730850478
SMR_VSA4,0.0
SMR_VSA5,63.698124207677125
SMR_VSA6,12.009707272128011
SMR_VSA7,41.478044402446585
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,1
fr_ether,1
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,154.67852401189637
NHOHCount,1
PEOE_VSA1,9.636772684650527
PEOE_VSA2,15.103730520713821
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,29.848225842287977
PEOE_VSA7,52.16641060477312
PEOE_VSA8,11.102376744080342
PEOE_VSA9,18.814498405795405
RingCount,4
SMR_VSA10,17.492311348392683
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,353.21032710400004
NumHDonors,1
PEOE_VSA10,11.87746061490523
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,0.0
PEOE_VSA14,5.969305287951849
SlogP_VSA1,4.899909730850478
SlogP_VSA2,41.56117403950296
SlogP_VSA3,14.94639060726865
SlogP_VSA4,5.409283605791522
SlogP_VSA5,46.1000435363115
SlogP_VSA6,35.91459291074959
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
fr_amidine,1
fr_aniline,1
fr_benzene,1
fr_epoxide,0
fr_guanido,0
fr_halogen,0
fr_hdrzine,0
fr_hdrzone,0
