DLiP-ID,P000LD
AATSC4v,-9.39391582180145
AATSC5Z,-1.5946879360709385
AATSC5c,0.0011185279754423539
AATSC5d,-0.024832558201013245
AATSC5i,-0.12047839922118934
AATSC5m,-7.6177845791513
AATSC5p,-0.03401290678424919
AATSC5s,-0.40981041971876103
AATSC5v,-9.554058136288191
AATSC6Z,0.1879438687687382
AATSC6c,0.0004602695571293056
AATSC6d,0.07854838525814209
AATSC6i,0.06538537585679635
AATSC6m,0.765055541841936
AATSC6p,0.009946298867536521
AATSC6s,0.06621261778740589
AATSC6v,0.4179164618748643
AATSC7Z,1.757941887192786
AATSC7c,-0.0006285149359417717
AATSC7d,0.006974322704858456
AATSC7i,0.1679704693104467
AATSC7m,8.128838584782226
AATSC7p,0.036346600378567274
AATSC7s,0.42805711551100195
AATSC7v,7.658151488361082
AATSC8Z,-0.24410506159825918
AATSC8c,0.0004958781081659131
AATSC8d,-0.07498290828764194
AATSC8i,0.06911808621390754
AATSC8m,-1.2172975275169766
AATSC8p,-0.0074219626347009115
AATSC8s,-0.10555849618121538
AATSC8v,-3.2377360891229743
ATS0are,363.40830000000005
ATS1are,373.3788
ATS2are,641.2410000000001
ATS3are,804.4778999999997
ATS4are,951.0687999999999
ATS5are,1044.6539000000002
ATS6are,1005.8189999999998
ATS7are,861.2768
ATS8are,705.0998999999999
ATSC0dv,250.24951267056534
ATSC0pe,8.661789473684205
ATSC0se,6.091748561403507
ATSC1dv,57.22564207790432
ATSC1pe,-0.6755559556786646
ATSC1se,-0.19385215020006136
ATSC2dv,133.1563216032284
ATSC2pe,2.8074800554016637
ATSC2se,1.5716190227762383
ATSC3dv,60.65117472042677
ATSC3pe,1.6328285318559597
ATSC3se,0.31172816251154284
ATSC4dv,-132.54163674292943
ATSC4pe,-4.422532686980593
ATSC4se,-3.5044470695598613
ATSC5dv,-136.71741732498887
ATSC5pe,-3.6067049861495706
ATSC5se,-1.8735860264696802
ATSC6dv,26.565712526931367
ATSC6pe,0.8477246537396117
ATSC6se,1.1460030184672205
ATSC7dv,53.85841797476147
ATSC7pe,3.339741828254841
ATSC7se,2.337445611265003
ATSC8dv,-64.18275708765093
ATSC8pe,-0.5746229916897487
ATSC8se,-0.5332870252385347
AXp-0dv,0.6086618917353995
AXp-1dv,0.3566804637394868
AXp-2dv,0.19052753460602798
AXp-3dv,0.11310506332807128
AXp-4dv,0.064513692968796
AXp-5dv,0.032818849199304057
AXp-6dv,0.01702885240913493
AXp-7dv,0.00933343644238571
BertzCT,1054.7343698282452
ECIndex,660
ETA_eta,29.5623175775288
GATS1dv,0.5783040493026788
GATS1pe,0.7582426184552554
GATS1se,0.7211842929869969
GATS2dv,0.6707145312982745
GATS2pe,0.6172003397430414
GATS2se,0.6338129666391239
GATS3dv,0.895501306038937
GATS3pe,0.817860253340949
GATS3se,0.8779398615980785
GATS4dv,1.2969339047338155
GATS4pe,1.2712862315673963
GATS4se,1.348143136723046
GATS5dv,1.2570848339264975
GATS5pe,1.2450522378617828
GATS5se,1.2397314609154366
GATS6dv,0.950360134394782
GATS6pe,1.0058438194413502
GATS6se,0.9709557018612823
GATS7dv,0.888934705124461
GATS7pe,0.7927544719584205
GATS7se,0.7639397836443185
GATS8dv,1.0599136372303195
GATS8pe,0.9562025034115972
GATS8se,0.9650786994081987
LogEE_A,4.303334744280666
LogEE_D,172.2384330988118
MATS1dv,0.2247316787009913
MATS1pe,-0.0766479537765837
MATS1se,-0.031273429923779336
MATS2dv,0.30029080273307995
MATS2pe,0.18292056647423485
MATS2se,0.14559913314597972
MATS3dv,0.10964031813787996
MATS3pe,0.08527805121100564
MATS3se,0.023149327589523132
MATS4dv,-0.20677645659852523
MATS4pe,-0.1993358569097694
MATS4se,-0.2245947164536847
MATS5dv,-0.19104595927268844
MATS5pe,-0.14560968005069147
MATS5se,-0.1075521064305741
MATS6dv,0.03735150190150268
MATS6pe,0.034435550550489726
MATS6se,0.06619171494212214
MATS7dv,0.08700337401218411
MATS7pe,0.1558694543151898
MATS7se,0.15511553243712806
MATS8dv,-0.1293723719927201
MATS8pe,-0.03346353271858436
MATS8se,-0.04415861669446773
MAXaaCH,1.2707598365205688
MAXaaNH,2.848142068944964
MAXaasC,0.44271650314038524
MAXdssC,-0.5048049957718759
MAXsCH3,1.7661699872531402
MAXssNH,2.5092141439909295
MAXsssN,1.2651615997048342
MDEC-11,0.694798310520985
MDEC-12,4.942215084930577
MDEC-13,6.427324616677352
MDEC-22,4.04139163928665
MDEC-23,14.271739300180867
MDEC-33,12.115906940733032
MDEN-22,0.33333333333333337
MDEN-23,0.31622776601683794
MDEO-11,2.187462546787584
MINaaCH,1.1965178571428572
MINaaNH,2.848142068944964
MINaasC,-0.29645229696816955
MINdssC,-0.6392343264466278
MINsCH3,1.618635973647698
MINssNH,2.5092141439909295
MINsssN,1.2651615997048342
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,2.553571428571429
SM1_Dzi,1.6276533763729586
SM1_Dzm,2.548452712471663
SM1_Dzp,-7.624173109545884
SM1_Dzv,-3.1943618779069727
SddssSe,0
SpAD_Dt,487.75235176439116
SpAbs_A,36.82000729577881
SpAbs_D,344.47686619762345
SpMAD_A,1.2273335765259603
SpMAD_D,11.482562206587453
SpMax_A,2.475579770894145
SpMax_D,172.2384330988118
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,148.17999999999998
TpiPC10,8.252617107678931
VAdjMat,5.954196310386875
VE1_DzZ,5.385251632715637
VE1_Dzi,5.382223128204907
VE1_Dzm,5.385255057426789
VE1_Dzp,5.384985802715052
VE1_Dzv,5.386801642668334
VE2_DzZ,0.1795083877571879
VE2_Dzi,0.17940743760683023
VE2_Dzm,0.1795085019142263
VE2_Dzp,0.1794995267571684
VE2_Dzv,0.17956005475561113
VE3_DzZ,2.782276326637022
VE3_Dzi,2.781713798345508
VE3_Dzm,2.7822769625794614
VE3_Dzp,2.782226962822671
VE3_Dzv,2.7825641102050693
VR1_DzZ,185.37011014741728
VR1_Dzi,186.2171361281989
VR1_Dzm,185.37034336566725
VR1_Dzp,186.45667960745288
VR1_Dzv,185.89919488442828
VR2_DzZ,6.179003671580576
VR2_Dzi,6.207237870939963
VR2_Dzm,6.179011445522241
VR2_Dzp,6.215222653581763
VR2_Dzv,6.196639829480943
VR3_DzZ,6.32096671061197
VR3_Dzi,6.325525680040195
VR3_Dzm,6.320967968733374
VR3_Dzp,6.326811219845402
VR3_Dzv,6.323816852479342
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.03125
Xch-6dv,0.10865334812831401
Xch-7dv,0.18922176349962944
Xpc-4dv,3.496443759921333
Xpc-5dv,4.8426073395968965
Xpc-6dv,5.676363416748972
Zagreb1,152.0
Zagreb2,182.0
fragCpx,91.1
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,1
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,11
nBondsD,4
nBondsM,15
nBondsO,31
nBondsS,43
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,10
naHRing,1
AATS0are,6.375584210526316
AATS1are,6.43756551724138
AATS2are,6.348920792079209
AATS3are,6.3847452380952365
AATS4are,6.514169863013698
AATS5are,6.408919631901842
AATS6are,6.208759259259258
AATS7are,6.10834609929078
AATS8are,6.239822123893805
AATSC0dv,4.390342327553778
AATSC0pe,0.151961218836565
AATSC0se,0.10687278177900889
AATSC1dv,0.9866490013431779
AATSC1pe,-0.011647516477218355
AATSC1se,-0.0033422784517251956
AATSC2dv,1.3183794218141427
AATSC2pe,0.02779683223169964
AATSC2se,0.015560584383923153
AATSC3dv,0.4813585295271966
AATSC3pe,0.012958956602031425
AATSC3se,0.0024740330358058956
AATSC4dv,-0.907819429746092
AATSC4pe,-0.030291319773839677
AATSC4se,-0.024003062120273023
AATSC5dv,-0.8387571615029992
AATSC5pe,-0.02212702445490534
AATSC5se,-0.011494392800427486
AATSC6dv,0.16398587979587265
AATSC6pe,0.005232868232960566
AATSC6se,0.007074092706587781
AATSC7dv,0.3819745955656842
AATSC7pe,0.02368611225712653
AATSC7se,0.016577628448687962
AATSC8dv,-0.5679890007756719
AATSC8pe,-0.005085159218493352
AATSC8se,-0.004719354205650749
AETA_eta,0.9854105859176266
ATSC0are,9.40474736842105
ATSC1are,-1.054769252077561
ATSC2are,2.894795013850415
ATSC3are,1.6094637119113582
ATSC4are,-4.759810803324094
ATSC5are,-3.5426249307479183
ATSC6are,1.104465373961219
ATSC7are,3.461377562326867
ATSC8are,-0.569872853185595
BCUTZ-1h,16.01312384788704
BCUTZ-1l,5.698627310824111
BCUTc-1h,0.4520531195789844
BCUTc-1l,-0.3775874281244161
BCUTd-1h,4.048484885746808
BCUTd-1l,0.9711922272028972
BCUTi-1h,14.548443610225949
BCUTi-1l,10.319764646744385
BCUTm-1h,32.0665443911866
BCUTm-1l,11.710716719815531
BCUTp-1h,2.954617027485952
BCUTp-1l,0.7514745968970413
BCUTs-1h,7.015033381238962
BCUTs-1l,0.2975893780575471
BCUTv-1h,24.44183354704208
BCUTv-1l,14.700827648160013
BalabanJ,2.081233746656656
Diameter,14
ETA_beta,35.5
GATS1are,0.7987624043909706
GATS2are,0.6274475972026633
GATS3are,0.8320407797032703
GATS4are,1.2905615647057813
GATS5are,1.2460669411095033
GATS6are,0.999408577070922
GATS7are,0.7912225534027983
GATS8are,0.9539828971609267
HybRatio,0.4
Lipinski,True
LogEE_Dt,243.8761758821956
MATS1are,-0.11021918343050968
MATS2are,0.17370973742696733
MATS3are,0.07741736149785394
MATS4are,-0.19758981577406093
MATS5are,-0.13172411575428888
MATS6are,0.04132042806799454
MATS7are,0.1487844634563892
MATS8are,-0.030565200385424044
MAXddssS,-3.780272365654761
MAXssCH2,0.3576664199630468
MINddssS,-3.780272365654761
MINssCH2,-0.6817436087408129
NsssssAs,0
RotRatio,0.2903225806451613
SM1_Dzpe,2.047506119951041
SM1_Dzse,1.9831138848095056
SMR_VSA1,28.219926142153987
SMR_VSA2,0.0
SMR_VSA3,9.289194512243443
SMR_VSA4,0.0
SMR_VSA5,39.011253897206274
SMR_VSA6,25.0131833803444
SMR_VSA7,40.71386017847574
SMR_VSA8,0.0
SMR_VSA9,5.749511833283905
SpAD_DzZ,251.57218713051319
SpAD_Dzi,273.76397204502575
SpAD_Dzm,251.6007861654578
SpAD_Dzp,344.07491762449877
SpAD_Dzv,327.8133129719422
SpAbs_Dt,487.75235176439094
SpDiam_A,4.905416867621201
SpDiam_D,256.59022198352847
SpMAD_Dt,16.258411725479707
SpMax_Dt,243.8761758821956
SsssssAs,0
VE1_Dzpe,5.383905214654644
VE1_Dzse,5.384464956313964
VE2_Dzpe,0.1794635071551548
VE2_Dzse,0.17948216521046548
VE3_Dzpe,2.782026275850857
VE3_Dzse,2.782130236181146
VMcGowan,322.350000000001
VR1_Dzpe,185.77123632073548
VR1_Dzse,185.69310801290186
VR2_Dzpe,6.192374544024516
VR2_Dzse,6.189770267096729
VR3_Dzpe,6.3231282931643955
VR3_Dzse,6.322707642783397
mZagreb1,13.42361111111111
mZagreb2,6.916666666666665
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,9
nBondsKS,49
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.16499556786703598
AATSC1are,-0.018185676759957945
AATSC2are,0.028661336770796186
AATSC3are,0.012773521523106018
AATSC4are,-0.032601443858384205
AATSC5are,-0.021733895280662077
AATSC6are,0.006817687493587771
AATSC7are,0.024548777037779197
AATSC8are,-0.005043122594562788
AETA_beta,1.1833333333333333
BCUTdv-1h,6.024034317939171
BCUTdv-1l,0.6449048961675292
BCUTpe-1h,3.5372076518351006
BCUTpe-1l,2.240121662260832
BCUTse-1h,3.7684627939723194
BCUTse-1l,2.439059117714376
ETA_alpha,14.033333333333335
ETA_dBeta,-1.5
ETA_eta_B,0.8000556061124175
ETA_eta_F,32.86417780406077
ETA_eta_L,7.267023780686053
ETA_eta_R,62.426495381589575
ETA_psi_1,0.5184729064039412
LabuteASA,175.3290623412474
LogEE_DzZ,125.49467669559606
LogEE_Dzi,136.93624113505862
LogEE_Dzm,125.50845658169615
LogEE_Dzp,170.97541697507754
LogEE_Dzv,163.58722029818034
PEOE_VSA1,20.513821914634953
PEOE_VSA2,9.589074368143644
PEOE_VSA3,8.417796984328938
PEOE_VSA4,4.305215991296234
PEOE_VSA5,0.0
PEOE_VSA6,20.771211599071872
PEOE_VSA7,37.10711151969846
PEOE_VSA8,24.346892298370605
PEOE_VSA9,10.582869750201336
SM1_Dzare,2.246698807680278
SpAD_Dzpe,274.82583151935364
SpAD_Dzse,274.5687975128616
SpAbs_DzZ,249.3590918924179
SpAbs_Dzi,272.2448288937442
SpAbs_Dzm,249.39212714798225
SpAbs_Dzp,349.5750070597009
SpAbs_Dzv,330.36880247426785
SpDiam_Dt,360.45061704118933
SpMAD_DzZ,8.385739571017107
SpMAD_Dzi,9.125465734834192
SpMAD_Dzm,8.386692872181927
SpMAD_Dzp,11.469163920816625
SpMAD_Dzv,10.927110432398074
SpMax_DzZ,125.49467669559606
SpMax_Dzi,136.93624113505862
SpMax_Dzm,125.50845658169615
SpMax_Dzp,170.97541697507754
SpMax_Dzv,163.58722029818034
VE1_Dzare,5.383453956942545
VE2_Dzare,0.17944846523141816
VE3_Dzare,2.781942456280028
VR1_Dzare,185.80334614308083
VR2_Dzare,6.193444871436028
VR3_Dzare,6.323301124267171
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,11
nAromBond,11
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.46777777777777785
AETA_dBeta,-0.05
AETA_eta_B,0.026668520203747253
AETA_eta_F,1.0954725934686924
AETA_eta_L,0.24223412602286842
AETA_eta_R,2.080883179386319
BCUTare-1h,3.5812143830782914
BCUTare-1l,2.186682191948008
ETA_beta_s,18.5
ETA_dPsi_A,0.1955270935960588
ETA_dPsi_B,0.0
ETA_eta_BR,0.9720556061124175
ETA_eta_FL,6.847134175574626
ETA_eta_RL,14.114157956260678
LogEE_Dzpe,137.4811659636752
LogEE_Dzse,137.35050255259108
PEOE_VSA10,18.050321792645285
PEOE_VSA11,5.783244946364939
PEOE_VSA12,10.023291153407584
PEOE_VSA13,5.907179729351506
SlogP_VSA1,5.316788604006331
SlogP_VSA2,59.3068657383083
SlogP_VSA3,16.444112776333593
SlogP_VSA4,6.923737199690624
SlogP_VSA5,52.875044940306424
SlogP_VSA6,23.094584680902603
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
SpAD_Dzare,273.39660699366857
SpAbs_Dzpe,272.91482580739944
SpAbs_Dzse,272.71789122037274
SpDiam_DzZ,188.88737905289983
SpDiam_Dzi,203.5367282949894
SpDiam_Dzm,188.9098613205066
SpDiam_Dzp,257.1562798933292
SpDiam_Dzv,245.67067184572642
SpMAD_Dzpe,9.16086105064512
SpMAD_Dzse,9.15229325042872
SpMax_Dzpe,137.4811659636752
SpMax_Dzse,137.35050255259108
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,30
AETA_beta_s,0.6166666666666667
AETA_eta_BR,0.03240185353708058
AETA_eta_FL,0.2282378058524875
AETA_eta_RL,0.47047193187535596
DetourIndex,3583
EState_VSA1,28.320597793636946
EState_VSA2,40.67927388185585
EState_VSA3,17.678201109471466
EState_VSA4,0.0
EState_VSA5,22.504317196681065
EState_VSA6,27.694948798762496
EState_VSA7,0.0
EState_VSA8,10.30076712495354
EState_VSA9,0.0
ETA_beta_ns,17.0
ETA_shape_p,0.28503562945368166
ETA_shape_x,0.05938242280285035
ETA_shape_y,0.3491686460807601
GhoseFilter,True
LogEE_Dzare,136.7731934570903
SlogP_VSA10,5.687386274683562
SlogP_VSA11,5.749511833283905
SpAbs_Dzare,271.2996881065004
SpDiam_Dzpe,205.17163183920707
SpDiam_Dzse,205.16855408365132
SpMAD_Dzare,9.113220233122286
SpMax_Dzare,136.7731934570903
TopoPSA(NO),139.79999999999998
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,26.734056015487084
VSA_EState9,59.96288301683434
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.5666666666666667
EState_VSA10,28.219926142153987
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.032222222222222166
FilterItLogS,-4.78768656929568
SpDiam_Dzare,204.00330316232294
ETA_beta_ns_d,1.0
ETA_epsilon_1,0.6169590643274848
ETA_epsilon_2,0.9022222222222218
ETA_epsilon_3,0.43636363636363584
ETA_epsilon_4,0.5696517412935315
ETA_epsilon_5,0.8313725490196076
AETA_beta_ns_d,0.03333333333333333
ETA_dEpsilon_A,0.18059542796384898
ETA_dEpsilon_B,0.04730732303395335
ETA_dEpsilon_C,-0.13328810492989562
ETA_dEpsilon_D,0.07084967320261426
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.43333333333333335
MDEDescriptor,"0.694798310520985,4.942215084930577,6.427324616677352,0.0,4.04139163928665,14.271739300180867,0.0,12.115906940733032,0.0,0.0,2.187462546787584,0.0,0.0,0.0,0.0,0.0,0.33333333333333337,0.31622776601683794,0.0"
APolDescriptor,64.21541099999997
BCUTDescriptor,"11.99615140528909,31.972072546882217,-0.41112076713194323,0.24716410623028043,4.42342485978326,12.254611958574259"
BPolDescriptor,41.208588999999996
TPSADescriptor,148.17999999999998
ALOGPDescriptor,"1.3394000000000013,1.7939923600000034,111.76440000000001"
XLogPDescriptor,1.8279999999999998
VAdjMaDescriptor,5.954196310386876
WeightDescriptor,437.16205679999996
ChiPathDescriptor,"22.637463722575188,14.11415795626068,12.706938949783034,10.975675827551894,8.699065442235112,6.075909381236121,3.850972799095351,2.4421860191565297,17.6471019420325,9.976372481820075,7.119380266038598,5.364036046141355,3.724254389460277,2.08760933626096,1.0300446903740736,0.5543434160790355"
ChiChainDescriptor,"0.0,0.0,0.07856742013183861,0.29288619975667424,0.5972185906740145,0.0,0.0,0.03125,0.10865334812831401,0.17448117372805605"
AtomCountDescriptor,57
BondCountDescriptor,31
SmallRingDescriptor,"2,2,2,2,0,0,1,1,0,0,0"
ChiClusterDescriptor,"2.692111083453522,0.16666666666666666,1.0941359599727258,0.16666666666666666,1.0454979600580139,0.02280752297933222,0.2577965981921629,0.019006269149443516"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,1,9,2,7,1,0,0"
ZagrebIndexDescriptor,152.0
LargestChainDescriptor,15
MannholdLogPDescriptor,2.56
WeightedPathDescriptor,"58.94324263088966,1.9647747543629885,27.75849189727746,14.983164514631962,9.322624401513693"
FractionalPSADescriptor,0.33895896886538757
WienerNumbersDescriptor,"2503.0,53.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"6.785061531739969,10.677916302955657,14.252529508417645,2.392002466987081,3.364453866030067,3.533594494290218"
FractionalCSP3Descriptor,0.4
KierHallSmartsDescriptor,"0,0,0,0,0,0,4,0,4,0,0,3,0,0,0,2,7,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,4
LargestPiSystemDescriptor,21
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"26.253902185223726,11.227654320987654,5.688793335124966"
AromaticAtomsCountDescriptor,11
AromaticBondsCountDescriptor,11
FragmentComplexityDescriptor,2494.1
HBondAcceptorCountDescriptor,7
HybridizationRatioDescriptor,0.4
AutocorrelationDescriptorMass,"41.854508155525124,42.22149888649256,58.43254979381765,68.06516653841413,65.474179013917"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,10
AutocorrelationDescriptorCharge,"0.7083832248067667,-0.31331435660975177,-0.052570893006977704,0.15889167687251032,-0.128412258366198"
EccentricConnectivityIndexDescriptor,660
AutocorrelationDescriptorPolarizability,"2269.821733844492,2661.267092063475,3814.2959243611663,4062.7696821180434,3707.284928968599"
