DLiP-ID,C000ZR
SRW08,8.628197749459149
SRW09,6.6052979209482015
SRW10,10.347500070256531
SaaCH,5.302599075123877
SaaNH,0
SaaSe,0
SaaaC,1.0031310363651638
SaasC,0.6157927059712776
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0.7831802721088454
SdssS,0
SsCH3,8.36074197425884
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,3.0885029289493575
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,4.437450103014164
VE1_D,5.1143916142564425
VE2_A,0.16435000381533943
VE2_D,0.1894219116391275
VE3_A,2.4833316833574246
VE3_D,2.6253102238454313
VR1_A,220.02101911979017
VR1_D,166.18375148429718
VR2_A,8.148926634066303
VR2_D,6.1549537586776735
VR3_A,6.386974856252443
VR3_D,6.106345885816581
WPath,1593
Xc-3d,2.123222859021835
Xc-4d,0.0
Xc-5d,0.5573016130636126
Xc-6d,0.0
Xp-0d,19.71481399176481
Xp-1d,12.845443010499071
Xp-2d,11.864282201705434
Xp-3d,9.622436643584992
Xp-4d,8.835453419856814
Xp-5d,6.503433582188947
Xp-6d,5.197985445235354
Xp-7d,3.443072049636033
ZMIC0,90.13710714547028
ZMIC1,42.97246201592647
ZMIC2,33.43270729569312
ZMIC3,31.089912764097566
ZMIC4,28.99868463867689
ZMIC5,28.1024440134966
nAcid,0
nAtom,48
nBase,0
nRing,3
piPC1,3.6635616461296463
piPC2,4.2801323269925415
piPC3,4.876151066716461
piPC4,5.490228215431148
piPC5,5.957455231005234
piPC6,6.361005585491085
piPC7,6.726505023140343
piPC8,7.116663613668018
piPC9,7.252405480243735
AATS0Z,24.416666666666668
AATS0d,3.3958333333333335
AATS0i,163.61125157628604
AATS0m,96.47466239583336
AATS0p,1.4410831458714377
AATS0s,5.0115740740740735
AATS0v,218.98908689111738
AATS1Z,26.14
AATS1d,4.0
AATS1i,147.722832292286
AATS1m,99.65766201999999
AATS1p,1.7512819699999997
AATS1s,3.543333333333334
AATS1v,262.81640469832325
AATS2Z,22.348837209302324
AATS2d,3.8488372093023258
AATS2i,155.54641443739345
AATS2m,84.78894755813954
AATS2p,1.4964965263573835
AATS2s,3.4354005167958657
AATS2v,221.7398794334509
AATS3Z,21.653465346534652
AATS3d,3.732673267326733
AATS3i,154.45359434644251
AATS3m,80.69565852475246
AATS3p,1.531833262225663
AATS3s,3.2018701870187023
AATS3v,225.46155173197945
AATS4Z,20.904761904761905
AATS4d,3.373015873015873
AATS4i,157.78116857002368
AATS4m,77.7550906190476
AATS4p,1.3834435671939127
AATS4s,3.75925925925926
AATS4v,205.0065902994398
AATS5Z,20.353383458646615
AATS5d,3.18796992481203
AATS5i,157.74103389910783
AATS5m,74.18394723308269
AATS5p,1.3684093617954287
AATS5s,3.866332497911445
AATS5v,204.24254168335483
AATS6Z,20.859154929577464
AATS6d,2.8450704225352115
AATS6i,157.99781552334778
AATS6m,77.09325972535211
AATS6p,1.3347719530414506
AATS6s,4.230633802816901
AATS6v,195.13792063292286
AATS7Z,15.182926829268293
AATS7d,2.158536585365854
AATS7i,165.94810692951478
AATS7m,52.87580715243902
AATS7p,1.0876836954672011
AATS7s,3.614668021680216
AATS7v,149.01890777452303
AATS8Z,9.864285714285714
AATS8d,1.8857142857142857
AATS8i,167.8563946241476
AATS8m,30.725763792857144
AATS8p,0.9732342003836786
AATS8s,2.6119047619047615
AATS8v,120.8026334919968
AMID_C,1.4392780150250053
AMID_N,0.22578423319624882
AMID_O,0.3465364873213058
AMID_X,0.0
AMID_h,0.5723207205175546
ATS0dv,440.0
ATS0pe,312.0803
ATS0se,381.72103599999997
ATS1dv,440.0
ATS1pe,333.98569999999995
ATS1se,397.448212
ATS2dv,631.0
ATS2pe,557.7803
ATS2se,677.376232
ATS3dv,645.0
ATS3pe,658.9214999999999
ATS3se,797.574844
ATS4dv,757.0
ATS4pe,826.8759
ATS4se,1006.14936
ATS5dv,780.0
ATS5pe,893.6949999999999
ATS5se,1085.7922
ATS6dv,838.0
ATS6pe,938.6254
ATS6se,1139.063332
ATS7dv,550.0
ATS7pe,1053.504
ATS7se,1304.61006
ATS8dv,109.0
ATS8pe,844.1605000000001
ATS8se,1069.065212
ATSC0Z,371.66666666666663
ATSC0c,1.1177116741958115
ATSC0d,32.979166666666664
ATSC0i,70.58532528598292
ATSC0m,1757.1846189791665
ATSC0p,10.556927725195477
ATSC0s,80.44212962962962
ATSC0v,2283.662067172295
ATSC1Z,25.51388888888892
ATSC1c,-0.5478170484060615
ATSC1d,19.438368055555557
ATSC1i,-2.2785798406615223
ATSC1m,115.73689250086791
ATSC1p,-0.5595169732236063
ATSC1s,-1.5404128086419753
ATSC1v,-35.68527492449307
ATSC2Z,175.0138888888889
ATSC2c,0.07118905208590462
ATSC2d,14.245659722222227
ATSC2i,5.502327260766247
ATSC2m,830.6129549748262
ATSC2p,3.3544547570802434
ATSC2s,24.656925154320987
ATSC2v,939.7423519012732
ATSC3Z,-20.381944444444393
ATSC3c,-0.3293473458629677
ATSC3d,2.127170138888894
ATSC3i,1.1646138878410577
ATSC3m,-84.50571612283005
ATSC3p,0.7184322016375714
ATSC3s,-16.99165702160494
ATSC3v,198.89880901217919
ATSC4Z,71.70833333333337
ATSC4c,0.8485930880881138
ATSC4d,-5.591145833333328
ATSC4i,2.045783527455313
ATSC4m,340.71447578385397
ATSC4p,0.016159502954719296
ATSC4s,-7.662905092592596
ATSC4v,297.66528191242287
ATSC5Z,-220.4097222222222
ATSC5c,-1.0939680625617594
ATSC5d,-15.608940972222218
ATSC5i,-18.564246459772548
ATSC5m,-1012.4785536297745
ATSC5p,-0.5949647144343504
ATSC5s,-73.73548418209876
ATSC5v,-465.4785675187013
ATSC6Z,45.819444444444485
ATSC6c,0.37026492844437464
ATSC6d,-26.04253472222222
ATSC6i,-44.57007904217401
ATSC6m,171.78017074913183
ATSC6p,-7.492255072095482
ATSC6s,66.25221836419752
ATSC6v,-1193.5597475646873
ATSC7Z,-132.86111111111114
ATSC7c,0.4230297683583554
ATSC7d,-23.032986111111114
ATSC7i,-3.0414458721105335
ATSC7m,-656.9389826788192
ATSC7p,-4.364490262006301
ATSC7s,6.5854552469135745
ATSC7v,-1272.749379362306
ATSC8Z,-229.19444444444446
ATSC8c,-0.2592095402726536
ATSC8d,-11.814236111111114
ATSC8i,-9.56601440129408
ATSC8m,-1075.9967111059025
ATSC8p,-2.511179355798144
ATSC8s,-28.782600308641968
ATSC8v,-922.595411271632
AXp-0d,0.7301782959912893
AXp-1d,0.4429463107068645
AXp-2d,0.2824829095644151
AXp-3d,0.1659040800618102
AXp-4d,0.10645124602237124
AXp-5d,0.06253301521335526
AXp-6d,0.041919237461575436
AXp-7d,0.026083879163909342
GATS1Z,0.7157488789237669
GATS1c,1.5117106373433153
GATS1d,0.6555653821857235
GATS1i,1.2525971911749951
GATS1m,0.7247433580028958
GATS1p,1.1715089979580802
GATS1s,0.5733970245460563
GATS1v,1.010634158965133
GATS2Z,0.6330222129523412
GATS2c,1.010549340118271
GATS2d,1.0274280509483025
GATS2i,1.0332005647825433
GATS2m,0.6351987186400295
GATS2p,0.8764415484003448
GATS2s,0.4989704161098259
GATS2v,0.7701170364561608
GATS3Z,0.8933401411890068
GATS3c,1.4323912519070785
GATS3d,1.24170799897425
GATS3i,1.1174217095759458
GATS3m,0.8936652509441673
GATS3p,1.0199091716791604
GATS3s,0.8347072283125411
GATS3v,0.9419377729301684
GATS4Z,0.8651291906897288
GATS4c,0.9567503203958174
GATS4d,1.295069638720934
GATS4i,1.0323222474197495
GATS4m,0.8641186076596186
GATS4p,1.015475967295106
GATS4s,1.3102301954996842
GATS4v,0.9164434361603249
GATS5Z,1.1837553525068278
GATS5c,1.6061935664388978
GATS5d,1.339419299987176
GATS5i,1.1138214143758423
GATS5m,1.1721693530845594
GATS5p,1.0227487492552245
GATS5s,1.9212727799470477
GATS5v,1.0009037622304509
GATS6Z,0.8923261542348261
GATS6c,1.0918114738933762
GATS6d,1.3097256946606997
GATS6i,1.2726508303812618
GATS6m,0.9003737310767708
GATS6p,1.2395012171092117
GATS6s,0.7953719844316974
GATS6v,1.130247538550427
GATS7Z,1.1327190200153123
GATS7c,0.936607227361662
GATS7d,1.0123723094464048
GATS7i,0.9653343915038843
GATS7m,1.1341801345409468
GATS7p,1.044247525625299
GATS7s,1.0946668669299568
GATS7v,1.1057452175483589
GATS8Z,1.2492184497117234
GATS8c,0.7636630473924687
GATS8d,0.8652648677917156
GATS8i,0.9213085860666131
GATS8m,1.248293290838167
GATS8p,1.014000142616627
GATS8s,0.9412095027070138
GATS8v,1.137762491831025
MATS1Z,0.0659013452914799
MATS1c,-0.4705188096457924
MATS1d,0.5658370183196464
MATS1i,-0.030989963397809125
MATS1m,0.06323036043041445
MATS1p,-0.050879982157376775
MATS1s,-0.01838335587465109
MATS1v,-0.01500128430557703
MATS2Z,0.2628219835227866
MATS2c,0.03554890347604878
MATS2d,0.24109359620385207
MATS2i,0.04350856733548204
MATS2m,0.26382994897108136
MATS2p,0.17734835992453332
MATS2s,0.1710795673940787
MATS2v,0.22967818520109362
MATS3Z,-0.026062247480353355
MATS3c,-0.1400374662971909
MATS3d,0.03065366549289176
MATS3i,0.007841288047428344
MATS3m,-0.02285538581491902
MATS3p,0.03234209179208953
MATS3s,-0.10038574287056631
MATS3v,0.04139236186389822
MATS4Z,0.07349989323083499
MATS4c,0.2892280404957695
MATS4d,-0.06458502541888513
MATS4i,0.011041191671776956
MATS4m,0.07386588146338674
MATS4p,0.0005831243033818689
MATS4s,-0.036289466147599744
MATS4v,0.04965546325854166
MATS5Z,-0.21402609663171382
MATS5c,-0.35323558882906053
MATS5d,-0.1708139584590028
MATS5i,-0.09491885734643674
MATS5m,-0.20794957447526413
MATS5p,-0.02033963981325379
MATS5s,-0.3308130041370585
MATS5v,-0.0735626638389492
MATS6Z,0.041672456262237145
MATS6c,0.1119787676032238
MATS6d,-0.2669294351071686
MATS6i,-0.21344298054019095
MATS6m,0.033045211051864025
MATS6p,-0.23989870251385365
MATS6s,0.2784003378563227
MATS6v,-0.1766709802986646
MATS7Z,-0.1046264902110905
MATS7c,0.1107741769165238
MATS7d,-0.20441273901052343
MATS7i,-0.012611393034394394
MATS7m,-0.10942209607456076
MATS7p,-0.12100222879741189
MATS7s,0.023960707219514984
MATS7v,-0.16312046288580298
MATS8Z,-0.2114285714285715
MATS8c,-0.07951231469702452
MATS8d,-0.12282284992329216
MATS8i,-0.04646541406262075
MATS8m,-0.2099455880212358
MATS8p,-0.08155552463203494
MATS8s,-0.12267601754522993
MATS8v,-0.13851367558658897
MAXaaN,3.9623160745779793
MAXaaO,4.852311612916772
MAXssO,5.431361725245654
MINaaN,3.8543695147812214
MINaaO,4.852311612916772
MINssO,4.978815428949357
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,0
NssNH2,0
NsssAs,0
NsssCH,2
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,5
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,33.545663635411884
SpAD_D,244.27635870097404
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0
SssNH2,0
SsssAs,0
SsssCH,-1.0304732247837416
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,990
TMWC10,133.38919919538455
TSRW10,76.04910457628571
VE1_Dt,5.126577203358105
VE2_Dt,0.1898732297540039
VE3_Dt,2.6276899976870647
VR1_Dt,160.72694074945178
VR2_Dt,5.9528496573871035
VR3_Dt,6.0729586779345
Xc-3dv,0.9893266998825774
Xc-4dv,0.0
Xc-5dv,0.18621042656486148
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.11785113019775792
Xch-6d,0.2647770179839391
Xch-7d,0.4992323374177344
Xp-0dv,15.822419989267363
Xp-1dv,8.537551976977158
Xp-2dv,6.560204270671194
Xp-3dv,4.356548907893514
Xp-4dv,3.2936522842696467
Xp-5dv,2.1840934037373634
Xp-6dv,1.3846137091203252
Xp-7dv,0.7393121845450783
Xpc-4d,4.724345118626985
Xpc-5d,8.974232936505642
Xpc-6d,14.391447697518593
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,50
nFRing,1
nHBAcc,8
nHBDon,1
nHRing,2
nSpiro,0
naRing,2
piPC10,7.4877556326978265
AATS0dv,9.166666666666666
AATS0pe,6.501672916666667
AATS0se,7.952521583333333
AATS1dv,8.8
AATS1pe,6.679713999999999
AATS1se,7.9489642400000005
AATS2dv,7.337209302325581
AATS2pe,6.4858174418604655
AATS2se,7.876467813953488
AATS3dv,6.3861386138613865
AATS3pe,6.523975247524752
AATS3se,7.896780633663366
AATS4dv,6.007936507936508
AATS4pe,6.562507142857143
AATS4se,7.985312380952381
AATS5dv,5.864661654135339
AATS5pe,6.719511278195489
AATS5se,8.16385112781955
AATS6dv,5.901408450704225
AATS6pe,6.610038028169014
AATS6se,8.02157276056338
AATS7dv,3.3536585365853657
AATS7pe,6.42380487804878
AATS7se,7.9549393902439025
AATS8dv,0.7785714285714286
AATS8pe,6.029717857142858
AATS8se,7.636180085714286
AATSC0Z,7.7430555555555545
AATSC0c,0.023285659879079407
AATSC0d,0.6870659722222222
AATSC0i,1.470527610124644
AATSC0m,36.608012895399305
AATSC0p,0.21993599427490576
AATSC0s,1.6758777006172838
AATSC0v,47.57629306608948
AATSC1Z,0.5102777777777784
AATSC1c,-0.01095634096812123
AATSC1d,0.38876736111111115
AATSC1i,-0.04557159681323045
AATSC1m,2.3147378500173583
AATSC1p,-0.011190339464472126
AATSC1s,-0.030808256172839506
AATSC1v,-0.7137054984898614
AATSC2Z,2.0350452196382434
AATSC2c,0.0008277796754174955
AATSC2d,0.16564720607235148
AATSC2i,0.06398054954379356
AATSC2m,9.658290174125886
AATSC2p,0.03900528787302609
AATSC2s,0.2867084320269882
AATSC2v,10.927236650014805
AATSC3Z,-0.2018014301430138
AATSC3c,-0.0032608648105244328
AATSC3d,0.02106109048404846
AATSC3i,0.01153083057268374
AATSC3m,-0.8366902586418817
AATSC3p,0.007113190115223479
AATSC3s,-0.16823422793668258
AATSC3v,1.9692951387344473
AATSC4Z,0.569113756613757
AATSC4c,0.006734865778477094
AATSC4d,-0.044374173280423236
AATSC4i,0.01623637720202629
AATSC4m,2.704083141141698
AATSC4p,0.00012825002345015314
AATSC4s,-0.06081670708406822
AATSC4v,2.3624228723208165
AATSC5Z,-1.6572159565580618
AATSC5c,-0.008225323778659845
