DLiP-ID,T004GM
RPCG,0.07433266339598076
SIC0,0.25247180258996776
SIC1,0.6089854554055979
SIC2,0.837015145331824
SIC3,0.9210142780283221
SIC4,0.931041099477962
SIC5,0.931041099477962
SaaN,4.04838724438625
SaaO,0
SaaS,0
Sare,64.672
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,0
SsSH,0
SssO,18.5133451996942
SssS,0
StCH,0
StsC,0
TIC0,100.71857920598954
TIC1,242.94257495827608
TIC2,333.9104618690041
TIC3,367.4202368733311
TIC4,371.4202368733311
TIC5,371.4202368733311
Vabc,421.82605864423
WPol,49
apol,72.36537599999998
bpol,41.02862400000003
nRot,9
ABCGG,20.006194059310285
ATS0Z,1420.0
ATS0d,216.0
ATS0i,10800.78351756597
ATS0m,5592.037394000001
ATS0p,94.151828955168
ATS0s,223.3125
ATS0v,13844.939068016502
ATS1Z,1695.0
ATS1d,278.0
ATS1i,10332.417373708002
ATS1m,6402.590042
ATS1p,122.70928189
ATS1s,199.80555555555557
ATS1v,18016.33870326868
ATS2Z,2602.0
ATS2d,460.0
ATS2i,19710.20256511264
ATS2m,9616.267661999998
ATS2p,187.331559787339
ATS2s,360.0
ATS2v,27050.698207063255
ATS3Z,2641.0
ATS3d,492.0
ATS3i,27182.67260062248
ATS3m,9237.598592999999
ATS3p,212.473898701527
ATS3s,451.47222222222223
ATS3v,29180.086218535806
ATS4Z,2412.0
ATS4d,480.0
ATS4i,28547.371338204364
ATS4m,8329.135174999998
ATS4p,210.60275163456402
ATS4s,423.7361111111111
ATS4v,27559.215523548286
ATS5Z,2334.0
ATS5d,451.0
ATS5i,29343.047371181357
ATS5m,8068.750508999999
ATS5p,197.03902675390302
ATS5s,435.2083333333333
ATS5v,25828.22149373777
ATS6Z,2253.0
ATS6d,425.0
ATS6i,27940.55213623791
ATS6m,7804.066636
ATS6p,187.956306452205
ATS6s,427.61111111111114
ATS6v,24880.153852786098
ATS7Z,2263.0
ATS7d,424.0
ATS7i,27397.77199430395
ATS7m,7972.364038
ATS7p,181.60047986445
ATS7s,437.23611111111114
ATS7v,24461.446898175494
ATS8Z,2182.0
ATS8d,409.0
ATS8i,24395.41611832282
ATS8m,7586.906075999999
ATS8p,179.256273127772
ATS8s,416.87499999999994
ATS8v,24397.14095343183
C1SP1,0
C1SP2,4
C1SP3,5
C2SP1,0
C2SP2,7
C2SP3,7
C3SP2,3
C3SP3,0
C4SP3,0
FCSP3,0.46153846153846156
GGI10,0.2500826446280992
JGI10,0.006581122227055242
JGT10,0.4228657979642467
Kier1,25.641274238227147
Kier2,11.588477366255145
Kier3,6.478367346938776
MAXdO,12.72990012782262
MID_C,54.290290580073496
MID_N,8.102861688893242
MID_O,7.934557624288499
MID_X,0.0
MID_h,16.037419313181744
MINdO,12.72990012782262
MPC10,156
MWC01,38.0
MWC02,5.220355825078324
MWC03,6.07073772800249
MWC04,6.9650803456014065
MWC05,7.837159650001675
MWC06,8.738254576526122
MWC07,9.622913491543725
MWC08,10.527847197669088
MWC09,11.421237716233044
MWC10,12.329028943427216
NaaCH,9
NaaNH,1
NaaSe,0
NaaaC,2
NaasC,2
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,1
NdssS,0
NsCH3,2
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,2
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,2.689
SRW02,4.343805421853684
SRW03,0.0
SRW04,5.680172609017068
SRW05,3.4339872044851463
SRW06,7.1891677384203225
SRW07,5.8998973535824915
SRW08,8.780941113572387
SRW09,8.06117135969092
SRW10,10.423679178052442
SaaCH,17.717790601412638
SaaNH,3.2777093269642688
SaaSe,0
SaaaC,2.3040401017505268
SaasC,2.349340512359613
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-0.03954432210339398
SdssS,0
SsCH3,3.815690295513944
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,6.472028658239738
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,3.7412523800239494
VE1_D,5.738057474079224
VE2_A,0.11003683470658675
VE2_D,0.16876639629644777
VE3_A,2.5431958479641055
VE3_D,2.9708961655269466
VR1_A,2244.191191205837
VR1_D,235.80519145195322
VR2_A,66.00562327075991
VR2_D,6.935446807410389
VR3_A,8.939875895707418
VR3_D,6.68678143581871
WPath,4081
Xc-3d,2.7748210181438213
Xc-4d,0.25
Xc-5d,0.3277210825314642
Xc-6d,0.0
Xp-0d,23.545394827624122
Xp-1d,16.48309636446465
Xp-2d,15.408571026142116
Xp-3d,12.313623572397047
Xp-4d,10.759837733504607
Xp-5d,8.598365752022751
Xp-6d,5.741794210029103
Xp-7d,4.329932856027498
ZMIC0,113.5029275485864
ZMIC1,51.67458145481598
ZMIC2,30.538659991708208
ZMIC3,25.64298730695468
ZMIC4,25.397872511842046
ZMIC5,25.397872511842046
nAcid,0
nAtom,66
nBase,1
nRing,5
piPC1,3.871201010907891
piPC2,4.415824014257172
piPC3,4.9117353454413735
piPC4,5.447545234912078
piPC5,5.835906627583242
piPC6,5.93319798273126
piPC7,6.220947337918058
piPC8,6.458319915229389
piPC9,6.192785776665573
AATS0Z,21.515151515151516
AATS0d,3.272727272727273
AATS0i,163.6482351146359
AATS0m,84.72783930303032
AATS0p,1.4265428629570909
AATS0s,3.383522727272727
AATS0v,209.77180406085608
AATS1Z,24.214285714285715
AATS1d,3.9714285714285715
AATS1i,147.6059624815429
AATS1m,91.46557202857143
AATS1p,1.7529897412857143
AATS1s,2.8543650793650794
AATS1v,257.3762671895526
AATS2Z,20.488188976377952
AATS2d,3.622047244094488
AATS2i,155.1984453945877
AATS2m,75.71864300787401
AATS2p,1.475051651868811
AATS2s,2.8346456692913384
AATS2v,212.99762367766343
AATS3Z,15.627218934911243
AATS3d,2.911242603550296
AATS3i,160.84421657173067
AATS3m,54.66034670414201
AATS3p,1.2572420041510473
AATS3s,2.6714332675871137
AATS3v,172.66323206234205
AATS4Z,13.627118644067796
AATS4d,2.711864406779661
AATS4i,161.28458383166307
AATS4m,47.0572608757062
AATS4p,1.189846054432565
AATS4s,2.393989328311362
AATS4v,155.70178261891687
AATS5Z,13.112359550561798
AATS5d,2.533707865168539
AATS5i,164.84858073697393
AATS5m,45.33005903932583
AATS5p,1.1069608244601292
AATS5s,2.44499063670412
AATS5v,145.102367942347
AATS6Z,13.25294117647059
AATS6d,2.5
AATS6i,164.3561890366936
AATS6m,45.906274329411765
AATS6p,1.1056253320717941
AATS6s,2.5153594771241834
AATS6v,146.3538461928594
AATS7Z,13.715151515151515
AATS7d,2.56969696969697
AATS7i,166.0471029957815
AATS7m,48.317357806060606
AATS7p,1.1006089688754546
AATS7s,2.649915824915825
AATS7v,148.25119332227572
AATS8Z,14.546666666666667
AATS8d,2.7266666666666666
AATS8i,162.63610745548547
AATS8m,50.579373839999995
AATS8p,1.1950418208518134
AATS8s,2.7791666666666663
AATS8v,162.6476063562122
AMID_C,1.5967732523551028
AMID_N,0.23831946143803653
AMID_O,0.23336934189083822
AMID_X,0.0
AMID_h,0.4716888033288748
ATS0dv,452.0
ATS0pe,408.24580000000003
ATS0se,505.2576719999999
ATS1dv,454.0
ATS1pe,455.7315
ATS1se,545.0827199999999
ATS2dv,628.0
ATS2pe,819.7642
ATS2se,995.6764559999999
ATS3dv,557.0
ATS3pe,1073.4358000000002
ATS3se,1326.826596
ATS4dv,484.0
ATS4pe,1073.4543
ATS4se,1340.287492
ATS5dv,492.0
ATS5pe,1079.0205
ATS5se,1353.393836
ATS6dv,490.0
ATS6pe,1034.0127
ATS6se,1297.1365839999999
ATS7dv,490.0
ATS7pe,1005.1978
ATS7se,1261.3823280000001
ATS8dv,473.0
ATS8pe,935.7796
ATS8se,1163.8064
ATSC0Z,488.1212121212121
ATSC0c,1.1690990579933127
ATSC0d,39.272727272727266
ATSC0i,96.46647268288041
ATSC0m,2322.013631030303
ATSC0p,14.807167688177456
ATSC0s,58.117950336700346
ATSC0v,3288.218333177242
ATSC1Z,34.265381083562865
ATSC1c,-0.5306637668407301
ATSC1d,10.528925619834705
ATSC1i,-12.567802533643132
ATSC1m,161.95892914967828
ATSC1p,-0.7506761655763281
ATSC1s,-4.421395138251196
ATSC1v,59.64828301494981
ATSC2Z,25.100091827364515
ATSC2c,-0.050534205498071035
ATSC2d,-3.388429752066125
ATSC2i,-10.340411310833645
ATSC2m,111.75132838108323
ATSC2p,-1.7746116281505846
ATSC2s,4.703274857157435
ATSC2v,-123.34607565697196
ATSC3Z,-252.2194674012856
ATSC3c,-0.051323806996206874
ATSC3d,-12.743801652892564
ATSC3i,2.5449169132704395
ATSC3m,-1181.367279365473
ATSC3p,0.5023591914721238
ATSC3s,-26.518880407611466
ATSC3v,-744.1106381069773
ATSC4Z,-108.99173553719007
ATSC4c,-0.010150434494991173
ATSC4d,-18.049586776859506
ATSC4i,-36.64269802514005
ATSC4m,-534.0130278236913
ATSC4p,-5.3267904859395365
ATSC4s,-0.0850503137434967
ATSC4v,-1187.8784208079578
ATSC5Z,11.248852157943084
ATSC5c,0.16097503126610044
ATSC5d,-6.7355371900826455
ATSC5i,2.381112230060044
ATSC5m,43.98118876675862
ATSC5p,-1.2209265462575298
ATSC5s,4.265856162636464
ATSC5v,-211.1382629370801
ATSC6Z,5.172635445362725
ATSC6c,-0.18733562888803995
ATSC6d,3.1157024793388466
ATSC6i,-16.787865298124142
ATSC6m,24.63018374012861
ATSC6p,-0.7935467230981408
ATSC6s,3.276575732068159
ATSC6v,-74.58722674343394
ATSC7Z,128.69696969696972
ATSC7c,0.2429213791165087
ATSC7d,3.454545454545455
ATSC7i,28.028588130449585
ATSC7m,621.6629198181818
ATSC7p,3.8735845063496357
ATSC7s,10.538457491582495
ATSC7v,1044.9115120922563
ATSC8Z,-152.8209366391185
ATSC8c,-0.2691118623945472
ATSC8d,2.2892561983471085
ATSC8i,13.836227341348405
ATSC8m,-709.3852205840222
ATSC8p,0.28499881194469384
ATSC8s,-27.06362871135598
ATSC8v,-281.404103853684
AXp-0d,0.6925116125771801
AXp-1d,0.4337656938017013
AXp-2d,0.2853439078915207
AXp-3d,0.17590890817710067
AXp-4d,0.11208164305733966
AXp-5d,0.0747683978436761
AXp-6d,0.04784828508357586
AXp-7d,0.03160534931406933
GATS1Z,0.8265657703359467
GATS1c,1.487911914683874
GATS1d,0.9930555555555557
GATS1i,1.3756386166014147
GATS1m,0.8319977951944072
GATS1p,1.17967048501906
GATS1s,0.7229755505731195
GATS1v,1.0264600585619683
GATS2Z,0.947349241048122
GATS2c,1.251876331181594
GATS2d,1.3748997521143191
GATS2i,1.1813552346411185
GATS2m,0.9476271890200004
GATS2p,1.104083927664237
GATS2s,0.7689716169325757
GATS2v,1.007143678349949
GATS3Z,1.241416114305362
GATS3c,1.3047518432972758
GATS3d,1.1605235042735045
GATS3i,0.9830190866021095
GATS3m,1.2314760597880692
GATS3p,0.9695979360304774
GATS3s,1.3084943310360748
GATS3v,1.0388653184977643
GATS4Z,1.0600428042913723
GATS4c,1.0023834515888312
GATS4d,1.234306340238544
GATS4i,1.127068421146864
GATS4m,1.0630580915362768
GATS4p,1.127186167196276
GATS4s,1.0047000157446597
GATS4v,1.1245840690720055
GATS5Z,1.0020938371051582
GATS5c,1.0420361492384773
GATS5d,1.0739505305867667
GATS5i,0.941440289714293
GATS5m,1.0016293304114132
GATS5p,0.981656679621715
GATS5s,1.112262885460989
GATS5v,0.9879431568305888
GATS6Z,1.0179185716998496
GATS6c,1.1797815139020016
GATS6d,0.9054330065359479
GATS6i,0.9994442118324771
GATS6m,1.014665001886062
GATS6p,0.9774866504844797
GATS6s,1.17744268610834
GATS6v,0.9723062870698422
GATS7Z,0.9281102557735287
GATS7c,1.0761589020091453
GATS7d,0.9880401234567903
GATS7i,0.817481148121839
GATS7m,0.922527808724858
GATS7p,0.8331160713140089
GATS7s,1.3341196662279375
GATS7v,0.825277644304637
GATS8Z,1.171396200645642
GATS8c,1.2902792334368802
GATS8d,1.0040895061728397
GATS8i,0.9099061606434624
GATS8m,1.1625887717271992
GATS8p,0.9595933266131691
GATS8s,2.023528975130034
GATS8v,0.9906774021224427
MATS1Z,0.06618716520628606
MATS1c,-0.4279706835792539
MATS1d,0.2527777777777777
MATS1i,-0.12283689928020393
MATS1m,0.06576366786034396
MATS1p,-0.04779984934265099
MATS1s,-0.0717290262877957
MATS1v,0.017103429274256274
MATS2Z,0.026723161963830712
MATS2c,-0.022463340804394792
MATS2d,-0.04483814523184614
MATS2i,-0.05570595575562134
MATS2m,0.025010832285085726
MATS2p,-0.06228328963805705
MATS2s,0.0420562247145644
MATS2v,-0.01949417699462811
MATS3Z,-0.2017939558865234
MATS3c,-0.017144498403611368
MATS3d,-0.12672583826429987
MATS3i,0.010302780331142625
MATS3m,-0.19869063785453622
MATS3p,0.013249503035903144
MATS3s,-0.17819771309310953
MATS3v,-0.08837595054656323
MATS4Z,-0.08326002870454936
MATS4c,-0.003237456870669182
MATS4d,-0.17137476459510365
MATS4i,-0.14163862888969597
MATS4m,-0.08575466536430547
MATS4p,-0.13414184947400798
MATS4s,-0.0005456778177379701
MATS4v,-0.13470447256021684
MATS5Z,0.008544850350024984
MATS5c,0.051054160668010475
MATS5d,-0.06359238451935083
MATS5i,0.009152240000778489
MATS5m,0.007023056011383474
MATS5p,-0.03057324067335205
MATS5s,0.027215721455769077
MATS5v,-0.02380840113295781
MATS6Z,0.004114141310857599
MATS6c,-0.062210556481757585
MATS6d,0.03080065359477128
MATS6i,-0.06756380367560938
MATS6m,0.004118109601396965
MATS6p,-0.020806331901278154
MATS6s,0.021887942290953977
MATS6v,-0.00880640851003851
MATS7Z,0.10546312391358334
MATS7c,0.08311404494105691
MATS7d,0.035185185185185194
MATS7i,0.11622105525756919
MATS7m,0.10709031359860591
MATS7p,0.10464079526680682
MATS7s,0.07253151517236262
MATS7v,0.12710974834601207
MATS8Z,-0.1377551527191458
MATS8c,-0.1012824521960038
MATS8d,0.025648148148148166
MATS8i,0.06310938775802989
MATS8m,-0.13442190557618497
MATS8p,0.008468836167485866
MATS8s,-0.20489360970249093
MATS8v,-0.037654983078931364
MAXaaN,4.04838724438625
MAXssO,6.249587548377683
MINaaN,4.04838724438625
MINssO,6.125251392995281
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,5
NssNH2,0
NsssAs,0
NsssCH,4
NsssNH,0
NssssB,0
NssssC,1
NssssN,0
Radius,10
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,44.44728059065627
SpAD_D,498.26173814106005
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,2.905507643488751
SssNH2,0
SsssAs,0
SsssCH,-0.9895604252423842
SsssNH,0
SssssB,0
SssssC,-0.6879682976201045
SssssN,0
TMPC10,1100
TMWC10,150.73261547408308
TSRW10,87.81282197867446
VE1_Dt,5.736130971730734
VE2_Dt,0.16870973446266865
VE3_Dt,2.9705603679451498
VR1_Dt,234.45880647274205
VR2_Dt,6.895847249198296
VR3_Dt,6.681055338716042
Xc-3dv,1.3609194408839156
Xc-4dv,0.08333333333333333
Xc-5dv,0.11417555556394278
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.25812579833010957
Xch-6d,0.8746334849350571
Xch-7d,1.2701425110757747
Xp-0dv,19.621294162753287
Xp-1dv,11.908113655495097
Xp-2dv,9.427686779290834
Xp-3dv,6.448051364860217
Xp-4dv,4.889498690017566
Xp-5dv,3.3496633675699674
Xp-6dv,1.9747633409691194
Xp-7dv,1.2725593534395054
Xpc-4d,4.8753306565446355
Xpc-5d,8.369112705294636
Xpc-6d,12.119817618288629
n3Ring,0
n4Ring,0
n5Ring,3
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,2
nBonds,70
nFRing,2
nHBAcc,6
nHBDon,3
nHRing,4
nSpiro,0
naRing,3
piPC10,6.355055946814375
AATS0dv,6.848484848484849
AATS0pe,6.185542424242425
AATS0se,7.655419272727271
AATS1dv,6.485714285714286
AATS1pe,6.51045
AATS1se,7.786895999999999
AATS2dv,4.94488188976378
AATS2pe,6.4548362204724405
AATS2se,7.839972094488188
AATS3dv,3.2958579881656807
AATS3pe,6.351691124260356
AATS3se,7.851044946745563
AATS4dv,2.7344632768361583
AATS4pe,6.064713559322034
AATS4se,7.572245717514124
AATS5dv,2.764044943820225
AATS5pe,6.061912921348315
AATS5se,7.603336157303371
AATS6dv,2.8823529411764706
AATS6pe,6.082427647058823
AATS6se,7.630215199999999
AATS7dv,2.9696969696969697
AATS7pe,6.092107878787879
AATS7se,7.644741381818183
AATS8dv,3.1533333333333333
AATS8pe,6.238530666666667
AATS8se,7.758709333333333
AATSC0Z,7.395775941230487
AATSC0c,0.01771362209080777
AATSC0d,0.5950413223140495
AATSC0i,1.461613222467885
AATSC0m,35.18202471258034
AATSC0p,0.2243510255784463
AATSC0s,0.8805750051015204
AATSC0v,49.82148989662488
AATSC1Z,0.4895054440508981
AATSC1c,-0.007580910954867574
AATSC1d,0.1504132231404958
AATSC1i,-0.1795400361949019
AATSC1m,2.313698987852547
AATSC1p,-0.010723945222518972
AATSC1s,-0.0631627876893028
AATSC1v,0.8521183287849973
AATSC2Z,0.19763851832570484
AATSC2c,-0.0003979071299060711
AATSC2d,-0.026680549228867124
AATSC2i,-0.08142056150262712
AATSC2m,0.8799317195360884
AATSC2p,-0.013973319906697517
AATSC2s,0.03703366029257823
AATSC2v,-0.9712289421808816
AATSC3Z,-1.4924228840312759
AATSC3c,-0.00030369116565802883
AATSC3d,-0.07540711037214536
AATSC3i,0.015058679960180114
AATSC3m,-6.990338931156645
AATSC3p,0.0029725395945096084
AATSC3s,-0.15691645211604419
AATSC3v,-4.40302152726022
AATSC4Z,-0.615772517159266
AATSC4c,-5.734708754232301e-05
AATSC4d,-0.10197506653592942
AATSC4i,-0.2070208927974014
