DLiP-ID,C0015S
DLiP-Mol-ID,31872
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C20H14N2OS2/c23-19(18-10-5-11-24-18)21-16-9-4-8-15(12-16)17-13-25-20(22-17)14-6-2-1-3-7-14/h1-13H,(H,21,23)"
Standard Inchi Key(RDKit),IYYXLBPJIUPROM-UHFFFAOYSA-N
Canonical SMILES(RDKit),O=C(Nc1cccc(-c2csc(-c3ccccc3)n2)c1)c1cccs1
SMILES(SDF),
MW(SDF),
MW(RDKit),362.479
MW Monoisotopic(RDKit),362.054755068
MolLogP(RDKit),5.7909
XLogP(SDF),
XLogP(CDK),4.464
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),3
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),41.99
RO3 Pass,
Num RO5 Violations,1
Num Lipinski RO5 Violations,1
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),4
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),4
nAtoms(SDF),
Heavy Atoms(RDKit),25
QED Weighted(RDKit),0.499036861078225
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,1266213.3683262193
qed,0.49903686107822465
Chi0,17.062267164498692
Chi1,12.292826335683708
TPSA,41.99
Chi0n,13.177511966356686
Chi0v,14.810505128212139
Chi1n,7.757058295411955
Chi1v,9.516363917921742
Chi2n,5.416154196818295
Chi2v,7.221951241675186
Chi3n,3.686095617445385
Chi3v,5.446086538904192
Chi4n,2.4763759633087283
Chi4v,3.930589675018979
MolMR,105.2582
MolWt,362.47900000000004
fr_SH,0
Kappa1,15.749439648785291
Kappa2,7.00654199322048
Kappa3,3.523261433320835
fr_ArN,0
fr_COO,0
fr_C_O,1
fr_C_S,0
fr_NH0,1
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,991.4900554578903
MolLogP,5.790900000000004
NOCount,3
fr_Ar_N,1
fr_COO2,0
fr_urea,0
BalabanJ,1.5753874778326171
SMR_VSA1,4.794537184071822
SMR_VSA2,0.0
SMR_VSA3,4.9839785209472085
SMR_VSA4,0.0
SMR_VSA5,0.0
SMR_VSA6,5.316788604006331
SMR_VSA7,82.36731048771085
SMR_VSA8,0.0
SMR_VSA9,21.828454675095216
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,1
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,153.17938665750694
NHOHCount,1
PEOE_VSA1,5.316788604006331
PEOE_VSA2,4.794537184071822
PEOE_VSA3,4.9839785209472085
PEOE_VSA4,0.0
PEOE_VSA5,22.673571755869474
