DLiP-ID,C001G2
DLiP-Mol-ID,32317
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C15H16N2O4S2/c18-15(14-2-1-11-22-14)16-12-3-5-13(6-4-12)23(19,20)17-7-9-21-10-8-17/h1-6,11H,7-10H2,(H,16,18)"
Standard Inchi Key(RDKit),NDCGJARHRYSNKL-UHFFFAOYSA-N
Canonical SMILES(RDKit),O=C(Nc1ccc(S(=O)(=O)N2CCOCC2)cc1)c1cccs1
SMILES(SDF),
MW(SDF),
MW(RDKit),352.437
MW Monoisotopic(RDKit),352.055148992
MolLogP(RDKit),2.0213
XLogP(SDF),
XLogP(CDK),0.743
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),6
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),75.71
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),4
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),23
QED Weighted(RDKit),0.913368654021804
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,267925.9904874974
qed,0.9133686540218041
Chi0,16.286246282559798
Chi1,11.070516776351216
TPSA,75.71000000000001
Chi0n,12.26658234735671
Chi0v,13.899575509212163
Chi1n,7.100497022790399
Chi1v,9.420213162845933
Chi2n,4.972261018936696
Chi2v,7.857890191877237
Chi3n,3.464981013171637
Chi3v,6.2464791799328365
Chi4n,2.2467202963776773
Chi4v,4.2736191905553795
MolMR,88.29200000000004
MolWt,352.43699999999995
fr_SH,0
Kappa1,16.1295674675377
Kappa2,6.793718016075537
Kappa3,3.6096737998306763
fr_ArN,0
fr_COO,0
fr_C_O,1
fr_C_S,0
fr_NH0,1
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,764.3180280919632
MolLogP,2.0212999999999997
NOCount,6
fr_Ar_N,0
fr_COO2,0
