DLiP-ID,T006V7
DLiP-Mol-ID,24627
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C24H31N5/c1-2-10-24-20(5-1)6-3-7-21(24)17-25-11-14-29-15-12-26-18-22-8-4-9-23(28-22)19-27-13-16-29/h1-10,25-27H,11-19H2"
Standard Inchi Key(RDKit),VZTHJOQCORJUSI-UHFFFAOYSA-N
Canonical SMILES(RDKit),c1cc2nc(c1)CNCCN(CCNCc1cccc3ccccc13)CCNC2
SMILES(SDF),
MW(SDF),
MW(RDKit),389.547
MW Monoisotopic(RDKit),389.257945992
MolLogP(RDKit),2.5194
XLogP(SDF),
XLogP(CDK),2.205
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),5
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),3
HBD Lipinski(RDKit),3
PSA(SDF),
PSA(RDKit),52.22
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),5
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),29
QED Weighted(RDKit),0.585702415406713
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,SOD1 dimer
Common Target Pref Name,SOD1 dimer
RDKit Descriptors
Ipc,6464690.401917207
qed,0.585702415406713
Chi0,19.727557582428346
Chi1,14.382142733160752
TPSA,52.220000000000006
Chi0n,17.031890913575104
Chi0v,17.031890913575104
Chi1n,10.643261549792145
Chi1v,10.643261549792145
Chi2n,7.6305049200944035
Chi2v,7.6305049200944035
Chi3n,5.486484853952959
Chi3v,5.486484853952959
Chi4n,3.8757004833542803
Chi4v,3.8757004833542803
MolMR,119.74510000000005
MolWt,389.54700000000014
fr_SH,0
Kappa1,19.98280208953846
Kappa2,10.461858088773313
Kappa3,5.839238743684381
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,2
fr_NH1,3
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,877.9214242824012
MolLogP,2.519399999999999
NOCount,5
fr_Ar_N,1
fr_COO2,0
fr_urea,0
BalabanJ,1.252993102860895
