DLiP-ID,T006JK
AATSC5d,-0.0016831968393761123
AATSC5i,0.3273473753417975
AATSC5m,-3.7325762414831853
AATSC5p,0.04194283958207624
AATSC5s,0.09610256326771675
AATSC5v,1.700538881489015
AATSC6Z,-1.4694658216387513
AATSC6c,0.0011040017686751997
AATSC6d,-0.05226346763241284
AATSC6i,-0.35006720196327323
AATSC6m,-6.545162778175645
AATSC6p,-0.06193563906194056
AATSC6s,0.05609889180127934
AATSC6v,-6.635231880165727
AATSC7Z,-0.4477558137585297
AATSC7c,-0.000803617290914304
AATSC7d,-0.007188605536274175
AATSC7i,0.17883817227876952
AATSC7m,-2.063644536575962
AATSC7p,0.03829615151364488
AATSC7s,-0.3821770153699377
AATSC7v,2.0817074617204976
AATSC8Z,-1.0132501869268211
AATSC8c,-0.0004865203161056311
AATSC8d,-0.08713078773760055
AATSC8i,-0.14725666368482204
AATSC8m,-4.770731232124964
AATSC8p,-0.03361456423213732
AATSC8s,0.005972470500351025
AATSC8v,-7.092623258788407
ATS0are,286.78339999999986
ATS1are,304.8748
ATS2are,543.5850000000002
ATS3are,703.6749000000001
ATS4are,777.1418000000001
ATS5are,702.2980000000002
ATS6are,596.9889999999998
ATS7are,654.478
ATS8are,522.592
ATSC0dv,175.04491725768318
ATSC0pe,5.208561702127657
ATSC0se,3.436897489361701
ATSC1dv,7.428348674613948
ATSC1pe,0.08657184246265068
ATSC1se,0.38603276641013984
ATSC2dv,35.829384839796795
ATSC2pe,2.266441104572199
ATSC2se,1.8193437750113173
ATSC3dv,8.153915799004075
ATSC3pe,0.883051969216838
ATSC3se,0.21089343051154344
ATSC4dv,-48.591318344147695
ATSC4pe,-2.2130308736985125
ATSC4se,-1.9023740357627887
ATSC5dv,-34.78124842814747
ATSC5pe,-1.1985167496604847
ATSC5se,-0.17549231552738837
ATSC6dv,-4.334339318947739
ATSC6pe,0.012528293345404475
ATSC6se,-0.3672522752376639
ATSC7dv,-92.98737488053922
ATSC7pe,-2.9995800814848352
ATSC7se,-1.8958191670439113
ATSC8dv,-6.912479251546701
ATSC8pe,-0.6144530104119492
ATSC8se,-0.3558216075147121
AXp-0dv,0.5999453261970236
AXp-1dv,0.3638787706670739
AXp-2dv,0.2152840046202581
AXp-3dv,0.12991585634852745
AXp-4dv,0.07824643541113091
AXp-5dv,0.04740422640374941
AXp-6dv,0.030333136147348335
AXp-7dv,0.017579445501679943
BertzCT,832.7327437402639
ECIndex,560
ETA_eta,20.13365833107212
GATS1dv,0.7234165234350453
GATS1pe,0.6058035762221086
GATS1se,0.4862040710241699
GATS2dv,0.8595203100734762
GATS2pe,0.6273998008658992
GATS2se,0.5522899934692402
GATS3dv,0.9376356369651597
GATS3pe,0.8561791765169757
GATS3se,0.8973485512165787
GATS4dv,1.3079438598845325
GATS4pe,1.5908334212251558
GATS4se,1.7641855052816962
GATS5dv,1.3537650831692214
GATS5pe,1.6395567943035614
GATS5se,1.701939006940339
GATS6dv,0.9202019069742317
GATS6pe,0.8946953624637666
GATS6se,0.9489191662232827
GATS7dv,1.3576115652955103
GATS7pe,1.4636885330402838
GATS7se,1.4991873611961308
GATS8dv,0.8648110233878553
GATS8pe,0.8528460211541584
GATS8se,0.8034050528232587
LogEE_A,4.145195788215
LogEE_D,131.48495894432438
MATS1dv,0.040704699577416174
MATS1pe,0.01594265415698501
MATS1se,0.10773563311415364
MATS2dv,0.11057792912198218
MATS2pe,0.2350743424835324
MATS2se,0.2859741617248313
MATS3dv,0.018873679955441224
MATS3pe,0.06869234125155622
MATS3se,0.024862015977479612
MATS4dv,-0.10521686320775273
MATS4pe,-0.16104447584479775
MATS4se,-0.20980000965707926
MATS5dv,-0.08489865976495548
MATS5pe,-0.09831764498446734
MATS5se,-0.021817083722424035
MATS6dv,-0.011637809950840045
MATS6pe,0.0011305036225134433
MATS6se,-0.0502222047343515
MATS7dv,-0.23117910871813965
MATS7pe,-0.2506205912287717
MATS7se,-0.240051505126751
MATS8dv,-0.020854135318265053
MATS8pe,-0.06229866127845465
MATS8se,-0.054673086210489844
MAXaaCH,1.9263312678466449
MAXaasC,0.9977093483496113
MAXdssC,-0.23885209330645818
MAXsCH3,1.9088147448424324
MAXssNH,2.8584971550348537
MAXsssN,1.3313425925925926
MDEC-12,1.9399599153943003
MDEC-13,1.0486772913239883
MDEC-22,16.09784609240175
MDEC-23,15.997310244775008
MDEC-33,2.45254447815602
MDEN-23,0.33333333333333337
MDEO-11,0.814325284978472
MINaaCH,1.5991272728227093
MINaasC,0.23690682767342208
MINdssC,-0.23885209330645818
MINsCH3,1.9088147448424324
MINssNH,2.8584971550348537
MINsssN,1.3313425925925926
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.6607142857142856
SM1_Dzi,0.883001233280407
SM1_Dzm,1.6581557966933946
SM1_Dzp,-3.8591084983466093
SM1_Dzv,-1.6780538154894666
SddssSe,0
SpAD_Dt,431.19183549680224
SpAbs_A,32.0967904731666
SpAbs_D,262.96991788864887
SpMAD_A,1.283871618926664
SpMAD_D,10.518796715545953
SpMax_A,2.475351329173084
SpMax_D,131.48495894432438
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,74.86
TpiPC10,7.582069986494048
VAdjMat,5.754887502163468
VE1_DzZ,4.9107507168860876
VE1_Dzi,4.924853918323255
VE1_Dzm,4.9107584720181086
VE1_Dzp,4.939224298065035
VE1_Dzv,4.939153540227623
VE2_DzZ,0.1964300286754435
VE2_Dzi,0.19699415673293022
VE2_Dzm,0.19643033888072434
VE2_Dzp,0.1975689719226014
VE2_Dzv,0.1975661416091049
VE3_DzZ,2.5077175574894075
VE3_Dzi,2.510585344804142
VE3_Dzm,2.507719136703329
VE3_Dzp,2.5134990260611287
VE3_Dzv,2.5134847002601575
VR1_DzZ,144.74056436706329
VR1_Dzi,144.01754911065893
VR1_Dzm,144.74005048912085
VR1_Dzp,142.9270419432173
VR1_Dzv,142.82263813890592
VR2_DzZ,5.789622574682531
VR2_Dzi,5.7607019644263575
VR2_Dzm,5.789602019564834
VR2_Dzp,5.717081677728691
VR2_Dzv,5.712905525556237
VR3_DzZ,5.891233660482809
VR3_Dzi,5.886225892848774
VR3_Dzm,5.891230110138391
VR3_Dzp,5.878625035738418
VR3_Dzv,5.877894299599521
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.09128709291752768
Xch-6dv,0.21729973806651032
Xch-7dv,0.3290250940654894
Xpc-4dv,2.8175407228318736
Xpc-5dv,3.9773015272195624
Xpc-6dv,5.2741343570381085
Zagreb1,130.0
Zagreb2,152.0
fragCpx,129.06
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,1
n5FRing,0
n5HRing,1
n5aRing,0
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,12
nBondsD,3
nBondsM,15
nBondsO,27
nBondsS,34
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,6
naHRing,0
AATS0are,6.101774468085103
AATS1are,6.221934693877551
AATS2are,6.248103448275864
AATS3are,6.066162931034484
AATS4are,6.267272580645162
AATS5are,6.384527272727275
AATS6are,5.969889999999998
AATS7are,6.059981481481481
AATS8are,5.871820224719101
AATSC0dv,3.7243599416528337
AATSC0pe,0.11082046174739696
AATSC0se,0.07312547849705747
AATSC1dv,0.15159895254314182
AATSC1pe,0.0017667722951561363
AATSC1se,0.007878219722655915
AATSC2dv,0.41183200965283673
AATSC2pe,0.02605104717899079
AATSC2se,0.020911997413923186
AATSC3dv,0.07029237757762133
AATSC3pe,0.007612516976007224
AATSC3se,0.0018180468147546848
AATSC4dv,-0.3918654705173201
AATSC4pe,-0.017847023174988003
AATSC4se,-0.015341726094861199
AATSC5dv,-0.3161931675286134
AATSC5pe,-0.010895606815095316
AATSC5se,-0.0015953846866126214
AATSC6dv,-0.04334339318947739
AATSC6pe,0.00012528293345404474
AATSC6se,-0.003672522752376639
AATSC7dv,-0.8609942118568447
AATSC7pe,-0.027773889643378104
AATSC7se,-0.01755388117633251
AATSC8dv,-0.07766830619715394
AATSC8pe,-0.006903966409123025
AATSC8se,-0.003997995590052945
AETA_eta,0.8053463332428847
ATSC0are,5.4982851063829745
ATSC1are,-0.2068546853780017
ATSC2are,2.6782722498868226
ATSC3are,1.0013580353100928
ATSC4are,-2.663594748755099
ATSC5are,-0.8851183340878304
ATSC6are,0.018461475780896443
ATSC7are,-3.209161521050249
ATSC8are,-0.5716845631507446
BCUTZ-1h,16.013123157131798
BCUTZ-1l,5.693497013788487
BCUTc-1h,0.44607846243066707
BCUTc-1l,-0.37536254240395484
BCUTd-1h,4.048531543776131
BCUTd-1l,0.9715106497746934
BCUTi-1h,14.54324719815604
BCUTi-1l,10.319765478772979
BCUTm-1h,32.06654407346336
BCUTm-1l,11.704563067763251
BCUTp-1h,2.954612181675185
BCUTp-1l,0.7517337974522497
BCUTs-1h,7.014573772453841
BCUTs-1l,0.2975863364563469
BCUTv-1h,24.44183274216678
BCUTv-1l,14.701064074718978
BalabanJ,1.5456824433979248
Diameter,14
ETA_beta,31.75
GATS1are,0.6483156876782789
GATS2are,0.607418232425328
GATS3are,0.8510454490272203
GATS4are,1.6645555167422645
GATS5are,1.6783143708532446
GATS6are,0.8873657705265164
GATS7are,1.491403233285519
GATS8are,0.825334764366536
HybRatio,0.3157894736842105
Lipinski,True
LogEE_Dt,215.59591774840112
MATS1are,-0.036086094692486845
MATS2are,0.2631516339575194
MATS3are,0.07379076282652303
MATS4are,-0.18361876706200608
MATS5are,-0.06878270537949405
MATS6are,0.0015781090738543728
MATS7are,-0.2540027524593314
MATS8are,-0.054908181529105975
MAXddssS,-3.6600990751238753
MAXssCH2,0.6890029761904761
MAXsssCH,-0.6435043461829186
MINddssS,-3.6600990751238753
MINssCH2,0.37463632212144127
MINsssCH,-0.6435043461829186
NsssssAs,0
RotRatio,0.18518518518518517
SM1_Dzpe,1.1101591187270503
SM1_Dzse,1.0973664910406058
SMR_VSA1,13.212334168400758
SMR_VSA2,0.0
SMR_VSA3,9.622004595302565
SMR_VSA4,0.0
SMR_VSA5,37.247461156120956
SMR_VSA6,6.544756405912575
SMR_VSA7,65.72420659954848
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,190.29156443168142
SpAD_Dzi,212.32193567971382
SpAD_Dzm,190.30743457039028
SpAD_Dzp,260.0703016935291
SpAD_Dzv,254.61430612589166
SpAbs_Dt,431.1918354968021
SpDiam_A,4.897242218980007
SpDiam_D,196.49191607787742
SpMAD_Dt,17.24767341987209
SpMax_Dt,215.59591774840112
SsssssAs,0
VE1_Dzpe,4.924755852869205
VE1_Dzse,4.924489864436217
VE2_Dzpe,0.19699023411476818
VE2_Dzse,0.19697959457744868
VE3_Dzpe,2.510565432247943
VE3_Dzse,2.5105114203082097
VMcGowan,269.81000000000034
VR1_Dzpe,143.83781765346302
VR1_Dzse,143.83520119700623
VR2_Dzpe,5.753512706138521
VR2_Dzse,5.753408047880249
VR3_Dzpe,5.88497713044026
VR3_Dzse,5.88495893995116
mZagreb1,8.229166666666666
mZagreb2,5.472222222222222
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,1
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,9
nBondsKS,40
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.1169847894975101
AATSC1are,-0.00422152419138779
AATSC2are,0.030784738504446237
AATSC3are,0.00863239685612149
AATSC4are,-0.021480602812541123
AATSC5are,-0.008046530309889367
AATSC6are,0.00018461475780896442
AATSC7are,-0.029714458528243046
AATSC8are,-0.006423422057873535
AETA_beta,1.27
BCUTdv-1h,6.022484054764591
BCUTdv-1l,0.6449119972647785
BCUTpe-1h,3.5369621154477837
BCUTpe-1l,2.2375003885689044
BCUTse-1h,3.768274823535799
BCUTse-1l,2.436226881963727
ETA_alpha,12.133333333333333
ETA_dBeta,1.25
ETA_eta_B,0.4330131834989217
ETA_eta_F,24.104713326241026
ETA_eta_L,5.880029057718062
ETA_eta_R,44.238371657313145
ETA_psi_1,0.5814696485623005
LabuteASA,148.26925481907827
LogEE_DzZ,94.81735594953751
LogEE_Dzi,106.19628788918811
LogEE_Dzm,94.82490741475945
LogEE_Dzp,129.13406588659197
LogEE_Dzv,126.97154229984788
PEOE_VSA1,5.316788604006331
PEOE_VSA2,4.794537184071822
PEOE_VSA3,8.417796984328938
PEOE_VSA4,4.305215991296234
PEOE_VSA5,0.0
PEOE_VSA6,48.02802097092827
PEOE_VSA7,37.46156607416286
PEOE_VSA8,13.08951281182515
PEOE_VSA9,4.895483475517775
SM1_Dzare,1.2038881980944245
SpAD_Dzpe,213.8078786081267
SpAD_Dzse,213.24636879511343
SpAbs_DzZ,188.89656443168144
SpAbs_Dzi,211.50957454509575
SpAbs_Dzm,188.91458370116794
SpAbs_Dzp,262.1272402715306
SpAbs_Dzv,255.62113841518544
SpDiam_Dt,319.2231522439413
SpMAD_DzZ,7.611662577267257
SpMAD_Dzi,8.492877427188553
SpMAD_Dzm,7.612297382815611
SpMAD_Dzp,10.402812067741163
SpMAD_Dzv,10.184572245035666
SpMax_DzZ,94.81735594953751
SpMax_Dzi,106.19628788918811
SpMax_Dzm,94.82490741475945
SpMax_Dzp,129.13406588659197
SpMax_Dzv,126.97154229984788
VE1_Dzare,4.9242467331904125
VE2_Dzare,0.1969698693276165
VE3_Dzare,2.5104620472249835
VR1_Dzare,143.87959716875642
VR2_Dzare,5.755183886750257
VR3_Dzare,5.885267550925324
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,12
nAromBond,12
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.48533333333333334
AETA_dBeta,0.05
AETA_eta_B,0.017320527339956867
AETA_eta_F,0.964188533049641
AETA_eta_L,0.23520116230872248
AETA_eta_R,1.7695348662925259
BCUTare-1h,3.580930234814462
BCUTare-1l,2.1841528453416266
ETA_beta_s,15.25
ETA_dPsi_A,0.13253035143769942
ETA_dPsi_B,0.0
ETA_eta_BR,0.6910131834989217
ETA_eta_FL,6.101171321156112
ETA_eta_RL,11.981200378874174
LogEE_Dzpe,106.94834566881244
LogEE_Dzse,106.66707905719834
PEOE_VSA10,6.041840829147961
PEOE_VSA11,0.0
PEOE_VSA12,15.930470882759089
PEOE_VSA13,0.0
SlogP_VSA1,5.316788604006331
SlogP_VSA2,31.216789940037213
SlogP_VSA3,21.36258474339198
SlogP_VSA4,6.923737199690624
SlogP_VSA5,23.96854622924601
SlogP_VSA6,59.49278709167226
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
SpAD_Dzare,212.90338759359383
SpAbs_Dzpe,212.78653221889792
SpAbs_Dzse,212.23679162335614
SpDiam_DzZ,145.438377293435
SpDiam_Dzi,161.0847955555097
SpDiam_Dzm,145.45340545017015
SpDiam_Dzp,201.83008373818677
SpDiam_Dzv,196.99825949497037
SpMAD_Dzpe,8.55231514432507
SpMAD_Dzse,8.529854751804537
SpMax_Dzpe,106.94834566881244
SpMax_Dzse,106.66707905719834
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,25
AETA_beta_s,0.61
AETA_eta_BR,0.02764052733995687
AETA_eta_FL,0.2440468528462445
AETA_eta_RL,0.47924801515496696
DetourIndex,2591
EState_VSA1,16.065131982555545
EState_VSA2,10.80266320486928
EState_VSA3,25.93115605767717
EState_VSA4,11.126902983393991
EState_VSA5,4.305215991296234
EState_VSA6,24.26546827384644
EState_VSA7,37.255572541998674
EState_VSA8,5.316788604006331
EState_VSA9,0.0
ETA_beta_ns,16.5
ETA_shape_p,0.12362637362637362
ETA_shape_x,0.06868131868131869
ETA_shape_y,0.23901098901098902
GhoseFilter,True
LogEE_Dzare,106.49984932472069
SlogP_VSA10,0.0
SlogP_VSA11,0.0
SpAbs_Dzare,211.7958104513471
SpDiam_Dzpe,162.8928789262004
SpDiam_Dzse,162.64702619403892
SpMAD_Dzare,8.516135503743753
SpMax_Dzare,106.49984932472069
TopoPSA(NO),66.48
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,27.092898155436032
VSA_EState9,36.983867586354506
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.66
EState_VSA10,13.212334168400758
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.014666666666666685
FilterItLogS,-4.439165122614968
SpDiam_Dzare,162.02713267697314
ETA_beta_ns_d,0.0
ETA_epsilon_1,0.5843971631205674
ETA_epsilon_2,0.8346666666666662
ETA_epsilon_3,0.44084507042253557
ETA_epsilon_4,0.5265536723163844
ETA_epsilon_5,0.8141025641025638
AETA_beta_ns_d,0.0
ETA_dEpsilon_A,0.14355209269803187
ETA_dEpsilon_B,0.05784349080418305
ETA_dEpsilon_C,-0.08570860189384882
ETA_dEpsilon_D,0.02056410256410246
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.84
MDEDescriptor,"0.0,1.9399599153943003,1.0486772913239883,0.0,16.09784609240175,15.997310244775008,0.0,2.45254447815602,0.0,0.0,0.814325284978472,0.0,0.0,0.0,0.0,0.0,0.0,0.33333333333333337,0.0"
APolDescriptor,55.61544599999998
BCUTDescriptor,"11.850000000000003,31.972072252653494,-0.27886389470446354,0.24413239789196925,5.638748770230878,12.560099066392363"
BPolDescriptor,34.124553999999996
TPSADescriptor,74.86
ALOGPDescriptor,"1.6402999999999994,2.690584089999998,92.0068"
XLogPDescriptor,3.0380000000000007
VAdjMaDescriptor,5.754887502163469
WeightDescriptor,358.13511374
ChiPathDescriptor,"17.86359655174942,11.981200378874176,11.038084224740532,9.079026831270829,7.088907988539959,5.359240599329517,3.3598244221704228,1.887588319282071,14.385878344896105,8.744004913906979,6.761990857391996,4.923177684998581,3.4516835123034446,2.207928712240072,1.2575702326928924,0.6747354581484527"
ChiChainDescriptor,"0.0,0.0,0.11785113019775793,0.31236235279215524,0.49921519976688433,0.0,0.0,0.09128709291752768,0.1613631327876867,0.21039547488253915"
AtomCountDescriptor,47
BondCountDescriptor,27
SmallRingDescriptor,"3,2,3,2,0,0,1,2,0,0,0"
ChiClusterDescriptor,"2.037456603728338,0.16666666666666666,0.7092756949471919,0.15137471507731048,0.8568101905646853,0.02280752297933222,0.1766192518890518,0.01691363992580506"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,1,10,2,3,3,0,0"
ZagrebIndexDescriptor,130.0
LargestChainDescriptor,15
MannholdLogPDescriptor,2.8899999999999997
WeightedPathDescriptor,"50.524440356021856,2.0209776142408744,17.522421101310677,7.566587252617863,6.449559103728146"
FractionalPSADescriptor,0.2090272557142975
WienerNumbersDescriptor,"1583.0,38.0"
AminoAcidCountDescriptor,"1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"4.596656645993213,6.82134406908041,9.599809953764785,1.762689536102196,2.3729608367103174,2.7029399633149205"
FractionalCSP3Descriptor,0.3157894736842105
KierHallSmartsDescriptor,"0,0,0,0,0,0,1,0,4,0,0,9,1,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,1
LargestPiSystemDescriptor,10
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"19.753086419753085,8.79224376731302,4.837984173261141"
AromaticAtomsCountDescriptor,12
AromaticBondsCountDescriptor,12
FragmentComplexityDescriptor,1801.06
HBondAcceptorCountDescriptor,5
HybridizationRatioDescriptor,0.3157894736842105
AutocorrelationDescriptorMass,"34.17112074762581,36.892859088733985,49.10736217543308,51.414197358335855,47.820109162213804"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,6
AutocorrelationDescriptorCharge,"0.39073463915503487,-0.23853886308228883,0.10291060240744418,0.051197612830000495,-0.2548620345757258"
EccentricConnectivityIndexDescriptor,560
AutocorrelationDescriptorPolarizability,"1953.8901366778202,2284.4211855369995,3213.446247804755,3111.4438827087674,2846.20997644211"
