DLiP-ID,J000MT
nS,0
nX,4
ABC,23.465199938465698
AMW,8.917567865191499
IC0,1.799686262703739
IC1,4.1095644482543685
IC2,4.8359837982559934
IC3,5.165979011114015
IC4,5.208532202603374
IC5,5.208532202603374
MID,59.835085370716534
Mpe,1.0251981643721315
Mse,1.0430645736157822
NdO,1
NdS,0
NsF,4
NsI,0
NtN,1
SMR,102.04550000000002
SdO,12.570299797388092
SdS,0
Spe,48.18431372549018
SsF,52.812229006177105
SsI,0
Sse,49.02403495994176
StN,8.850001880577242
fMF,0.40425531914893614
nBr,0
nCl,0
AMID,1.9945028456905511
BIC0,0.3059315766063644
BIC1,0.6985915027940002
BIC2,0.8220767022028659
BIC3,0.8781731218035451
BIC4,0.8854068076029878
BIC5,0.8854068076029878
CIC0,3.7549025889738985
CIC1,1.445024403423269
CIC2,0.7186050534216442
CIC3,0.3886098405636229
CIC4,0.3460566490742636
CIC5,0.3460566490742636
GGI1,10.0
GGI2,4.888888888888891
GGI3,3.3888888888888893
GGI4,2.474444444444445
GGI5,1.6186111111111108
GGI6,0.8466213151927438
GGI7,0.7231079931972789
GGI8,0.3336010330057949
GGI9,0.20625771604938276
JGI1,0.3125
JGI2,0.09977324263038552
JGI3,0.06777777777777778
JGI4,0.052647754137115844
JGI5,0.03596913580246913
JGI6,0.02351725875535399
JGI7,0.02126788215286115
JGI8,0.009811795088405732
JGI9,0.007932989078822414
MIC0,19.169516491137983
MIC1,41.71928525033518
MIC2,46.55066604817106
MIC3,47.35151398868939
MIC4,47.39440760571066
MIC5,47.39440760571066
MPC2,49
MPC3,61
MPC4,78
MPC5,97
MPC6,98
MPC7,110
MPC8,113
MPC9,99
Mare,1.0426382978723407
NaaN,0
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,1
NsSH,0
NssO,0
NssS,0
NtCH,0
NtsC,1
RNCG,0.1524360774947666
RPCG,0.1680922958011753
SIC0,0.3239999054403792
SIC1,0.739850339600413
SIC2,0.8706285788902979
SIC3,0.9300380548514852
SIC4,0.9376989623687908
SIC5,0.9376989623687908
SaaN,0
SaaO,0
SaaS,0
Sare,49.00400000000002
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,10.669462514172334
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,1.4567225854348624
TIC0,84.58525434707573
TIC1,193.1495290679553
TIC2,227.2912385180317
TIC3,242.8010135223587
TIC4,244.80101352235857
TIC5,244.80101352235857
Vabc,350.47915383947384
WPol,50
apol,53.537480999999985
bpol,25.224518999999994
nRot,4
ABCGG,19.3835626149593
ATS0Z,1372.0
ATS0d,179.0
ATS0i,8025.120161697234
ATS0m,5591.101074599083
ATS0p,72.28272338243296
ATS0s,474.09722222222223
ATS0v,11293.178688384098
ATS1Z,1389.0
ATS1d,218.0
ATS1i,7288.931178165945
ATS1m,5403.650511340803
ATS1p,91.17084493600004
ATS1s,196.04166666666669
ATS1v,13987.19566730183
ATS2Z,2277.0
ATS2d,339.0
ATS2i,13124.687748743241
ATS2m,8941.860757625314
ATS2p,136.64422767394308
ATS2s,500.56944444444434
ATS2v,20999.361897799175
ATS3Z,2473.0
ATS3d,371.0
ATS3i,17019.1465094831
ATS3m,9287.667381532798
ATS3p,160.9471959776979
ATS3s,503.625
ATS3v,24019.8089857175
ATS4Z,2460.0
ATS4d,374.0
ATS4i,21893.671631098237
ATS4m,9092.2890788896
ATS4p,159.75201875298
ATS4s,572.1805555555557
ATS4v,23652.176512918897
ATS5Z,2395.0
ATS5d,323.0
ATS5i,19069.41930803204
ATS5m,9024.673423809603
ATS5p,145.31024238858396
ATS5s,644.8333333333334
ATS5v,21588.405497838772
ATS6Z,1956.0
ATS6d,307.0
ATS6i,19088.24291931803
ATS6m,7029.377575596798
ATS6p,137.36543547728195
ATS6s,468.42361111111114
ATS6v,19708.763211833717
ATS7Z,1886.0
ATS7d,271.0
ATS7i,17710.967058425034
ATS7m,6911.170469582401
ATS7p,125.35698500097995
ATS7s,536.6666666666666
ATS7v,17938.372862031978
ATS8Z,1845.0
ATS8d,253.0
ATS8i,16665.438299593672
ATS8m,6994.247783868802
ATS8p,110.00213022092295
ATS8s,564.6944444444445
ATS8v,16199.529566394644
C1SP1,1
C1SP2,2
C1SP3,4
C2SP1,0
C2SP2,9
C2SP3,0
C3SP2,4
C3SP3,1
C4SP3,0
FCSP3,0.23809523809523808
GGI10,0.22833996530966227
JGI10,0.009514165221235927
JGT10,0.6407120006444273
Kier1,24.638671875
Kier2,9.46938775510204
Kier3,5.688793335124966
MAXdO,12.570299797388092
MAXsF,13.481905090403172
MAXtN,8.850001880577242
MID_C,43.495142052929204
MID_N,5.995827331026631
MID_O,3.4965626676457537
MID_X,6.8475533191149385
MID_h,16.339943317787323
MINdO,12.570299797388092
MINsF,13.110107971924645
MINtN,8.850001880577242
MPC10,89
MWC01,32.0
MWC02,5.093750200806762
MWC03,5.948034989180646
MWC04,6.8658910748834385
MWC05,7.744569809354496
MWC06,8.65817178467581
MWC07,9.545883605779304
MWC08,10.45676903533851
MWC09,11.34895842864817
MWC10,12.258309244865682
NaaCH,7
NaaNH,0
NaaSe,0
NaaaC,2
NaasC,5
NaasN,1
NdCH2,0
NddsN,0
NdsCH,0
NdssC,1
NdssS,0
NsCH3,2
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,1
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,4.369000000000002
SRW02,4.174387269895637
SRW03,0.0
SRW04,5.564520407322694
SRW05,2.3978952727983707
SRW06,7.1284959456800365
SRW07,4.844187086458591
SRW08,8.769817872052617
SRW09,7.018401799069201
SRW10,10.453197294352085
SaaCH,8.499826030633278
SaaNH,0
SaaSe,0
SaaaC,1.2155788949106054
SaasC,-1.6488437735820554
SaasN,1.5730249676903716
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-0.9287528869572517
SdssS,0
SsCH3,2.9760061835525087
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,2.258551718526917
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,4.35514664729964
VE1_D,5.403420564676806
VE2_A,0.145171554909988
VE2_D,0.1801140188225602
VE3_A,2.569970571723585
VE3_D,2.785644479604343
VR1_A,352.32362742579164
VR1_D,188.11752988870032
VR2_A,11.744120914193054
VR2_D,6.270584329623344
VR3_A,6.9631624379764885
VR3_D,6.3356792151500345
WPath,2587
Xc-3d,4.07247789539758
Xc-4d,0.4927992798267444
Xc-5d,1.1251002176833673
Xc-6d,0.2621886974951644
Xp-0d,22.267220234572104
Xp-1d,13.918870648365745
Xp-2d,14.368378792947576
Xp-3d,10.776205667975233
Xp-4d,8.529450817030646
Xp-5d,7.092592366903894
Xp-6d,4.5437766853059856
Xp-7d,3.212408901879143
ZMIC0,93.76731310394554
ZMIC1,44.95596955882132
ZMIC2,32.61331974573518
ZMIC3,30.29151327677468
ZMIC4,30.140254176703287
ZMIC5,30.140254176703287
nAcid,0
nAtom,47
nBase,0
nRing,3
piPC1,3.784189633918261
piPC2,4.427836170705175
piPC3,5.014793304244919
piPC4,5.601426699500128
piPC5,6.1235887000350235
piPC6,6.3737196669532805
piPC7,6.710932206637742
piPC8,6.93907602929472
piPC9,6.87189329398115
AATS0Z,29.19148936170213
AATS0d,3.8085106382978724
AATS0i,170.74723748291987
AATS0m,118.9595973318954
AATS0p,1.5379302847326162
AATS0s,10.087174940898345
AATS0v,240.28039762519356
AATS1Z,28.346938775510203
AATS1d,4.448979591836735
AATS1i,148.7536975135907
AATS1m,110.27858186409802
AATS1p,1.8606294884897967
AATS1s,4.000850340136055
AATS1v,285.4529728020782
AATS2Z,27.433734939759034
AATS2d,4.0843373493975905
AATS2i,158.12876805714748
AATS2m,107.73326214006403
AATS2p,1.6463159960716034
AATS2s,6.030957161981257
AATS2v,253.0043602144479
AATS3Z,22.89814814814815
AATS3d,3.435185185185185
AATS3i,157.5846899026213
AATS3m,85.99692019937775
AATS3p,1.490251814608314
AATS3s,4.663194444444445
AATS3v,222.40563875664353
AATS4Z,18.923076923076923
AATS4d,2.876923076923077
AATS4i,168.41285870075566
AATS4m,69.9406852222277
AATS4p,1.2288616827152308
AATS4s,4.4013888888888895
AATS4v,181.93981933014535
AATS5Z,20.82608695652174
AATS5d,2.8086956521739133
AATS5i,165.82103746114817
AATS5m,78.47542107660524
AATS5p,1.2635673251181214
AATS5s,5.607246376811594
AATS5v,187.725265198598
AATS6Z,17.008695652173913
AATS6d,2.6695652173913045
AATS6i,165.98472103754807
AATS6m,61.1250223964939
AATS6p,1.1944820476285387
AATS6s,4.073248792270531
AATS6v,171.38054966811927
AATS7Z,17.626168224299064
AATS7d,2.532710280373832
AATS7i,165.5230566207947
AATS7m,64.59037822039627
AATS7p,1.1715606074857938
AATS7s,5.015576323987538
AATS7v,167.64834450497176
AATS8Z,18.8265306122449
AATS8d,2.5816326530612246
AATS8i,170.05549285299665
AATS8m,71.36987534560002
AATS8p,1.12247071654003
AATS8s,5.76218820861678
AATS8v,165.3013221060678
AMID_C,1.4498380684309735
AMID_N,0.19986091103422104
AMID_O,0.11655208892152512
AMID_X,0.22825177730383128
AMID_h,0.5446647772595774
ATS0dv,568.0
ATS0pe,333.5860999999998
ATS0se,393.8730639999999
ATS1dv,491.0
ATS1pe,333.10800000000006
ATS1se,391.95292799999976
ATS2dv,796.0
ATS2pe,576.4818
ATS2se,678.7156119999997
ATS3dv,733.0
ATS3pe,733.2053000000001
ATS3se,875.787904
ATS4dv,755.0
ATS4pe,866.1137
ATS4se,1050.919136
ATS5dv,740.0
ATS5pe,775.6209
ATS5se,933.9232919999997
ATS6dv,524.0
ATS6pe,752.0156000000003
ATS6se,919.5188320000002
ATS7dv,593.0
ATS7pe,699.0605999999999
ATS7se,855.4368839999997
ATS8dv,543.0
ATS8pe,647.0119
ATS8se,789.7511679999996
ATSC0Z,379.3191489361704
ATSC0c,1.034625615930273
ATSC0d,39.404255319148916
ATSC0i,155.54448504055705
ATSC0m,1848.9891675293381
ATSC0p,11.298428237212546
ATSC0s,215.0877659574469
ATSC0v,2126.2312244616382
ATSC1Z,-2.6306020823902507
ATSC1c,-0.5854892875208965
ATSC1d,8.514712539610686
ATSC1i,-7.144202553462868
ATSC1m,-9.800210077984886
ATSC1p,0.3350433127753474
ATSC1s,-18.689609426085184
ATSC1v,79.6936009081488
ATSC2Z,142.03214124038033
ATSC2c,0.01637660651503451
ATSC2d,-7.330918967858756
ATSC2i,56.366599394327686
ATSC2m,707.2984721560427
ATSC2p,2.0936028965077775
ATSC2s,113.05836602786584
ATSC2v,431.44523993192547
ATSC3Z,-154.20144861928475
ATSC3c,0.2719695432293193
ATSC3d,-9.652331371661385
ATSC3i,-57.14109008049459
ATSC3m,-743.2613852990155
ATSC3p,-5.328012590135431
ATSC3s,-18.23152130174537
ATSC3v,-1228.6906463838636
ATSC4Z,-42.62743322770481
ATSC4c,-0.521377445473156
ATSC4d,-8.522408329560884
ATSC4i,-33.33389355968271
ATSC4m,-170.78832251594127
ATSC4p,0.2920158861514665
ATSC4s,-47.539151702630654
ATSC4v,262.6264679666659
ATSC5Z,71.89995473064735
ATSC5c,0.5633247090065523
ATSC5d,-9.287007695789953
ATSC5i,12.848681724497293
ATSC5m,344.9659371872134
ATSC5p,-4.101742507668905
ATSC5s,55.7187641466727
ATSC5v,-513.9587502457356
ATSC6Z,-95.95110909913983
ATSC6c,-0.206485870957959
ATSC6d,-1.159348121321865
ATSC6i,-16.382447495922015
ATSC6m,-490.0903070464743
ATSC6p,-2.3229160636892705
ATSC6s,-71.7843386902067
ATSC6v,-431.22266852171543
ATSC7Z,55.72023540063381
ATSC7c,-0.3076016049062206
ATSC7d,-0.6011770031688564
ATSC7i,-27.883534878427703
ATSC7m,281.7622195097265
ATSC7p,-1.909065647587688
ATSC7s,49.98961319853127
ATSC7v,-206.44816424002966
ATSC8Z,275.01539157990044
ATSC8c,0.12012484695711105
ATSC8d,1.1996378451788112
ATSC8i,-26.181284416347747
ATSC8m,1354.1030025585233
ATSC8p,2.522994824246414
ATSC8s,111.36546199889342
ATSC8v,1018.0560412904026
AXp-0d,0.7422406744857368
AXp-1d,0.43496470776142954
AXp-2d,0.29323222026423623
AXp-3d,0.1766591093110694
AXp-4d,0.10935193355167495
AXp-5d,0.07311950893715355
AXp-6d,0.04636506821740802
AXp-7d,0.029203717289810388
GATS1Z,0.6310985242200983
GATS1c,1.6434481357810926
GATS1d,1.0482655265129814
GATS1i,0.936122198351088
GATS1m,0.6246782410429168
GATS1p,0.9851716400397135
GATS1s,0.622685219649419
GATS1v,0.8808810510609457
GATS2Z,0.5683613971254096
GATS2c,0.9316658031160605
GATS2d,1.3642951937338996
GATS2i,0.7705713979114713
GATS2m,0.5629248778180791
GATS2p,0.8979741973266954
GATS2s,0.4374934150228865
GATS2v,0.8218587045733196
GATS3Z,0.9836337346994735
GATS3c,1.0266276536177534
GATS3d,1.0971272298216148
GATS3i,0.982981916439995
GATS3m,0.972177045763003
GATS3p,1.1668944940204122
GATS3s,0.7446261702097667
GATS3v,1.18723767446079
GATS4Z,1.0317271017069083
GATS4c,1.3050546086405452
GATS4d,1.0237082571855796
GATS4i,0.8819866324422382
GATS4m,1.01638569024675
GATS4p,0.9085900349836529
GATS4s,0.9077317173777051
GATS4v,0.9414697563395849
GATS5Z,0.8889611846533538
GATS5c,0.7567574495307237
GATS5d,1.0811015118790501
GATS5i,0.8286112470182602
GATS5m,0.8849831844671997
GATS5p,1.1082286265915458
GATS5s,0.7959993515209716
GATS5v,1.0908669647517037
GATS6Z,1.1214830603544979
GATS6c,1.019028135155965
GATS6d,0.9694384449244065
GATS6i,0.8412124923143408
GATS6m,1.1196818023260742
GATS6p,1.0585990468802229
GATS6s,1.0007348971020404
GATS6v,1.1218168877072208
GATS7Z,0.9565589359591858
GATS7c,1.1942058323700013
GATS7d,0.9382733493470059
GATS7i,0.7600479777838868
GATS7m,0.9412513285306734
GATS7p,1.0181876915275982
GATS7s,0.7073074421173335
GATS7v,1.0835621059493579
GATS8Z,0.742468852023645
GATS8c,1.0519606492259312
GATS8d,0.9351004980826028
GATS8i,0.8509004114017776
GATS8m,0.7315661938608091
GATS8p,0.8398213903624959
GATS8s,0.6548439530045609
GATS8v,0.8249175517033042
MATS1Z,-0.006651998919379354
MATS1c,-0.5427970822820956
MATS1d,0.20726627584079008
MATS1i,-0.04405557964625444
MATS1m,-0.0050839678611714215
MATS1p,0.028443609037649295
MATS1s,-0.08334629422189976
MATS1v,0.03595131140567099
MATS2Z,0.21203210869053957
MATS2c,0.008963145636443967
MATS2d,-0.10535012620677094
MATS2i,0.20520454835338428
MATS2m,0.21661479633164382
MATS2p,0.10492912336310224
MATS2s,0.29765059934733973
MATS2v,0.11490394928359156
MATS3Z,-0.1769122021954644
MATS3c,0.11439608126129949
MATS3d,-0.10660147188224947
MATS3i,-0.15987037960156233
MATS3m,-0.174936851595815
MATS3p,-0.20522077027230198
MATS3s,-0.036887676705319415
MATS3v,-0.25148156998646964
MATS4Z,-0.04062926079977904
MATS4c,-0.18218957332477403
MATS4d,-0.07819405216813426
MATS4i,-0.07747934355571774
MATS4m,-0.033394758852835875
MATS4p,0.009344217798035803
MATS4s,-0.07990799333892823
MATS4v,0.04465627637087762
MATS5Z,0.07746827169767143
MATS5c,0.22252335123764092
MATS5d,-0.09632359845994937
MATS5i,0.033760119207050306
MATS5m,0.07625035405961958
MATS5p,-0.14837146318281022
MATS5s,0.10587313764630421
MATS5v,-0.09879109299382786
MATS6Z,-0.10338207606988506
MATS6c,-0.08156561793609104
MATS6d,-0.012024603249131379
MATS6i,-0.04304514597097385
MATS6m,-0.10832825912664193
MATS6p,-0.08402635089258796
MATS6s,-0.13639988767502156
MATS6v,-0.08288789465420501
MATS7Z,0.06452414452536073
MATS7c,-0.13059286525484773
MATS7d,-0.006701519953170124
MATS7i,-0.07874215431425804
MATS7m,0.06693641878279222
MATS7p,-0.07421930984831665
MATS7s,0.10208881150386181
MATS7v,-0.04264956579259993
MATS8Z,0.34771547164973227
MATS8c,0.05568284324551027
MATS8d,0.014600872746506784
MATS8i,-0.08072501109914418
MATS8m,0.35122798852995535
MATS8p,0.10709522567459231
MATS8s,0.24831708224364427
MATS8v,0.22963230015820166
MAXsOH,10.669462514172334
MAXtsC,1.4567225854348624
MINsOH,10.669462514172334
MINtsC,1.4567225854348624
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,1
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,2
NssssN,0
Radius,8
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,36.252213374694506
SpAD_D,355.5466054293041
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,-0.21109839537666875
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,-6.7596751898140095
SssssN,0
TMPC10,856
TMWC10,139.92033817353283
TSRW10,80.35090294762922
VE1_Dt,5.397432966121445
VE2_Dt,0.17991443220404818
VE3_Dt,2.784535752566863
VR1_Dt,187.23406573538787
VR2_Dt,6.241135524512929
VR3_Dt,6.330971811238345
Xc-3dv,1.373930420258936
Xc-4dv,0.09255567268311046
Xc-5dv,0.21345928801675296
Xc-6dv,0.020034178649126006
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.07856742013183861
Xch-6d,0.3813168502864596
Xch-7d,0.660508837275843
Xp-0dv,16.010305634514573
Xp-1dv,8.82359640887758
Xp-2dv,7.199388296420163
Xp-3dv,4.713034395221029
Xp-4dv,3.201493755995829
Xp-5dv,2.1677747023268226
Xp-6dv,1.1922885760642363
Xp-7dv,0.6872997989397428
Xpc-4d,7.018754913135283
Xpc-5d,9.885647701006794
Xpc-6d,15.28842691987992
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,49
nFRing,1
nHBAcc,4
nHBDon,2
nHRing,1
nSpiro,0
naRing,3
piPC10,6.733908645856326
AATS0dv,12.085106382978724
AATS0pe,7.097576595744677
AATS0se,8.380277957446806
AATS1dv,10.020408163265307
AATS1pe,6.798122448979593
AATS1se,7.999039346938771
AATS2dv,9.590361445783133
AATS2pe,6.945563855421687
AATS2se,8.17729653012048
AATS3dv,6.787037037037037
AATS3pe,6.788937962962963
AATS3se,8.10914725925926
AATS4dv,5.8076923076923075
AATS4pe,6.662413076923077
AATS4se,8.083993353846154
AATS5dv,6.434782608695652
AATS5pe,6.744529565217391
AATS5se,8.121072104347824
AATS6dv,4.556521739130435
AATS6pe,6.539266086956524
AATS6se,7.995815930434785
AATS7dv,5.542056074766355
AATS7pe,6.533276635514018
AATS7se,7.994737233644857
AATS8dv,5.540816326530612
AATS8pe,6.602162244897959
AATS8se,8.058685387755098
AATSC0Z,8.070620190131285
AATSC0c,0.02201331097723985
AATSC0d,0.8383884110457216
AATSC0i,3.3094571285224905
AATSC0m,39.340195053815705
AATSC0p,0.24039209015345842
AATSC0s,4.576335445903125
AATSC0v,45.23896222258805
AATSC1Z,-0.0536857567834745
AATSC1c,-0.011948760969814214
AATSC1d,0.17376964366552422
AATSC1i,-0.1458000521114871
AATSC1m,-0.200004287305814
AATSC1p,0.006837618628068314
AATSC1s,-0.3814206005323507
AATSC1v,1.626400018533649
AATSC2Z,1.7112306173539797
AATSC2c,0.00019730851222933145
AATSC2d,-0.08832432491396092
AATSC2i,0.6791156553533456
AATSC2m,8.52166833922943
AATSC2p,0.025224131283226234
AATSC2s,1.3621489882875404
AATSC2v,5.1981354208665715
AATSC3Z,-1.4277911909193033
AATSC3c,0.002518236511382586
AATSC3d,-0.0893734386264943
AATSC3i,-0.5290841674119869
AATSC3m,-6.882049863879773
AATSC3p,-0.049333449908661405
AATSC3s,-0.16881038242356824
