DLiP-ID,T003VG
AATSC6Z,-1.0166749626679936
AATSC6c,-0.0011073138794856993
AATSC6d,-0.06669985067197609
AATSC6i,-0.32308173144744345
AATSC6m,-4.859976483698356
AATSC6p,-0.03855497464323779
AATSC6s,-0.25465958741220074
AATSC6v,-8.44178682020736
AATSC7Z,0.38488071284851977
AATSC7c,0.0011416402389565136
AATSC7d,-0.015809140557631492
AATSC7i,-0.3225923475511581
AATSC7m,1.75485851875539
AATSC7p,-0.029236585709623227
AATSC7s,0.004605011018491816
AATSC7v,-2.421635594257967
AATSC8Z,0.028501055594651842
AATSC8c,0.0010350614015707893
AATSC8d,-0.02885292047853623
AATSC8i,-0.14414458357474974
AATSC8m,0.2000032380365944
AATSC8p,-0.006973934534267237
AATSC8s,-0.22411838298537812
AATSC8v,0.5531629985081041
ATS0are,358.4996000000001
ATS1are,398.916
ATS2are,688.952
ATS3are,934.9818
ATS4are,1065.402
ATS5are,1065.7259999999999
ATS6are,1007.0900000000001
ATS7are,863.576
ATS8are,726.6820000000002
ATSC0dv,225.71428571428575
ATSC0pe,6.539685714285713
ATSC0se,4.4768788571428555
ATSC1dv,75.9591836734694
ATSC1pe,-0.5782091836734696
ATSC1se,-0.41547187755102044
ATSC2dv,121.55102040816325
ATSC2pe,1.1860061224489797
ATSC2se,1.0370319183673469
ATSC3dv,110.51020408163271
ATSC3pe,1.4947147959183646
ATSC3se,0.1806704693877545
ATSC4dv,-126.734693877551
ATSC4pe,-2.2224653061224484
ATSC4se,-1.1162057959183664
ATSC5dv,-185.3265306122449
ATSC5pe,-2.3031556122448946
ATSC5se,-0.757972591836734
ATSC6dv,-80.44897959183675
ATSC6pe,-2.079436734693876
ATSC6se,-1.3373475102040813
ATSC7dv,28.081632653061213
ATSC7pe,0.6177255102040803
ATSC7se,-0.1777216734693885
ATSC8dv,-34.40816326530613
ATSC8pe,-1.5174489795918378
ATSC8se,-1.4718833469387755
AXp-0dv,0.5313708380416062
AXp-1dv,0.2810145308328781
AXp-2dv,0.14006016457877282
AXp-3dv,0.0708430304153597
AXp-4dv,0.0367812779124994
AXp-5dv,0.019026685512834783
AXp-6dv,0.009839347797709811
AXp-7dv,0.005141023455478379
BertzCT,1960.2225446144023
ECIndex,1000
ETA_eta,30.85716345743812
GATS1dv,0.3694365046957941
GATS1pe,0.6695325202707778
GATS1se,0.6670308097052375
GATS2dv,0.5279535864978901
GATS2pe,0.5764095098335712
GATS2se,0.5297012928404212
GATS3dv,0.7212004077818365
GATS3pe,0.6821002830098972
GATS3se,0.7481962920952321
GATS4dv,1.1722946897190487
GATS4pe,1.155134480990839
GATS4se,1.2274180031808999
GATS5dv,1.184794967027969
GATS5pe,1.0615875754748991
GATS5se,1.0680487328331976
GATS6dv,1.0742320160543375
GATS6pe,1.0171048001859244
GATS6se,1.0201762235684992
GATS7dv,0.9197717953289354
GATS7pe,0.8501754556101642
GATS7se,0.8515806440013385
GATS8dv,1.1742415975556522
GATS8pe,1.2597812243278288
GATS8se,1.3117376038572124
LogEE_A,4.567451310802845
LogEE_D,205.24952410557643
MATS1dv,0.30396080032666395
MATS1pe,-0.0798591062381414
MATS1se,-0.08382288948030199
MATS2dv,0.2792311298640412
MATS2pe,0.09403603849383249
MATS2se,0.12011052144292934
MATS3dv,0.18401155381870707
MATS3pe,0.08590198801265311
MATS3se,0.01516748551232222
MATS4dv,-0.1917258413090459
MATS4pe,-0.11604389346673417
MATS4se,-0.08513597411745832
MATS5dv,-0.27532782536193434
MATS5pe,-0.11809675390338367
MATS5se,-0.056774028975945925
MATS6dv,-0.12170422970052486
MATS6pe,-0.10857579384788595
MATS6se,-0.10200303871483288
MATS7dv,0.04906400427883755
MATS7pe,0.03725103483643181
MATS7se,-0.015655420385413094
MATS8dv,-0.07359231776516804
MATS8pe,-0.11201785656983873
MATS8se,-0.1587186960063777
MAXaaCH,1.8883570658137758
MAXaaaC,0.8601487045435461
MAXaasN,1.2001519477144544
MAXsNH2,5.658281658381269
MDEC-22,12.758787411872719
MDEC-23,46.09817602289772
MDEC-33,36.836870023861714
MDEN-11,0.058823529411764705
MDEN-13,0.6172133998483676
MDEN-33,0.09090909090909091
MDEO-11,0.7641925447241966
MINaaCH,1.752955297668501
MINaaaC,0.4680393362511246
MINaasN,1.2001519477144544
MINsNH2,5.658281658381269
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.5714285714285716
SM1_Dzi,1.5935350853437962
SM1_Dzm,1.5670630303235251
SM1_Dzp,-6.40190433008388
SM1_Dzv,-2.873276425205818
SddssSe,0
SpAD_Dt,1557.5261840891098
SpAbs_A,48.839731416471444
SpAbs_D,410.49904821115297
SpMAD_A,1.3566592060130958
SpMAD_D,11.402751339198694
SpMax_A,2.6720290024027213
SpMax_D,205.24952410557643
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,130.18
TpiPC10,11.796356228243392
VAdjMat,6.392317422778761
VE1_DzZ,5.859304777412774
VE1_Dzi,5.867189998521189
VE1_Dzm,5.85927256298433
VE1_Dzp,5.802058433619699
VE1_Dzv,5.818040474386985
VE2_DzZ,0.1627584660392437
VE2_Dzi,0.1629774999589219
VE2_Dzm,0.16275757119400916
VE2_Dzp,0.16116828982276943
VE2_Dzv,0.16161223539963845
VE3_DzZ,3.0489648033461
VE3_Dzi,3.050309659152979
VE3_Dzm,3.0489593053359734
VE3_Dzp,3.0391466023997205
VE3_Dzv,3.0418973622635375
VR1_DzZ,277.04638920365494
VR1_Dzi,276.213088312354
VR1_Dzm,277.05183256251644
VR1_Dzp,286.0717080453372
VR1_Dzv,283.12404739794425
VR2_DzZ,7.695733033434859
VR2_Dzi,7.6725857864542775
VR2_Dzm,7.695884237847679
VR2_Dzp,7.9464363345927
VR2_Dzv,7.864556872165118
VR3_DzZ,6.905118807677155
VR3_Dzi,6.90210647239763
VR3_Dzm,6.905138455308741
VR3_Dzp,6.937176352286296
VR3_Dzv,6.92681897709483
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.0
Xch-6dv,0.1269091830520807
Xch-7dv,0.3072123531742215
Xpc-4dv,3.073413158957752
Xpc-5dv,5.01481259824053
Xpc-6dv,7.965134835032331
Zagreb1,216.0
Zagreb2,280.0
fragCpx,504.08
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,0
n5aRing,0
n6ARing,0
n6FRing,0
n6HRing,2
n6aRing,7
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,32
nBondsD,4
nBondsM,36
nBondsO,42
nBondsS,26
nBondsT,0
nFARing,0
nFHRing,1
nFaRing,1
nHetero,8
naHRing,2
AATS0are,6.401778571428573
AATS1are,6.434129032258064
AATS2are,6.379185185185185
AATS3are,6.275045637583893
AATS4are,6.496353658536585
AATS5are,6.381592814371257
AATS6are,6.14079268292683
AATS7are,6.081521126760563
AATS8are,6.264500000000002
AATSC0dv,4.03061224489796
AATSC0pe,0.1167801020408163
AATSC0se,0.07994426530612242
AATSC1dv,1.2251481237656354
AATSC1pe,-0.009325954575378543
AATSC1se,-0.0067011593153390395
AATSC2dv,1.1254724111866967
AATSC2pe,0.010981538170823887
AATSC2se,0.009602147392290249
AATSC3dv,0.7416792220243806
AATSC3pe,0.010031642925626609
AATSC3se,0.0012125534858238556
AATSC4dv,-0.7727725236436036
AATSC4pe,-0.013551617720258832
AATSC4se,-0.006806132901941259
AATSC5dv,-1.1097397042649395
AATSC5pe,-0.013791350971526315
AATSC5se,-0.004538758034950503
AATSC6dv,-0.49054255848680944
AATSC6pe,-0.012679492284718754
AATSC6se,-0.008154557989049276
AATSC7dv,0.19775797643000853
AATSC7pe,0.004350179649324509
AATSC7se,-0.0012515610807703416
AATSC8dv,-0.296622097114708
AATSC8pe,-0.013081456720619292
AATSC8se,-0.01268864954257565
AETA_eta,0.8571434293732811
ATSC0are,7.098199999999996
ATSC1are,-0.7066499999999972
ATSC2are,1.4297000000000017
ATSC3are,1.0802249999999984
ATSC4are,-2.329199999999989
ATSC5are,-1.8674249999999941
ATSC6are,-2.1244000000000036
ATSC7are,0.3279499999999925
ATSC8are,-1.9724
BCUTZ-1h,8.026373990178445
BCUTZ-1l,5.606999810313216
BCUTc-1h,0.4940455510511333
BCUTc-1l,-0.42763925284947324
BCUTd-1h,3.3772574179507155
BCUTd-1l,0.9770350961081683
BCUTi-1h,14.55290508662022
BCUTi-1l,10.867785386268265
BCUTm-1h,16.013514705900967
BCUTm-1l,11.618471675612135
BCUTp-1h,2.0845367696223325
BCUTp-1l,0.7442415790654636
BCUTs-1h,7.011559850146589
BCUTs-1l,1.2991248217874587
BCUTv-1h,20.990593209110315
BCUTv-1l,14.701725950640958
BalabanJ,1.220409359752633
Diameter,17
ETA_beta,52.0
GATS1are,0.6915360641180273
GATS2are,0.5708737322033651
GATS3are,0.7084001256391877
GATS4are,1.1789020198181472
GATS5are,1.0468842822090176
GATS6are,1.0008957097333508
GATS7are,0.8481380520592209
GATS8are,1.2833091973778687
HybRatio,0.14285714285714285
Lipinski,True
LogEE_Dt,778.7630920445549
MATS1are,-0.08991920714111043
MATS2are,0.10443857962947328
MATS3are,0.05719627567930536
MATS4are,-0.11204764382038408
MATS5are,-0.08821988605696925
MATS6are,-0.10219560987979798
MATS7are,0.01822044946129925
MATS8are,-0.13414571348345727
MAXssCH2,0.18681755712367853
MINssCH2,0.15181416647871226
NsssssAs,0
RotRatio,0.09523809523809523
SM1_Dzpe,1.679620563035496
SM1_Dzse,1.555031173324093
SMR_VSA1,0.0
SMR_VSA2,0.0
SMR_VSA3,9.13419929558271
SMR_VSA4,11.46733495432437
SMR_VSA5,13.08951281182515
SMR_VSA6,13.08951281182515
SMR_VSA7,89.9461528641882
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,279.50217117592047
SpAD_Dzi,274.68245932577315
SpAD_Dzm,279.53222043758535
SpAD_Dzp,337.7415191145069
SpAD_Dzv,317.01801764470724
SpAbs_Dt,1557.52618408911
SpDiam_A,5.344058004805443
SpDiam_D,303.648139148134
SpMAD_Dt,43.2646162246975
SpMax_Dt,778.7630920445549
SsssssAs,0
VE1_Dzpe,5.861016773082309
VE1_Dzse,5.859063582246208
VE2_Dzpe,0.16280602147450857
VE2_Dzse,0.16275176617350576
VE3_Dzpe,3.049256944764633
VE3_Dzse,3.0489236380303844
VMcGowan,332.560000000001
VR1_Dzpe,276.8166468503746
VR1_Dzse,277.0792659818722
VR2_Dzpe,7.689351301399294
VR2_Dzse,7.696646277274228
VR3_Dzpe,6.90428920775262
VR3_Dzse,6.905237469493111
mZagreb1,11.0
mZagreb2,7.722222222222216
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,2
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,14
nBondsKS,48
nFAHRing,0
nFaHRing,1
nG12Ring,0
AATSC0are,0.12675357142857135
AATSC1are,-0.011397580645161245
AATSC2are,0.01323796296296298
AATSC3are,0.007249832214765091
AATSC4are,-0.014202439024390176
AATSC5are,-0.011182185628742479
AATSC6are,-0.012953658536585387
AATSC7are,0.0023095070422534687
AATSC8are,-0.017003448275862067
AETA_beta,1.4444444444444444
BCUTdv-1h,6.026343009054507
BCUTdv-1l,1.892968138932929
BCUTpe-1h,3.5002180594646717
BCUTpe-1l,2.156073478307792
BCUTse-1h,3.712180011257486
BCUTse-1l,2.352006811633306
ETA_alpha,16.933333333333337
ETA_dBeta,4.0
ETA_eta_B,0.4414493519361997
ETA_eta_F,47.10682893841316
ETA_eta_L,7.607718130393915
ETA_eta_R,77.96399239585128
ETA_psi_1,0.5669642857142861
LabuteASA,201.12431725704994
LogEE_DzZ,139.79473638161105
LogEE_Dzi,137.3161269786935
LogEE_Dzm,139.80963974741277
LogEE_Dzp,166.9146221230612
LogEE_Dzv,157.6310632479852
PEOE_VSA1,11.46733495432437
PEOE_VSA2,28.312348031869995
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,24.26546827384644
PEOE_VSA7,56.582813560635216
PEOE_VSA8,58.496370910439076
PEOE_VSA9,0.0
SM1_Dzare,1.8855281526291297
SpAD_Dzpe,278.1950555167232
SpAD_Dzse,279.69014730945867
SpAbs_DzZ,278.17876803064667
SpAbs_Dzi,273.35451342132
SpAbs_Dzm,278.21235907147604
SpAbs_Dzp,340.23114857620624
SpAbs_Dzv,318.1354029211762
SpDiam_Dt,885.3751764942579
SpMAD_DzZ,7.763949199331124
SpMAD_Dzi,7.630068314604809
SpMAD_Dzm,7.764783901044037
SpMAD_Dzp,9.38170886429186
SpMAD_Dzv,8.806056045686312
SpMax_DzZ,139.79473638161105
SpMax_Dzi,137.3161269786935
SpMax_Dzm,139.80963974741277
SpMax_Dzp,166.9146221230612
SpMax_Dzv,157.6310632479852
VE1_Dzare,5.863289315930574
VE2_Dzare,0.16286914766473817
VE3_Dzare,3.04964460828339
VR1_Dzare,276.4804128445723
VR2_Dzare,7.680011467904786
VR3_Dzare,6.9030738242934095
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,26
nAromBond,32
nG12ARing,0
nG12FRing,1
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4703703703703705
AETA_dBeta,0.1111111111111111
AETA_eta_B,0.01226248199822777
AETA_eta_F,1.3085230260670322
AETA_eta_L,0.2113255036220532
AETA_eta_R,2.1656664554403133
BCUTare-1h,3.5532041870929167
BCUTare-1l,2.1062812514534817
ETA_beta_s,24.0
ETA_dPsi_A,0.14703571428571383
ETA_dPsi_B,0.0
ETA_eta_BR,1.0434493519361996
ETA_eta_FL,9.86504608004298
ETA_eta_RL,17.472764210436896
LogEE_Dzpe,139.14171797744004
LogEE_Dzse,139.88826896509948
PEOE_VSA10,0.0
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,22.237067580208027
SlogP_VSA1,33.7044025345324
SlogP_VSA2,22.22371210740786
SlogP_VSA3,13.08951281182515
SlogP_VSA4,0.0
SlogP_VSA5,0.0
SlogP_VSA6,67.70908528398017
SlogP_VSA7,0.0
SlogP_VSA8,64.63469057357754
SlogP_VSA9,0.0
SpAD_Dzare,276.3448508207181
SpAbs_Dzpe,276.7953717141936
SpAbs_Dzse,278.37805738268605
SpDiam_DzZ,206.02504539392714
SpDiam_Dzi,203.30537460226958
SpDiam_Dzm,206.0413513956015
SpDiam_Dzp,236.74041501667176
SpDiam_Dzv,226.18014477365892
SpMAD_Dzpe,7.727640431020088
SpMAD_Dzse,7.769170758596074
SpMax_Dzpe,139.14171797744004
SpMax_Dzse,139.88826896509948
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,1
nG12FaRing,1
nG12aHRing,0
nHeavyAtom,36
AETA_beta_s,0.6666666666666666
AETA_eta_BR,0.028984704220449988
AETA_eta_FL,0.2740290577789717
AETA_eta_RL,0.4853545614010249
DetourIndex,13990
EState_VSA1,0.0
EState_VSA2,48.416093203858324
EState_VSA3,32.31734528678877
EState_VSA4,32.31734528678877
EState_VSA5,9.13419929558271
EState_VSA6,24.26546827384644
EState_VSA7,24.26546827384644
EState_VSA8,0.0
EState_VSA9,11.46733495432437
ETA_beta_ns,28.0
ETA_shape_p,0.1259842519685039
ETA_shape_x,0.0
ETA_shape_y,0.5196850393700787
GhoseFilter,False
LogEE_Dzare,138.21116882350225
SlogP_VSA10,0.0
SlogP_VSA11,0.0
SpAbs_Dzare,274.77357736019377
SpDiam_Dzpe,205.30917956267837
SpDiam_Dzse,206.1276112858318
SpMAD_Dzare,7.676245856131057
SpMax_Dzare,138.21116882350225
TopoPSA(NO),130.18
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,2.400303895428909
VSA_EState9,86.26636277123775
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,1
AETA_beta_ns,0.7777777777777778
EState_VSA10,19.178148736287287
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.029629629629629523
FilterItLogS,-7.533247561724128
SpDiam_Dzare,204.29101962339223
ETA_beta_ns_d,2.0
ETA_epsilon_1,0.6404761904761896
ETA_epsilon_2,0.8296296296296292
ETA_epsilon_3,0.4499999999999989
ETA_epsilon_4,0.5508771929824547
ETA_epsilon_5,0.7766666666666663
AETA_beta_ns_d,0.05555555555555555
ETA_dEpsilon_A,0.19047619047619074
ETA_dEpsilon_B,0.0895989974937349
ETA_dEpsilon_C,-0.10087719298245584
ETA_dEpsilon_D,0.05296296296296288
PetitjeanIndex,0.47058823529411764
TopoShapeIndex,0.8888888888888888
CDK Descriptors
FMFDescriptor,0.7222222222222222
MDEDescriptor,"0.0,0.0,0.0,0.0,12.758787411872719,46.09817602289772,0.0,36.8368700238617,0.0,0.0,0.7641925447241966,0.0,0.0,0.058823529411764705,0.0,0.6172133998483676,0.0,0.0,0.09090909090909091"
APolDescriptor,70.22385999999999
BCUTDescriptor,"11.84999999999999,15.997951050087648,-0.3299586212587039,0.24473931954276745,5.102908554077143,12.437949041709071"
BPolDescriptor,28.336139999999993
TPSADescriptor,130.18
ALOGPDescriptor,"2.9356,8.61774736,119.98500000000001"
XLogPDescriptor,4.878
VAdjMaDescriptor,6.392317422778761
WeightDescriptor,476.14845527999995
ChiPathDescriptor,"24.877586219651835,17.472764210436896,16.271165553501884,15.923997558966564,15.030338428052657,13.833262419590678,11.333662934589176,9.690180591969376,19.129350169497823,11.802610294980882,9.243970862199006,7.509361224028127,6.032129577649899,4.756671378208695,3.325699555625916,2.426563070985793"
ChiChainDescriptor,"0.0,0.0,0.0,0.33333333333333337,1.0087731610805557,0.0,0.0,0.0,0.12690918305208068,0.3072123531742214"
AtomCountDescriptor,56
BondCountDescriptor,42
SmallRingDescriptor,"7,7,1,1,0,0,0,7,0,0,0"
ChiClusterDescriptor,"2.575072438243488,0.0,1.176611915541106,0.0,1.1680383380331005,0.0,0.3345085840703364,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,4,8,12,4,0,0,0"
ZagrebIndexDescriptor,216.0
LargestChainDescriptor,18
MannholdLogPDescriptor,3.66
WeightedPathDescriptor,"76.18860722082718,2.1163502005785326,22.142665550286136,10.420319295777283,11.722346254508858"
FractionalPSADescriptor,0.27340212607315384
WienerNumbersDescriptor,"3534.0,85.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"8.268191336110807,15.829500935859247,27.09825559658521,3.073413158957751,5.0148125982405345,7.260600279219338"
FractionalCSP3Descriptor,0.14285714285714285
KierHallSmartsDescriptor,"0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,4,4,8,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,2
HBondDonorCountDescriptor,2
LargestPiSystemDescriptor,30
PetitjeanNumberDescriptor,0.47058823529411764
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"25.0,9.288337924701562,3.3951584193663225"
AromaticAtomsCountDescriptor,26
AromaticBondsCountDescriptor,32
FragmentComplexityDescriptor,2584.08
HBondAcceptorCountDescriptor,6
HybridizationRatioDescriptor,0.14285714285714285
AutocorrelationDescriptorMass,"40.5377973472697,44.65782337397382,70.87166976224026,92.03052383575663,96.52422903700733"
PetitjeanShapeIndexDescriptor,"0.8888888888888888,NaN"
RotatableBondsCountDescriptor,4
AutocorrelationDescriptorCharge,"0.6895807299052729,-0.41242082824638265,0.25982743733452546,-0.16474310707165257,-0.1387440875722354"
EccentricConnectivityIndexDescriptor,1000
AutocorrelationDescriptorPolarizability,"3319.690228305122,4268.41736627456,6892.455319926423,8389.308162193332,8120.793417760764"
