DLiP-ID,T0049V
DLiP-Mol-ID,16588
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C17H16BrNO3/c18-14-9-5-4-8-13(14)16(20)19-15(17(21)22)11-10-12-6-2-1-3-7-12/h1-9,15H,10-11H2,(H,19,20)(H,21,22)/t15-/m0/s1"
Standard Inchi Key(RDKit),NMEGHCXIUREGPP-HNNXBMFYSA-N
Canonical SMILES(RDKit),O=C(N[C@@H](CCc1ccccc1)C(=O)O)c1ccccc1Br
SMILES(SDF),
MW(SDF),
MW(RDKit),362.223
MW Monoisotopic(RDKit),361.031355472
MolLogP(RDKit),3.2649
XLogP(SDF),
XLogP(CDK),3.936
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),2
HBA Lipinski(RDKit),4
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),66.4
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),6
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),22
QED Weighted(RDKit),0.829065269053207
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,92504.01163093472
qed,0.8290652690532068
Chi0,15.94938298937633
Chi1,10.575387400469408
TPSA,66.4
Chi0n,11.829390903706267
Chi0v,13.415387442820972
Chi1n,6.8980231466778035
Chi1v,7.691021416235156
Chi2n,4.868405210583382
Chi2v,5.7227421097579025
Chi3n,3.286416230761913
Chi3v,3.9779174368682915
Chi4n,2.094411430549104
Chi4v,2.5592502276071785
MolMR,87.79500000000004
MolWt,362.223
fr_SH,0
Kappa1,16.234316656080026
Kappa2,7.750725806243812
Kappa3,4.428153708906659
fr_ArN,0
fr_COO,1
fr_C_O,2
fr_C_S,0
fr_NH0,0
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,657.9634431991816
MolLogP,3.2649000000000017
NOCount,4
fr_Ar_N,0
fr_COO2,1
fr_urea,0
BalabanJ,2.0137150171969176
SMR_VSA1,14.69560176298435
SMR_VSA2,0.0
SMR_VSA3,5.316788604006331
SMR_VSA4,0.0
SMR_VSA5,18.88348407499998
SMR_VSA6,0.0
SMR_VSA7,70.19692611538089
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
