DLiP-ID,T002S2
DLiP-Mol-ID,19198
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C26H38N4O5/c27-9-5-4-8-21(29-24(34)35-16-18-6-2-1-3-7-18)23(33)30-26-13-19-10-20(14-26)12-25(11-19,17-26)28-15-22(31)32/h1-3,6-7,19-21,28H,4-5,8-17,27H2,(H,29,34)(H,30,33)(H,31,32)"
Standard Inchi Key(RDKit),JFGDLHCIZTUNQF-UHFFFAOYSA-N
Canonical SMILES(RDKit),NCCCCC(NC(=O)OCc1ccccc1)C(=O)NC12CC3CC(CC(NCC(=O)O)(C3)C1)C2
SMILES(SDF),
MW(SDF),
MW(RDKit),486.613
MW Monoisotopic(RDKit),486.284220316
MolLogP(RDKit),2.2922
XLogP(SDF),
XLogP(CDK),0.249
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),6
HBA Lipinski(RDKit),9
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),5
HBD Lipinski(RDKit),6
PSA(SDF),
PSA(RDKit),142.78
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,1
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),12
nRings(SDF),
nRings(RDKit),5
Aromatic Rings(RDKit),1
nAtoms(SDF),
Heavy Atoms(RDKit),35
QED Weighted(RDKit),0.285302360565222
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,57334730.44147879
qed,0.2853023605652221
Chi0,24.890694289244873
Chi1,16.801992672982518
TPSA,142.77999999999997
Chi0n,20.26164055430061
Chi0v,20.26164055430061
Chi1n,12.764779224035465
Chi1v,12.764779224035465
Chi2n,10.801340868144747
Chi2v,10.801340868144747
Chi3n,7.832321292246967
Chi3v,7.832321292246967
Chi4n,6.8958278824325365
Chi4v,6.8958278824325365
MolMR,130.38130000000004
MolWt,486.6130000000004
fr_SH,0
Kappa1,25.44313012529784
Kappa2,10.951510909437403
Kappa3,6.521637479329788
fr_ArN,0
fr_COO,1
fr_C_O,3
fr_C_S,0
fr_NH0,0
fr_NH1,3
fr_NH2,1
fr_N_O,0
fr_azo,0
BertzCT,894.2630355754691
MolLogP,2.2921999999999993
NOCount,9
fr_Ar_N,0
fr_COO2,1
fr_urea,0
BalabanJ,1.3973776048573452
SMR_VSA1,24.227001900856216
SMR_VSA2,0.0
SMR_VSA3,15.950365812018994
SMR_VSA4,17.56947956948497
SMR_VSA5,81.51396790476167
SMR_VSA6,13.08951281182515
SMR_VSA7,35.89528683400505
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,2
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,1
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,206.0945744765125
NHOHCount,6
PEOE_VSA1,31.527423637821933
PEOE_VSA2,9.589074368143644
PEOE_VSA3,4.794537184071822
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,30.33183534230805
PEOE_VSA7,81.73141459626646
PEOE_VSA8,11.07785050476669
PEOE_VSA9,6.544756405912575
RingCount,5
SMR_VSA10,17.96972508824177
fr_Al_COO,1
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,486.28422031599996
NumHDonors,5
PEOE_VSA10,12.648722793660879
PEOE_VSA11,0.0
PEOE_VSA12,5.907179729351506
PEOE_VSA13,0.0
PEOE_VSA14,12.062545358890265
SlogP_VSA1,21.684033289181176
SlogP_VSA2,53.28545662882227
SlogP_VSA3,20.93281928645661
SlogP_VSA4,11.835812092322787
SlogP_VSA5,63.3508460980311
SlogP_VSA6,30.33183534230805
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,0
fr_benzene,1
fr_epoxide,0
fr_guanido,0
fr_halogen,0
fr_hdrzine,0
fr_hdrzone,0
fr_isocyan,0
fr_lactone,0
fr_methoxy,0
fr_nitrile,0
fr_nitroso,0
fr_oxazole,0
fr_sulfide,0
fr_sulfone,0
EState_VSA1,18.104386188038227
EState_VSA2,30.13666860454369
EState_VSA3,24.80139012116137
EState_VSA4,56.930024475105085
EState_VSA5,0.0
EState_VSA6,0.0
EState_VSA7,30.33183534230805
EState_VSA8,15.950365812018994
