DLiP-ID,T003D6
BIC0,0.30693035122105095
BIC1,0.6025392549601745
BIC2,0.674029954845762
BIC3,0.7901575171045659
BIC4,0.8050364712289713
BIC5,0.8347943794777821
CIC0,3.1136328216619105
CIC1,1.5853569595720618
CIC2,1.2157554028629538
CIC3,0.615384615384615
CIC4,0.5384615384615383
CIC5,0.384615384615385
GGI1,4.5
GGI2,3.1111111111111125
GGI3,1.9375
GGI4,2.164444444444445
GGI5,0.7777777777777778
GGI6,0.40244897959183684
GGI7,0.140625
GGI8,0.08591584782060971
GGI9,0.0
JGI1,0.2142857142857143
JGI2,0.09722222222222227
JGI3,0.05381944444444445
JGI4,0.07214814814814816
JGI5,0.03240740740740741
JGI6,0.02682993197278912
JGI7,0.017578125
JGI8,0.021478961955152427
JGI9,0.0
MIC0,27.382102406241962
MIC1,43.79490035074273
MIC2,48.23418464837583
MIC3,51.37851224830784
MIC4,52.30243532523092
MIC5,54.4570507098463
MPC2,32
MPC3,45
MPC4,61
MPC5,86
MPC6,95
MPC7,100
MPC8,109
MPC9,117
Mare,1.0329230769230766
NaaN,0
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,1
NsCl,0
NsLi,0
NsOH,2
NsSH,0
NssO,0
NssS,0
NtCH,0
NtsC,0
RNCG,0.28367170666246266
RPCG,0.1649981010709663
SIC0,0.3375869049772059
SIC1,0.6627215633776852
SIC2,0.7413528359547275
SIC3,0.8690793516594689
SIC4,0.8854444327020352
SIC5,0.9181745947871679
SaaN,0
SaaO,0
SaaS,0
Sare,26.855999999999995
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,3.2509567638783907
SsCl,0
SsLi,0
SsOH,18.90947662089527
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,41.25697930845871
TIC1,80.99215172279477
TIC2,90.60179219723159
TIC3,106.21143267166839
TIC4,108.21143267166839
TIC5,112.21143267166838
Vabc,225.1837307690562
WPol,36
apol,34.305550999999994
bpol,10.138448999999998
nRot,0
ABCGG,12.436418639386995
ATS0Z,1992.0
ATS0d,113.0
ATS0i,3950.915563079743
ATS0m,9435.331361999999
ATS0p,54.03220633394301
ATS0s,223.1338305898491
ATS0v,7715.794406093933
ATS1Z,1024.0
ATS1d,142.0
ATS1i,3911.091235196801
ATS1m,4129.39826
ATS1p,61.71051752199998
ATS1s,117.21913580246914
ATS1v,9270.705863263094
ATS2Z,1668.0
ATS2d,217.0
ATS2i,6119.7468981348
ATS2m,6775.861517999998
ATS2p,95.62005171999996
ATS2s,184.5925925925926
ATS2v,14207.661419272063
ATS3Z,2011.0
ATS3d,240.0
ATS3i,8587.097205028047
ATS3m,7923.220393999999
ATS3p,111.09456775684897
ATS3s,299.3672839506172
ATS3v,16390.71746023778
ATS4Z,1806.0
ATS4d,201.0
ATS4i,9141.063761737547
ATS4m,7059.982372
ATS4p,95.67185883254697
ATS4s,304.61419753086426
ATS4v,14221.549921023205
ATS5Z,1765.0
ATS5d,144.0
ATS5i,7472.204140580093
ATS5m,7200.909621000001
ATS5p,73.652956794245
ATS5s,331.33641975308643
ATS5v,10959.733451928709
ATS6Z,1346.0
ATS6d,96.0
ATS6i,5241.080607292548
ATS6m,5563.927004000003
ATS6p,54.093418107697985
ATS6s,207.80246913580248
ATS6v,7581.078565120022
ATS7Z,814.0
ATS7d,63.0
ATS7i,4120.3807160197475
ATS7m,3245.808357999999
ATS7p,37.764232408546995
ATS7s,104.08024691358021
ATS7v,4866.104625807018
ATS8Z,678.0
ATS8d,28.0
ATS8i,2637.162318699097
ATS8m,2814.9468579999993
ATS8p,20.757862872546998
ATS8s,61.561728395061735
ATS8v,2602.2504365441587
C1SP1,0
C1SP2,0
C1SP3,0
C2SP1,0
C2SP2,10
C2SP3,0
C3SP2,4
C3SP3,0
C4SP3,0
FCSP3,0.0
GGI10,0.0
JGI10,0.0
JGT10,0.5357699554358781
Kier1,13.959183673469388
Kier2,5.080078125
Kier3,2.2755555555555556
MAXdO,12.303463718820861
MID_C,29.808521797496205
MID_N,0.0
MID_O,7.131171926108305
MID_X,1.771107969532622
MID_h,8.902279895640927
MINdO,12.268068783068783
MPC10,91
MWC01,21.0
MWC02,4.672828834461906
MWC03,5.564520407322694
MWC04,6.484635235635252
MWC05,7.399398083331354
MWC06,8.322880021769905
MWC07,9.244258590179644
MWC08,10.169652278400532
MWC09,11.09366057637554
MWC10,12.020038204504313
NaaCH,5
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,7
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,2
NdssS,0
NsCH3,0
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,2.635700000000001
SRW02,3.7612001156935624
SRW03,0.0
SRW04,5.14166355650266
SRW05,0.0
SRW06,6.734591659972948
SRW07,0.0
SRW08,8.430981494597171
SRW09,0.0
SRW10,10.184258296685131
SaaCH,7.050408360103299
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,0.6541072347148746
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-0.686481481481481
SdssS,0
SsCH3,0
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,3.9504137438057945
VE1_D,4.297624810139898
VE2_A,0.20791651283188392
VE2_D,0.22619077948104727
VE3_A,2.0156742048673126
VE3_D,2.0999163865246406
VR1_A,104.5395322676741
VR1_D,99.42077658665644
VR2_A,5.502080645667058
VR2_D,5.232672451929287
VR3_A,5.291419185252347
VR3_D,5.241214997979773
WPath,620
Xc-3d,1.6893108887974124
Xc-4d,0.0
Xc-5d,0.5920474583051322
Xc-6d,0.0
Xp-0d,13.731686328639373
Xp-1d,8.986071002992368
Xp-2d,8.717848489160849
Xp-3d,7.727910864779824
Xp-4d,6.222611945767402
Xp-5d,5.653140198735405
Xp-6d,3.9986234569534997
Xp-7d,2.528676188919543
ZMIC0,63.58463650997196
ZMIC1,49.901953183042274
ZMIC2,42.84971182434483
ZMIC3,37.288708145774784
ZMIC4,36.04235135278659
ZMIC5,33.1341855024808
nAcid,0
nAtom,26
nBase,0
nRing,3
piPC1,3.4011973816621555
piPC2,4.07753744390572
piPC3,4.7318028369214575
piPC4,5.326661839557179
piPC5,5.949339620807311
piPC6,6.250940027669582
piPC7,6.566100888164065
piPC8,6.8855735739233905
piPC9,7.301000190373009
AATS0Z,76.61538461538461
AATS0d,4.346153846153846
AATS0i,151.95829088768244
AATS0m,362.89736007692306
AATS0p,2.078161782074731
AATS0s,8.582070407301888
AATS0v,296.7613233113051
AATS1Z,36.57142857142857
AATS1d,5.071428571428571
AATS1i,139.68182982845718
AATS1m,147.4785092857143
AATS1p,2.203947054357142
AATS1s,4.18639770723104
AATS1v,331.09663797368194
AATS2Z,37.90909090909091
AATS2d,4.931818181818182
AATS2i,139.08515677579092
AATS2m,153.99685268181813
AATS2p,2.1731829936363627
AATS2s,4.1952861952861955
AATS2v,322.9013958925469
AATS3Z,34.08474576271186
AATS3d,4.067796610169491
AATS3i,145.54402042420418
AATS3m,134.29187108474574
AATS3p,1.8829587755398132
AATS3s,5.074021761874868
AATS3v,277.8087705125048
AATS4Z,30.1
AATS4d,3.35
AATS4i,152.35106269562579
AATS4m,117.66637286666668
AATS4p,1.5945309805424495
AATS4s,5.076903292181071
AATS4v,237.0258320170534
AATS5Z,36.770833333333336
AATS5d,3.0
AATS5i,155.6709195954186
AATS5m,150.01895043750002
AATS5p,1.5344365998801042
AATS5s,6.902842078189301
AATS5v,228.32778024851476
AATS6Z,39.588235294117645
AATS6d,2.823529411764706
AATS6i,154.14942962625142
AATS6m,163.64491188235303
AATS6p,1.590982885520529
AATS6s,6.111837327523602
AATS6v,222.9728989741183
AATS7Z,31.307692307692307
AATS7d,2.423076923076923
AATS7i,158.4761813853749
AATS7m,124.83878299999995
AATS7p,1.4524704772518076
AATS7s,4.003086419753085
AATS7v,187.15787022334686
AATS8Z,42.375
AATS8d,1.75
AATS8i,164.82264491869356
AATS8m,175.93417862499996
AATS8p,1.2973664295341873
AATS8s,3.8476080246913584
AATS8v,162.64065228400992
AMID_C,1.568869568289274
AMID_N,0.0
AMID_O,0.3753248382162266
AMID_X,0.09321620892276958
AMID_h,0.46854104713899614
ATS0dv,311.06721536351165
ATS0pe,181.011
ATS0se,216.36529700000006
ATS1dv,306.03703703703707
ATS1pe,189.86199999999997
ATS1se,224.153662
ATS2dv,464.55555555555554
ATS2pe,295.64700000000005
ATS2se,349.25275600000003
ATS3dv,546.8148148148148
ATS3pe,402.72610000000003
ATS3se,480.2533800000001
ATS4dv,478.0740740740741
ATS4pe,411.495
ATS4se,496.10610799999995
ATS5dv,392.6296296296296
ATS5pe,336.56019999999995
ATS5se,405.767362
ATS6dv,206.37037037037035
ATS6pe,233.9726
ATS6se,283.020318
ATS7dv,94.81481481481481
ATS7pe,170.59300000000002
ATS7se,210.455348
ATS8dv,37.33333333333333
ATS8pe,107.06040000000002
ATS8se,133.170072
ATSC0Z,1031.8461538461538
ATSC0c,1.0074743889255051
ATSC0d,20.653846153846153
ATSC0i,34.10293728248908
ATSC0m,5518.747050461539
ATSC0p,8.767943664189115
ATSC0s,88.95489408568112
ATSC0v,1171.225432585612
ATSC1Z,-20.29585798816568
ATSC1c,-0.525230281173698
ATSC1d,5.8727810650887555
ATSC1i,8.300705820646376
ATSC1m,-89.71554911242606
ATSC1p,1.378781244134915
ATSC1s,-13.306273640230195
ATSC1v,165.23683017963862
ATSC2Z,-0.8165680473372767
ATSC2c,-0.05321277861648565
ATSC2d,-3.6449704142011825
ATSC2i,-3.478264503382606
ATSC2m,-6.326817088757374
ATSC2p,-0.2797546370055781
ATSC2s,-3.598029845536967
ATSC2v,-36.31538060429776
ATSC3Z,-282.8047337278106
ATSC3c,0.3929446160141676
ATSC3d,-4.637573964497041
ATSC3i,-12.10621160227616
ATSC3m,-1459.4944628934913
ATSC3p,-3.390735248041491
ATSC3s,4.28348833917744
ATSC3v,-459.6843863987085
ATSC4Z,-147.02958579881656
ATSC4c,-0.6612763943391893
ATSC4d,-6.162721893491125
ATSC4i,-9.026316468883202
ATSC4m,-711.9209075266275
ATSC4p,-0.8738744632563051
ATSC4s,-50.28437294543064
ATSC4v,-234.70326675602186
ATSC5Z,146.66863905325442
ATSC5c,0.2548645899449882
ATSC5d,-4.014792899408285
ATSC5i,3.988652938965796
ATSC5m,717.0627007633135
ATSC5p,1.5140934945465168
ATSC5s,23.551844394526015
ATSC5v,180.58046301289187
ATSC6Z,85.73964497041419
ATSC6c,0.2634417486550467
ATSC6d,-3.7396449704142007
ATSC6i,-5.302657498843155
ATSC6m,410.02671139644974
ATSC6p,-0.4729224988085742
ATSC6s,18.59248352286101
ATSC6v,-229.30045495000752
ATSC7Z,-109.6923076923077
ATSC7c,-0.15589583405021962
ATSC7d,-1.0769230769230778
ATSC7i,-4.111080996345336
ATSC7m,-558.7437966153848
ATSC7p,-0.05513326373000066
ATSC7s,-12.829382979845946
ATSC7v,-106.39283845121577
ATSC8Z,-43.751479289940825
ATSC8c,-0.04928682087701159
ATSC8d,1.9053254437869815
ATSC8i,0.4067319017438599
ATSC8m,-260.02920182248505
ATSC8p,-0.6340056168792634
ATSC8s,-12.300032822379686
ATSC8v,28.16355339714886
AXp-0d,0.7227203330862828
AXp-1d,0.4279081429996366
AXp-2d,0.2724327652862765
AXp-3d,0.17173135255066277
AXp-4d,0.10201003189782626
AXp-5d,0.06573418835738842
AXp-6d,0.04209077323108947
AXp-7d,0.02528676188919543
GATS1Z,0.4672623485058255
GATS1c,1.2583308088013965
GATS1d,0.7132881085395052
GATS1i,0.6529291324829056
GATS1m,0.4633448708383659
GATS1p,0.5084867994523116
GATS1s,0.7562799530002796
GATS1v,0.5586477456267644
GATS2Z,0.5545003862992532
GATS2c,0.6436836597297592
GATS2d,1.1278991027594378
GATS2i,0.9220709790175773
GATS2m,0.5559018804479563
GATS2p,0.7100142115267013
GATS2s,0.6159283914036263
GATS2v,0.7392560105072308
GATS3Z,0.9424443978337836
GATS3c,0.6598460607465569
GATS3d,1.0770760344664332
GATS3i,1.0691437273580702
GATS3m,0.9400766903883109
GATS3p,1.0236015785320016
GATS3s,0.8238603727220515
GATS3v,1.0095018392048964
GATS4Z,0.7543114159336017
GATS4c,1.250733368991574
GATS4d,1.0994723774053383
GATS4i,1.0998012208648509
GATS4m,0.741532466532916
GATS4p,0.9099980580239653
GATS4s,1.4030097120056826
GATS4v,1.0159469793936016
GATS5Z,0.7667284801948213
GATS5c,0.8736386661860042
GATS5d,1.0717333954065797
GATS5i,0.9535974698348587
GATS5m,0.7667319880228894
GATS5p,0.8634388852291129
GATS5s,1.206967646053276
GATS5v,0.9015544603156127
GATS6Z,1.0418219770389145
GATS6c,0.8527080856549362
GATS6d,1.0146237265856064
GATS6i,1.106532184930057
GATS6m,1.0482650907976225
GATS6p,1.0910727333696604
GATS6s,0.9341266603316557
GATS6v,1.1771409790546403
GATS7Z,1.5375726852542122
GATS7c,1.3160879568296862
GATS7d,0.9543761638733705
GATS7i,1.1377358583123474
GATS7m,1.5346897917399824
GATS7p,1.2413849558022099
GATS7s,1.0636146399332436
GATS7v,1.3267822096668775
GATS8Z,2.2759570225137917
GATS8c,1.7400487306838552
GATS8d,0.7565176908752328
GATS8i,1.0354752731351897
GATS8m,2.2974553425586217
GATS8p,1.7135745210942843
GATS8s,1.215408342559465
GATS8v,1.3730681264965419
MATS1Z,-0.01826449977635306
MATS1c,-0.48409551436696274
MATS1d,0.2640329874966746
MATS1i,0.2260156712655517
MATS1m,-0.015095327769629982
MATS1p,0.14602019796077867
MATS1s,-0.1388998958412541
MATS1v,0.13100313157800741
MATS2Z,-0.00046762541171367693
MATS2c,-0.03121063421825533
MATS2d,-0.10428305400372437
MATS2i,-0.060268653653201186
MATS2m,-0.0006774316162856313
MATS2p,-0.018853857251129726
MATS2s,-0.023900973262271145
MATS2v,-0.018321911343343926
MATS3Z,-0.12077945379605927
MATS3c,0.1718773559697296
MATS3d,-0.09894896316636681
MATS3i,-0.1564363990672189
MATS3m,-0.11654222336405154
MATS3p,-0.17041878574095976
MATS3s,0.021220180727896464
MATS3v,-0.17295797615979552
MATS4Z,-0.06174643407385319
MATS4c,-0.2844271848133671
MATS4d,-0.12929857231533212
MATS4i,-0.11469404440980864
MATS4m,-0.055900199285706546
MATS4p,-0.043189024539969326
MATS4s,-0.24495442512732324
MATS4v,-0.0868361855010993
MATS5Z,0.07699356393817405
MATS5c,0.13702745638437908
MATS5d,-0.10529174425822473
MATS5i,0.06335291074910354
MATS5m,0.07037991764470858
MATS5p,0.09353777893924745
MATS5s,0.14341255956920343
MATS5v,0.08351459483711866
MATS6Z,0.0635420412387409
MATS6c,0.19996086954499773
MATS6d,-0.13845985321502902
MATS6i,-0.11890393334390034
MATS6m,0.05681540307241919
MATS6p,-0.041246457617313464
MATS6s,0.15983135794403192
MATS6v,-0.14971277249280457
MATS7Z,-0.10630684359624275
MATS7c,-0.15473925269354605
MATS7d,-0.05214152700186224
MATS7i,-0.12054917622759326
MATS7m,-0.1012446831692814
MATS7p,-0.006288049495023705
MATS7s,-0.14422346416925322
MATS7v,-0.09083890726001535
MATS8Z,-0.06890189354405844
MATS8c,-0.0794968932267974
MATS8d,0.14990689013035377
MATS8i,0.019380715944170197
MATS8m,-0.07656583081230368
MATS8p,-0.11750293647947206
MATS8s,-0.22469312725070564
MATS8v,0.03907511995306813
MAXsBr,3.2509567638783907
MAXsOH,9.45909659234064
MINsBr,3.2509567638783907
MINsOH,9.450380028554632
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,0
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,5
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,24.405702063025863
SpAD_D,134.7176301826313
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,776
TMWC10,114.97187223198114
TSRW10,53.25269512345147
VE1_Dt,4.35514157559483
VE2_Dt,0.2292179776628858
VE3_Dt,2.1132110046958408
VR1_Dt,92.87629452319507
VR2_Dt,4.888226027536582
VR3_Dt,5.173122327451755
Xc-3dv,0.8471634874383478
Xc-4dv,0.0
Xc-5dv,0.1172588984322123
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.16063397433656976
Xch-7d,0.5007005771467442
Xp-0dv,11.061636129999703
Xp-1dv,6.230176802117625
Xp-2dv,5.150335771854969
Xp-3dv,3.5680844020630413
Xp-4dv,2.5061314678807167
Xp-5dv,1.9068833581512197
Xp-6dv,1.1548950603805528
Xp-7dv,0.6292231614658442
Xpc-4d,4.326167591121863
Xpc-5d,6.5616749655046025
Xpc-6d,11.684358920422952
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,28
nFRing,1
nHBAcc,4
nHBDon,2
nHRing,0
nSpiro,0
naRing,2
piPC10,7.457248578388967
AATS0dv,11.964123667827371
AATS0pe,6.961961538461538
AATS0se,8.321742192307694
AATS1dv,10.92989417989418
AATS1pe,6.780785714285713
AATS1se,8.005487928571428
AATS2dv,10.558080808080808
AATS2pe,6.7192500000000015
AATS2se,7.937562636363637
AATS3dv,9.268047708725675
AATS3pe,6.825866101694916
AATS3se,8.139887796610171
AATS4dv,7.9679012345679014
AATS4pe,6.85825
AATS4se,8.268435133333332
AATS5dv,8.179783950617283
AATS5pe,7.011670833333333
AATS5se,8.453486708333333
AATS6dv,6.069716775599128
AATS6pe,6.8815470588235295
AATS6se,8.324126999999999
AATS7dv,3.6467236467236464
AATS7pe,6.5612692307692315
AATS7se,8.09443646153846
AATS8dv,2.333333333333333
AATS8pe,6.691275000000001
AATS8se,8.3231295
AATSC0Z,39.68639053254438
AATSC0c,0.03874901495867327
AATSC0d,0.7943786982248521
AATSC0i,1.3116514339418877
AATSC0m,212.25950194082844
AATSC0p,0.33722860246881214
AATSC0s,3.4213420802185044
AATSC0v,45.04713202252354
AATSC1Z,-0.7248520710059171
AATSC1c,-0.01875822432763207
AATSC1d,0.20974218089602698
AATSC1i,0.2964537793087992
AATSC1m,-3.2041267540152165
AATSC1p,0.04924218729053268
AATSC1s,-0.47522405857964983
AATSC1v,5.901315363558522
AATSC2Z,-0.018558364712210836
AATSC2c,-0.0012093813321928557
AATSC2d,-0.08284023668639051
AATSC2i,-0.07905146598596832
AATSC2m,-0.1437912974717585
AATSC2p,-0.006358059931944957
AATSC2s,-0.08177340558038561
AATSC2v,-0.8253495591885854
AATSC3Z,-4.793300571657808
AATSC3c,0.006660078237528264
AATSC3d,-0.0786029485507973
AATSC3i,-0.20519002715722304
AATSC3m,-24.73719428633036
AATSC3p,-0.05747008894985578
AATSC3s,0.0726014972741939
AATSC3v,-7.791260786418788
AATSC4Z,-2.4504930966469427
AATSC4c,-0.011021273238986488
AATSC4d,-0.10271203155818541
AATSC4i,-0.15043860781472004
AATSC4m,-11.865348458777126
AATSC4p,-0.014564574387605085
AATSC4s,-0.838072882423844
AATSC4v,-3.911721112600364
AATSC5Z,3.0555966469428006
AATSC5c,0.005309678957187254
AATSC5d,-0.0836415187376726
AATSC5i,0.08309693622845409
AATSC5m,14.938806265902365
AATSC5p,0.0315436144697191
AATSC5s,0.49066342488595865
AATSC5v,3.762092979435247
