DLiP-ID,C100RG
ATS1pe,427.42550000000006
ATS1se,512.2363079999997
ATS2dv,634.0
ATS2pe,773.9767999999996
ATS2se,941.8166159999996
ATS3dv,648.0
ATS3pe,1077.9796
ATS3se,1331.5916319999994
ATS4dv,662.0
ATS4pe,1243.8825
ATS4se,1542.345676
ATS5dv,712.0
ATS5pe,1258.5600999999997
ATS5se,1566.2947559999998
ATS6dv,650.0
ATS6pe,1194.5134999999998
ATS6se,1492.609956
ATS7dv,709.0
ATS7pe,1254.5320999999994
ATS7se,1565.149284
ATS8dv,592.0
ATS8pe,1210.7082000000003
ATS8se,1510.265948
ATSC0Z,456.8888888888889
ATSC0c,1.0812454147333246
ATSC0d,40.317460317460295
ATSC0i,89.94627946676987
ATSC0m,2176.7308888571424
ATSC0p,14.734639761277933
ATSC0s,119.08289241622573
ATSC0v,3229.545025197925
ATSC1Z,23.086419753086457
ATSC1c,-0.6646644911856667
ATSC1d,16.217939027462858
ATSC1i,-8.13680549665011
ATSC1m,111.99946248526109
ATSC1p,0.35054389912331185
ATSC1s,-2.089919095210098
ATSC1v,125.74699431612692
ATSC2Z,31.456790123456795
ATSC2c,0.17590705176644184
ATSC2d,-0.6248425296044269
ATSC2i,10.150236468348883
ATSC2m,141.74791213832248
ATSC2p,0.8345462730651307
ATSC2s,27.29936871868088
ATSC2v,97.33465346470462
ATSC3Z,-1.592592592592612
ATSC3c,0.1186471627985621
ATSC3d,-17.01889644746787
ATSC3i,-19.623273227778064
ATSC3m,-16.516662408163143
ATSC3p,-3.360364958817753
ATSC3s,-9.940119257579584
ATSC3v,-436.4441342548816
ATSC4Z,-178.51851851851853
ATSC4c,-0.49428604140355853
ATSC4d,-11.94935752078609
ATSC4i,-60.51407921512195
ATSC4m,-850.7811300680271
ATSC4p,-7.09571972305605
ATSC4s,-50.11367262954567
ATSC4v,-1445.863244222705
ATSC5Z,-72.0864197530864
ATSC5c,0.6149700916348827
ATSC5d,8.167548500881837
ATSC5i,21.062667733167057
ATSC5m,-340.75341658730144
ATSC5p,2.1094794382565043
ATSC5s,10.657505388986875
ATSC5v,-88.25620251779627
ATSC6Z,57.71604938271604
ATSC6c,-0.3252393858247259
ATSC6d,4.616276140085666
ATSC6i,17.04665894070198
ATSC6m,285.0799340226757
ATSC6p,2.443509371750741
ATSC6s,-11.54666722656141
ATSC6v,667.1870642793546
ATSC7Z,75.11111111111111
ATSC7c,-0.07914483441471366
ATSC7d,-5.503401360544213
ATSC7i,19.134555164850983
ATSC7m,365.332126755102
ATSC7p,2.9314025024757164
ATSC7s,9.966175359032503
ATSC7v,736.3148676922743
ATSC8Z,-123.34567901234573
ATSC8c,0.29299232190927593
ATSC8d,-13.801461325270848
ATSC8i,17.886180892550968
ATSC8m,-577.885493498866
ATSC8p,0.396017761554376
ATSC8s,-28.81958791747151
ATSC8v,-317.29434214475464
AXp-0d,0.7003683399170711
AXp-1d,0.43114587832922047
AXp-2d,0.27139349014400077
AXp-3d,0.16961097727861288
AXp-4d,0.10757839816013226
AXp-5d,0.06880643167460372
AXp-6d,0.042674440137681
AXp-7d,0.026908208557210933
GATS1Z,0.806100818862884
GATS1c,1.561503902682453
GATS1d,0.7688976377952761
GATS1i,1.2607168818647339
GATS1m,0.8126530960189561
GATS1p,1.0729089665912275
GATS1s,0.5668390128740186
GATS1v,0.9883688013945735
GATS2Z,0.8629012645914396
GATS2c,0.8675233896549868
GATS2d,1.2711614173228354
GATS2i,1.0821632667689507
GATS2m,0.8703063995865087
GATS2p,1.0029655611506465
GATS2s,0.4180677947274883
GATS2v,0.9848855976873373
GATS3Z,0.9361026841654027
GATS3c,0.9015463833142581
GATS3d,1.3336247164019759
GATS3i,1.1271667769424032
GATS3m,0.9410453088498466
GATS3p,1.0938071602377046
GATS3s,0.7667104913045227
GATS3v,1.047129072528056
GATS4Z,1.1298238864045531
GATS4c,1.2968311042736076
GATS4d,1.1820366670584095
GATS4i,1.2251888590025466
GATS4m,1.1265330599973211
GATS4p,1.1150972521696767
GATS4s,1.346440523979628
GATS4v,1.0934599786388264
GATS5Z,1.0876085373099997
GATS5c,1.0538861419872414
GATS5d,0.962068965517242
GATS5i,0.94022207483388
GATS5m,1.0817608325631645
GATS5p,0.8874463936387204
GATS5s,1.2468995138094463
GATS5v,0.9418295036351046
GATS6Z,0.9345597149169974
GATS6c,1.085869440445775
GATS6d,0.9929984568511856
GATS6i,0.9442365181432902
GATS6m,0.934282468541027
GATS6p,0.9271345439872879
GATS6s,0.8858753743539977
GATS6v,0.9202292784251924
GATS7Z,0.9417082557942819
GATS7c,1.0031172245020608
GATS7d,1.0883430332078063
GATS7i,0.9237018784089568
GATS7m,0.9398812167172278
GATS7p,0.9205168074229915
GATS7s,1.0237898915619208
GATS7v,0.9098794151199432
GATS8Z,1.066265807392996
GATS8c,0.8718265482185751
GATS8d,1.0841456692913392
GATS8i,0.9175715297208485
GATS8m,1.064557367367832
GATS8p,0.9887726202846432
GATS8s,1.1422027362263034
GATS8v,1.0184179940985432
MATS1Z,0.04751292177246073
MATS1c,-0.5780214376025562
MATS1d,0.37824068633211966
MATS1i,-0.08506217388169914
MATS1m,0.04838123442388738
MATS1p,0.02237013666340311
MATS1s,-0.016502351984155037
MATS1v,0.03661187880981057
MATS2Z,0.03498023095267981
MATS2c,0.08265665677892785
MATS2d,-0.007874015748031406
MATS2i,0.05733394433276306
MATS2m,0.033084973784089956
MATS2p,0.028775956201276622
MATS2s,0.11647215042615808
MATS2v,0.015312461423912635
MATS3Z,-0.0012406845611026994
MATS3c,0.03905713310355144
MATS3d,-0.15024689710396374
MATS3i,-0.07765251569148139
MATS3m,-0.002700752800301404
MATS3p,-0.08117348800947174
MATS3s,-0.029710468712346404
MATS3v,-0.048101054838951066
MATS4Z,-0.12246646146698414
MATS4c,-0.14328428454146305
MATS4d,-0.09289575743330594
MATS4i,-0.21087141756089278
MATS4m,-0.12250606798718
MATS4p,-0.1509389839874054
MATS4s,-0.1319019903444862
MATS4v,-0.14032348622176244
MATS5Z,-0.04896518180598416
MATS5c,0.17651199668317016
MATS5d,0.06286994298126533
MATS5i,0.07267326703124209
MATS5m,-0.04858251466065237
MATS5p,0.0444304063871857
MATS5s,0.027774784482758635
MATS5v,-0.008481026194121643
MATS6Z,0.03999203214516159
MATS6c,-0.09522836471281139
MATS6d,0.03624816998377719
MATS6i,0.05999893495506706
MATS6m,0.041461917438275334
MATS6p,0.0525003210955913
MATS6s,-0.030696916156612464
MATS6v,0.0654024092331477
MATS7Z,0.05003383522246658
MATS7c,-0.02227760503943606
MATS7d,-0.041543991783635735
MATS7i,0.06474487107290328
MATS7m,0.05108028702437224
MATS7p,0.06054888300417947
MATS7s,0.0254711969400371
MATS7v,0.06938928782512169
MATS8Z,-0.085040126459144
MATS8c,0.08535766269509193
MATS8d,-0.10783070866141736
MATS8i,0.06263902203131212
MATS8m,-0.08362720967667106
MATS8p,0.008466144874301921
MATS8s,-0.07623404176540283
MATS8v,-0.03094792517081329
MAXsOH,9.757031696175746
MINsOH,9.757031696175746
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,8
NssNH2,0
NsssAs,0
NsssCH,3
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,6
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,43.557437707191696
SpAD_D,367.5230005534692
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,5.173384668125275
SssNH2,0
SsssAs,0
SsssCH,-1.3788431216150383
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,1533
TMWC10,149.48130642433952
TSRW10,83.97969050448327
VE1_Dt,5.688862531432374
VE2_Dt,0.1723897736797689
VE3_Dt,2.9324327900242912
VR1_Dt,222.19594223290687
VR2_Dt,6.733210370694148
VR3_Dt,6.597482083733119
Xc-3dv,1.1714227514469977
Xc-4dv,0.0
Xc-5dv,0.31079809571020056
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.07856742013183861
Xch-6d,0.5354976907647048
Xch-7d,0.8965784286316903
Xp-0dv,18.996742599280108
Xp-1dv,11.942652611485236
Xp-2dv,9.61862418739256
Xp-3dv,7.757350610889809
Xp-4dv,6.001181378297421
Xp-5dv,4.401344053173056
Xp-6dv,2.6493559451256874
Xp-7dv,1.8246422957585902
Xpc-4d,6.189941134320387
Xpc-5d,10.39083619087508
Xpc-6d,16.71847259583075
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,4
n7Ring,0
n8Ring,0
n9Ring,0
nARing,3
nBonds,67
nFRing,2
nHBAcc,3
nHBDon,1
nHRing,2
nSpiro,0
naRing,2
piPC10,7.085090466139366
AATS0dv,6.888888888888889
AATS0pe,6.136271428571426
AATS0se,7.602507746031743
AATS1dv,6.462686567164179
AATS1pe,6.379485074626866
AATS1se,7.645318029850741
AATS2dv,5.112903225806452
AATS2pe,6.241748387096771
AATS2se,7.595295290322578
AATS3dv,3.6610169491525424
AATS3pe,6.0902802259887
AATS3se,7.523116564971748
AATS4dv,3.2935323383084576
AATS4pe,6.188470149253731
AATS4se,7.673361572139303
AATS5dv,3.5073891625615765
AATS5pe,6.19980344827586
AATS5se,7.715737714285713
AATS6dv,3.2663316582914574
AATS6pe,6.002580402010049
AATS6se,7.500552542713568
AATS7dv,3.42512077294686
AATS7pe,6.0605415458937175
AATS7se,7.561107652173914
AATS8dv,2.96
AATS8pe,6.053541000000001
AATS8se,7.55132974
AATSC0Z,7.252204585537919
AATSC0c,0.01716262563068769
AATSC0d,0.6399596875787349
AATSC0i,1.4277187216947598
AATSC0m,34.55128395011337
AATSC0p,0.23388317081393545
AATSC0s,1.8902046415273925
AATSC0v,51.26261944758611
AATSC1Z,0.3445734291505441
AATSC1c,-0.009920365540084578
AATSC1d,0.24205879145466952
AATSC1i,-0.12144485815895686
AATSC1m,1.6716337684367326
AATSC1p,0.0052319984943777886
AATSC1s,-0.031192822316568627
AATSC1v,1.8768208106884614
AATSC2Z,0.25368379131819996
AATSC2c,0.0014186052561809825
AATSC2d,-0.005039052658100217
AATSC2i,0.08185674571249099
AATSC2m,1.143128323696149
AATSC2p,0.006730211879557506
AATSC2s,0.22015619934420066
AATSC2v,0.784956882779876
AATSC3Z,-0.008997698263235097
AATSC3c,0.0006703229536641926
AATSC3d,-0.09615195733032696
AATSC3i,-0.11086595043942409
AATSC3m,-0.09331447688227765
AATSC3p,-0.01898511276168222
AATSC3s,-0.056158865862031546
AATSC3v,-2.465786069236619
AATSC4Z,-0.8881518334254653
AATSC4c,-0.002459134534346062
AATSC4d,-0.05944953990440841
AATSC4i,-0.3010650707219998
AATSC4m,-4.23274194063695
AATSC4p,-0.035302088174408205
AATSC4s,-0.2493217543758491
AATSC4v,-7.1933494737448
