DLiP-ID,C001YK
AATSC5Z,-3.7002439024390252
AATSC5c,-0.004667207294948559
AATSC5d,-0.04725609756097561
AATSC5i,0.04184427319365211
AATSC5m,-16.350713134188815
AATSC5p,-0.040345230593847814
AATSC5s,-0.15014074994145002
AATSC5v,-5.693859330071074
AATSC6Z,1.1102702702702707
AATSC6c,0.003028700187863644
AATSC6d,0.0625
AATSC6i,0.3229689464062938
AATSC6m,4.775809861343898
AATSC6p,0.05347161850830216
AATSC6s,-0.3369032690097506
AATSC6v,4.4653481611649175
AATSC7Z,-1.5285714285714291
AATSC7c,-0.0016225457440894816
AATSC7d,-0.008928571428571428
AATSC7i,0.03684614375790805
AATSC7m,-5.906886771239804
AATSC7p,-0.01883520491316859
AATSC7s,-0.08889317558299038
AATSC7v,5.6174709851712805
AATSC8Z,-4.085000000000001
AATSC8c,-0.0016310640821836013
AATSC8d,-0.1875
AATSC8i,-0.35396300523931246
AATSC8m,-18.240851000002532
AATSC8p,-0.08486232753301313
AATSC8s,-0.19549554183813445
AATSC8v,-11.029264107028313
ATS0are,252.9319
ATS1are,273.53700000000003
ATS2are,464.7223000000001
ATS3are,589.7210000000001
ATS4are,609.6591
ATS5are,515.595
ATS6are,466.3967
ATS7are,432.26500000000004
ATS8are,400.5390000000001
ATSC0dv,163.51111111111112
ATSC0pe,5.442537499999998
ATSC0se,3.414007599999999
ATSC1dv,46.725555555555545
ATSC1pe,-0.3989453125000005
ATSC1se,-0.30038651999999977
ATSC2dv,45.57222222222221
ATSC2pe,1.5061046875000001
ATSC2se,1.0102725999999993
ATSC3dv,57.673333333333346
ATSC3pe,0.7365749999999993
ATSC3se,0.08305415999999996
ATSC4dv,10.811111111111114
ATSC4pe,1.88450625
ATSC4se,1.2179669999999991
ATSC5dv,-36.26444444444444
ATSC5pe,-1.4554093750000001
ATSC5se,-1.114263479999999
ATSC6dv,-37.41777777777779
ATSC6pe,-1.2013843749999995
ATSC6se,-0.44235695999999963
ATSC7dv,12.11111111111111
ATSC7pe,-0.5699281250000013
ATSC7se,-0.6382475999999998
ATSC8dv,-32.39555555555556
ATSC8pe,-1.4021875
ATSC8se,-1.0300917599999995
AXp-0dv,0.6121244913026667
AXp-1dv,0.34901686747313654
AXp-2dv,0.2071638741012991
AXp-3dv,0.11734750710646973
AXp-4dv,0.07089117945604662
AXp-5dv,0.04126280760027499
AXp-6dv,0.025380974813893793
AXp-7dv,0.014983671172690068
BertzCT,946.8584328347353
ECIndex,464
ETA_eta,22.974531971252922
GATS1dv,0.48103788314569806
GATS1pe,0.6457863228447701
GATS1se,0.660718601089639
GATS2dv,0.6862190812720848
GATS2pe,0.48113880703623996
GATS2se,0.45991658600877167
GATS3dv,0.7855289310954061
GATS3pe,0.7809052762613028
GATS3se,0.824577616640338
GATS4dv,0.9504858657243814
GATS4pe,0.7414212580069499
GATS4se,0.720633176094863
GATS5dv,1.086572438162544
GATS5pe,1.0895430042579561
GATS5se,1.1332240247288348
GATS6dv,1.1297273421831726
GATS6pe,1.1269827623504562
GATS6se,1.1121485121980903
GATS7dv,0.9512241292276628
GATS7pe,0.9550801047699325
GATS7se,1.0023663099051099
GATS8dv,1.1503423144876321
GATS8pe,1.1590361400817177
GATS8se,1.2279344781262351
LogEE_A,4.1379316342286945
LogEE_D,113.28323051628189
MATS1dv,0.2658267855901186
MATS1pe,-0.06818729656978051
MATS1se,-0.08184789071068045
MATS2dv,0.14864546525323905
MATS2pe,0.14758847933217434
MATS2se,0.1578239173613243
MATS3dv,0.14696588746942105
MATS3pe,0.05639028669990787
MATS3se,0.010136444921798063
MATS4dv,0.026447404185920093
MATS4pe,0.13850203145132214
MATS4se,0.1427023185302809
MATS5dv,-0.10818820066428442
MATS5pe,-0.13044573283747282
MATS5se,-0.1592097103051585
MATS6dv,-0.12369695055207426
MATS6pe,-0.11931878456684214
MATS6se,-0.07003847040945958
MATS7dv,0.04232516600007766
MATS7pe,-0.05983848789020107
MATS7se,-0.10682838382835302
MATS8dv,-0.12382780646914925
MATS8pe,-0.1610218004928768
MATS8se,-0.18857818301283216
MAXaaCH,1.8307364890400604
MAXaaaC,0.7713580246913581
MAXaasC,1.219760802469136
MAXdssC,-0.4195882149155954
MAXsCH3,2.218278357511763
MAXsNH2,5.621341857730746
MAXssNH,3.20099111866969
MDEC-12,1.214759062304929
MDEC-13,1.9911979826410242
MDEC-22,3.406588488902568
MDEC-23,14.929955212497983
MDEC-33,13.555050698009483
MDEN-12,0.40824829046386313
MDEN-22,0.4999999999999999
MINaaCH,1.3947509215271663
MINaaaC,0.34774691358024734
MINaasC,-0.3414596794232432
MINdssC,-0.4195882149155954
MINsCH3,2.218278357511763
MINsNH2,5.621341857730746
MINssNH,3.20099111866969
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,2.261904761904762
SM1_Dzi,1.0287851452282015
SM1_Dzm,2.2952724923286043
SM1_Dzp,-3.786768524679195
SM1_Dzv,-1.5884702777460835
SddssSe,0
SpAD_Dt,518.9389168626524
SpAbs_A,30.87640207531033
SpAbs_D,226.5664610325638
SpMAD_A,1.2865167531379305
SpMAD_D,9.44026920969016
SpMax_A,2.5019046491598282
SpMax_D,113.28323051628189
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,124.48999999999998
TpiPC10,8.9412663819365
VAdjMat,5.754887502163468
VE1_DzZ,4.807388328873235
VE1_Dzi,4.820315640040603
VE1_Dzm,4.807667779985291
VE1_Dzp,4.806229249878863
VE1_Dzv,4.8247314812924404
VE2_DzZ,0.2003078470363848
VE2_Dzi,0.20084648500169178
VE2_Dzm,0.20031949083272046
VE2_Dzp,0.20025955207828594
VE2_Dzv,0.20103047838718502
VE3_DzZ,2.4456227070414034
VE3_Dzi,2.4483081487579303
VE3_Dzm,2.4456808348586456
VE3_Dzp,2.445381574296005
VE3_Dzv,2.4492238190506366
VR1_DzZ,144.45932262729232
VR1_Dzi,142.95420045535886
VR1_Dzm,144.42259681013692
VR1_Dzp,144.28084131194396
VR1_Dzv,142.5914977397093
VR2_DzZ,6.019138442803847
VR2_Dzi,5.9564250189732855
VR2_Dzm,6.017608200422372
VR2_Dzp,6.011701721330998
VR2_Dzv,5.941312405821221
VR3_DzZ,5.848466700967216
VR3_Dzi,5.837993039778372
VR3_Dzm,5.848212439174544
VR3_Dzp,5.847230424478031
VR3_Dzv,5.835452620412872
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.1450118741501201
Xch-6dv,0.36788081789949695
Xch-7dv,0.6096909986947554
Xpc-4dv,2.6032133109458147
Xpc-5dv,4.321012022351582
Xpc-6dv,5.802216226730191
Zagreb1,134.0
Zagreb2,162.0
fragCpx,177.07
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,2
n5aRing,2
n6ARing,1
n6FRing,0
n6HRing,0
n6aRing,1
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,2
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,15
nBondsD,1
nBondsM,16
nBondsO,27
nBondsS,27
nBondsT,0
nFARing,1
nFHRing,2
nFaRing,1
nHetero,7
naHRing,2
AATS0are,6.323297500000001
AATS1are,6.3613255813953495
AATS2are,6.196297333333335
AATS3are,6.142927083333334
AATS4are,6.096591
AATS5are,6.287743902439025
AATS6are,6.302658108108108
AATS7are,6.175214285714286
AATS8are,6.258421875000002
AATSC0dv,4.087777777777778
AATSC0pe,0.13606343749999994
AATSC0se,0.08535018999999996
AATSC1dv,1.0866408268733847
AATSC1pe,-0.00927779796511629
AATSC1se,-0.006985733023255809
AATSC2dv,0.6076296296296294
AATSC2pe,0.020081395833333335
AATSC2se,0.013470301333333323
AATSC3dv,0.600763888888889
AATSC3pe,0.007672656249999993
AATSC3se,0.0008651474999999995
AATSC4dv,0.10811111111111113
AATSC4pe,0.0188450625
AATSC4se,0.012179669999999991
AATSC5dv,-0.4422493224932249
AATSC5pe,-0.01774889481707317
AATSC5se,-0.013588579024390233
AATSC6dv,-0.5056456456456458
AATSC6pe,-0.01623492398648648
AATSC6se,-0.0059777967567567515
AATSC7dv,0.173015873015873
AATSC7pe,-0.008141830357142877
AATSC7se,-0.009117822857142854
AATSC8dv,-0.5061805555555556
AATSC8pe,-0.0219091796875
AATSC8se,-0.01609518374999999
AETA_eta,0.9572721654688717
ATSC0are,5.972597499999997
ATSC1are,-0.47066981249999795
ATSC2are,1.4064971874999994
ATSC3are,0.8750059999999986
ATSC4are,1.553808749999997
ATSC5are,-1.2590898749999966
ATSC6are,-1.3786078749999973
ATSC7are,-0.8207131249999996
ATSC8are,-1.359373499999998
BCUTZ-1h,16.005568501894857
BCUTZ-1l,5.696860399249118
BCUTc-1h,0.42890764305727136
BCUTc-1l,-0.35238203466795964
BCUTd-1h,3.276577049456333
BCUTd-1l,0.9728905886147681
BCUTi-1h,17.424771594594425
BCUTi-1l,10.310871562707487
BCUTm-1h,32.06327755210615
BCUTm-1l,11.709831315929824
BCUTp-1h,2.938237324288702
BCUTp-1l,0.54585017020468
BCUTs-1h,8.001918777620752
BCUTs-1l,0.6043733683964603
BCUTv-1h,24.441895023868685
BCUTv-1l,13.304120971332713
BalabanJ,1.4173197037230316
Diameter,11
ETA_beta,29.75
GATS1are,0.6559889795913558
GATS2are,0.49335854291202447
GATS3are,0.7699748727417174
GATS4are,0.7628693378383525
GATS5are,1.06247374760822
GATS6are,1.135725805750029
GATS7are,0.9653269428777486
GATS8are,1.1497435527423367
HybRatio,0.29411764705882354
Lipinski,True
LogEE_Dt,259.46945843132613
MATS1are,-0.07330686250344653
MATS2are,0.125595577691839
MATS3are,0.06104309445485534
MATS4are,0.1040625121649331
MATS5are,-0.10283468506404925
MATS6are,-0.12476873687636655
MATS7are,-0.07852177023002614
MATS8are,-0.14225107878104948
MAXssCH2,1.065280034636546
MAXsssCH,0.6122900409908885
MINssCH2,0.8764147665238934
MINsssCH,0.6122900409908885
NsssssAs,0
RotRatio,0.1111111111111111
SM1_Dzpe,1.1248258581770547
SM1_Dzse,1.125495987874436
SMR_VSA1,9.184952231746642
SMR_VSA2,0.0
SMR_VSA3,4.9839785209472085
SMR_VSA4,11.651573523323577
SMR_VSA5,26.186202068468653
SMR_VSA6,5.316788604006331
SMR_VSA7,40.02037222352602
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,156.24170020908156
SpAD_Dzi,169.55322087977493
SpAD_Dzm,156.09226726780452
SpAD_Dzp,216.16844839556774
SpAD_Dzv,205.22619020378903
SpAbs_Dt,518.9389168626526
SpDiam_A,4.814050628026098
SpDiam_D,168.66120975809162
SpMAD_Dt,21.62245486927718
SpMax_Dt,259.46945843132613
SsssssAs,0
VE1_Dzpe,4.8220976444087995
VE1_Dzse,4.821891393240701
VE2_Dzpe,0.2009207351837
VE2_Dzse,0.20091214138502922
VE3_Dzpe,2.448677766681559
VE3_Dzse,2.448634993682269
VMcGowan,247.11999999999995
VR1_Dzpe,142.7873354378728
VR1_Dzse,142.84901161628784
VR2_Dzpe,5.949472309911367
VR2_Dzse,5.95204215067866
VR3_Dzpe,5.836825095916569
VR3_Dzse,5.837256946974809
mZagreb1,7.611111111111111
mZagreb2,5.083333333333333
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,2
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,1
n9FHRing,2
n9FaRing,1
n9aHRing,0
nBondsKD,7
nBondsKS,36
nFAHRing,1
nFaHRing,1
nG12Ring,0
AATSC0are,0.14931493749999994
AATSC1are,-0.010945809593023208
AATSC2are,0.018753295833333326
AATSC3are,0.009114645833333318
AATSC4are,0.015538087499999971
AATSC5are,-0.01535475457317069
AATSC6are,-0.01862983614864861
AATSC7are,-0.011724473214285708
AATSC8are,-0.02124021093749997
AETA_beta,1.2395833333333333
BCUTdv-1h,7.0040608659272845
BCUTdv-1l,0.6523584112713702
BCUTpe-1h,3.9886699479733
BCUTpe-1l,2.2298195016669253
BCUTse-1h,4.009950867003463
BCUTse-1l,2.431982237721797
ETA_alpha,11.98571428571429
ETA_dBeta,-0.75
ETA_eta_B,0.38933641912051087
ETA_eta_F,18.432201724543425
ETA_eta_L,6.409613575752429
ETA_eta_R,41.40673369579635
ETA_psi_1,0.5871238628411479
LabuteASA,146.07116829550688
LogEE_DzZ,77.85018221600846
LogEE_Dzi,84.81947648760529
LogEE_Dzm,77.77876023825903
LogEE_Dzp,107.12447261478843
LogEE_Dzv,102.41453631717626
PEOE_VSA1,11.050456081168516
PEOE_VSA2,4.794537184071822
PEOE_VSA3,9.374393568622029
PEOE_VSA4,0.0
PEOE_VSA5,11.336785877934737
PEOE_VSA6,24.32689014608697
PEOE_VSA7,42.87655654355963
PEOE_VSA8,4.8771471937013
PEOE_VSA9,10.263371408166098
SM1_Dzare,1.1837811176134478
SpAD_Dzpe,171.00656788289086
SpAD_Dzse,171.07085389651763
SpAbs_DzZ,154.54527163765292
SpAbs_Dzi,168.6101678299824
SpAbs_Dzm,154.3708128985581
SpAbs_Dzp,218.15033854972387
SpAbs_Dzv,206.41754291209855
SpDiam_Dt,370.18481287471843
SpMAD_DzZ,6.510070842045065
SpMAD_Dzi,7.064717536657288
SpMAD_Dzm,6.503844469491855
SpMAD_Dzp,9.007018683148656
SpMAD_Dzv,8.55109125849121
SpMax_DzZ,77.85018221600846
SpMax_Dzi,84.81947648760529
SpMax_Dzm,77.77876023825903
SpMax_Dzp,107.12447261478843
SpMax_Dzv,102.41453631717626
VE1_Dzare,4.821670327257422
VE2_Dzare,0.2009029303023926
VE3_Dzare,2.4485891463097476
VR1_Dzare,142.7951169197623
VR2_Dzare,5.9497965383234295
VR3_Dzare,5.836879591434954
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,1
n9FaHRing,1
nAromAtom,14
nAromBond,15
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4994047619047621
AETA_dBeta,-0.03125
AETA_eta_B,0.01622235079668795
AETA_eta_F,0.7680084051893094
AETA_eta_L,0.2670672323230179
AETA_eta_R,1.725280570658181
BCUTare-1h,4.107716848127386
BCUTare-1l,2.1713472261090723
ETA_beta_s,15.25
ETA_dPsi_A,0.12687613715885204
ETA_dPsi_B,0.0
ETA_eta_BR,0.7333364191205108
ETA_eta_FL,5.115263567500156
ETA_eta_RL,11.524877143252585
LogEE_Dzpe,85.55015168553614
LogEE_Dzse,85.58232261442026
PEOE_VSA10,16.335003535350022
PEOE_VSA11,5.131558479839333
PEOE_VSA12,0.0
PEOE_VSA13,5.907179729351506
SlogP_VSA1,11.050456081168516
SlogP_VSA2,10.891158250298714
SlogP_VSA3,12.841643245852019
SlogP_VSA4,11.735126887207288
SlogP_VSA5,34.14314618378375
SlogP_VSA6,18.19910120538483
SlogP_VSA7,0.0
SlogP_VSA8,10.216620634085363
SlogP_VSA9,0.0
SpAD_Dzare,170.1452269331267
SpAbs_Dzpe,169.97547751289525
SpAbs_Dzse,170.03914924096608
SpDiam_DzZ,112.94689042692784
SpDiam_Dzi,124.78001296139698
SpDiam_Dzm,112.87438801801778
SpDiam_Dzp,160.70713303963754
SpDiam_Dzv,155.12522548883447
SpMAD_Dzpe,7.125273661787119
SpMAD_Dzse,7.127952245688235
SpMax_Dzpe,85.55015168553614
SpMax_Dzse,85.58232261442026
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,24
AETA_beta_s,0.6354166666666666
AETA_eta_BR,0.030555684130021285
AETA_eta_FL,0.21313598197917316
AETA_eta_RL,0.48020321430219104
DetourIndex,3065
EState_VSA1,5.907179729351506
EState_VSA2,5.817220841045895
EState_VSA3,22.12961673531398
EState_VSA4,34.52691825363199
EState_VSA5,22.280300140097648
EState_VSA6,17.403152946396347
EState_VSA7,6.06636706846161
EState_VSA8,17.224504324644162
EState_VSA9,5.733667477162185
ETA_beta_ns,14.5
ETA_shape_p,0.12673818037346044
ETA_shape_x,0.0
ETA_shape_y,0.4171632896305124
GhoseFilter,True
LogEE_Dzare,85.12193767979726
SlogP_VSA10,14.523055504202018
SlogP_VSA11,0.0
SpAbs_Dzare,169.060094241981
SpDiam_Dzpe,126.1941496029082
SpDiam_Dzse,126.1985775258012
SpMAD_Dzare,7.089384455546946
SpMax_Dzare,85.12193767979726
TopoPSA(NO),68.00999999999999
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,13.819429010393566
VSA_EState9,40.25111358009942
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.6041666666666666
EState_VSA10,9.184952231746642
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.0005952380952379451
FilterItLogS,-5.441243883676312
SpDiam_Dzare,125.47589736815164
ETA_beta_ns_d,1.0
ETA_epsilon_1,0.6303571428571431
ETA_epsilon_2,0.850595238095238
ETA_epsilon_3,0.4454545454545458
ETA_epsilon_4,0.5642857142857146
ETA_epsilon_5,0.7894179894179894
AETA_beta_ns_d,0.041666666666666664
ETA_dEpsilon_A,0.18490259740259724
ETA_dEpsilon_B,0.06607142857142845
ETA_dEpsilon_C,-0.11883116883116879
ETA_dEpsilon_D,0.06117724867724861
PetitjeanIndex,0.45454545454545453
TopoShapeIndex,0.8333333333333334
CDK Descriptors
FMFDescriptor,0.7916666666666666
MDEDescriptor,"0.0,1.214759062304929,1.9911979826410242,0.0,3.406588488902568,14.929955212497983,0.0,13.555050698009483,0.0,0.0,0.0,0.0,0.0,0.0,0.4082482904638629,0.0,0.4999999999999999,0.0,0.0"
APolDescriptor,51.04768799999999
BCUTDescriptor,"11.900000000000006,31.973073319058905,-0.2752603154652222,0.23080741206024702,4.789306335624952,12.99966537390586"
BPolDescriptor,25.532311999999994
TPSADescriptor,124.48999999999998
ALOGPDescriptor,"3.5899,12.887382010000001,94.39379999999998"
XLogPDescriptor,3.0800000000000005
VAdjMaDescriptor,5.754887502163469
WeightDescriptor,361.07188248
ChiPathDescriptor,"16.844570503761737,11.524877143252588,11.064561626695065,9.16588045122983,8.329608303652313,6.529178417230343,4.785954173941243,3.510967133301206,14.690987791264,9.423455421774687,8.286554964051964,6.454112890855834,5.529511997571634,3.9199667220261234,2.7157643050866342,1.8429915542408777"
ChiChainDescriptor,"0.0,0.0,0.17479246499677625,0.5397486703607823,1.0368512388993267,0.0,0.0,0.14501187415012007,0.36788081789949695,0.6096909986947556"
AtomCountDescriptor,40
BondCountDescriptor,27
SmallRingDescriptor,"4,3,2,2,0,0,2,2,0,0,0"
ChiClusterDescriptor,"1.9451115116426134,0.0,0.4443353961822101,0.0,1.2922520138814901,0.0,0.20337553154372223,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,2,7,2,1,3,1,0"
ZagrebIndexDescriptor,134.0
LargestChainDescriptor,12
MannholdLogPDescriptor,2.56
WeightedPathDescriptor,"49.582441065868096,2.065935044411171,20.12480566108239,2.4423226973861833,8.781865241536828"
FractionalPSADescriptor,0.34477899288348923
WienerNumbersDescriptor,"1318.0,39.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"4.269449078751414,7.485377158447359,10.2135151818955,2.6032133109458155,4.3210120223515815,5.325937127755784"
FractionalCSP3Descriptor,0.29411764705882354
KierHallSmartsDescriptor,"0,0,0,0,0,0,1,0,3,0,0,3,1,0,0,1,6,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,2
LargestPiSystemDescriptor,18
PetitjeanNumberDescriptor,0.45454545454545453
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"17.415637860082306,6.9575,3.36"
AromaticAtomsCountDescriptor,14
AromaticBondsCountDescriptor,15
FragmentComplexityDescriptor,1297.07
HBondAcceptorCountDescriptor,4
HybridizationRatioDescriptor,0.29411764705882354
AutocorrelationDescriptorMass,"39.61196015531305,35.42392757277187,57.763123667079086,55.02271916022519,62.883881878992604"
PetitjeanShapeIndexDescriptor,"0.8333333333333334,NaN"
RotatableBondsCountDescriptor,3
AutocorrelationDescriptorCharge,"0.3531347127982008,-0.18501437884463,0.033021390854869735,-0.06869885640396808,0.08065256630602395"
EccentricConnectivityIndexDescriptor,464
AutocorrelationDescriptorPolarizability,"2198.925128038991,2677.3109466422266,3938.3571849674013,3684.1822136477854,3234.4031496339467"
