DLiP-ID,C000DL
DLiP-Mol-ID,30659
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C16H16N4O/c1-16(2)8-12-13(9-17)15(18)20(19-14(12)10-21-16)11-6-4-3-5-7-11/h3-8H,10,18H2,1-2H3"
Standard Inchi Key(RDKit),XQJQZTOXHGIQCA-UHFFFAOYSA-N
Canonical SMILES(RDKit),CC1(C)C=C2C(=NN(c3ccccc3)C(N)=C2C#N)CO1
SMILES(SDF),
MW(SDF),
MW(RDKit),280.331
MW Monoisotopic(RDKit),280.132411132
MolLogP(RDKit),2.29168
XLogP(SDF),
XLogP(CDK),1.986
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),5
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),74.64
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),1
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),1
nAtoms(SDF),
Heavy Atoms(RDKit),21
QED Weighted(RDKit),0.85609708581223
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,64042.49271042024
qed,0.8560970858122299
Chi0,15.035169427003234
Chi1,10.015968531476428
TPSA,74.64
Chi0n,11.99844774247767
Chi0v,11.99844774247767
Chi1n,6.717488867727334
Chi1v,6.717488867727334
Chi2n,5.516227871251068
Chi2v,5.516227871251068
Chi3n,3.470678024942169
Chi3v,3.470678024942169
Chi4n,2.405855618429911
Chi4v,2.405855618429911
MolMR,81.29640000000002
MolWt,280.3310000000001
fr_SH,0
Kappa1,13.405235615253048
Kappa2,4.757536126830957
Kappa3,2.301842316379547
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,3
fr_NH1,0
fr_NH2,1
fr_N_O,0
fr_azo,0
BertzCT,707.5425662465918
MolLogP,2.2916800000000004
NOCount,5
fr_Ar_N,0
fr_COO2,0
fr_urea,0
BalabanJ,2.134211723432035
SMR_VSA1,4.736862953800049
SMR_VSA2,5.261891554738487
SMR_VSA3,0.0
SMR_VSA4,10.835075002901908
SMR_VSA5,19.448525210364934
SMR_VSA6,11.61579448846745
SMR_VSA7,53.375038605322864
SMR_VSA8,0.0
SMR_VSA9,6.069221312792274
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,1
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,123.16126367632286
NHOHCount,2
PEOE_VSA1,10.470530430962235
PEOE_VSA2,0.0
PEOE_VSA3,5.008912523954532
PEOE_VSA4,10.36329908047821
PEOE_VSA5,0.0
PEOE_VSA6,18.19910120538483
PEOE_VSA7,32.05622864313835
PEOE_VSA8,5.573104530069267
PEOE_VSA9,23.60700405295087
RingCount,3
SMR_VSA10,11.399071277454265
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,280.13241113199996
NumHDonors,1
PEOE_VSA10,17.46329993890394
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,0.0
PEOE_VSA14,0.0
SlogP_VSA1,10.742580001116718
SlogP_VSA2,17.91961777826731
SlogP_VSA3,4.736862953800049
SlogP_VSA4,11.33111286753076
SlogP_VSA5,13.847474399381248
SlogP_VSA6,58.47644613106259
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,1
fr_benzene,1
fr_epoxide,0
fr_guanido,0
fr_halogen,0
fr_hdrzine,0
fr_hdrzone,1
fr_isocyan,0
fr_lactone,0
fr_methoxy,0
fr_nitrile,1
fr_nitroso,0
fr_oxazole,0
fr_sulfide,0
fr_sulfone,0
EState_VSA1,5.601050810983688
EState_VSA2,0.0
EState_VSA3,18.000960590624587
