DLiP-ID,C001TE
AATSC6d,-0.051727428898644776
AATSC6i,-0.04573140626909798
AATSC6m,8.508053298912005
AATSC6p,-0.0029472082598929177
AATSC6s,0.756817193696846
AATSC6v,4.4340528663709735
AATSC7Z,-2.449281487743026
AATSC7c,-0.005938988507554315
AATSC7d,-0.031699070160608626
AATSC7i,0.09988131069988622
AATSC7m,-11.337576930262047
AATSC7p,0.010829743164319946
AATSC7s,-0.6421351084812624
AATSC7v,-4.7416086678243365
AATSC8Z,-1.9142011834319528
AATSC8c,-0.007937874488823677
AATSC8d,-0.03846153846153845
AATSC8i,-0.20959111953899093
AATSC8m,-9.091059837278104
AATSC8p,-0.040877401023162716
AATSC8s,-0.236275476660092
AATSC8v,-11.426961990227179
ATS0are,166.4
ATS1are,173.45
ATS2are,261.7
ATS3are,313.40000000000003
ATS4are,279.74
ATS5are,233.20999999999995
ATS6are,196.98999999999992
ATS7are,180.87999999999994
ATS8are,157.86999999999998
ATSC0dv,103.53846153846155
ATSC0pe,3.574803846153844
ATSC0se,2.6566344615384607
ATSC1dv,12.47928994082842
ATSC1pe,-0.2536578402366866
ATSC1se,-0.2204560946745559
ATSC2dv,-20.733727810650876
ATSC2pe,-0.25471375739644986
ATSC2se,-0.2523540355029583
ATSC3dv,-52.26627218934911
ATSC3pe,-1.278011242603549
ATSC3se,-0.8534333491124254
ATSC4dv,-19.893491124260358
ATSC4pe,-1.1890181952662715
ATSC4se,-0.7987371834319523
ATSC5dv,45.13609467455621
ATSC5pe,1.1577328402366858
ATSC5se,0.744694556213017
ATSC6dv,18.550295857988164
ATSC6pe,1.2063300295857984
ATSC6se,0.728733065088757
ATSC7dv,-52.964497041420124
ATSC7pe,-1.5632233727810638
ATSC7se,-0.9653768047337271
ATSC8dv,-14.153846153846157
ATSC8pe,-0.6442538461538456
ATSC8se,-0.3468907692307693
AXp-0dv,0.5287414124458949
AXp-1dv,0.2826441151435126
AXp-2dv,0.14817625931503972
AXp-3dv,0.08053769307748751
AXp-4dv,0.04364962956254567
AXp-5dv,0.023433826946385943
AXp-6dv,0.012013734520840442
AXp-7dv,0.006768440128854178
BertzCT,492.4837934911336
ECIndex,262
ETA_eta,7.888018001374604
GATS1dv,0.5857547740905839
GATS1pe,0.7522427764151627
GATS1se,0.8084483894739833
GATS2dv,0.9216558547457686
GATS2pe,0.7920697258635455
GATS2se,0.8407368496271922
GATS3dv,1.2241827637444278
GATS3pe,1.1574551158804842
GATS3se,1.1491874566108051
GATS4dv,1.1106983655274885
GATS4pe,1.205474067610667
GATS4se,1.1857094802732095
GATS5dv,0.7497849378274809
GATS5pe,0.7323368327278906
GATS5se,0.7287574309873226
GATS6dv,0.8957244883286198
GATS6pe,0.772160571443664
GATS6se,0.8364694430336574
GATS7dv,1.5177244746338354
GATS7pe,1.6018486298256895
GATS7se,1.5926461215060603
GATS8dv,1.0215453194650816
GATS8pe,1.0475964792043457
GATS8se,0.9665149497420797
LogEE_A,3.687864930120468
LogEE_D,63.97370221667501
MATS1dv,0.11606405811457832
MATS1pe,-0.06832909326644872
MATS1se,-0.07990977200834615
MATS2dv,-0.1269887290254774
MATS2pe,-0.04518452041701397
MATS2se,-0.06023763927049882
MATS3dv,-0.26249628528974733
MATS3pe,-0.18590274452928557
MATS3se,-0.1670479503158536
MATS4dv,-0.11101205217104178
MATS4pe,-0.19217510111426828
MATS4se,-0.1737132456696898
MATS5dv,0.2982716821772112
MATS5pe,0.22158782133002286
MATS5se,0.19179449097259066
MATS6dv,0.15026602118583135
MATS6pe,0.28302550671801086
MATS6se,0.23006382051953994
MATS7dv,-0.47500530672893226
MATS7pe,-0.40605432435161654
MATS7se,-0.33742742242461127
MATS8dv,-0.13670133729569095
MATS8pe,-0.1802207544469895
MATS8se,-0.1305752726816185
MAXaaCH,1.7644855967078188
MAXaasC,0.6316003191400017
MAXdsCH,1.6063397581254724
MAXdssC,-0.12833333333333297
MDEC-22,10.150385045536762
MDEC-23,12.73990680329664
MDEC-33,1.8948485120271366
MDEO-11,0.16666666666666669
MDEO-12,0.29814239699997197
MINaaCH,1.4801244803476945
MINaasC,0.1449668262366679
MINdsCH,1.4357284580498866
MINdssC,-0.12833333333333297
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,0.75
SM1_Dzi,0.5194025576349036
SM1_Dzm,0.7477967372960812
SM1_Dzp,-3.246882793017456
SM1_Dzv,-1.196983434174077
SddssSe,0
SpAD_Dt,197.30362013611045
SpAbs_A,20.575943209561903
SpAbs_D,127.94740443334997
SpMAD_A,1.285996450597619
SpMAD_D,7.996712777084375
SpMax_A,2.2744781891196197
SpMax_D,63.97370221667501
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,50.44
TpiPC10,7.500011108938713
VAdjMat,5.087462841250339
VE1_DzZ,3.9519751554065845
VE1_Dzi,3.9508211455835385
VE1_Dzm,3.951964687787232
VE1_Dzp,3.927297001712031
VE1_Dzv,3.939337306575454
VE2_DzZ,0.24699844721291153
VE2_Dzi,0.24692632159897115
VE2_Dzm,0.246997792986702
VE2_Dzp,0.24545606260700195
VE2_Dzv,0.24620858166096588
VE3_DzZ,1.8442191225241935
VE3_Dzi,1.8439270715115403
VE3_Dzm,1.8442164738149271
VE3_Dzp,1.8379550326698169
VE3_Dzv,1.841016142108348
VR1_DzZ,71.4541126116578
VR1_Dzi,71.55740040584513
VR1_Dzm,71.45508974500822
VR1_Dzp,73.17639944897422
VR1_Dzv,72.3682642098478
VR2_DzZ,4.465882038228613
VR2_Dzi,4.472337525365321
VR2_Dzm,4.465943109063014
VR2_Dzp,4.573524965560889
VR2_Dzv,4.523016513115487
VR3_DzZ,4.73905909126056
VR3_Dzi,4.740503559750782
VR3_Dzm,4.739072766144113
VR3_Dzp,4.7628765863278515
VR3_Dzv,4.751771492895515
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.039283710065919304
Xch-6dv,0.0504582383591035
Xch-7dv,0.03940605878586082
Xpc-4dv,0.4843377575655058
Xpc-5dv,0.4950076151581116
Xpc-6dv,0.46159446315212993
Zagreb1,78.0
Zagreb2,87.0
fragCpx,49.03
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,1
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,11
nBondsD,2
nBondsM,13
nBondsO,17
nBondsS,14
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,3
naHRing,1
AATS0are,6.4
AATS1are,6.424074074074074
AATS2are,6.382926829268293
AATS3are,6.268000000000001
AATS4are,6.216444444444445
AATS5are,6.137105263157894
AATS6are,6.354516129032255
AATS7are,6.459999999999998
AATS8are,6.071923076923076
AATSC0dv,3.9822485207100593
AATSC0pe,0.1374924556213017
AATSC0se,0.10217824852071003
AATSC1dv,0.4621959237343859
AATSC1pe,-0.009394734823580985
AATSC1se,-0.00816504054350207
AATSC2dv,-0.5057006783085579
AATSC2pe,-0.006212530668206094
AATSC2se,-0.00615497647568191
AATSC3dv,-1.0453254437869821
AATSC3pe,-0.02556022485207098
AATSC3se,-0.017068666982248508
AATSC4dv,-0.44207758053911905
AATSC4pe,-0.0264226265614727
AATSC4se,-0.017749715187376718
AATSC5dv,1.1877919651199003
AATSC5pe,0.030466653690439098
AATSC5se,0.019597225163500445
AATSC6dv,0.5983966405802633
AATSC6pe,0.03891387192212253
AATSC6se,0.02350751822866958
AATSC7dv,-1.8915891800507187
AATSC7pe,-0.05582940617075228
AATSC7se,-0.03447774302620454
AATSC8dv,-0.5443786982248522
AATSC8pe,-0.024778994082840216
AATSC8se,-0.013341952662721895
AETA_eta,0.49300112508591276
ATSC0are,3.8999999999999986
ATSC1are,-0.2999999999999998
ATSC2are,-0.2999999999999998
ATSC3are,-1.3499999999999996
ATSC4are,-1.2599999999999998
ATSC5are,1.209999999999999
ATSC6are,1.2399999999999993
ATSC7are,-1.6199999999999992
ATSC8are,-0.6299999999999999
BCUTZ-1h,8.023697163611324
BCUTZ-1l,5.691842697799802
BCUTc-1h,0.393363184168601
BCUTc-1l,-0.5338158249611282
BCUTd-1h,3.136423280663152
BCUTd-1l,0.9779960482015222
BCUTi-1h,13.638355391730832
BCUTi-1l,10.952337423344986
BCUTm-1h,16.011567348573173
BCUTm-1l,11.703505546025296
BCUTp-1h,1.987934101034924
BCUTp-1l,0.7513828771468506
BCUTs-1h,7.00826930797585
BCUTs-1l,1.4911354199788986
BCUTv-1h,20.894067869496823
BCUTv-1l,14.701724334097362
BalabanJ,1.6434944469014054
Diameter,10
ETA_beta,22.5
GATS1are,0.771604938271605
GATS2are,0.8059724828017512
GATS3are,1.1557692307692307
GATS4are,1.20014245014245
GATS5are,0.728744939271255
GATS6are,0.794044665012407
GATS7are,1.607142857142857
GATS8are,1.0157790927021697
HybRatio,0.0
Lipinski,True
LogEE_Dt,98.65181006805523
MATS1are,-0.07407407407407406
MATS2are,-0.04878048780487804
MATS3are,-0.18000000000000002
MATS4are,-0.1866666666666667
MATS5are,0.2122807017543859
MATS6are,0.26666666666666666
MATS7are,-0.3857142857142857
MATS8are,-0.16153846153846158
NsssssAs,0
RotRatio,0.17647058823529413
SM1_Dzpe,0.7761627906976745
SM1_Dzse,0.7454844006568143
SMR_VSA1,14.318215515965875
SMR_VSA2,0.0
SMR_VSA3,0.0
SMR_VSA4,0.0
SMR_VSA5,0.0
SMR_VSA6,0.0
SMR_VSA7,60.06108442381403
SMR_VSA8,0.0
SMR_VSA9,5.749511833283905
SpAD_DzZ,95.44539787999292
SpAD_Dzi,96.46875668687949
SpAD_Dzm,95.45513640375276
SpAD_Dzp,112.1103169588281
SpAD_Dzv,104.61995401374264
SpAbs_Dt,197.30362013611054
SpDiam_A,4.538242155498982
SpDiam_D,99.24637936878067
SpMAD_Dt,12.331476258506903
SpMax_Dt,98.65181006805523
SsssssAs,0
VE1_Dzpe,3.95209860272732
VE1_Dzse,3.9519536900335983
VE2_Dzpe,0.2470061626704575
VE2_Dzse,0.2469971056270999
VE3_Dzpe,1.8442503589029327
VE3_Dzse,1.844213690953792
VMcGowan,159.8199999999998
VR1_Dzpe,71.44252474303936
VR1_Dzse,71.4561154639812
VR2_Dzpe,4.46515779643996
VR2_Dzse,4.466007216498825
VR3_Dzpe,4.738896905937541
VR3_Dzse,4.739087120777418
mZagreb1,4.944444444444445
mZagreb2,3.6111111111111107
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,7
nBondsKS,20
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.14999999999999994
AATSC1are,-0.011111111111111105
AATSC2are,-0.007317073170731703
AATSC3are,-0.026999999999999993
AATSC4are,-0.027999999999999994
AATSC5are,0.03184210526315787
AATSC6are,0.03999999999999998
AATSC7are,-0.05785714285714283
AATSC8are,-0.024230769230769226
AETA_beta,1.40625
BCUTdv-1h,6.0223615992140145
BCUTdv-1l,2.780575481062775
BCUTpe-1h,3.491294445391768
BCUTpe-1l,2.240439136354096
BCUTse-1h,3.7043215193489782
BCUTse-1l,2.4364839513504437
ETA_alpha,7.499999999999999
ETA_dBeta,3.5
ETA_eta_B,0.1601933669496063
ETA_eta_F,14.12870007776528
ETA_eta_L,2.889453371643564
ETA_eta_R,22.016718079139885
ETA_psi_1,0.5555555555555557
LabuteASA,92.64380575288318
LogEE_DzZ,47.76957393999646
LogEE_Dzi,48.26684100329192
LogEE_Dzm,47.774305497957386
LogEE_Dzp,55.446367955723275
LogEE_Dzv,52.08554261296369
PEOE_VSA1,9.523678331894054
PEOE_VSA2,4.794537184071822
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,0.0
PEOE_VSA7,48.55024262443742
PEOE_VSA8,5.563451491696996
PEOE_VSA9,6.263162995639057
SM1_Dzare,0.8571428571428571
SpAD_Dzpe,95.32981582615233
SpAD_Dzse,95.46535786387201
SpAbs_DzZ,94.78914787999292
SpAbs_Dzi,96.01427944894894
SpAbs_Dzm,94.80081425861866
SpAbs_Dzp,114.139618704464
SpAbs_Dzv,105.36806866010147
SpDiam_Dt,143.3351925657637
SpMAD_DzZ,5.965337367499558
SpMAD_Dzi,6.029297292929968
SpMAD_Dzm,5.9659460252345475
SpMAD_Dzp,7.006894809926756
SpMAD_Dzv,6.538747125858915
SpMax_DzZ,47.76957393999646
SpMax_Dzi,48.26684100329192
SpMax_Dzm,47.774305497957386
SpMax_Dzp,55.446367955723275
SpMax_Dzv,52.08554261296369
VE1_Dzare,3.9524706105556286
VE2_Dzare,0.2470294131597268
VE3_Dzare,1.8443444836600311
VR1_Dzare,71.40683899622717
VR2_Dzare,4.462927437264198
VR3_Dzare,4.73839727826514
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,11
nAromBond,11
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.46874999999999994
AETA_dBeta,0.21875
AETA_eta_B,0.010012085434350393
AETA_eta_F,0.88304375486033
AETA_eta_L,0.18059083572772275
AETA_eta_R,1.3760448799462428
BCUTare-1h,3.545881901891124
BCUTare-1l,2.190692330674409
ETA_beta_s,9.5
ETA_dPsi_A,0.15844444444444428
ETA_dPsi_B,0.0
ETA_eta_BR,0.3321933669496063
ETA_eta_FL,4.864566823779924
ETA_eta_RL,7.754020195423489
LogEE_Dzpe,47.713418087494766
LogEE_Dzse,47.77927170697706
PEOE_VSA10,11.509759252158346
PEOE_VSA11,5.783244946364939
PEOE_VSA12,0.0
PEOE_VSA13,0.0
SlogP_VSA1,0.0
SlogP_VSA2,10.889772341205646
SlogP_VSA3,0.0
SlogP_VSA4,0.0
SlogP_VSA5,16.118236094643258
SlogP_VSA6,53.15453645029594
SlogP_VSA7,0.0
SlogP_VSA8,6.076020106833881
SlogP_VSA9,0.0
SpAD_Dzare,94.97275227100289
SpAbs_Dzpe,94.65067338429184
SpAbs_Dzse,94.81305901329728
SpDiam_DzZ,75.80383991257864
SpDiam_Dzi,76.43319606684896
SpDiam_Dzm,75.80982484043798
SpDiam_Dzp,85.20189179901179
SpDiam_Dzv,81.29297214117781
SpMAD_Dzpe,5.95811348913452
SpMAD_Dzse,5.966584866492001
SpMax_Dzpe,47.713418087494766
SpMax_Dzse,47.77927170697706
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,16
AETA_beta_s,0.59375
AETA_eta_BR,0.020762085434350392
AETA_eta_FL,0.30403542648624526
AETA_eta_RL,0.48462626221396804
DetourIndex,760
EState_VSA1,0.0
EState_VSA2,11.532756779648844
EState_VSA3,11.323698910571437
EState_VSA4,0.0
EState_VSA5,18.208754243757102
EState_VSA6,36.60465137631938
EState_VSA7,0.0
EState_VSA8,0.0
EState_VSA9,9.523678331894054
ETA_beta_ns,13.0
ETA_shape_p,0.08888888888888889
ETA_shape_x,0.0
ETA_shape_y,0.2666666666666667
GhoseFilter,True
LogEE_Dzare,47.539947564072875
SlogP_VSA10,0.0
SlogP_VSA11,5.749511833283905
SpAbs_Dzare,94.22275227100285
SpDiam_Dzpe,75.73281363662389
SpDiam_Dzse,75.816106648366
SpMAD_Dzare,5.935797016937681
SpMax_Dzare,47.539947564072875
TopoPSA(NO),50.44
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,5.059853605022256
VSA_EState9,36.10681306164442
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.8125
EState_VSA10,4.794537184071822
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.031250000000000056
FilterItLogS,-2.5391034211337074
SpDiam_Dzare,75.51346522733698
ETA_beta_ns_d,0.5
ETA_epsilon_1,0.6346153846153848
ETA_epsilon_2,0.8437499999999998
ETA_epsilon_3,0.43913043478260905
ETA_epsilon_4,0.5289473684210529
ETA_epsilon_5,0.8117647058823527
AETA_beta_ns_d,0.03125
ETA_dEpsilon_A,0.19548494983277576
ETA_dEpsilon_B,0.10566801619433186
ETA_dEpsilon_C,-0.0898169336384439
ETA_dEpsilon_D,0.031985294117647056
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.875
MDEDescriptor,"0.0,0.0,0.0,0.0,10.150385045536762,12.73990680329664,0.0,1.8948485120271366,0.0,0.0,0.16666666666666669,0.29814239699997197,0.0,0.0,0.0,0.0,0.0,0.0,0.0"
APolDescriptor,31.95393
BCUTDescriptor,"11.849999999999998,15.996924465364776,-0.36074767458503654,0.18571554302094329,4.767354816877164,9.089760189946983"
BPolDescriptor,13.806069999999997
TPSADescriptor,50.44
ALOGPDescriptor,"2.7230999999999996,7.415273609999998,60.96200000000001"
XLogPDescriptor,2.142
VAdjMaDescriptor,5.08746284125034
WeightDescriptor,214.06299426
ChiPathDescriptor,"11.380468888623982,7.7540201954234895,6.725068516830587,5.370253000691983,3.888233010177196,2.6422173779997964,1.7337129615888445,0.925479781024362,8.459862599134318,4.804949957439715,3.2598777049308745,2.0939800200146754,1.265839257313824,0.7030148083915786,0.33638456658353233,0.16244256309250024"
ChiChainDescriptor,"0.0,0.0,0.14433756729740646,0.1853954059492991,0.20361463941450536,0.0,0.0,0.039283710065919304,0.0504582383591035,0.03940605878586082"
AtomCountDescriptor,26
BondCountDescriptor,17
SmallRingDescriptor,"2,2,2,2,0,0,1,1,0,0,0"
ChiClusterDescriptor,"0.895168206888927,0.0,0.11785113019775793,0.0,0.28483587942618244,0.0,0.019641855032959652,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,1,11,1,0,0,0,0"
ZagrebIndexDescriptor,78.0
LargestChainDescriptor,11
MannholdLogPDescriptor,2.5599999999999996
WeightedPathDescriptor,"32.15006524326759,2.0093790777042244,8.068274006223012,8.068274006223012,0.0"
FractionalPSADescriptor,0.2356315727263713
WienerNumbersDescriptor,"496.0,18.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"1.8614810496160228,2.246431446978857,2.4147699214137326,0.4843377575655058,0.4950076151581117,0.4211221553620046"
FractionalCSP3Descriptor,0.0
KierHallSmartsDescriptor,"0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,1
LargestPiSystemDescriptor,16
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"12.456747404844291,6.074380165289257,3.769230769230769"
AromaticAtomsCountDescriptor,11
AromaticBondsCountDescriptor,11
FragmentComplexityDescriptor,489.03
HBondAcceptorCountDescriptor,1
HybridizationRatioDescriptor,0.0
AutocorrelationDescriptorMass,"18.323407106622838,18.328367908530257,24.324643839927948,19.992551862795384,15.66045988566282"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,3
AutocorrelationDescriptorCharge,"0.299979108832151,-0.11341442926725358,-0.022991708570349784,0.015928280396363164,-0.0675324276005256"
EccentricConnectivityIndexDescriptor,262
AutocorrelationDescriptorPolarizability,"831.8751474347475,928.1163701073884,1173.38156373497,965.1415470290069,743.9530838212586"
