DLiP-ID,C000ML
DLiP-Mol-ID,31057
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C4H7NO4/c5-2(4(8)9)1-3(6)7/h2H,1,5H2,(H,6,7)(H,8,9)/t2-/m0/s1"
Standard Inchi Key(RDKit),CKLJMWTZIZZHCS-REOHCLBHSA-N
Canonical SMILES(RDKit),N[C@@H](CC(=O)O)C(=O)O
SMILES(SDF),
MW(SDF),
MW(RDKit),133.103
MW Monoisotopic(RDKit),133.037507704
MolLogP(RDKit),-1.127
XLogP(SDF),
XLogP(CDK),-3.707
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),3
HBA Lipinski(RDKit),5
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),3
HBD Lipinski(RDKit),4
PSA(SDF),
PSA(RDKit),100.62
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),3
nRings(SDF),
nRings(RDKit),0
Aromatic Rings(RDKit),0
nAtoms(SDF),
Heavy Atoms(RDKit),9
QED Weighted(RDKit),0.452021255035378
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,60.47184355343589
qed,0.45202125503537777
Chi0,7.439157588755425
Chi1,4.0365812602091875
TPSA,100.62000000000002
Chi0n,4.572731091493441
Chi0v,4.572731091493441
Chi1n,2.239272034949104
Chi1v,2.239272034949104
Chi2n,1.5425934287382654
Chi2v,1.5425934287382654
Chi3n,0.711731036309416
Chi3v,0.711731036309416
Chi4n,0.27543757635280286
Chi4v,0.27543757635280286
MolMR,27.863999999999997
MolWt,133.10299999999998
fr_SH,0
Kappa1,7.8999999999999995
Kappa2,3.032306526953668
Kappa3,3.479710144927536
fr_ArN,0
fr_COO,2
fr_C_O,2
fr_C_S,0
fr_NH0,0
fr_NH1,0
fr_NH2,1
fr_N_O,0
fr_azo,0
BertzCT,132.52932501298082
MolLogP,-1.127
NOCount,5
fr_Ar_N,0
fr_COO2,2
fr_urea,0
BalabanJ,3.632432151939845
SMR_VSA1,19.802129157825057
SMR_VSA2,0.0
SMR_VSA3,0.0
SMR_VSA4,5.733667477162185
SMR_VSA5,12.462662452073971
SMR_VSA6,0.0
SMR_VSA7,0.0
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,51.08547977251164
NHOHCount,4
PEOE_VSA1,15.946722266843596
PEOE_VSA2,9.589074368143644
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,0.0
