DLiP-ID,T005ZJ
DLiP-Mol-ID,23259
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C23H31N3O3/c1-29-21-13-11-19(16-25-21)18(15-22(27)28)7-4-2-3-5-9-20-12-10-17-8-6-14-24-23(17)26-20/h10-13,16,18H,2-9,14-15H2,1H3,(H,24,26)(H,27,28)/t18-/m0/s1"
Standard Inchi Key(RDKit),SQIDFFKYMURYAR-SFHVURJKSA-N
Canonical SMILES(RDKit),COc1ccc([C@@H](CCCCCCc2ccc3c(n2)NCCC3)CC(=O)O)cn1
SMILES(SDF),
MW(SDF),
MW(RDKit),397.519
MW Monoisotopic(RDKit),397.236541852
MolLogP(RDKit),4.5948
XLogP(SDF),
XLogP(CDK),4.796
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),6
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),84.34
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),11
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),29
QED Weighted(RDKit),0.539416173957087
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,4055431.164175388
qed,0.5394161739570873
Chi0,20.476480726871788
Chi1,14.152198343190413
TPSA,84.34
Chi0n,17.193306794430832
Chi0v,17.193306794430832
Chi1n,10.598550279211166
Chi1v,10.598550279211166
Chi2n,7.722218343571277
Chi2v,7.722218343571277
Chi3n,5.548102512623666
Chi3v,5.548102512623666
Chi4n,3.9098048008778417
Chi4v,3.9098048008778417
MolMR,113.61950000000007
MolWt,397.5190000000002
fr_SH,0
Kappa1,21.087854316711454
Kappa2,10.789102769182387
Kappa3,6.444121203701892
fr_ArN,0
fr_COO,1
fr_C_O,1
fr_C_S,0
fr_NH0,2
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,792.4551106639186
MolLogP,4.594800000000003
NOCount,6
fr_Ar_N,2
fr_COO2,1
fr_urea,0
BalabanJ,1.4057845938712803
SMR_VSA1,14.637927532712576
SMR_VSA2,0.0
SMR_VSA3,9.967957041894417
SMR_VSA4,0.0
SMR_VSA5,63.705300652495495
SMR_VSA6,18.97134255119644
SMR_VSA7,47.283142823701965
SMR_VSA8,0.0
SMR_VSA9,5.879988336435371
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,1
fr_furan,0
