DLiP-ID,T006L2
DLiP-Mol-ID,24176
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C17H24N5O7P/c1-27-30(26,28-2)22-14(17(24)25)9-20-15(23)8-12-7-13(21-29-12)10-3-5-11(6-4-10)16(18)19/h3-6,12,14H,7-9H2,1-2H3,(H3,18,19)(H,20,23)(H,22,26)(H,24,25)"
Standard Inchi Key(RDKit),VEWSCWAQAWNFDD-UHFFFAOYSA-N
Canonical SMILES(RDKit),COP(=O)(NC(CNC(=O)CC1CC(c2ccc(C(=N)N)cc2)=NO1)C(=O)O)OC
SMILES(SDF),
MW(SDF),
MW(RDKit),441.381
MW Monoisotopic(RDKit),441.141334738
MolLogP(RDKit),0.413670000000002
XLogP(SDF),
XLogP(CDK),-2.443
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),8
HBA Lipinski(RDKit),12
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),5
HBD Lipinski(RDKit),6
PSA(SDF),
PSA(RDKit),185.42
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,2
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),11
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),1
nAtoms(SDF),
Heavy Atoms(RDKit),30
QED Weighted(RDKit),0.1842067269491
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,3723696.046537425
qed,0.18420672694909976
Chi0,22.311190308942123
Chi1,14.168852856131267
TPSA,185.41999999999996
Chi0n,16.453902757170077
Chi0v,17.348329948169994
Chi1n,8.834361920379033
Chi1v,10.377020630889323
Chi2n,6.351289082147934
Chi2v,8.33472086824044
Chi3n,4.271301467819517
Chi3v,5.860636030215042
Chi4n,2.6043363953443093
Chi4v,3.5476735327865483
MolMR,107.29580000000003
MolWt,441.38100000000014
fr_SH,0
Kappa1,23.488561017717803
Kappa2,10.302546090250756
Kappa3,6.357526243499872
fr_ArN,1
fr_COO,1
fr_C_O,2
fr_C_S,0
fr_NH0,1
fr_NH1,3
fr_NH2,1
fr_N_O,0
fr_azo,0
BertzCT,865.7529404657001
MolLogP,0.41367000000000154
NOCount,12
fr_Ar_N,0
fr_COO2,1
fr_urea,0
BalabanJ,1.8450988909675001
SMR_VSA1,33.14573295507594
SMR_VSA2,5.409283605791522
SMR_VSA3,10.404083667083484
SMR_VSA4,10.889380203912726
SMR_VSA5,24.98745046274828
SMR_VSA6,20.764351488467643
SMR_VSA7,35.392371257240434
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,1
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,1
fr_quatN,0
LabuteASA,172.3913257060722
NHOHCount,6
PEOE_VSA1,30.04206638316949
PEOE_VSA2,14.998357973935164
PEOE_VSA3,9.652343348008483
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,29.42118100059698
PEOE_VSA7,5.563451491696996
PEOE_VSA8,32.74862460309065
PEOE_VSA9,12.132506625696712
RingCount,2
SMR_VSA10,31.170278236834896
fr_Al_COO,1
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,441.141334738
NumHDonors,5
PEOE_VSA10,17.981427002653533
PEOE_VSA11,0.0
PEOE_VSA12,5.907179729351506
PEOE_VSA13,0.0
PEOE_VSA14,13.715793718955418
SlogP_VSA1,16.13775114424567
SlogP_VSA2,61.44047590603593
SlogP_VSA3,28.03920556023524
SlogP_VSA4,5.409283605791522
SlogP_VSA5,23.96854622924601
SlogP_VSA6,29.42118100059698
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
fr_amidine,1
fr_aniline,0
fr_benzene,1
fr_epoxide,0
fr_guanido,0
fr_halogen,0
fr_hdrzine,0
fr_hdrzone,0
fr_isocyan,0
fr_lactone,0
fr_methoxy,0
fr_nitrile,0
fr_nitroso,0
fr_oxazole,0
fr_sulfide,0
fr_sulfone,0
EState_VSA1,31.76878066520318
EState_VSA2,18.801197814595856
EState_VSA3,17.695958117393708
EState_VSA4,19.78304657425206
EState_VSA5,0.0
EState_VSA6,24.26546827384644
EState_VSA7,0.0
EState_VSA8,24.60729071725766
EState_VSA9,15.98053966669034
SlogP_VSA10,0.0
SlogP_VSA11,0.0
SlogP_VSA12,7.746488431003568
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,21.32987446129231
VSA_EState9,63.14234776092991
fr_aldehyde,0
