DLiP-ID,T000ZR
AATSC5c,0.0014647693067483104
AATSC5d,0.02381426562622587
AATSC5i,0.053326147294622414
AATSC5m,4.133280862690782
AATSC5p,0.02565798221574929
AATSC5s,0.3185917752255605
AATSC5v,4.6429195317593495
AATSC6Z,-0.6445611912418677
AATSC6c,-0.00010932302923428345
AATSC6d,-0.03151314462805534
AATSC6i,0.014950724548667698
AATSC6m,-2.5669997966950056
AATSC6p,-0.00783667746486368
AATSC6s,-0.040231987344233645
AATSC6v,2.1828878929584405
AATSC7Z,-1.8152508464142814
AATSC7c,-0.00015490225666375479
AATSC7d,-0.027739304401354276
AATSC7i,0.133022867656762
AATSC7m,-8.06485717763158
AATSC7p,0.00107740875080721
AATSC7s,-0.34669077242718127
AATSC7v,0.23809007910195087
AATSC8Z,-1.5085795629424439
AATSC8c,0.0006544854235864681
AATSC8d,-0.04886118805786396
AATSC8i,-0.1452100073914807
AATSC8m,-7.093524688365649
AATSC8p,-0.02213781106612388
AATSC8s,-0.252256029448335
AATSC8v,-7.5537615331125565
ATS0are,349.99320000000006
ATS1are,377.7498
ATS2are,672.1000000000001
ATS3are,876.8045999999998
ATS4are,983.6477000000001
ATS5are,961.8870000000003
ATS6are,902.3978999999999
ATS7are,959.6287
ATS8are,931.898
ATSC0dv,216.2495126705653
ATSC0pe,6.17674736842105
ATSC0se,3.928174315789472
ATSC1dv,21.41376833897611
ATSC1pe,0.18899224376731827
ATSC1se,0.36138787811634215
ATSC2dv,19.89271912725284
ATSC2pe,1.2787013850415592
ATSC2se,1.1948587811634337
ATSC3dv,-14.407646797305134
ATSC3pe,-0.06899778393351343
ATSC3se,-0.02780173961218931
ATSC4dv,19.395130125508715
ATSC4pe,0.14925124653740057
ATSC4se,-0.16361578116343722
ATSC5dv,105.01056735405767
ATSC5pe,2.1319044321329708
ATSC5se,1.172492362880883
ATSC6dv,16.451044765910897
ATSC6pe,-1.0622152354570582
ATSC6se,-1.5453824875346285
ATSC7dv,-103.67121507472382
ATSC7pe,-3.9574526315789345
ATSC7se,-2.6709810526315825
ATSC8dv,-84.90513320337882
ATSC8pe,-2.4735052631578873
ATSC8se,-1.1737447368421057
AXp-0dv,0.5888666988868161
AXp-1dv,0.3469294250389836
AXp-2dv,0.19803813888421665
AXp-3dv,0.11421935126300803
AXp-4dv,0.06485927702756047
AXp-5dv,0.0374654645941274
AXp-6dv,0.02296354160202038
AXp-7dv,0.013355733190761594
BertzCT,1154.4198449425796
ECIndex,681
ETA_eta,26.642608043047257
GATS1dv,0.6908001009591115
GATS1pe,0.6356052950141815
GATS1se,0.5534188213750617
GATS2dv,0.9472131475431695
GATS2pe,0.8222627753772893
GATS2se,0.7496330281756741
GATS3dv,0.9988174369799813
GATS3pe,0.9363006065716227
GATS3se,0.9282142093662195
GATS4dv,1.0455514891468953
GATS4pe,1.183710788849863
GATS4se,1.2891742493821154
GATS5dv,0.9581712543674715
GATS5pe,1.2332099225450472
GATS5se,1.3688406290153459
GATS6dv,1.0533029295549097
GATS6pe,1.2914075087182249
GATS6se,1.47194943345039
GATS7dv,1.371371781928319
GATS7pe,1.620761054617402
GATS7se,1.8083512533584638
GATS8dv,1.1521643109540634
GATS8pe,1.1955743186245185
GATS8se,1.215562668244758
LogEE_A,4.365288695333475
LogEE_D,174.3093687658509
MATS1dv,0.09407225787841644
MATS1pe,0.02906750444366134
MATS1se,0.08739899419191786
MATS2dv,0.04946613787857968
MATS2pe,0.11132130455757151
MATS2se,0.16356667233656771
MATS3dv,-0.026556860605320937
MATS3pe,-0.004452604507819785
MATS3se,-0.0028211101142906828
MATS4dv,0.031951586951034845
MATS4pe,0.008608212932713952
MATS4se,-0.014838476440615884
MATS5dv,0.18090946626000223
MATS5pe,0.12858529881752045
MATS5se,0.11119946447721925
MATS6dv,0.029905095948456178
MATS6pe,-0.06760199939601326
MATS6se,-0.15465077054069057
MATS7dv,-0.17977707867599332
MATS7pe,-0.24026314309524105
MATS7se,-0.25498305681364386
MATS8dv,-0.1472346668349319
MATS8pe,-0.1501703758237597
MATS8se,-0.11205059677381675
MAXaaCH,1.900824724951709
MAXaaaC,0.7318320478890468
MAXaasC,0.8969650205761319
MAXdssC,-0.20025562694213472
MAXsCH3,2.0133832327952095
MAXssNH,2.6859710411942554
MAXsssN,2.1546916184147875
MDEC-12,2.213655865106624
MDEC-13,0.7623893911190518
MDEC-22,21.983265747890925
MDEC-23,22.29494517553102
MDEC-33,4.9223866387741655
MDEN-22,0.25
MDEN-23,0.6713783850074477
MDEN-33,0.33333333333333337
MDEO-11,0.814325284978472
MINaaCH,1.525371472663139
MINaaaC,0.39167350903732623
MINaasC,0.07855478919963099
MINdssC,-0.20025562694213472
MINsCH3,2.0133832327952095
MINssNH,2.6859710411942554
MINsssN,1.7474971655328797
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.9464285714285716
SM1_Dzi,1.3335004041957026
SM1_Dzm,1.9431561536577697
SM1_Dzp,-4.895472134710245
SM1_Dzv,-2.316703071976324
SddssSe,0
SpAD_Dt,617.8684323438067
SpAbs_A,40.29576814057275
SpAbs_D,348.61873753170175
SpMAD_A,1.2998634884055724
SpMAD_D,11.245765726829093
SpMax_A,2.4632353672676883
SpMax_D,174.3093687658509
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,90.99
TpiPC10,8.658587292942515
VAdjMat,6.087462841250339
VE1_DzZ,5.4599396648876715
VE1_Dzi,5.486716225028497
VE1_Dzm,5.459926674398449
VE1_Dzp,5.470214740952827
VE1_Dzv,5.4801485850271705
VE2_DzZ,0.17612708596411844
VE2_Dzi,0.1769908459686612
VE2_Dzm,0.176126666916079
VE2_Dzp,0.17645854003073633
VE2_Dzv,0.1767789866137797
VE3_DzZ,2.828839850799985
VE3_Dzi,2.833732050539353
VE3_Dzm,2.828837471560383
VE3_Dzp,2.8307199850982614
VE3_Dzv,2.8325343261394984
VR1_DzZ,203.97157709495335
VR1_Dzi,201.35962740788955
VR1_Dzm,203.97320447687562
VR1_Dzp,203.1554795217614
VR1_Dzv,201.98889347752416
VR2_DzZ,6.579728293385592
VR2_Dzi,6.495471851867404
VR2_Dzm,6.579780789576633
VR2_Dzp,6.55340256521811
VR2_Dzv,6.515770757339489
VR3_DzZ,6.449382767662359
VR3_Dzi,6.436494611938467
VR3_Dzm,6.44939074610452
VR3_Dzp,6.445373706348483
VR3_Dzv,6.439614824596163
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.0
Xch-6dv,0.1276478503168104
Xch-7dv,0.1749713060402497
Xpc-4dv,2.6476708788289804
Xpc-5dv,3.6988098960986213
Xpc-6dv,5.026689294111992
Zagreb1,164.0
Zagreb2,192.0
fragCpx,226.08
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,0
n5aRing,0
n6ARing,1
n6FRing,0
n6HRing,2
n6aRing,3
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,17
nBondsD,3
nBondsM,20
nBondsO,34
nBondsS,40
nBondsT,0
nFARing,0
nFHRing,1
nFaRing,1
nHetero,8
naHRing,1
AATS0are,6.140231578947369
AATS1are,6.29583
AATS2are,6.34056603773585
AATS3are,6.131500699300698
AATS4are,6.1477981250000004
AATS5are,6.286843137254904
AATS6are,6.223433793103448
AATS7are,6.313346710526315
AATS8are,6.1309078947368425
AATSC0dv,3.793851099483602
AATSC0pe,0.10836398891966754
AATSC0se,0.06891533887349952
AATSC1dv,0.35689613898293515
AATSC1pe,0.0031498707294553047
AATSC1se,0.0060231313019390356
AATSC2dv,0.18766716157785698
AATSC2pe,0.012063220613599615
AATSC2se,0.011272252652485224
AATSC3dv,-0.1007527748063296
AATSC3pe,-0.0004825019855490449
AATSC3se,-0.00019441775952579936
AATSC4dv,0.12121956328442947
AATSC4pe,0.0009328202908587535
AATSC4se,-0.0010225986322714826
AATSC5dv,0.6863435774775011
AATSC5pe,0.013934015896293927
AATSC5se,0.007663348776999235
AATSC6dv,0.11345548114421308
AATSC6pe,-0.007325622313496953
AATSC6se,-0.010657810258859507
AATSC7dv,-0.6820474675968672
AATSC7pe,-0.0260358725761772
AATSC7se,-0.017572243767313044
AATSC8dv,-0.5585864026538081
AATSC8pe,-0.016273060941828205
AATSC8se,-0.007722004847645432
AETA_eta,0.8594389691305567
ATSC0are,6.526421052631576
ATSC1are,-0.14660110803323606
ATSC2are,1.5937994459833904
ATSC3are,-0.03385983379500904
ATSC4are,-0.06870997229916342
ATSC5are,2.2438066481994574
ATSC6are,-1.394862326869796
ATSC7are,-4.100984210526298
ATSC8are,-2.2521052631578873
BCUTZ-1h,16.013123549477175
BCUTZ-1l,5.674495740363475
BCUTc-1h,0.4581608759680866
BCUTc-1l,-0.4095531085019692
BCUTd-1h,4.043957450952737
BCUTd-1l,0.9714763747860525
BCUTi-1h,14.549030619019087
BCUTi-1l,10.319763778818842
BCUTm-1h,32.066544342265836
BCUTm-1l,11.687467942973088
BCUTp-1h,2.9545921034126743
BCUTp-1l,0.7516737506748669
BCUTs-1h,7.014577989140374
BCUTs-1l,0.29891720743208
BCUTv-1h,24.441833420212767
BCUTv-1l,14.701063568211831
BalabanJ,1.461831850852448
Diameter,13
ETA_beta,40.5
GATS1are,0.6849175013306237
GATS2are,0.8206809506724327
GATS3are,0.9381104049415849
GATS4are,1.2182925275398784
GATS5are,1.2757783476610594
GATS6are,1.337712840004249
GATS7are,1.6661255463621558
GATS8are,1.1898255673295595
HybRatio,0.30434782608695654
Lipinski,True
LogEE_Dt,308.93421617190336
MATS1are,-0.02133957516814174
MATS2are,0.13131900185420112
MATS3are,-0.0020679905568856045
MATS4are,-0.003750589708230211
MATS5are,0.12808367100973458
MATS6are,-0.08401621442145761
MATS7are,-0.23563742923501144
MATS8are,-0.12940315478782566
MAXddssS,-3.971066048332911
MAXssCH2,0.7676486310139808
MAXsssCH,-0.893727324263039
MINddssS,-3.971066048332911
MINssCH2,0.2811877991937519
MINsssCH,-0.893727324263039
NsssssAs,0
RotRatio,0.17647058823529413
SM1_Dzpe,1.4325275397796822
SM1_Dzse,1.377892477264776
SMR_VSA1,13.212334168400758
SMR_VSA2,0.0
SMR_VSA3,19.505892847100252
SMR_VSA4,0.0
SMR_VSA5,17.358145927591746
SMR_VSA6,33.22669760632749
SMR_VSA7,72.42396574792618
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,254.45760134573914
SpAD_Dzi,281.2808305597042
SpAD_Dzm,254.48122284047727
SpAD_Dzp,347.3005756089362
SpAD_Dzv,339.10710065254716
SpAbs_Dt,617.868432343807
SpDiam_A,4.926470734535377
SpDiam_D,242.04155646420548
SpMAD_Dt,19.931239753026023
SpMax_Dt,308.93421617190336
SsssssAs,0
VE1_Dzpe,5.4830744550058155
VE1_Dzse,5.48131945349858
VE2_Dzpe,0.17687336951631663
VE2_Dzse,0.17681675656447032
VE3_Dzpe,2.8330680870668146
VE3_Dzse,2.832747959654963
VMcGowan,326.67000000000104
VR1_Dzpe,201.56266485594577
VR1_Dzse,201.73881413591687
VR2_Dzpe,6.502021446965992
VR2_Dzse,6.50770368180377
VR3_Dzpe,6.4375024363708215
VR3_Dzse,6.438375972920266
mZagreb1,9.45138888888889
mZagreb2,6.7361111111111125
n10ARing,0
n10FRing,1
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,1
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,1
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,11
nBondsKS,49
nFAHRing,0
nFaHRing,1
nG12Ring,0
AATSC0are,0.1144986149584487
AATSC1are,-0.002443351800553934
AATSC2are,0.015035843830031984
AATSC3are,-0.0002367820545105527
AATSC4are,-0.0004294373268697714
AATSC5are,0.014665402929408218
AATSC6are,-0.009619740185308938
AATSC7are,-0.026980159279778277
AATSC8are,-0.014816481994459785
AETA_beta,1.3064516129032258
BCUTdv-1h,6.0225503702865035
BCUTdv-1l,0.644232594285806
BCUTpe-1h,3.536950014111271
BCUTpe-1l,2.2174521056177885
BCUTse-1h,3.7682592901354286
BCUTse-1l,2.414696705383775
ETA_alpha,14.933333333333335
ETA_dBeta,0.5
ETA_eta_B,0.4767233894422027
ETA_eta_F,34.142923277788256
ETA_eta_L,6.962740854045853
ETA_eta_R,60.78553132083552
ETA_psi_1,0.5773195876288663
LabuteASA,182.29534311635996
LogEE_DzZ,126.86027698598146
LogEE_Dzi,140.56397920811594
LogEE_Dzm,126.87183799342384
LogEE_Dzp,172.57418287174158
LogEE_Dzv,169.1051561833105
PEOE_VSA1,9.799819461700956
PEOE_VSA2,9.77851570501903
PEOE_VSA3,8.417796984328938
PEOE_VSA4,4.722094864452088
PEOE_VSA5,0.0
PEOE_VSA6,48.53093654769288
PEOE_VSA7,31.164679234223414
PEOE_VSA8,37.76209340972817
PEOE_VSA9,5.516700717616262
SM1_Dzare,1.5752237029804177
SpAD_Dzpe,283.96805821071166
SpAD_Dzse,283.4948091493038
SpAbs_DzZ,252.9414492528806
SpAbs_Dzi,280.2054270079335
SpAbs_Dzm,252.96751910146625
SpAbs_Dzp,350.0438378781936
SpAbs_Dzv,340.5270154385971
SpDiam_Dt,417.60744943536156
SpMAD_DzZ,8.208309720830295
SpMAD_Dzi,9.073575179345298
SpMAD_Dzm,8.209071704531524
SpMAD_Dzp,11.203244374481812
SpMAD_Dzv,10.938938730727328
SpMax_DzZ,126.86027698598146
SpMax_Dzi,140.56397920811594
SpMax_Dzm,126.87183799342384
SpMax_Dzp,172.57418287174158
SpMax_Dzv,169.1051561833105
VE1_Dzare,5.4838823268875325
VE2_Dzare,0.1768994298995978
VE3_Dzare,2.83321541542768
VR1_Dzare,201.4659803894143
VR2_Dzare,6.498902593206913
VR3_Dzare,6.437022646809822
n10AHRing,0
n10FARing,0
n10FHRing,1
n10FaRing,1
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,16
nAromBond,17
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.48172043010752696
AETA_dBeta,0.016129032258064516
AETA_eta_B,0.015378173852974282
AETA_eta_F,1.1013846218641372
AETA_eta_L,0.22460454367889848
AETA_eta_R,1.960823590994694
BCUTare-1h,3.5809314182931815
BCUTare-1l,2.1661727575480496
ETA_beta_s,20.0
ETA_dPsi_A,0.1366804123711337
ETA_dPsi_B,0.0
ETA_eta_BR,0.8207233894422027
ETA_eta_FL,7.97474931888504
ETA_eta_RL,14.937490172930893
LogEE_Dzpe,141.9679213871149
LogEE_Dzse,141.74199220105484
PEOE_VSA10,10.937324304665736
PEOE_VSA11,0.0
PEOE_VSA12,15.930470882759089
PEOE_VSA13,0.0
SlogP_VSA1,4.722094864452088
SlogP_VSA2,68.37731313180406
SlogP_VSA3,21.238649960405414
SlogP_VSA4,0.0
SlogP_VSA5,5.563451491696996
SlogP_VSA6,71.75599773174694
SlogP_VSA7,0.0
SlogP_VSA8,10.902924932081056
SlogP_VSA9,0.0
SpAD_Dzare,282.5836259972483
SpAbs_Dzpe,282.7841369616875
SpAbs_Dzse,282.3468845579937
SpDiam_DzZ,173.2844084740686
SpDiam_Dzi,197.63617529853758
SpDiam_Dzm,173.30135794434958
SpDiam_Dzp,244.4851651455882
SpDiam_Dzv,240.58179006846999
SpMAD_Dzpe,9.160259942281021
SpMAD_Dzse,9.14499384352593
SpMax_Dzpe,141.9679213871149
SpMax_Dzse,141.74199220105484
n10FAHRing,0
n10FaHRing,1
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,31
AETA_beta_s,0.6451612903225806
AETA_eta_BR,0.026474948046522666
AETA_eta_FL,0.2572499780285497
AETA_eta_RL,0.4818545217074482
DetourIndex,4570
EState_VSA1,16.065131982555545
EState_VSA2,17.22348482779529
EState_VSA3,18.606213529441412
EState_VSA4,24.039188517986943
EState_VSA5,6.06636706846161
EState_VSA6,23.229487439386773
EState_VSA7,49.51224146190846
EState_VSA8,14.605983116249774
EState_VSA9,0.0
ETA_beta_ns,20.5
ETA_shape_p,0.10044642857142855
ETA_shape_x,0.055803571428571425
ETA_shape_y,0.25446428571428564
GhoseFilter,True
LogEE_Dzare,141.26821178200635
SlogP_VSA10,0.0
SlogP_VSA11,0.0
SpAbs_Dzare,281.29038090996835
SpDiam_Dzpe,199.3789390414148
SpDiam_Dzse,198.6779771812188
SpMAD_Dzare,9.115600838620914
SpMax_Dzare,141.26821178200635
TopoPSA(NO),82.61
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,26.711980662635426
VSA_EState9,49.842418719030825
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.6612903225806451
EState_VSA10,13.212334168400758
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.018279569892473053
FilterItLogS,-4.987050419514958
SpDiam_Dzare,198.52711002850765
ETA_beta_ns_d,0.0
ETA_epsilon_1,0.590643274853801
ETA_epsilon_2,0.8344086021505374
ETA_epsilon_3,0.4425287356321833
ETA_epsilon_4,0.5333333333333327
ETA_epsilon_5,0.817708333333333
AETA_beta_ns_d,0.0
ETA_dEpsilon_A,0.14811453922161766
ETA_dEpsilon_B,0.05730994152046831
ETA_dEpsilon_C,-0.09080459770114935
ETA_dEpsilon_D,0.016700268817204322
PetitjeanIndex,0.46153846153846156
TopoShapeIndex,0.8571428571428571
CDK Descriptors
FMFDescriptor,0.8709677419354839
MDEDescriptor,"0.0,2.213655865106624,0.7623893911190518,0.0,21.983265747890925,22.29494517553102,0.0,4.9223866387741655,0.0,0.0,0.814325284978472,0.0,0.0,0.0,0.0,0.0,0.25,0.6713783850074477,0.33333333333333337"
APolDescriptor,67.52261799999997
BCUTDescriptor,"11.994278156238723,31.97207256489961,-0.3324810134685975,0.24378935358788156,5.8852792140706125,12.750369859470835"
BPolDescriptor,41.79738199999999
TPSADescriptor,90.99
ALOGPDescriptor,"2.117500000000003,4.483806250000012,117.94819999999999"
XLogPDescriptor,1.9020000000000001
VAdjMaDescriptor,6.08746284125034
WeightDescriptor,438.1725619
ChiPathDescriptor,"21.846724214874857,14.937490172930895,13.817379815419399,11.275279924195477,9.267312876946766,7.75884565637363,4.852383911180648,3.3809028233729395,17.642112855461818,10.682533433959867,8.243241097902224,5.953435096548542,4.161723784588753,2.9754898238782084,1.64427113976881,0.9997535755806137"
ChiChainDescriptor,"0.0,0.0,0.0,0.3367701210266096,0.4408984626827793,0.0,0.0,0.0,0.12764785031681036,0.1602307162686763"
AtomCountDescriptor,57
BondCountDescriptor,34
SmallRingDescriptor,"4,3,3,2,0,0,0,4,0,0,0"
ChiClusterDescriptor,"2.4896600788942815,0.20412414523193154,0.5931217907707458,0.08333333333333333,1.0625165082725176,0.025499585890087693,0.13415606073575778,0.007361096388933056"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,2,12,2,4,2,0,0"
ZagrebIndexDescriptor,164.0
LargestChainDescriptor,14
MannholdLogPDescriptor,3.11
WeightedPathDescriptor,"63.43646634132826,2.046337623913815,23.889742213838037,7.597952078981477,12.779098039839202"
FractionalPSADescriptor,0.20765791359789842
WienerNumbersDescriptor,"2612.0,50.0"
AminoAcidCountDescriptor,"1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"5.091607922183054,8.084557271536791,12.02572301540512,2.0081438492089188,2.645873176379645,3.193157502732909"
FractionalCSP3Descriptor,0.30434782608695654
KierHallSmartsDescriptor,"0,0,0,0,0,0,1,0,5,0,0,11,1,0,0,1,2,2,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,1
HBondDonorCountDescriptor,1
LargestPiSystemDescriptor,14
PetitjeanNumberDescriptor,0.46153846153846156
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"24.134948096885815,10.950520833333334,6.118626430801249"
AromaticAtomsCountDescriptor,16
AromaticBondsCountDescriptor,17
FragmentComplexityDescriptor,2670.08
HBondAcceptorCountDescriptor,7
HybridizationRatioDescriptor,0.30434782608695654
AutocorrelationDescriptorMass,"40.891081350178766,44.72376875463619,58.2684866367823,64.21811961530982,66.13073011655867"
PetitjeanShapeIndexDescriptor,"0.8571428571428571,NaN"
RotatableBondsCountDescriptor,7
AutocorrelationDescriptorCharge,"0.579070609637193,-0.31312781158699093,0.014900283223482696,0.05522935334912846,-0.1565267220120761"
EccentricConnectivityIndexDescriptor,681
AutocorrelationDescriptorPolarizability,"2512.2388124607537,2955.560913115909,4184.2669777218425,4383.60802179671,4196.658036950133"
