DLiP-ID,T0072R
DLiP-Mol-ID,24952
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C23H18ClNO3/c1-15(26)17-8-6-16(7-9-17)14-25-22(27)20-4-2-3-5-21(20)23(25,28)18-10-12-19(24)13-11-18/h2-13,28H,14H2,1H3"
Standard Inchi Key(RDKit),WPVMCSFCDNXBJK-UHFFFAOYSA-N
Canonical SMILES(RDKit),CC(=O)c1ccc(CN2C(=O)c3ccccc3C2(O)c2ccc(Cl)cc2)cc1
SMILES(SDF),
MW(SDF),
MW(RDKit),391.854
MW Monoisotopic(RDKit),391.097521116
MolLogP(RDKit),4.392
XLogP(SDF),
XLogP(CDK),4.56
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),3
HBA Lipinski(RDKit),4
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),57.61
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),4
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),28
QED Weighted(RDKit),0.670777291240488
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,p53/MDM2
Common Target Pref Name,P53/HDM2
RDKit Descriptors
Ipc,2758237.3733953717
qed,0.670777291240488
Chi0,19.88854057813175
Chi1,13.407739299442634
TPSA,57.61
Chi0n,15.22419825639893
Chi0v,15.980127202417385
Chi1n,8.907916756109987
