DLiP-ID,T0067F
DLiP-Mol-ID,23599
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C18H27N5O4/c24-16(25)4-8-20-17(26)14-12-15-18(27)22(9-1-10-23(15)21-14)11-5-13-2-6-19-7-3-13/h12-13,19H,1-11H2,(H,20,26)(H,24,25)"
Standard Inchi Key(RDKit),UBPVQXLZQALJTK-UHFFFAOYSA-N
Canonical SMILES(RDKit),O=C(O)CCNC(=O)c1cc2n(n1)CCCN(CCC1CCNCC1)C2=O
SMILES(SDF),
MW(SDF),
MW(RDKit),377.445
MW Monoisotopic(RDKit),377.206304344
MolLogP(RDKit),0.3232
XLogP(SDF),
XLogP(CDK),0.215
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),6
HBA Lipinski(RDKit),9
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),3
HBD Lipinski(RDKit),3
PSA(SDF),
PSA(RDKit),116.56
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),7
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),1
nAtoms(SDF),
Heavy Atoms(RDKit),27
QED Weighted(RDKit),0.630230124305463
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,1488374.1799042865
qed,0.6302301243054631
Chi0,19.225403871315223
Chi1,13.041713895658194
TPSA,116.56
Chi0n,15.4464743848227
