DLiP-ID,C0015E
DLiP-Mol-ID,31851
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C19H16N4O4S2/c1-27-14-4-2-12(3-5-14)10-15-18(26)23(19(28)29-15)11-16(24)21-22-17(25)13-6-8-20-9-7-13/h2-10H,11H2,1H3,(H,21,24)(H,22,25)/b15-10-"
Standard Inchi Key(RDKit),MKYOOFCMDVUHBQ-GDNBJRDFSA-N
Canonical SMILES(RDKit),COc1ccc(/C=C2\SC(=S)N(CC(=O)NNC(=O)c3ccncc3)C2=O)cc1
SMILES(SDF),
MW(SDF),
MW(RDKit),428.495
MW Monoisotopic(RDKit),428.061296992
MolLogP(RDKit),1.7526
XLogP(SDF),
XLogP(CDK),1.294
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),7
HBA Lipinski(RDKit),8
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),100.63
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),5
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),29
QED Weighted(RDKit),0.425115174339325
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,3837369.8289026385
qed,0.4251151743393247
Chi0,20.802754140504845
Chi1,13.973565548236332
TPSA,100.63
Chi0n,15.247176137676277
Chi0v,16.88016929953173
Chi1n,8.363244248783614
Chi1v,9.587989120175203
Chi2n,5.779204490999117
Chi2v,7.45497008019527
Chi3n,3.846833950745941
Chi3v,5.2246122118413565
Chi4n,2.3728734334591204
Chi4v,3.6279655805283704
MolMR,112.7189
MolWt,428.4950000000001
fr_SH,0
Kappa1,20.493126261325983
Kappa2,9.304134420918444
Kappa3,5.180055494670239
fr_ArN,0
fr_COO,0
fr_C_O,3
fr_C_S,1
fr_NH0,2
fr_NH1,2
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,977.4634746810468
MolLogP,1.7525999999999997
NOCount,8
fr_Ar_N,1
fr_COO2,0
fr_urea,0
BalabanJ,1.5818365283322589
SMR_VSA1,19.120474506015512
SMR_VSA2,0.0
SMR_VSA3,20.735471046018453
SMR_VSA4,0.0
SMR_VSA5,0.0
SMR_VSA6,13.65455394719011
SMR_VSA7,64.82392905127985
SMR_VSA8,0.0
SMR_VSA9,5.749511833283905
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,3
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,1
fr_furan,0
fr_imide,0
fr_nitro,0
