DLiP-ID,I001F4
DLiP-Mol-ID,29865
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C15H20N2O4S/c1-10-5-6-13(15-11(2)17-21-12(15)3)9-14(10)22(18,19)16-7-8-20-4/h5-6,9,16H,7-8H2,1-4H3"
Standard Inchi Key(RDKit),YEJMUBAWJLSIGV-UHFFFAOYSA-N
Canonical SMILES(RDKit),COCCNS(=O)(=O)c1cc(-c2c(C)noc2C)ccc1C
SMILES(SDF),
MW(SDF),
MW(RDKit),324.402
MW Monoisotopic(RDKit),324.11437812
MolLogP(RDKit),2.19156
XLogP(SDF),
XLogP(CDK),1.904
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),6
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),81.43
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),6
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),22
QED Weighted(RDKit),0.823813078424409
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Bromodomain_Histone
Common Target Pref Name,Bromodomain/Histone
RDKit Descriptors
Ipc,77949.9329417168
qed,0.8238130784244085
Chi0,16.328062645816686
Chi1,10.364209190060025
TPSA,81.42999999999999
Chi0n,13.134719417761248
Chi0v,13.951215998688973
Chi1n,6.890397439978697
Chi1v,8.37356068757309
Chi2n,5.070020409020918
Chi2v,6.805395524629731
Chi3n,3.397975330819379
Chi3v,5.000995668581945
Chi4n,2.2960788344651744
Chi4v,3.5776813118602746
MolMR,83.21450000000003
MolWt,324.40200000000004
fr_SH,0
