DLiP-ID,I0007I
DLiP-Mol-ID,27983
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C10H8N4O3/c15-9(14-6-3-1-2-4-11-6)7-8(10(16)17)13-5-12-7/h1-5H,(H,12,13)(H,16,17)(H,11,14,15)"
Standard Inchi Key(RDKit),CXVUEKICGYNMBG-UHFFFAOYSA-N
Canonical SMILES(RDKit),O=C(Nc1ccccn1)c1nc[nH]c1C(=O)O
SMILES(SDF),
MW(SDF),
MW(RDKit),232.199
MW Monoisotopic(RDKit),232.059640116
MolLogP(RDKit),0.7552
XLogP(SDF),
XLogP(CDK),0.79
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),7
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),3
HBD Lipinski(RDKit),3
PSA(SDF),
PSA(RDKit),107.97
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),3
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),17
QED Weighted(RDKit),0.723342694802093
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,LEDGF_IN
Common Target Pref Name,LEDGF/IN
RDKit Descriptors
Ipc,10734.036943027091
qed,0.723342694802093
Chi0,12.25071237662706
Chi1,8.181540550352056
TPSA,107.97000000000001
Chi0n,8.54488871337573
Chi0v,8.54488871337573
Chi1n,4.672816732397749
Chi1v,4.672816732397749
Chi2n,3.1003978649809216
Chi2v,3.1003978649809216
Chi3n,1.9747754350874738
Chi3v,1.9747754350874738
Chi4n,1.2416883230061029
Chi4v,1.2416883230061029
MolMR,57.7372
MolWt,232.19899999999998
fr_SH,0
Kappa1,10.805788371993676
Kappa2,4.435092243602458
Kappa3,2.2786794402179007
fr_ArN,0
fr_COO,1
fr_C_O,2
fr_C_S,0
fr_NH0,2
fr_NH1,2
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,549.688470391647
MolLogP,0.7551999999999999
NOCount,7
fr_Ar_N,3
fr_COO2,1
fr_urea,0
BalabanJ,2.2077186428161992
SMR_VSA1,14.69560176298435
SMR_VSA2,0.0
SMR_VSA3,14.951935562841626
SMR_VSA4,0.0
SMR_VSA5,0.0
SMR_VSA6,5.316788604006331
SMR_VSA7,42.11112084145937
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
